"sex_age"	"estimate"	"iter"	"population"
"Male_Adult"	0.7491041	884	"KPT"
"Female_Juvenile"	0.3656427	884	"KPT"
"Male_Juvenile"	0.7614903	884	"KPT"
"Female_Adult"	0.7749582	885	"KPT"
"Male_Adult"	0.7235347	885	"KPT"
"Female_Juvenile"	0.3319816	885	"KPT"
"Male_Juvenile"	0.5355154	885	"KPT"
"Female_Adult"	0.7539148	886	"KPT"
"Male_Adult"	0.7535852	886	"KPT"
"Female_Juvenile"	0.4240374	886	"KPT"
"Male_Juvenile"	0.5337971	886	"KPT"
"Female_Adult"	0.7810106	887	"KPT"
"Male_Adult"	0.7575362	887	"KPT"
"Female_Juvenile"	0.3931124	887	"KPT"
"Male_Juvenile"	0.6296559	887	"KPT"
"Female_Adult"	0.765773	888	"KPT"
"Male_Adult"	0.7250154	888	"KPT"
"Female_Juvenile"	0.3495023	888	"KPT"
"Male_Juvenile"	0.53959	888	"KPT"
"Female_Adult"	0.7614126	889	"KPT"
"Male_Adult"	0.746432	889	"KPT"
"Female_Juvenile"	0.3753657	889	"KPT"
"Male_Juvenile"	0.6004605	889	"KPT"
"Female_Adult"	0.7718175	890	"KPT"
"Male_Adult"	0.7183557	890	"KPT"
"Female_Juvenile"	0.4198327	890	"KPT"
"Male_Juvenile"	0.5310061	890	"KPT"
"Female_Adult"	0.7574311	891	"KPT"
"Male_Adult"	0.7787625	891	"KPT"
"Female_Juvenile"	0.3967437	891	"KPT"
"Male_Juvenile"	0.559394	891	"KPT"
"Female_Adult"	0.7778174	892	"KPT"
"Male_Adult"	0.6990727	892	"KPT"
"Female_Juvenile"	0.3896922	892	"KPT"
"Male_Juvenile"	0.5839625	892	"KPT"
"Female_Adult"	0.7739892	893	"KPT"
"Male_Adult"	0.7545891	893	"KPT"
"Female_Juvenile"	0.4216122	893	"KPT"
"Male_Juvenile"	0.556726	893	"KPT"
"Female_Adult"	0.7668895	894	"KPT"
"Male_Adult"	0.7751152	894	"KPT"
"Female_Juvenile"	0.3721635	894	"KPT"
"Male_Juvenile"	0.5910842	894	"KPT"
"Female_Adult"	0.7572708	895	"KPT"
"Male_Adult"	0.7593098	895	"KPT"
"Female_Juvenile"	0.4025741	895	"KPT"
"Male_Juvenile"	0.5469437	895	"KPT"
"Female_Adult"	0.7837862	896	"KPT"
"Male_Adult"	0.7492805	896	"KPT"
"Female_Juvenile"	0.4647642	896	"KPT"
"Male_Juvenile"	0.5325473	896	"KPT"
"Female_Adult"	0.7579745	897	"KPT"
"Male_Adult"	0.7343885	897	"KPT"
"Female_Juvenile"	0.4836726	897	"KPT"
"Male_Juvenile"	0.6532345	897	"KPT"
"Female_Adult"	0.7429519	898	"KPT"
"Male_Adult"	0.7299995	898	"KPT"
"Female_Juvenile"	0.3812454	898	"KPT"
"Male_Juvenile"	0.5572266	898	"KPT"
"Female_Adult"	0.7802852	899	"KPT"
"Male_Adult"	0.7433494	899	"KPT"
"Female_Juvenile"	0.3913501	899	"KPT"
"Male_Juvenile"	0.6120321	899	"KPT"
"Female_Adult"	0.7368099	900	"KPT"
"Male_Adult"	0.7337024	900	"KPT"
"Female_Juvenile"	0.4881764	900	"KPT"
"Male_Juvenile"	0.4748977	900	"KPT"
"Female_Adult"	0.7505197	901	"KPT"
"Male_Adult"	0.740319	901	"KPT"
"Female_Juvenile"	0.3695608	901	"KPT"
"Male_Juvenile"	0.5481925	901	"KPT"
"Female_Adult"	0.7333506	902	"KPT"
"Male_Adult"	0.7648416	902	"KPT"
"Female_Juvenile"	0.3491211	902	"KPT"
"Male_Juvenile"	0.5666651	902	"KPT"
"Female_Adult"	0.7829241	903	"KPT"
"Male_Adult"	0.7619011	903	"KPT"
"Female_Juvenile"	0.3998309	903	"KPT"
"Male_Juvenile"	0.5507219	903	"KPT"
"Female_Adult"	0.7651534	904	"KPT"
"Male_Adult"	0.7485331	904	"KPT"
"Female_Juvenile"	0.382643	904	"KPT"
"Male_Juvenile"	0.5309164	904	"KPT"
"Female_Adult"	0.7491152	905	"KPT"
"Male_Adult"	0.7902619	905	"KPT"
"Female_Juvenile"	0.48528	905	"KPT"
"Male_Juvenile"	0.5318427	905	"KPT"
"Female_Adult"	0.7940447	906	"KPT"
"Male_Adult"	0.7583329	906	"KPT"
"Female_Juvenile"	0.5012202	906	"KPT"
"Male_Juvenile"	0.6164706	906	"KPT"
"Female_Adult"	0.7818172	907	"KPT"
"Male_Adult"	0.7577872	907	"KPT"
"Female_Juvenile"	0.4508834	907	"KPT"
"Male_Juvenile"	0.5357606	907	"KPT"
"Female_Adult"	0.7885275	908	"KPT"
"Male_Adult"	0.7663598	908	"KPT"
"Female_Juvenile"	0.4054923	908	"KPT"
"Male_Juvenile"	0.5646675	908	"KPT"
"Female_Adult"	0.7369583	909	"KPT"
"Male_Adult"	0.744351	909	"KPT"
"Female_Juvenile"	0.4131262	909	"KPT"
"Male_Juvenile"	0.4869873	909	"KPT"
"Female_Adult"	0.7414706	910	"KPT"
"Male_Adult"	0.7587891	910	"KPT"
"Female_Juvenile"	0.3673929	910	"KPT"
"Male_Juvenile"	0.5367894	910	"KPT"
"Female_Adult"	0.7693268	911	"KPT"
"Male_Adult"	0.7438777	911	"KPT"
"Female_Juvenile"	0.3726573	911	"KPT"
"Male_Juvenile"	0.632826	911	"KPT"
"Female_Adult"	0.7548221	912	"KPT"
"Male_Adult"	0.7303661	912	"KPT"
"Female_Juvenile"	0.3952424	912	"KPT"
"Male_Juvenile"	0.5856427	912	"KPT"
"Female_Adult"	0.7503516	913	"KPT"
"Male_Adult"	0.7665581	913	"KPT"
"Female_Juvenile"	0.4149655	913	"KPT"
"Male_Juvenile"	0.5817573	913	"KPT"
"Female_Adult"	0.733383	914	"KPT"
"Male_Adult"	0.7466545	914	"KPT"
"Female_Juvenile"	0.3726398	914	"KPT"
"Male_Juvenile"	0.5352057	914	"KPT"
"Female_Adult"	0.7456834	915	"KPT"
"Male_Adult"	0.775701	915	"KPT"
"Female_Juvenile"	0.4423408	915	"KPT"
"Male_Juvenile"	0.5174267	915	"KPT"
"Female_Adult"	0.7564344	916	"KPT"
"Male_Adult"	0.7404204	916	"KPT"
"Female_Juvenile"	0.4051914	916	"KPT"
"Male_Juvenile"	0.5802385	916	"KPT"
"Female_Adult"	0.7812105	917	"KPT"
"Male_Adult"	0.7232382	917	"KPT"
"Female_Juvenile"	0.4099279	917	"KPT"
"Male_Juvenile"	0.6205592	917	"KPT"
"Female_Adult"	0.756915	918	"KPT"
"Male_Adult"	0.771505	918	"KPT"
"Female_Juvenile"	0.3894959	918	"KPT"
"Male_Juvenile"	0.4597144	918	"KPT"
"Female_Adult"	0.7492771	919	"KPT"
"Male_Adult"	0.7339872	919	"KPT"
"Female_Juvenile"	0.3753658	919	"KPT"
"Male_Juvenile"	0.494009	919	"KPT"
"Female_Adult"	0.7758686	920	"KPT"
"Male_Adult"	0.7092548	920	"KPT"
"Female_Juvenile"	0.4090614	920	"KPT"
"Male_Juvenile"	0.5158404	920	"KPT"
"Female_Adult"	0.7597058	921	"KPT"
"Male_Adult"	0.7334329	921	"KPT"
"Female_Juvenile"	0.4306255	921	"KPT"
"Male_Juvenile"	0.5105179	921	"KPT"
"Female_Adult"	0.7707157	922	"KPT"
"Male_Adult"	0.7538525	922	"KPT"
"Female_Juvenile"	0.3639197	922	"KPT"
"Male_Juvenile"	0.5892891	922	"KPT"
"Female_Adult"	0.7441439	923	"KPT"
"Male_Adult"	0.773539	923	"KPT"
"Female_Juvenile"	0.3958933	923	"KPT"
"Male_Juvenile"	0.5216995	923	"KPT"
"Female_Adult"	0.7365231	924	"KPT"
"Male_Adult"	0.7383687	924	"KPT"
"Female_Juvenile"	0.3913145	924	"KPT"
"Male_Juvenile"	0.5952339	924	"KPT"
"Female_Adult"	0.7569191	925	"KPT"
"Male_Adult"	0.7353103	925	"KPT"
"Female_Juvenile"	0.3809428	925	"KPT"
"Male_Juvenile"	0.5065068	925	"KPT"
"Female_Adult"	0.7651862	926	"KPT"
"Male_Adult"	0.7361124	926	"KPT"
"Female_Juvenile"	0.3761496	926	"KPT"
"Male_Juvenile"	0.5500903	926	"KPT"
"Female_Adult"	0.7457677	927	"KPT"
"Male_Adult"	0.7595264	927	"KPT"
"Female_Juvenile"	0.4475839	927	"KPT"
"Male_Juvenile"	0.499137	927	"KPT"
"Female_Adult"	0.7613163	928	"KPT"
"Male_Adult"	0.7348233	928	"KPT"
"Female_Juvenile"	0.4361992	928	"KPT"
"Male_Juvenile"	0.5296138	928	"KPT"
"Female_Adult"	0.7063581	929	"KPT"
"Male_Adult"	0.7504282	929	"KPT"
"Female_Juvenile"	0.3708594	929	"KPT"
"Male_Juvenile"	0.6165732	929	"KPT"
"Female_Adult"	0.7685776	930	"KPT"
"Male_Adult"	0.7322751	930	"KPT"
"Female_Juvenile"	0.3853622	930	"KPT"
"Male_Juvenile"	0.5669461	930	"KPT"
"Female_Adult"	0.7494984	931	"KPT"
"Male_Adult"	0.7379563	931	"KPT"
"Female_Juvenile"	0.3712501	931	"KPT"
"Male_Juvenile"	0.5600512	931	"KPT"
"Female_Adult"	0.7594203	932	"KPT"
"Male_Adult"	0.7597558	932	"KPT"
"Female_Juvenile"	0.3676673	932	"KPT"
"Male_Juvenile"	0.6386198	932	"KPT"
"Female_Adult"	0.7287403	933	"KPT"
"Male_Adult"	0.73969	933	"KPT"
"Female_Juvenile"	0.3978804	933	"KPT"
"Male_Juvenile"	0.6223035	933	"KPT"
"Female_Adult"	0.779876	934	"KPT"
"Male_Adult"	0.7260039	934	"KPT"
"Female_Juvenile"	0.3695675	934	"KPT"
"Male_Juvenile"	0.5885995	934	"KPT"
"Female_Adult"	0.7721101	935	"KPT"
"Male_Adult"	0.7787183	935	"KPT"
"Female_Juvenile"	0.3936406	935	"KPT"
"Male_Juvenile"	0.5551039	935	"KPT"
"Female_Adult"	0.7733225	936	"KPT"
"Male_Adult"	0.7494203	936	"KPT"
"Female_Juvenile"	0.4190688	936	"KPT"
"Male_Juvenile"	0.6612287	936	"KPT"
"Female_Adult"	0.7604168	937	"KPT"
"Male_Adult"	0.7514676	937	"KPT"
"Female_Juvenile"	0.4116951	937	"KPT"
"Male_Juvenile"	0.5493407	937	"KPT"
"Female_Adult"	0.7671128	938	"KPT"
"Male_Adult"	0.7571188	938	"KPT"
"Female_Juvenile"	0.4160594	938	"KPT"
"Male_Juvenile"	0.5902085	938	"KPT"
"Female_Adult"	0.7387642	939	"KPT"
"Male_Adult"	0.7569407	939	"KPT"
"Female_Juvenile"	0.3947862	939	"KPT"
"Male_Juvenile"	0.417798	939	"KPT"
"Female_Adult"	0.7703378	940	"KPT"
"Male_Adult"	0.7650909	940	"KPT"
"Female_Juvenile"	0.426263	940	"KPT"
"Male_Juvenile"	0.5153315	940	"KPT"
"Female_Adult"	0.7744083	941	"KPT"
"Male_Adult"	0.7287258	941	"KPT"
"Female_Juvenile"	0.3844901	941	"KPT"
"Male_Juvenile"	0.6234823	941	"KPT"
"Female_Adult"	0.7810866	942	"KPT"
"Male_Adult"	0.7058527	942	"KPT"
"Female_Juvenile"	0.4108337	942	"KPT"
"Male_Juvenile"	0.5375394	942	"KPT"
"Female_Adult"	0.7553742	943	"KPT"
"Male_Adult"	0.7672696	943	"KPT"
"Female_Juvenile"	0.3574783	943	"KPT"
"Male_Juvenile"	0.5870787	943	"KPT"
"Female_Adult"	0.7553108	944	"KPT"
"Male_Adult"	0.7429845	944	"KPT"
"Female_Juvenile"	0.3932594	944	"KPT"
"Male_Juvenile"	0.6318604	944	"KPT"
"Female_Adult"	0.7396211	945	"KPT"
"Male_Adult"	0.7591602	945	"KPT"
"Female_Juvenile"	0.4198427	945	"KPT"
"Male_Juvenile"	0.4835329	945	"KPT"
"Female_Adult"	0.7615801	946	"KPT"
"Male_Adult"	0.7443238	946	"KPT"
"Female_Juvenile"	0.4128265	946	"KPT"
"Male_Juvenile"	0.476152	946	"KPT"
"Female_Adult"	0.7405217	947	"KPT"
"Male_Adult"	0.7312814	947	"KPT"
"Female_Juvenile"	0.4380787	947	"KPT"
"Male_Juvenile"	0.5373428	947	"KPT"
"Female_Adult"	0.772935	948	"KPT"
"Male_Adult"	0.7625278	948	"KPT"
"Female_Juvenile"	0.4132029	948	"KPT"
"Male_Juvenile"	0.6145174	948	"KPT"
"Female_Adult"	0.7672475	949	"KPT"
"Male_Adult"	0.7350377	949	"KPT"
"Female_Juvenile"	0.3456795	949	"KPT"
"Male_Juvenile"	0.624735	949	"KPT"
"Female_Adult"	0.7946534	950	"KPT"
"Male_Adult"	0.7314033	950	"KPT"
"Female_Juvenile"	0.4665079	950	"KPT"
"Male_Juvenile"	0.555503	950	"KPT"
"Female_Adult"	0.751886	951	"KPT"
"Male_Adult"	0.7686304	951	"KPT"
"Female_Juvenile"	0.4408405	951	"KPT"
"Male_Juvenile"	0.5974898	951	"KPT"
"Female_Adult"	0.7584832	952	"KPT"
"Male_Adult"	0.7376768	952	"KPT"
"Female_Juvenile"	0.3650679	952	"KPT"
"Male_Juvenile"	0.6307131	952	"KPT"
"Female_Adult"	0.7699453	953	"KPT"
"Male_Adult"	0.7552556	953	"KPT"
"Female_Juvenile"	0.3745879	953	"KPT"
"Male_Juvenile"	0.5632111	953	"KPT"
"Female_Adult"	0.752481	954	"KPT"
"Male_Adult"	0.7327376	954	"KPT"
"Female_Juvenile"	0.4400672	954	"KPT"
"Male_Juvenile"	0.5260351	954	"KPT"
"Female_Adult"	0.7766082	955	"KPT"
"Male_Adult"	0.7513618	955	"KPT"
"Female_Juvenile"	0.3935443	955	"KPT"
"Male_Juvenile"	0.6760517	955	"KPT"
"Female_Adult"	0.7524284	956	"KPT"
"Male_Adult"	0.7444575	956	"KPT"
"Female_Juvenile"	0.4063948	956	"KPT"
"Male_Juvenile"	0.5378604	956	"KPT"
"Female_Adult"	0.7849162	957	"KPT"
"Male_Adult"	0.7393729	957	"KPT"
"Female_Juvenile"	0.3603669	957	"KPT"
"Male_Juvenile"	0.5999531	957	"KPT"
"Female_Adult"	0.7489424	958	"KPT"
"Male_Adult"	0.7230024	958	"KPT"
"Female_Juvenile"	0.3793317	958	"KPT"
"Male_Juvenile"	0.5768447	958	"KPT"
"Female_Adult"	0.7542541	959	"KPT"
"Male_Adult"	0.6935038	959	"KPT"
"Female_Juvenile"	0.3659862	959	"KPT"
"Male_Juvenile"	0.609697	959	"KPT"
"Female_Adult"	0.7737821	960	"KPT"
"Male_Adult"	0.7320145	960	"KPT"
"Female_Juvenile"	0.3933991	960	"KPT"
"Male_Juvenile"	0.4998711	960	"KPT"
"Female_Adult"	0.7811078	961	"KPT"
"Male_Adult"	0.7962673	961	"KPT"
"Female_Juvenile"	0.3695709	961	"KPT"
"Male_Juvenile"	0.5727646	961	"KPT"
"Female_Adult"	0.7522814	962	"KPT"
"Male_Adult"	0.7477756	962	"KPT"
"Female_Juvenile"	0.414888	962	"KPT"
"Male_Juvenile"	0.6003375	962	"KPT"
"Female_Adult"	0.7461785	963	"KPT"
"Male_Adult"	0.7394986	963	"KPT"
"Female_Juvenile"	0.3635921	963	"KPT"
"Male_Juvenile"	0.5752282	963	"KPT"
"Female_Adult"	0.7810719	964	"KPT"
"Male_Adult"	0.7540381	964	"KPT"
"Female_Juvenile"	0.40141	964	"KPT"
"Male_Juvenile"	0.6136902	964	"KPT"
"Female_Adult"	0.7578657	965	"KPT"
"Male_Adult"	0.7795772	965	"KPT"
"Female_Juvenile"	0.384536	965	"KPT"
"Male_Juvenile"	0.5550699	965	"KPT"
"Female_Adult"	0.7428354	966	"KPT"
"Male_Adult"	0.7560091	966	"KPT"
"Female_Juvenile"	0.4190523	966	"KPT"
"Male_Juvenile"	0.5381903	966	"KPT"
"Female_Adult"	0.7209629	967	"KPT"
"Male_Adult"	0.7312167	967	"KPT"
"Female_Juvenile"	0.3632478	967	"KPT"
"Male_Juvenile"	0.504531	967	"KPT"
"Female_Adult"	0.7646975	968	"KPT"
"Male_Adult"	0.7481545	968	"KPT"
"Female_Juvenile"	0.365101	968	"KPT"
"Male_Juvenile"	0.607278	968	"KPT"
"Female_Adult"	0.75463	969	"KPT"
"Male_Adult"	0.7440101	969	"KPT"
"Female_Juvenile"	0.3551686	969	"KPT"
"Male_Juvenile"	0.7048907	969	"KPT"
"Female_Adult"	0.7726692	970	"KPT"
"Male_Adult"	0.7488003	970	"KPT"
"Female_Juvenile"	0.4468373	970	"KPT"
"Male_Juvenile"	0.4494395	970	"KPT"
"Female_Adult"	0.7490798	971	"KPT"
"Male_Adult"	0.7291664	971	"KPT"
"Female_Juvenile"	0.3670347	971	"KPT"
"Male_Juvenile"	0.5975846	971	"KPT"
"Female_Adult"	0.7370079	972	"KPT"
"Male_Adult"	0.7419218	972	"KPT"
"Female_Juvenile"	0.4166924	972	"KPT"
"Male_Juvenile"	0.5696685	972	"KPT"
"Female_Adult"	0.6985452	973	"KPT"
"Male_Adult"	0.7564313	973	"KPT"
"Female_Juvenile"	0.3676704	973	"KPT"
"Male_Juvenile"	0.6238898	973	"KPT"
"Female_Adult"	0.772236	974	"KPT"
"Male_Adult"	0.7309077	974	"KPT"
"Female_Juvenile"	0.3375627	974	"KPT"
"Male_Juvenile"	0.5397399	974	"KPT"
"Female_Adult"	0.7420319	975	"KPT"
"Male_Adult"	0.7347023	975	"KPT"
"Female_Juvenile"	0.4283534	975	"KPT"
"Male_Juvenile"	0.5112055	975	"KPT"
"Female_Adult"	0.7970109	976	"KPT"
"Male_Adult"	0.7671567	976	"KPT"
"Female_Juvenile"	0.3617364	976	"KPT"
"Male_Juvenile"	0.5220874	976	"KPT"
"Female_Adult"	0.7309981	977	"KPT"
"Male_Adult"	0.7382641	977	"KPT"
"Female_Juvenile"	0.5258474	977	"KPT"
"Male_Juvenile"	0.5123215	977	"KPT"
"Female_Adult"	0.7817208	978	"KPT"
"Male_Adult"	0.762493	978	"KPT"
"Female_Juvenile"	0.4053479	978	"KPT"
"Male_Juvenile"	0.5023374	978	"KPT"
"Female_Adult"	0.7503237	979	"KPT"
"Male_Adult"	0.7343715	979	"KPT"
"Female_Juvenile"	0.3820573	979	"KPT"
"Male_Juvenile"	0.5076137	979	"KPT"
"Female_Adult"	0.7336883	980	"KPT"
"Male_Adult"	0.7746044	980	"KPT"
"Female_Juvenile"	0.370817	980	"KPT"
"Male_Juvenile"	0.6842646	980	"KPT"
"Female_Adult"	0.7522528	981	"KPT"
"Male_Adult"	0.7633155	981	"KPT"
"Female_Juvenile"	0.3567598	981	"KPT"
"Male_Juvenile"	0.6153476	981	"KPT"
"Female_Adult"	0.7728687	982	"KPT"
"Male_Adult"	0.7408605	982	"KPT"
"Female_Juvenile"	0.3859979	982	"KPT"
"Male_Juvenile"	0.4727088	982	"KPT"
"Female_Adult"	0.7374378	983	"KPT"
"Male_Adult"	0.7385157	983	"KPT"
"Female_Juvenile"	0.3869327	983	"KPT"
"Male_Juvenile"	0.6352063	983	"KPT"
"Female_Adult"	0.7504728	984	"KPT"
"Male_Adult"	0.7418135	984	"KPT"
"Female_Juvenile"	0.38509	984	"KPT"
"Male_Juvenile"	0.5482033	984	"KPT"
"Female_Adult"	0.8154252	985	"KPT"
"Male_Adult"	0.7308112	985	"KPT"
"Female_Juvenile"	0.4255166	985	"KPT"
"Male_Juvenile"	0.6427755	985	"KPT"
"Female_Adult"	0.7596881	986	"KPT"
"Male_Adult"	0.7244921	986	"KPT"
"Female_Juvenile"	0.3530061	986	"KPT"
"Male_Juvenile"	0.5712489	986	"KPT"
"Female_Adult"	0.7667558	987	"KPT"
"Male_Adult"	0.7317493	987	"KPT"
"Female_Juvenile"	0.376307	987	"KPT"
"Male_Juvenile"	0.5967543	987	"KPT"
"Female_Adult"	0.7636085	988	"KPT"
"Male_Adult"	0.7240841	988	"KPT"
"Female_Juvenile"	0.3393876	988	"KPT"
"Male_Juvenile"	0.4989219	988	"KPT"
"Female_Adult"	0.744703	989	"KPT"
"Male_Adult"	0.7649246	989	"KPT"
"Female_Juvenile"	0.3575951	989	"KPT"
"Male_Juvenile"	0.6437272	989	"KPT"
"Female_Adult"	0.7791255	990	"KPT"
"Male_Adult"	0.752811	990	"KPT"
"Female_Juvenile"	0.3703712	990	"KPT"
"Male_Juvenile"	0.5760901	990	"KPT"
"Female_Adult"	0.7263897	991	"KPT"
"Male_Adult"	0.7018692	991	"KPT"
"Female_Juvenile"	0.4141794	991	"KPT"
"Male_Juvenile"	0.5397156	991	"KPT"
"Female_Adult"	0.7466146	992	"KPT"
"Male_Adult"	0.7533879	992	"KPT"
"Female_Juvenile"	0.4636611	992	"KPT"
"Male_Juvenile"	0.5553087	992	"KPT"
"Female_Adult"	0.7617471	993	"KPT"
"Male_Adult"	0.7323288	993	"KPT"
"Female_Juvenile"	0.4523115	993	"KPT"
"Male_Juvenile"	0.6256979	993	"KPT"
"Female_Adult"	0.741942	994	"KPT"
"Male_Adult"	0.7682609	994	"KPT"
"Female_Juvenile"	0.4663518	994	"KPT"
"Male_Juvenile"	0.5849266	994	"KPT"
"Female_Adult"	0.7659448	995	"KPT"
"Male_Adult"	0.7243521	995	"KPT"
"Female_Juvenile"	0.3432829	995	"KPT"
"Male_Juvenile"	0.7107789	995	"KPT"
"Female_Adult"	0.7320123	996	"KPT"
"Male_Adult"	0.7352543	996	"KPT"
"Female_Juvenile"	0.3895332	996	"KPT"
"Male_Juvenile"	0.654703	996	"KPT"
"Female_Adult"	0.7680752	997	"KPT"
"Male_Adult"	0.7479214	997	"KPT"
"Female_Juvenile"	0.3463832	997	"KPT"
"Male_Juvenile"	0.5674334	997	"KPT"
"Female_Adult"	0.7354467	998	"KPT"
"Male_Adult"	0.7677275	998	"KPT"
"Female_Juvenile"	0.3646112	998	"KPT"
"Male_Juvenile"	0.6434539	998	"KPT"
"Female_Adult"	0.7480754	999	"KPT"
"Male_Adult"	0.733301	999	"KPT"
"Female_Juvenile"	0.3800305	999	"KPT"
"Male_Juvenile"	0.5381878	999	"KPT"
"Female_Adult"	0.7398513	1000	"KPT"
"Male_Adult"	0.6865802	1000	"KPT"
"Female_Juvenile"	0.4001867	1000	"KPT"
"Male_Juvenile"	0.5729626	1000	"KPT"
"Female_Adult"	0.8696664	1	"KPM"
"Male_Adult"	0.8492905	1	"KPM"
"Female_Juvenile"	0.177863	1	"KPM"
"Male_Juvenile"	0.1462171	1	"KPM"
"Female_Adult"	0.8555037	2	"KPM"
"Male_Adult"	0.8487003	2	"KPM"
"Female_Juvenile"	0.1951066	2	"KPM"
"Male_Juvenile"	0.1967689	2	"KPM"
"Female_Adult"	0.8567913	3	"KPM"
"Male_Adult"	0.8651464	3	"KPM"
"Female_Juvenile"	0.1961636	3	"KPM"
"Male_Juvenile"	0.1736611	3	"KPM"
"Female_Adult"	0.8454044	4	"KPM"
"Male_Adult"	0.8415221	4	"KPM"
"Female_Juvenile"	0.1856026	4	"KPM"
"Male_Juvenile"	0.1627128	4	"KPM"
"Female_Adult"	0.8414012	5	"KPM"
"Male_Adult"	0.841281	5	"KPM"
"Female_Juvenile"	0.1836224	5	"KPM"
"Male_Juvenile"	0.1645913	5	"KPM"
"Female_Adult"	0.8536815	6	"KPM"
"Male_Adult"	0.8598031	6	"KPM"
"Female_Juvenile"	0.2060356	6	"KPM"
"Male_Juvenile"	0.2009433	6	"KPM"
"Female_Adult"	0.8568921	7	"KPM"
"Male_Adult"	0.8667836	7	"KPM"
"Female_Juvenile"	0.1757687	7	"KPM"
"Male_Juvenile"	0.1695859	7	"KPM"
"Female_Adult"	0.881003	8	"KPM"
"Male_Adult"	0.842232	8	"KPM"
"Female_Juvenile"	0.1766197	8	"KPM"
"Male_Juvenile"	0.1594762	8	"KPM"
"Female_Adult"	0.8665368	9	"KPM"
"Male_Adult"	0.8680873	9	"KPM"
"Female_Juvenile"	0.1764874	9	"KPM"
"Male_Juvenile"	0.1663093	9	"KPM"
"Female_Adult"	0.8534341	10	"KPM"
"Male_Adult"	0.8700229	10	"KPM"
"Female_Juvenile"	0.1854244	10	"KPM"
"Male_Juvenile"	0.1731453	10	"KPM"
"Female_Adult"	0.8679707	11	"KPM"
"Male_Adult"	0.8254154	11	"KPM"
"Female_Juvenile"	0.1690759	11	"KPM"
"Male_Juvenile"	0.1670943	11	"KPM"
"Female_Adult"	0.847064	12	"KPM"
"Male_Adult"	0.8494674	12	"KPM"
"Female_Juvenile"	0.1956598	12	"KPM"
"Male_Juvenile"	0.1651637	12	"KPM"
"Female_Adult"	0.849051	13	"KPM"
"Male_Adult"	0.850808	13	"KPM"
"Female_Juvenile"	0.1983791	13	"KPM"
"Male_Juvenile"	0.1581855	13	"KPM"
"Female_Adult"	0.8721503	14	"KPM"
"Male_Adult"	0.8529741	14	"KPM"
"Female_Juvenile"	0.1875994	14	"KPM"
"Male_Juvenile"	0.164697	14	"KPM"
"Female_Adult"	0.8454451	15	"KPM"
"Male_Adult"	0.852235	15	"KPM"
"Female_Juvenile"	0.1954249	15	"KPM"
"Male_Juvenile"	0.1620636	15	"KPM"
"Female_Adult"	0.8567902	16	"KPM"
"Male_Adult"	0.8617262	16	"KPM"
"Female_Juvenile"	0.1937016	16	"KPM"
"Male_Juvenile"	0.1830682	16	"KPM"
"Female_Adult"	0.8766906	17	"KPM"
"Male_Adult"	0.8449639	17	"KPM"
"Female_Juvenile"	0.1918803	17	"KPM"
"Male_Juvenile"	0.1586075	17	"KPM"
"Female_Adult"	0.8421834	18	"KPM"
"Male_Adult"	0.8663978	18	"KPM"
"Female_Juvenile"	0.205092	18	"KPM"
"Male_Juvenile"	0.1642541	18	"KPM"
"Female_Adult"	0.8759843	19	"KPM"
"Male_Adult"	0.8368476	19	"KPM"
"Female_Juvenile"	0.1793867	19	"KPM"
"Male_Juvenile"	0.1658962	19	"KPM"
"Female_Adult"	0.8752044	20	"KPM"
"Male_Adult"	0.8445178	20	"KPM"
"Female_Juvenile"	0.1814957	20	"KPM"
"Male_Juvenile"	0.1800586	20	"KPM"
"Female_Adult"	0.8551765	21	"KPM"
"Male_Adult"	0.8344254	21	"KPM"
"Female_Juvenile"	0.2054662	21	"KPM"
"Male_Juvenile"	0.1787907	21	"KPM"
"Female_Adult"	0.8618503	22	"KPM"
"Male_Adult"	0.8509664	22	"KPM"
"Female_Juvenile"	0.1594595	22	"KPM"
"Male_Juvenile"	0.1511956	22	"KPM"
"Female_Adult"	0.8342526	23	"KPM"
"Male_Adult"	0.8681572	23	"KPM"
"Female_Juvenile"	0.1929861	23	"KPM"
"Male_Juvenile"	0.1699021	23	"KPM"
"Female_Adult"	0.844612	24	"KPM"
"Male_Adult"	0.8308296	24	"KPM"
"Female_Juvenile"	0.2282319	24	"KPM"
"Male_Juvenile"	0.149057	24	"KPM"
"Female_Adult"	0.8183418	25	"KPM"
"Male_Adult"	0.8519139	25	"KPM"
"Female_Juvenile"	0.1730285	25	"KPM"
"Male_Juvenile"	0.1442723	25	"KPM"
"Female_Adult"	0.8632914	26	"KPM"
"Male_Adult"	0.8382975	26	"KPM"
"Female_Juvenile"	0.2064963	26	"KPM"
"Male_Juvenile"	0.1538105	26	"KPM"
"Female_Adult"	0.877809	27	"KPM"
"Male_Adult"	0.8346098	27	"KPM"
"Female_Juvenile"	0.1761619	27	"KPM"
"Male_Juvenile"	0.2050224	27	"KPM"
"Female_Adult"	0.847942	28	"KPM"
"Male_Adult"	0.8609964	28	"KPM"
"Female_Juvenile"	0.2080198	28	"KPM"
"Male_Juvenile"	0.1389029	28	"KPM"
"Female_Adult"	0.8538279	29	"KPM"
"Male_Adult"	0.8447465	29	"KPM"
"Female_Juvenile"	0.1786863	29	"KPM"
"Male_Juvenile"	0.1564671	29	"KPM"
"Female_Adult"	0.8469261	30	"KPM"
