"sex_age"	"estimate"	"iter"	"population"
"Female_Juvenile"	0.1697527	243	"KPM"
"Male_Juvenile"	0.1983185	243	"KPM"
"Female_Adult"	0.8727661	244	"KPM"
"Male_Adult"	0.8595672	244	"KPM"
"Female_Juvenile"	0.1741449	244	"KPM"
"Male_Juvenile"	0.1559767	244	"KPM"
"Female_Adult"	0.8497457	245	"KPM"
"Male_Adult"	0.8535832	245	"KPM"
"Female_Juvenile"	0.1900256	245	"KPM"
"Male_Juvenile"	0.1312799	245	"KPM"
"Female_Adult"	0.8469863	246	"KPM"
"Male_Adult"	0.8461277	246	"KPM"
"Female_Juvenile"	0.177647	246	"KPM"
"Male_Juvenile"	0.1575381	246	"KPM"
"Female_Adult"	0.8532694	247	"KPM"
"Male_Adult"	0.8510284	247	"KPM"
"Female_Juvenile"	0.17639	247	"KPM"
"Male_Juvenile"	0.1511001	247	"KPM"
"Female_Adult"	0.87149	248	"KPM"
"Male_Adult"	0.8458518	248	"KPM"
"Female_Juvenile"	0.1904977	248	"KPM"
"Male_Juvenile"	0.1962372	248	"KPM"
"Female_Adult"	0.8489969	249	"KPM"
"Male_Adult"	0.8613957	249	"KPM"
"Female_Juvenile"	0.1720616	249	"KPM"
"Male_Juvenile"	0.1556111	249	"KPM"
"Female_Adult"	0.8557103	250	"KPM"
"Male_Adult"	0.8536855	250	"KPM"
"Female_Juvenile"	0.2002579	250	"KPM"
"Male_Juvenile"	0.1627968	250	"KPM"
"Female_Adult"	0.8472565	251	"KPM"
"Male_Adult"	0.8463673	251	"KPM"
"Female_Juvenile"	0.1864545	251	"KPM"
"Male_Juvenile"	0.1553318	251	"KPM"
"Female_Adult"	0.8512051	252	"KPM"
"Male_Adult"	0.8486931	252	"KPM"
"Female_Juvenile"	0.1848029	252	"KPM"
"Male_Juvenile"	0.2036665	252	"KPM"
"Female_Adult"	0.8599768	253	"KPM"
"Male_Adult"	0.8508569	253	"KPM"
"Female_Juvenile"	0.2089698	253	"KPM"
"Male_Juvenile"	0.1609737	253	"KPM"
"Female_Adult"	0.8656326	254	"KPM"
"Male_Adult"	0.8308749	254	"KPM"
"Female_Juvenile"	0.2001143	254	"KPM"
"Male_Juvenile"	0.1572682	254	"KPM"
"Female_Adult"	0.8544668	255	"KPM"
"Male_Adult"	0.8383558	255	"KPM"
"Female_Juvenile"	0.1753038	255	"KPM"
"Male_Juvenile"	0.1581682	255	"KPM"
"Female_Adult"	0.8765456	256	"KPM"
"Male_Adult"	0.8459342	256	"KPM"
"Female_Juvenile"	0.1892678	256	"KPM"
"Male_Juvenile"	0.1692902	256	"KPM"
"Female_Adult"	0.8650393	257	"KPM"
"Male_Adult"	0.8481747	257	"KPM"
"Female_Juvenile"	0.2297955	257	"KPM"
"Male_Juvenile"	0.1663758	257	"KPM"
"Female_Adult"	0.8599263	258	"KPM"
"Male_Adult"	0.865633	258	"KPM"
"Female_Juvenile"	0.1952234	258	"KPM"
"Male_Juvenile"	0.192218	258	"KPM"
"Female_Adult"	0.8547324	259	"KPM"
"Male_Adult"	0.8502284	259	"KPM"
"Female_Juvenile"	0.1717156	259	"KPM"
"Male_Juvenile"	0.1819309	259	"KPM"
"Female_Adult"	0.8495635	260	"KPM"
"Male_Adult"	0.8690276	260	"KPM"
"Female_Juvenile"	0.1776725	260	"KPM"
"Male_Juvenile"	0.1585834	260	"KPM"
"Female_Adult"	0.8515044	261	"KPM"
"Male_Adult"	0.8548686	261	"KPM"
"Female_Juvenile"	0.1894439	261	"KPM"
"Male_Juvenile"	0.1796359	261	"KPM"
"Female_Adult"	0.8467928	262	"KPM"
"Male_Adult"	0.8775378	262	"KPM"
"Female_Juvenile"	0.1830692	262	"KPM"
"Male_Juvenile"	0.1546906	262	"KPM"
"Female_Adult"	0.8755477	263	"KPM"
"Male_Adult"	0.8693914	263	"KPM"
"Female_Juvenile"	0.1960086	263	"KPM"
"Male_Juvenile"	0.1536317	263	"KPM"
"Female_Adult"	0.8512653	264	"KPM"
"Male_Adult"	0.8474375	264	"KPM"
"Female_Juvenile"	0.1679664	264	"KPM"
"Male_Juvenile"	0.185143	264	"KPM"
"Female_Adult"	0.8724687	265	"KPM"
"Male_Adult"	0.8440192	265	"KPM"
"Female_Juvenile"	0.1915841	265	"KPM"
"Male_Juvenile"	0.1551107	265	"KPM"
"Female_Adult"	0.8453807	266	"KPM"
"Male_Adult"	0.8494132	266	"KPM"
"Female_Juvenile"	0.2274544	266	"KPM"
"Male_Juvenile"	0.1617682	266	"KPM"
"Female_Adult"	0.8588352	267	"KPM"
"Male_Adult"	0.8643106	267	"KPM"
"Female_Juvenile"	0.1634303	267	"KPM"
"Male_Juvenile"	0.1671774	267	"KPM"
"Female_Adult"	0.8512772	268	"KPM"
"Male_Adult"	0.8584767	268	"KPM"
"Female_Juvenile"	0.1841003	268	"KPM"
"Male_Juvenile"	0.138455	268	"KPM"
"Female_Adult"	0.8431755	269	"KPM"
"Male_Adult"	0.8456462	269	"KPM"
"Female_Juvenile"	0.1976279	269	"KPM"
"Male_Juvenile"	0.1784909	269	"KPM"
"Female_Adult"	0.8494341	270	"KPM"
"Male_Adult"	0.8394804	270	"KPM"
"Female_Juvenile"	0.1517036	270	"KPM"
"Male_Juvenile"	0.1780934	270	"KPM"
"Female_Adult"	0.8389651	271	"KPM"
"Male_Adult"	0.8539758	271	"KPM"
"Female_Juvenile"	0.1907685	271	"KPM"
"Male_Juvenile"	0.1381908	271	"KPM"
"Female_Adult"	0.8450569	272	"KPM"
"Male_Adult"	0.8481567	272	"KPM"
"Female_Juvenile"	0.1797829	272	"KPM"
"Male_Juvenile"	0.1535279	272	"KPM"
"Female_Adult"	0.8640733	273	"KPM"
"Male_Adult"	0.8698321	273	"KPM"
"Female_Juvenile"	0.2087035	273	"KPM"
"Male_Juvenile"	0.1750094	273	"KPM"
"Female_Adult"	0.8540356	274	"KPM"
"Male_Adult"	0.8575023	274	"KPM"
"Female_Juvenile"	0.1775966	274	"KPM"
"Male_Juvenile"	0.1429698	274	"KPM"
"Female_Adult"	0.8615268	275	"KPM"
"Male_Adult"	0.8385146	275	"KPM"
"Female_Juvenile"	0.1492154	275	"KPM"
"Male_Juvenile"	0.1730709	275	"KPM"
"Female_Adult"	0.8575696	276	"KPM"
"Male_Adult"	0.867895	276	"KPM"
"Female_Juvenile"	0.1728884	276	"KPM"
"Male_Juvenile"	0.1589452	276	"KPM"
"Female_Adult"	0.8570521	277	"KPM"
"Male_Adult"	0.8575218	277	"KPM"
"Female_Juvenile"	0.1797231	277	"KPM"
"Male_Juvenile"	0.1761797	277	"KPM"
"Female_Adult"	0.8755294	278	"KPM"
"Male_Adult"	0.8421775	278	"KPM"
"Female_Juvenile"	0.1532314	278	"KPM"
"Male_Juvenile"	0.1778355	278	"KPM"
"Female_Adult"	0.8779444	279	"KPM"
"Male_Adult"	0.858714	279	"KPM"
"Female_Juvenile"	0.1995312	279	"KPM"
"Male_Juvenile"	0.1532994	279	"KPM"
"Female_Adult"	0.8586703	280	"KPM"
"Male_Adult"	0.835284	280	"KPM"
"Female_Juvenile"	0.1853193	280	"KPM"
"Male_Juvenile"	0.1529528	280	"KPM"
"Female_Adult"	0.8434009	281	"KPM"
"Male_Adult"	0.8413223	281	"KPM"
"Female_Juvenile"	0.1628608	281	"KPM"
"Male_Juvenile"	0.1609789	281	"KPM"
"Female_Adult"	0.8817032	282	"KPM"
"Male_Adult"	0.8507061	282	"KPM"
"Female_Juvenile"	0.199945	282	"KPM"
"Male_Juvenile"	0.1497583	282	"KPM"
"Female_Adult"	0.8344952	283	"KPM"
"Male_Adult"	0.8527793	283	"KPM"
"Female_Juvenile"	0.158842	283	"KPM"
"Male_Juvenile"	0.1994356	283	"KPM"
"Female_Adult"	0.8525518	284	"KPM"
"Male_Adult"	0.8555485	284	"KPM"
"Female_Juvenile"	0.1950013	284	"KPM"
"Male_Juvenile"	0.1577547	284	"KPM"
"Female_Adult"	0.8615233	285	"KPM"
"Male_Adult"	0.8816866	285	"KPM"
"Female_Juvenile"	0.1555415	285	"KPM"
"Male_Juvenile"	0.1902733	285	"KPM"
"Female_Adult"	0.8503473	286	"KPM"
"Male_Adult"	0.8549456	286	"KPM"
"Female_Juvenile"	0.1700786	286	"KPM"
"Male_Juvenile"	0.1747201	286	"KPM"
"Female_Adult"	0.8508383	287	"KPM"
"Male_Adult"	0.8621776	287	"KPM"
"Female_Juvenile"	0.1626301	287	"KPM"
"Male_Juvenile"	0.1862726	287	"KPM"
"Female_Adult"	0.8529223	288	"KPM"
"Male_Adult"	0.8351912	288	"KPM"
"Female_Juvenile"	0.1784756	288	"KPM"
"Male_Juvenile"	0.1573209	288	"KPM"
"Female_Adult"	0.8637588	289	"KPM"
"Male_Adult"	0.8532699	289	"KPM"
"Female_Juvenile"	0.1699482	289	"KPM"
"Male_Juvenile"	0.1542418	289	"KPM"
"Female_Adult"	0.8516655	290	"KPM"
"Male_Adult"	0.8585041	290	"KPM"
"Female_Juvenile"	0.1752229	290	"KPM"
"Male_Juvenile"	0.1786345	290	"KPM"
"Female_Adult"	0.8829511	291	"KPM"
"Male_Adult"	0.8579831	291	"KPM"
"Female_Juvenile"	0.1830729	291	"KPM"
"Male_Juvenile"	0.1439574	291	"KPM"
"Female_Adult"	0.8693714	292	"KPM"
"Male_Adult"	0.8613494	292	"KPM"
"Female_Juvenile"	0.1900802	292	"KPM"
"Male_Juvenile"	0.1622539	292	"KPM"
"Female_Adult"	0.8600263	293	"KPM"
"Male_Adult"	0.8652929	293	"KPM"
"Female_Juvenile"	0.1971791	293	"KPM"
"Male_Juvenile"	0.1587587	293	"KPM"
"Female_Adult"	0.856417	294	"KPM"
"Male_Adult"	0.8758612	294	"KPM"
"Female_Juvenile"	0.1885505	294	"KPM"
"Male_Juvenile"	0.1501174	294	"KPM"
"Female_Adult"	0.8596702	295	"KPM"
"Male_Adult"	0.8503958	295	"KPM"
"Female_Juvenile"	0.2122423	295	"KPM"
"Male_Juvenile"	0.1469329	295	"KPM"
"Female_Adult"	0.8633411	296	"KPM"
"Male_Adult"	0.8597561	296	"KPM"
"Female_Juvenile"	0.1831591	296	"KPM"
"Male_Juvenile"	0.1801925	296	"KPM"
"Female_Adult"	0.8538358	297	"KPM"
"Male_Adult"	0.8457308	297	"KPM"
"Female_Juvenile"	0.1742782	297	"KPM"
"Male_Juvenile"	0.1610011	297	"KPM"
"Female_Adult"	0.8686414	298	"KPM"
"Male_Adult"	0.8397915	298	"KPM"
"Female_Juvenile"	0.1562645	298	"KPM"
"Male_Juvenile"	0.1645725	298	"KPM"
"Female_Adult"	0.8605821	299	"KPM"
"Male_Adult"	0.8545909	299	"KPM"
"Female_Juvenile"	0.1957611	299	"KPM"
"Male_Juvenile"	0.1744759	299	"KPM"
"Female_Adult"	0.8608031	300	"KPM"
"Male_Adult"	0.8473028	300	"KPM"
"Female_Juvenile"	0.2001931	300	"KPM"
"Male_Juvenile"	0.1619375	300	"KPM"
"Female_Adult"	0.8694897	301	"KPM"
"Male_Adult"	0.8713624	301	"KPM"
"Female_Juvenile"	0.19248	301	"KPM"
"Male_Juvenile"	0.1566055	301	"KPM"
"Female_Adult"	0.8558453	302	"KPM"
"Male_Adult"	0.8583497	302	"KPM"
"Female_Juvenile"	0.1897186	302	"KPM"
"Male_Juvenile"	0.1553825	302	"KPM"
"Female_Adult"	0.8741122	303	"KPM"
"Male_Adult"	0.8550757	303	"KPM"
"Female_Juvenile"	0.1966739	303	"KPM"
"Male_Juvenile"	0.1687609	303	"KPM"
"Female_Adult"	0.8588143	304	"KPM"
"Male_Adult"	0.8329788	304	"KPM"
"Female_Juvenile"	0.1733803	304	"KPM"
"Male_Juvenile"	0.1666002	304	"KPM"
"Female_Adult"	0.8466713	305	"KPM"
"Male_Adult"	0.8800414	305	"KPM"
"Female_Juvenile"	0.1855811	305	"KPM"
"Male_Juvenile"	0.1430359	305	"KPM"
"Female_Adult"	0.8596202	306	"KPM"
"Male_Adult"	0.8481605	306	"KPM"
"Female_Juvenile"	0.1995929	306	"KPM"
"Male_Juvenile"	0.1766294	306	"KPM"
"Female_Adult"	0.8738416	307	"KPM"
"Male_Adult"	0.8662067	307	"KPM"
"Female_Juvenile"	0.1672885	307	"KPM"
"Male_Juvenile"	0.1441874	307	"KPM"
"Female_Adult"	0.8471454	308	"KPM"
"Male_Adult"	0.8461205	308	"KPM"
"Female_Juvenile"	0.1941655	308	"KPM"
"Male_Juvenile"	0.1596162	308	"KPM"
"Female_Adult"	0.8757729	309	"KPM"
"Male_Adult"	0.84807	309	"KPM"
"Female_Juvenile"	0.1749548	309	"KPM"
"Male_Juvenile"	0.1620498	309	"KPM"
"Female_Adult"	0.8398901	310	"KPM"
"Male_Adult"	0.8579086	310	"KPM"
"Female_Juvenile"	0.1739962	310	"KPM"
"Male_Juvenile"	0.1620935	310	"KPM"
"Female_Adult"	0.8511852	311	"KPM"
"Male_Adult"	0.8574401	311	"KPM"
"Female_Juvenile"	0.2290565	311	"KPM"
"Male_Juvenile"	0.164511	311	"KPM"
"Female_Adult"	0.8514783	312	"KPM"
"Male_Adult"	0.8620373	312	"KPM"
"Female_Juvenile"	0.1715697	312	"KPM"
"Male_Juvenile"	0.1426371	312	"KPM"
"Female_Adult"	0.8686908	313	"KPM"
"Male_Adult"	0.8700907	313	"KPM"
"Female_Juvenile"	0.2072306	313	"KPM"
"Male_Juvenile"	0.1770718	313	"KPM"
"Female_Adult"	0.8904296	314	"KPM"
"Male_Adult"	0.854071	314	"KPM"
"Female_Juvenile"	0.1925272	314	"KPM"
"Male_Juvenile"	0.151483	314	"KPM"
"Female_Adult"	0.8664887	315	"KPM"
"Male_Adult"	0.8507674	315	"KPM"
"Female_Juvenile"	0.210033	315	"KPM"
"Male_Juvenile"	0.1476334	315	"KPM"
"Female_Adult"	0.8473813	316	"KPM"
"Male_Adult"	0.8661011	316	"KPM"
"Female_Juvenile"	0.1848699	316	"KPM"
"Male_Juvenile"	0.1474851	316	"KPM"
"Female_Adult"	0.8552853	317	"KPM"
"Male_Adult"	0.8783922	317	"KPM"
"Female_Juvenile"	0.1632649	317	"KPM"
"Male_Juvenile"	0.1572887	317	"KPM"
"Female_Adult"	0.9003524	318	"KPM"
"Male_Adult"	0.8534364	318	"KPM"
"Female_Juvenile"	0.1809819	318	"KPM"
"Male_Juvenile"	0.1709318	318	"KPM"
"Female_Adult"	0.8593429	319	"KPM"
"Male_Adult"	0.8510451	319	"KPM"
"Female_Juvenile"	0.2049335	319	"KPM"
"Male_Juvenile"	0.1435101	319	"KPM"
"Female_Adult"	0.8316799	320	"KPM"
"Male_Adult"	0.8544143	320	"KPM"
"Female_Juvenile"	0.1622916	320	"KPM"
"Male_Juvenile"	0.1814783	320	"KPM"
"Female_Adult"	0.8607373	321	"KPM"
"Male_Adult"	0.8623363	321	"KPM"
"Female_Juvenile"	0.1720821	321	"KPM"
"Male_Juvenile"	0.1932823	321	"KPM"
"Female_Adult"	0.8592651	322	"KPM"
"Male_Adult"	0.8546625	322	"KPM"
"Female_Juvenile"	0.182443	322	"KPM"
"Male_Juvenile"	0.1718748	322	"KPM"
"Female_Adult"	0.8293832	323	"KPM"
"Male_Adult"	0.8428954	323	"KPM"
"Female_Juvenile"	0.1781725	323	"KPM"
"Male_Juvenile"	0.1514352	323	"KPM"
"Female_Adult"	0.8473625	324	"KPM"
"Male_Adult"	0.8355947	324	"KPM"
"Female_Juvenile"	0.2328957	324	"KPM"
"Male_Juvenile"	0.1641661	324	"KPM"
"Female_Adult"	0.8349866	325	"KPM"
"Male_Adult"	0.8441907	325	"KPM"
"Female_Juvenile"	0.2110764	325	"KPM"
"Male_Juvenile"	0.1808697	325	"KPM"
"Female_Adult"	0.8497947	326	"KPM"
"Male_Adult"	0.830297	326	"KPM"
"Female_Juvenile"	0.1833505	326	"KPM"
"Male_Juvenile"	0.1730967	326	"KPM"
"Female_Adult"	0.8510163	327	"KPM"
"Male_Adult"	0.8430703	327	"KPM"
"Female_Juvenile"	0.2072068	327	"KPM"
"Male_Juvenile"	0.1657066	327	"KPM"
"Female_Adult"	0.8458265	328	"KPM"
"Male_Adult"	0.8873315	328	"KPM"
"Female_Juvenile"	0.1431314	328	"KPM"
"Male_Juvenile"	0.1778875	328	"KPM"
"Female_Adult"	0.8578843	329	"KPM"
"Male_Adult"	0.8829124	329	"KPM"
"Female_Juvenile"	0.1743228	329	"KPM"
"Male_Juvenile"	0.1598733	329	"KPM"
"Female_Adult"	0.8631047	330	"KPM"
"Male_Adult"	0.8524415	330	"KPM"
"Female_Juvenile"	0.1866809	330	"KPM"
"Male_Juvenile"	0.1733328	330	"KPM"
"Female_Adult"	0.8763417	331	"KPM"
"Male_Adult"	0.8314877	331	"KPM"
"Female_Juvenile"	0.1937513	331	"KPM"
"Male_Juvenile"	0.1648231	331	"KPM"
"Female_Adult"	0.8538793	332	"KPM"
"Male_Adult"	0.8412887	332	"KPM"
"Female_Juvenile"	0.1756207	332	"KPM"
"Male_Juvenile"	0.1470961	332	"KPM"
"Female_Adult"	0.8416663	333	"KPM"
"Male_Adult"	0.866235	333	"KPM"
"Female_Juvenile"	0.1944782	333	"KPM"
"Male_Juvenile"	0.1694088	333	"KPM"
"Female_Adult"	0.8438064	334	"KPM"
"Male_Adult"	0.8559271	334	"KPM"
"Female_Juvenile"	0.1814351	334	"KPM"
"Male_Juvenile"	0.1641928	334	"KPM"
"Female_Adult"	0.85884	335	"KPM"
"Male_Adult"	0.8778426	335	"KPM"
"Female_Juvenile"	0.194306	335	"KPM"
"Male_Juvenile"	0.1718974	335	"KPM"
"Female_Adult"	0.8869833	336	"KPM"
"Male_Adult"	0.8730459	336	"KPM"
"Female_Juvenile"	0.1626023	336	"KPM"
"Male_Juvenile"	0.2008151	336	"KPM"
"Female_Adult"	0.8521939	337	"KPM"
"Male_Adult"	0.8475841	337	"KPM"
"Female_Juvenile"	0.2101765	337	"KPM"
"Male_Juvenile"	0.1446009	337	"KPM"
"Female_Adult"	0.8469241	338	"KPM"
"Male_Adult"	0.8646632	338	"KPM"
"Female_Juvenile"	0.1825246	338	"KPM"
"Male_Juvenile"	0.1575826	338	"KPM"
"Female_Adult"	0.8510057	339	"KPM"
"Male_Adult"	0.8695749	339	"KPM"
"Female_Juvenile"	0.1899827	339	"KPM"
"Male_Juvenile"	0.1239853	339	"KPM"
"Female_Adult"	0.8600813	340	"KPM"
"Male_Adult"	0.8604115	340	"KPM"
"Female_Juvenile"	0.1719524	340	"KPM"
"Male_Juvenile"	0.1613529	340	"KPM"
"Female_Adult"	0.8583125	341	"KPM"
"Male_Adult"	0.8510895	341	"KPM"
"Female_Juvenile"	0.194085	341	"KPM"
"Male_Juvenile"	0.1505496	341	"KPM"
"Female_Adult"	0.8466942	342	"KPM"
"Male_Adult"	0.8567972	342	"KPM"
"Female_Juvenile"	0.2130055	342	"KPM"
"Male_Juvenile"	0.1464847	342	"KPM"
"Female_Adult"	0.8539148	343	"KPM"
"Male_Adult"	0.8428593	343	"KPM"
"Female_Juvenile"	0.1852521	343	"KPM"
"Male_Juvenile"	0.1737956	343	"KPM"
"Female_Adult"	0.8363337	344	"KPM"
"Male_Adult"	0.8792784	344	"KPM"
"Female_Juvenile"	0.2055074	344	"KPM"
"Male_Juvenile"	0.1322776	344	"KPM"
"Female_Adult"	0.8538308	345	"KPM"
"Male_Adult"	0.8595431	345	"KPM"
"Female_Juvenile"	0.1997943	345	"KPM"
"Male_Juvenile"	0.1473916	345	"KPM"
"Female_Adult"	0.8522589	346	"KPM"
"Male_Adult"	0.8350324	346	"KPM"
"Female_Juvenile"	0.1856672	346	"KPM"
"Male_Juvenile"	0.1629091	346	"KPM"
"Female_Adult"	0.8528568	347	"KPM"
"Male_Adult"	0.8402474	347	"KPM"
"Female_Juvenile"	0.1871601	347	"KPM"
"Male_Juvenile"	0.1933875	347	"KPM"
"Female_Adult"	0.8671224	348	"KPM"
"Male_Adult"	0.8512463	348	"KPM"
"Female_Juvenile"	0.1848483	348	"KPM"
"Male_Juvenile"	0.1761079	348	"KPM"
"Female_Adult"	0.8608801	349	"KPM"
"Male_Adult"	0.8466926	349	"KPM"
"Female_Juvenile"	0.1914254	349	"KPM"
"Male_Juvenile"	0.1938825	349	"KPM"
"Female_Adult"	0.8653717	350	"KPM"
"Male_Adult"	0.8420744	350	"KPM"
"Female_Juvenile"	0.203991	350	"KPM"
"Male_Juvenile"	0.1795179	350	"KPM"
"Female_Adult"	0.8471956	351	"KPM"
"Male_Adult"	0.8445781	351	"KPM"
"Female_Juvenile"	0.1907587	351	"KPM"
"Male_Juvenile"	0.1736957	351	"KPM"
"Female_Adult"	0.8479723	352	"KPM"
"Male_Adult"	0.8331818	352	"KPM"
"Female_Juvenile"	0.1951368	352	"KPM"
"Male_Juvenile"	0.1556844	352	"KPM"
"Female_Adult"	0.8346836	353	"KPM"
"Male_Adult"	0.8617299	353	"KPM"
"Female_Juvenile"	0.1897233	353	"KPM"
"Male_Juvenile"	0.1803767	353	"KPM"
"Female_Adult"	0.8651315	354	"KPM"
"Male_Adult"	0.8412704	354	"KPM"
"Female_Juvenile"	0.1740973	354	"KPM"
"Male_Juvenile"	0.1494175	354	"KPM"
"Female_Adult"	0.8374885	355	"KPM"
"Male_Adult"	0.8454806	355	"KPM"
"Female_Juvenile"	0.1782461	355	"KPM"
"Male_Juvenile"	0.1658333	355	"KPM"
"Female_Adult"	0.856735	356	"KPM"
"Male_Adult"	0.8546907	356	"KPM"
"Female_Juvenile"	0.1835759	356	"KPM"
"Male_Juvenile"	0.1529727	356	"KPM"
"Female_Adult"	0.8585311	357	"KPM"
"Male_Adult"	0.8628317	357	"KPM"
"Female_Juvenile"	0.1923796	357	"KPM"
"Male_Juvenile"	0.1496993	357	"KPM"
"Female_Adult"	0.8793784	358	"KPM"
"Male_Adult"	0.8573982	358	"KPM"
"Female_Juvenile"	0.1707593	358	"KPM"
"Male_Juvenile"	0.1568454	358	"KPM"
"Female_Adult"	0.8397426	359	"KPM"
"Male_Adult"	0.8628261	359	"KPM"
"Female_Juvenile"	0.1920457	359	"KPM"
"Male_Juvenile"	0.1933689	359	"KPM"
"Female_Adult"	0.8731896	360	"KPM"
"Male_Adult"	0.8580012	360	"KPM"
"Female_Juvenile"	0.1921536	360	"KPM"
"Male_Juvenile"	0.1605276	360	"KPM"
"Female_Adult"	0.8799474	361	"KPM"
"Male_Adult"	0.8528663	361	"KPM"
"Female_Juvenile"	0.193904	361	"KPM"
"Male_Juvenile"	0.1497655	361	"KPM"
"Female_Adult"	0.8312888	362	"KPM"
"Male_Adult"	0.8581396	362	"KPM"
"Female_Juvenile"	0.1726836	362	"KPM"
"Male_Juvenile"	0.154985	362	"KPM"
"Female_Adult"	0.8780803	363	"KPM"
"Male_Adult"	0.870686	363	"KPM"
"Female_Juvenile"	0.1510848	363	"KPM"
"Male_Juvenile"	0.1573104	363	"KPM"
"Female_Adult"	0.8629902	364	"KPM"
"Male_Adult"	0.8406594	364	"KPM"
"Female_Juvenile"	0.1829326	364	"KPM"
"Male_Juvenile"	0.1919282	364	"KPM"
"Female_Adult"	0.8654642	365	"KPM"
"Male_Adult"	0.8523947	365	"KPM"
"Female_Juvenile"	0.1534143	365	"KPM"
"Male_Juvenile"	0.1693979	365	"KPM"
"Female_Adult"	0.8695264	366	"KPM"
"Male_Adult"	0.8637403	366	"KPM"
"Female_Juvenile"	0.1881721	366	"KPM"
"Male_Juvenile"	0.1684607	366	"KPM"
"Female_Adult"	0.8447105	367	"KPM"
"Male_Adult"	0.8551531	367	"KPM"
"Female_Juvenile"	0.179181	367	"KPM"
"Male_Juvenile"	0.1829715	367	"KPM"
"Female_Adult"	0.8536942	368	"KPM"
"Male_Adult"	0.8483954	368	"KPM"
"Female_Juvenile"	0.1612962	368	"KPM"
"Male_Juvenile"	0.1628875	368	"KPM"
"Female_Adult"	0.8608919	369	"KPM"
"Male_Adult"	0.8298243	369	"KPM"
"Female_Juvenile"	0.1657722	369	"KPM"
"Male_Juvenile"	0.173398	369	"KPM"
"Female_Adult"	0.8554833	370	"KPM"
"Male_Adult"	0.8603255	370	"KPM"
"Female_Juvenile"	0.2039398	370	"KPM"
"Male_Juvenile"	0.172356	370	"KPM"
"Female_Adult"	0.8464766	371	"KPM"
"Male_Adult"	0.8704316	371	"KPM"
"Female_Juvenile"	0.1811583	371	"KPM"
"Male_Juvenile"	0.1593251	371	"KPM"
"Female_Adult"	0.8732101	372	"KPM"
"Male_Adult"	0.8633725	372	"KPM"
"Female_Juvenile"	0.2047246	372	"KPM"
"Male_Juvenile"	0.1950678	372	"KPM"
"Female_Adult"	0.8714357	373	"KPM"
"Male_Adult"	0.829596	373	"KPM"
"Female_Juvenile"	0.1837019	373	"KPM"
"Male_Juvenile"	0.1784535	373	"KPM"
"Female_Adult"	0.8510624	374	"KPM"
"Male_Adult"	0.8543992	374	"KPM"
"Female_Juvenile"	0.19441	374	"KPM"
"Male_Juvenile"	0.1375179	374	"KPM"
"Female_Adult"	0.8683952	375	"KPM"
"Male_Adult"	0.8539773	375	"KPM"
"Female_Juvenile"	0.1707514	375	"KPM"
"Male_Juvenile"	0.189709	375	"KPM"
"Female_Adult"	0.8598107	376	"KPM"
"Male_Adult"	0.8593598	376	"KPM"
"Female_Juvenile"	0.1884845	376	"KPM"
"Male_Juvenile"	0.141859	376	"KPM"
"Female_Adult"	0.8379838	377	"KPM"
"Male_Adult"	0.8382247	377	"KPM"
"Female_Juvenile"	0.1654717	377	"KPM"
"Male_Juvenile"	0.1930239	377	"KPM"
"Female_Adult"	0.88356	378	"KPM"
"Male_Adult"	0.8573982	378	"KPM"
"Female_Juvenile"	0.1715458	378	"KPM"
"Male_Juvenile"	0.1848185	378	"KPM"
"Female_Adult"	0.8564852	379	"KPM"
"Male_Adult"	0.8261342	379	"KPM"
"Female_Juvenile"	0.1881806	379	"KPM"
"Male_Juvenile"	0.2054289	379	"KPM"
"Female_Adult"	0.847635	380	"KPM"
"Male_Adult"	0.8743437	380	"KPM"
"Female_Juvenile"	0.1935333	380	"KPM"
"Male_Juvenile"	0.1364624	380	"KPM"
"Female_Adult"	0.8516646	381	"KPM"
"Male_Adult"	0.8407255	381	"KPM"
"Female_Juvenile"	0.1832108	381	"KPM"
"Male_Juvenile"	0.1475655	381	"KPM"
"Female_Adult"	0.8818267	382	"KPM"
"Male_Adult"	0.8402066	382	"KPM"
"Female_Juvenile"	0.2067226	382	"KPM"
"Male_Juvenile"	0.1611099	382	"KPM"
"Female_Adult"	0.8134658	383	"KPM"
"Male_Adult"	0.8351131	383	"KPM"
"Female_Juvenile"	0.2041238	383	"KPM"
"Male_Juvenile"	0.1681063	383	"KPM"
"Female_Adult"	0.8607949	384	"KPM"
"Male_Adult"	0.8520804	384	"KPM"
"Female_Juvenile"	0.1775116	384	"KPM"
"Male_Juvenile"	0.1601427	384	"KPM"
"Female_Adult"	0.8637452	385	"KPM"
"Male_Adult"	0.8700711	385	"KPM"
"Female_Juvenile"	0.1825782	385	"KPM"
"Male_Juvenile"	0.1660951	385	"KPM"
"Female_Adult"	0.8489792	386	"KPM"
"Male_Adult"	0.844669	386	"KPM"
"Female_Juvenile"	0.2123783	386	"KPM"
"Male_Juvenile"	0.1680721	386	"KPM"
"Female_Adult"	0.8345779	387	"KPM"
"Male_Adult"	0.858004	387	"KPM"
"Female_Juvenile"	0.1742026	387	"KPM"
"Male_Juvenile"	0.1466917	387	"KPM"
"Female_Adult"	0.854203	388	"KPM"
"Male_Adult"	0.8676813	388	"KPM"
"Female_Juvenile"	0.184776	388	"KPM"
"Male_Juvenile"	0.207565	388	"KPM"
"Female_Adult"	0.8598901	389	"KPM"
"Male_Adult"	0.8542081	389	"KPM"
