"Sex_Age" "estimate" "iter" "population"
"Male_Adult" 0.6892914 670 "SP"
"Female_Juvenile" 0.1278619 670 "SP"
"Male_Juvenile" 0.1774126 670 "SP"
"Female_Adult" 0.624564 671 "SP"
"Male_Adult" 0.6738658 671 "SP"
"Female_Juvenile" 0.1360412 671 "SP"
"Male_Juvenile" 0.2052941 671 "SP"
"Female_Adult" 0.6224986 672 "SP"
"Male_Adult" 0.7214712 672 "SP"
"Female_Juvenile" 0.1814021 672 "SP"
"Male_Juvenile" 0.2526438 672 "SP"
"Female_Adult" 0.7133717 673 "SP"
"Male_Adult" 0.677546 673 "SP"
"Female_Juvenile" 0.1269496 673 "SP"
"Male_Juvenile" 0.2317471 673 "SP"
"Female_Adult" 0.6584347 674 "SP"
"Male_Adult" 0.6582434 674 "SP"
"Female_Juvenile" 0.1912402 674 "SP"
"Male_Juvenile" 0.2493937 674 "SP"
"Female_Adult" 0.6817718 675 "SP"
"Male_Adult" 0.7268076 675 "SP"
"Female_Juvenile" 0.1415114 675 "SP"
"Male_Juvenile" 0.2009923 675 "SP"
"Female_Adult" 0.6186242 676 "SP"
"Male_Adult" 0.7256034 676 "SP"
"Female_Juvenile" 0.1584336 676 "SP"
"Male_Juvenile" 0.2434806 676 "SP"
"Female_Adult" 0.7238401 677 "SP"
"Male_Adult" 0.676512 677 "SP"
"Female_Juvenile" 0.1271853 677 "SP"
"Male_Juvenile" 0.206734 677 "SP"
"Female_Adult" 0.6894829 678 "SP"
"Male_Adult" 0.6804432 678 "SP"
"Female_Juvenile" 0.1499533 678 "SP"
"Male_Juvenile" 0.2044991 678 "SP"
"Female_Adult" 0.675814 679 "SP"
"Male_Adult" 0.7066023 679 "SP"
"Female_Juvenile" 0.1343016 679 "SP"
"Male_Juvenile" 0.2282091 679 "SP"
"Female_Adult" 0.7041989 680 "SP"
"Male_Adult" 0.7191919 680 "SP"
"Female_Juvenile" 0.1256364 680 "SP"
"Male_Juvenile" 0.2369506 680 "SP"
"Female_Adult" 0.6594092 681 "SP"
"Male_Adult" 0.6956603 681 "SP"
"Female_Juvenile" 0.1729616 681 "SP"
"Male_Juvenile" 0.2333652 681 "SP"
"Female_Adult" 0.6967628 682 "SP"
"Male_Adult" 0.6905664 682 "SP"
"Female_Juvenile" 0.1540463 682 "SP"
"Male_Juvenile" 0.23082 682 "SP"
"Female_Adult" 0.6585255 683 "SP"
"Male_Adult" 0.67224 683 "SP"
"Female_Juvenile" 0.1005305 683 "SP"
"Male_Juvenile" 0.2278236 683 "SP"
"Female_Adult" 0.6960969 684 "SP"
"Male_Adult" 0.7027853 684 "SP"
"Female_Juvenile" 0.1270451 684 "SP"
"Male_Juvenile" 0.2203758 684 "SP"
"Female_Adult" 0.6851315 685 "SP"
"Male_Adult" 0.7152788 685 "SP"
"Female_Juvenile" 0.1503491 685 "SP"
"Male_Juvenile" 0.2287517 685 "SP"
"Female_Adult" 0.6355708 686 "SP"
"Male_Adult" 0.6762569 686 "SP"
"Female_Juvenile" 0.1616701 686 "SP"
"Male_Juvenile" 0.2050543 686 "SP"
"Female_Adult" 0.6474172 687 "SP"
"Male_Adult" 0.7086152 687 "SP"
"Female_Juvenile" 0.1390846 687 "SP"
"Male_Juvenile" 0.2260083 687 "SP"
"Female_Adult" 0.6337302 688 "SP"
"Male_Adult" 0.7193293 688 "SP"
"Female_Juvenile" 0.1306029 688 "SP"
"Male_Juvenile" 0.212062 688 "SP"
"Female_Adult" 0.6556257 689 "SP"
"Male_Adult" 0.6749845 689 "SP"
"Female_Juvenile" 0.1668051 689 "SP"
"Male_Juvenile" 0.2405817 689 "SP"
"Female_Adult" 0.6772918 690 "SP"
"Male_Adult" 0.6984655 690 "SP"
"Female_Juvenile" 0.1458374 690 "SP"
"Male_Juvenile" 0.2629278 690 "SP"
"Female_Adult" 0.7319801 691 "SP"
"Male_Adult" 0.6582683 691 "SP"
"Female_Juvenile" 0.1360869 691 "SP"
"Male_Juvenile" 0.232299 691 "SP"
"Female_Adult" 0.7241595 692 "SP"
"Male_Adult" 0.6801776 692 "SP"
"Female_Juvenile" 0.1706281 692 "SP"
"Male_Juvenile" 0.2086238 692 "SP"
"Female_Adult" 0.6680206 693 "SP"
"Male_Adult" 0.687175 693 "SP"
"Female_Juvenile" 0.1800101 693 "SP"
"Male_Juvenile" 0.2289398 693 "SP"
"Female_Adult" 0.6915646 694 "SP"
"Male_Adult" 0.6992343 694 "SP"
"Female_Juvenile" 0.1226203 694 "SP"
"Male_Juvenile" 0.2718028 694 "SP"
"Female_Adult" 0.6808892 695 "SP"
"Male_Adult" 0.6683539 695 "SP"
"Female_Juvenile" 0.1498263 695 "SP"
"Male_Juvenile" 0.1699886 695 "SP"
"Female_Adult" 0.6712029 696 "SP"
"Male_Adult" 0.678285 696 "SP"
"Female_Juvenile" 0.2204639 696 "SP"
"Male_Juvenile" 0.2338286 696 "SP"
"Female_Adult" 0.6585558 697 "SP"
"Male_Adult" 0.6557286 697 "SP"
"Female_Juvenile" 0.1304368 697 "SP"
"Male_Juvenile" 0.2117665 697 "SP"
"Female_Adult" 0.6558726 698 "SP"
"Male_Adult" 0.6887292 698 "SP"
"Female_Juvenile" 0.1685735 698 "SP"
"Male_Juvenile" 0.213391 698 "SP"
"Female_Adult" 0.6510461 699 "SP"
"Male_Adult" 0.709364 699 "SP"
"Female_Juvenile" 0.1668415 699 "SP"
"Male_Juvenile" 0.2569 699 "SP"
"Female_Adult" 0.7387607 700 "SP"
"Male_Adult" 0.6450688 700 "SP"
"Female_Juvenile" 0.1320205 700 "SP"
"Male_Juvenile" 0.2571327 700 "SP"
"Female_Adult" 0.6931939 701 "SP"
"Male_Adult" 0.6790253 701 "SP"
"Female_Juvenile" 0.1600097 701 "SP"
"Male_Juvenile" 0.2501049 701 "SP"
"Female_Adult" 0.7239863 702 "SP"
"Male_Adult" 0.6900885 702 "SP"
"Female_Juvenile" 0.1834271 702 "SP"
"Male_Juvenile" 0.1802089 702 "SP"
"Female_Adult" 0.6655348 703 "SP"
"Male_Adult" 0.6529053 703 "SP"
"Female_Juvenile" 0.140234 703 "SP"
"Male_Juvenile" 0.2372399 703 "SP"
"Female_Adult" 0.6827141 704 "SP"
"Male_Adult" 0.7056796 704 "SP"
"Female_Juvenile" 0.1797056 704 "SP"
"Male_Juvenile" 0.194773 704 "SP"
"Female_Adult" 0.7507575 705 "SP"
"Male_Adult" 0.6616544 705 "SP"
"Female_Juvenile" 0.116901 705 "SP"
"Male_Juvenile" 0.2830378 705 "SP"
"Female_Adult" 0.7156537 706 "SP"
"Male_Adult" 0.6988149 706 "SP"
"Female_Juvenile" 0.1605971 706 "SP"
"Male_Juvenile" 0.1904636 706 "SP"
"Female_Adult" 0.7178306 707 "SP"
"Male_Adult" 0.7445667 707 "SP"
"Female_Juvenile" 0.1697951 707 "SP"
"Male_Juvenile" 0.2174931 707 "SP"
"Female_Adult" 0.6674171 708 "SP"
"Male_Adult" 0.679733 708 "SP"
"Female_Juvenile" 0.1400984 708 "SP"
"Male_Juvenile" 0.208355 708 "SP"
"Female_Adult" 0.6821383 709 "SP"
"Male_Adult" 0.671681 709 "SP"
"Female_Juvenile" 0.1280904 709 "SP"
"Male_Juvenile" 0.2161535 709 "SP"
"Female_Adult" 0.7074502 710 "SP"
"Male_Adult" 0.6965114 710 "SP"
"Female_Juvenile" 0.1259303 710 "SP"
"Male_Juvenile" 0.1994029 710 "SP"
"Female_Adult" 0.6389478 711 "SP"
"Male_Adult" 0.6794254 711 "SP"
"Female_Juvenile" 0.1756742 711 "SP"
"Male_Juvenile" 0.2578218 711 "SP"
"Female_Adult" 0.7169202 712 "SP"
"Male_Adult" 0.6735501 712 "SP"
"Female_Juvenile" 0.1234105 712 "SP"
"Male_Juvenile" 0.1838113 712 "SP"
"Female_Adult" 0.6835909 713 "SP"
"Male_Adult" 0.7194611 713 "SP"
"Female_Juvenile" 0.1420987 713 "SP"
"Male_Juvenile" 0.1867258 713 "SP"
"Female_Adult" 0.6860672 714 "SP"
"Male_Adult" 0.6688725 714 "SP"
"Female_Juvenile" 0.1866638 714 "SP"
"Male_Juvenile" 0.2498882 714 "SP"
"Female_Adult" 0.6332582 715 "SP"
"Male_Adult" 0.6955472 715 "SP"
"Female_Juvenile" 0.1585861 715 "SP"
"Male_Juvenile" 0.2329675 715 "SP"
"Female_Adult" 0.6988241 716 "SP"
"Male_Adult" 0.6954138 716 "SP"
"Female_Juvenile" 0.1218451 716 "SP"
"Male_Juvenile" 0.2442511 716 "SP"
"Female_Adult" 0.7050989 717 "SP"
"Male_Adult" 0.6042364 717 "SP"
"Female_Juvenile" 0.1430406 717 "SP"
"Male_Juvenile" 0.2932178 717 "SP"
"Female_Adult" 0.7171893 718 "SP"
"Male_Adult" 0.692135 718 "SP"
"Female_Juvenile" 0.1638252 718 "SP"
"Male_Juvenile" 0.2620647 718 "SP"
"Female_Adult" 0.7203209 719 "SP"
"Male_Adult" 0.7548117 719 "SP"
"Female_Juvenile" 0.141555 719 "SP"
"Male_Juvenile" 0.2283935 719 "SP"
"Female_Adult" 0.63875 720 "SP"
"Male_Adult" 0.6956687 720 "SP"
"Female_Juvenile" 0.1630212 720 "SP"
"Male_Juvenile" 0.2151251 720 "SP"
"Female_Adult" 0.6542427 721 "SP"
"Male_Adult" 0.7241473 721 "SP"
"Female_Juvenile" 0.1475424 721 "SP"
"Male_Juvenile" 0.2155591 721 "SP"
"Female_Adult" 0.6298622 722 "SP"
"Male_Adult" 0.708813 722 "SP"
"Female_Juvenile" 0.204349 722 "SP"
"Male_Juvenile" 0.2143708 722 "SP"
"Female_Adult" 0.7221835 723 "SP"
"Male_Adult" 0.7105289 723 "SP"
"Female_Juvenile" 0.1523396 723 "SP"
"Male_Juvenile" 0.2158702 723 "SP"
"Female_Adult" 0.6267799 724 "SP"
"Male_Adult" 0.7406052 724 "SP"
"Female_Juvenile" 0.1473978 724 "SP"
"Male_Juvenile" 0.2377713 724 "SP"
"Female_Adult" 0.7064393 725 "SP"
"Male_Adult" 0.7221969 725 "SP"
"Female_Juvenile" 0.1764975 725 "SP"
"Male_Juvenile" 0.1703936 725 "SP"
"Female_Adult" 0.72771 726 "SP"
"Male_Adult" 0.6762419 726 "SP"
"Female_Juvenile" 0.1396227 726 "SP"
"Male_Juvenile" 0.262343 726 "SP"
"Female_Adult" 0.7242077 727 "SP"
"Male_Adult" 0.7177577 727 "SP"
"Female_Juvenile" 0.1305486 727 "SP"
"Male_Juvenile" 0.271347 727 "SP"
"Female_Adult" 0.6921392 728 "SP"
"Male_Adult" 0.7553796 728 "SP"
"Female_Juvenile" 0.1411527 728 "SP"
"Male_Juvenile" 0.2137873 728 "SP"
"Female_Adult" 0.7107 729 "SP"
"Male_Adult" 0.6687446 729 "SP"
"Female_Juvenile" 0.112292 729 "SP"
"Male_Juvenile" 0.2447916 729 "SP"
"Female_Adult" 0.6443102 730 "SP"
"Male_Adult" 0.7212098 730 "SP"
"Female_Juvenile" 0.1426213 730 "SP"
"Male_Juvenile" 0.2082702 730 "SP"
"Female_Adult" 0.6729428 731 "SP"
"Male_Adult" 0.6673284 731 "SP"
"Female_Juvenile" 0.1542106 731 "SP"
"Male_Juvenile" 0.2000276 731 "SP"
"Female_Adult" 0.6963925 732 "SP"
"Male_Adult" 0.6811108 732 "SP"
"Female_Juvenile" 0.1338384 732 "SP"
"Male_Juvenile" 0.2131182 732 "SP"
"Female_Adult" 0.6606121 733 "SP"
"Male_Adult" 0.7363476 733 "SP"
"Female_Juvenile" 0.1546091 733 "SP"
"Male_Juvenile" 0.2374418 733 "SP"
"Female_Adult" 0.6813283 734 "SP"
"Male_Adult" 0.6980401 734 "SP"
"Female_Juvenile" 0.1812139 734 "SP"
"Male_Juvenile" 0.2283113 734 "SP"
"Female_Adult" 0.7119356 735 "SP"
"Male_Adult" 0.6731253 735 "SP"
"Female_Juvenile" 0.16998 735 "SP"
"Male_Juvenile" 0.2331579 735 "SP"
"Female_Adult" 0.6809637 736 "SP"
"Male_Adult" 0.6974635 736 "SP"
"Female_Juvenile" 0.135361 736 "SP"
"Male_Juvenile" 0.2184536 736 "SP"
"Female_Adult" 0.7251773 737 "SP"
"Male_Adult" 0.6459937 737 "SP"
"Female_Juvenile" 0.1427055 737 "SP"
"Male_Juvenile" 0.2385577 737 "SP"
"Female_Adult" 0.6919578 738 "SP"
"Male_Adult" 0.7074397 738 "SP"
"Female_Juvenile" 0.1393872 738 "SP"
"Male_Juvenile" 0.1938516 738 "SP"
"Female_Adult" 0.6826524 739 "SP"
"Male_Adult" 0.6907969 739 "SP"
"Female_Juvenile" 0.1396128 739 "SP"
"Male_Juvenile" 0.2320721 739 "SP"
"Female_Adult" 0.70521 740 "SP"
"Male_Adult" 0.6910488 740 "SP"
"Female_Juvenile" 0.1346437 740 "SP"
"Male_Juvenile" 0.229816 740 "SP"
"Female_Adult" 0.660863 741 "SP"
"Male_Adult" 0.6979275 741 "SP"
"Female_Juvenile" 0.1338175 741 "SP"
"Male_Juvenile" 0.2034617 741 "SP"
"Female_Adult" 0.6729551 742 "SP"
"Male_Adult" 0.7319884 742 "SP"
"Female_Juvenile" 0.2016456 742 "SP"
"Male_Juvenile" 0.1924063 742 "SP"
"Female_Adult" 0.6945979 743 "SP"
"Male_Adult" 0.7189982 743 "SP"
"Female_Juvenile" 0.155261 743 "SP"
"Male_Juvenile" 0.1980598 743 "SP"
"Female_Adult" 0.7265837 744 "SP"
"Male_Adult" 0.6958639 744 "SP"
"Female_Juvenile" 0.1027898 744 "SP"
"Male_Juvenile" 0.2256763 744 "SP"
"Female_Adult" 0.6560586 745 "SP"
"Male_Adult" 0.6987352 745 "SP"
"Female_Juvenile" 0.1531295 745 "SP"
"Male_Juvenile" 0.2193376 745 "SP"
"Female_Adult" 0.7009925 746 "SP"
"Male_Adult" 0.6941892 746 "SP"
"Female_Juvenile" 0.1528116 746 "SP"
"Male_Juvenile" 0.2486024 746 "SP"
"Female_Adult" 0.6455857 747 "SP"
"Male_Adult" 0.7096679 747 "SP"
"Female_Juvenile" 0.1800196 747 "SP"
"Male_Juvenile" 0.252312 747 "SP"
"Female_Adult" 0.7387729 748 "SP"
"Male_Adult" 0.7281275 748 "SP"
"Female_Juvenile" 0.1731473 748 "SP"
"Male_Juvenile" 0.2204452 748 "SP"
"Female_Adult" 0.6849266 749 "SP"
"Male_Adult" 0.6566771 749 "SP"
"Female_Juvenile" 0.1136673 749 "SP"
"Male_Juvenile" 0.238932 749 "SP"
"Female_Adult" 0.7310251 750 "SP"
"Male_Adult" 0.6945872 750 "SP"
"Female_Juvenile" 0.1324675 750 "SP"
"Male_Juvenile" 0.221178 750 "SP"
"Female_Adult" 0.6846668 751 "SP"
"Male_Adult" 0.7113545 751 "SP"
"Female_Juvenile" 0.1421637 751 "SP"
"Male_Juvenile" 0.2213931 751 "SP"
"Female_Adult" 0.7395033 752 "SP"
"Male_Adult" 0.6936061 752 "SP"
"Female_Juvenile" 0.1705828 752 "SP"
"Male_Juvenile" 0.2330282 752 "SP"
"Female_Adult" 0.7073599 753 "SP"
"Male_Adult" 0.703622 753 "SP"
"Female_Juvenile" 0.1317594 753 "SP"
"Male_Juvenile" 0.2114065 753 "SP"
"Female_Adult" 0.6938191 754 "SP"
"Male_Adult" 0.6907838 754 "SP"
"Female_Juvenile" 0.1265028 754 "SP"
"Male_Juvenile" 0.2003091 754 "SP"
"Female_Adult" 0.673747 755 "SP"
"Male_Adult" 0.6701539 755 "SP"
"Female_Juvenile" 0.1719219 755 "SP"
"Male_Juvenile" 0.206845 755 "SP"
"Female_Adult" 0.7032179 756 "SP"
"Male_Adult" 0.6841407 756 "SP"
"Female_Juvenile" 0.1694672 756 "SP"
"Male_Juvenile" 0.2780165 756 "SP"
"Female_Adult" 0.6411941 757 "SP"
"Male_Adult" 0.7279187 757 "SP"
"Female_Juvenile" 0.1406407 757 "SP"
"Male_Juvenile" 0.2222349 757 "SP"
"Female_Adult" 0.6658822 758 "SP"
"Male_Adult" 0.7337305 758 "SP"
"Female_Juvenile" 0.1316937 758 "SP"
"Male_Juvenile" 0.2180165 758 "SP"
"Female_Adult" 0.6562882 759 "SP"
"Male_Adult" 0.6605744 759 "SP"
"Female_Juvenile" 0.1393265 759 "SP"
"Male_Juvenile" 0.213402 759 "SP"
"Female_Adult" 0.7540435 760 "SP"
"Male_Adult" 0.7356287 760 "SP"
"Female_Juvenile" 0.1365834 760 "SP"
"Male_Juvenile" 0.2240634 760 "SP"
"Female_Adult" 0.6811256 761 "SP"
"Male_Adult" 0.6999807 761 "SP"
"Female_Juvenile" 0.1620294 761 "SP"
"Male_Juvenile" 0.1804513 761 "SP"
"Female_Adult" 0.718342 762 "SP"
"Male_Adult" 0.7018378 762 "SP"
"Female_Juvenile" 0.1652708 762 "SP"
"Male_Juvenile" 0.2246431 762 "SP"
"Female_Adult" 0.6854219 763 "SP"
"Male_Adult" 0.7031023 763 "SP"
"Female_Juvenile" 0.1784408 763 "SP"
"Male_Juvenile" 0.2325202 763 "SP"
"Female_Adult" 0.6531637 764 "SP"
"Male_Adult" 0.7025771 764 "SP"
"Female_Juvenile" 0.1722795 764 "SP"
"Male_Juvenile" 0.2186731 764 "SP"
"Female_Adult" 0.6854157 765 "SP"
"Male_Adult" 0.7198812 765 "SP"
"Female_Juvenile" 0.1841513 765 "SP"
"Male_Juvenile" 0.2507014 765 "SP"
"Female_Adult" 0.7026036 766 "SP"
"Male_Adult" 0.7028506 766 "SP"
"Female_Juvenile" 0.1563004 766 "SP"
"Male_Juvenile" 0.2085951 766 "SP"
"Female_Adult" 0.6906856 767 "SP"
"Male_Adult" 0.7052897 767 "SP"
"Female_Juvenile" 0.1543012 767 "SP"
"Male_Juvenile" 0.2092646 767 "SP"
"Female_Adult" 0.7192112 768 "SP"
"Male_Adult" 0.6927303 768 "SP"
"Female_Juvenile" 0.1342059 768 "SP"
"Male_Juvenile" 0.198812 768 "SP"
"Female_Adult" 0.7136523 769 "SP"
"Male_Adult" 0.7466368 769 "SP"
"Female_Juvenile" 0.1491386 769 "SP"
"Male_Juvenile" 0.2313771 769 "SP"
"Female_Adult" 0.6554297 770 "SP"
"Male_Adult" 0.7174136 770 "SP"
"Female_Juvenile" 0.1579721 770 "SP"
"Male_Juvenile" 0.2038434 770 "SP"
"Female_Adult" 0.6933019 771 "SP"
"Male_Adult" 0.7431196 771 "SP"
"Female_Juvenile" 0.1413775 771 "SP"
"Male_Juvenile" 0.2751604 771 "SP"
"Female_Adult" 0.6764745 772 "SP"
"Male_Adult" 0.7209286 772 "SP"
"Female_Juvenile" 0.151394 772 "SP"
"Male_Juvenile" 0.2272269 772 "SP"
"Female_Adult" 0.6524761 773 "SP"
"Male_Adult" 0.7388545 773 "SP"
"Female_Juvenile" 0.1421552 773 "SP"
"Male_Juvenile" 0.1804604 773 "SP"
"Female_Adult" 0.6843849 774 "SP"
"Male_Adult" 0.7065124 774 "SP"
"Female_Juvenile" 0.1058146 774 "SP"
"Male_Juvenile" 0.1993461 774 "SP"
"Female_Adult" 0.6979664 775 "SP"
"Male_Adult" 0.7239823 775 "SP"
"Female_Juvenile" 0.1497038 775 "SP"
"Male_Juvenile" 0.1975357 775 "SP"
"Female_Adult" 0.6758823 776 "SP"
"Male_Adult" 0.7119642 776 "SP"
"Female_Juvenile" 0.1892755 776 "SP"
"Male_Juvenile" 0.2539963 776 "SP"
"Female_Adult" 0.668585 777 "SP"
"Male_Adult" 0.6755426 777 "SP"
"Female_Juvenile" 0.1492107 777 "SP"
"Male_Juvenile" 0.2431546 777 "SP"
"Female_Adult" 0.6747938 778 "SP"
"Male_Adult" 0.6913634 778 "SP"
"Female_Juvenile" 0.2064449 778 "SP"
"Male_Juvenile" 0.2275313 778 "SP"
"Female_Adult" 0.6850322 779 "SP"
"Male_Adult" 0.7042346 779 "SP"
"Female_Juvenile" 0.1379093 779 "SP"
"Male_Juvenile" 0.1856999 779 "SP"
"Female_Adult" 0.6653917 780 "SP"
"Male_Adult" 0.6826294 780 "SP"
"Female_Juvenile" 0.1169603 780 "SP"
"Male_Juvenile" 0.1780373 780 "SP"
"Female_Adult" 0.7065518 781 "SP"
"Male_Adult" 0.6565902 781 "SP"
"Female_Juvenile" 0.1400429 781 "SP"
"Male_Juvenile" 0.2358802 781 "SP"
"Female_Adult" 0.6923643 782 "SP"
"Male_Adult" 0.6831613 782 "SP"
"Female_Juvenile" 0.1665297 782 "SP"
"Male_Juvenile" 0.1876543 782 "SP"
"Female_Adult" 0.689061 783 "SP"
"Male_Adult" 0.6830946 783 "SP"
"Female_Juvenile" 0.1580991 783 "SP"
"Male_Juvenile" 0.2730221 783 "SP"
"Female_Adult" 0.724537 784 "SP"
"Male_Adult" 0.7159396 784 "SP"
"Female_Juvenile" 0.1736867 784 "SP"
"Male_Juvenile" 0.1961357 784 "SP"
"Female_Adult" 0.7007044 785 "SP"
"Male_Adult" 0.6768308 785 "SP"
"Female_Juvenile" 0.1708604 785 "SP"
"Male_Juvenile" 0.2377609 785 "SP"
"Female_Adult" 0.702273 786 "SP"
"Male_Adult" 0.7078372 786 "SP"
"Female_Juvenile" 0.1411104 786 "SP"
"Male_Juvenile" 0.2342422 786 "SP"
"Female_Adult" 0.7222519 787 "SP"
"Male_Adult" 0.6947491 787 "SP"
"Female_Juvenile" 0.1294199 787 "SP"
"Male_Juvenile" 0.2167643 787 "SP"
"Female_Adult" 0.6652009 788 "SP"
"Male_Adult" 0.6633611 788 "SP"
"Female_Juvenile" 0.1650066 788 "SP"
"Male_Juvenile" 0.2455102 788 "SP"
"Female_Adult" 0.6114347 789 "SP"
"Male_Adult" 0.6882376 789 "SP"
"Female_Juvenile" 0.1660726 789 "SP"
"Male_Juvenile" 0.2490631 789 "SP"
"Female_Adult" 0.6622822 790 "SP"
"Male_Adult" 0.6912016 790 "SP"
"Female_Juvenile" 0.1686907 790 "SP"
"Male_Juvenile" 0.2236411 790 "SP"
"Female_Adult" 0.6559244 791 "SP"
"Male_Adult" 0.672428 791 "SP"
"Female_Juvenile" 0.1466389 791 "SP"
"Male_Juvenile" 0.2026383 791 "SP"
"Female_Adult" 0.7129443 792 "SP"
"Male_Adult" 0.7109924 792 "SP"
"Female_Juvenile" 0.1602726 792 "SP"
"Male_Juvenile" 0.244672 792 "SP"
"Female_Adult" 0.6513052 793 "SP"
"Male_Adult" 0.7264488 793 "SP"
"Female_Juvenile" 0.1947105 793 "SP"
"Male_Juvenile" 0.2045966 793 "SP"
"Female_Adult" 0.7342991 794 "SP"
"Male_Adult" 0.6803954 794 "SP"
"Female_Juvenile" 0.1385472 794 "SP"
"Male_Juvenile" 0.2131894 794 "SP"
"Female_Adult" 0.7163001 795 "SP"
"Male_Adult" 0.6967596 795 "SP"
"Female_Juvenile" 0.1505591 795 "SP"
"Male_Juvenile" 0.2221706 795 "SP"
"Female_Adult" 0.6278718 796 "SP"
"Male_Adult" 0.7081416 796 "SP"
"Female_Juvenile" 0.1224546 796 "SP"
"Male_Juvenile" 0.2038189 796 "SP"
"Female_Adult" 0.6775104 797 "SP"
"Male_Adult" 0.7025331 797 "SP"
"Female_Juvenile" 0.1323397 797 "SP"
"Male_Juvenile" 0.2014478 797 "SP"
"Female_Adult" 0.6366256 798 "SP"
"Male_Adult" 0.7353833 798 "SP"
"Female_Juvenile" 0.1415235 798 "SP"
"Male_Juvenile" 0.2519701 798 "SP"
"Female_Adult" 0.6859158 799 "SP"
"Male_Adult" 0.6901104 799 "SP"
"Female_Juvenile" 0.1826692 799 "SP"
"Male_Juvenile" 0.2361059 799 "SP"
"Female_Adult" 0.6874325 800 "SP"
"Male_Adult" 0.7396194 800 "SP"
"Female_Juvenile" 0.1845199 800 "SP"
"Male_Juvenile" 0.2175738 800 "SP"
"Female_Adult" 0.7100004 801 "SP"
"Male_Adult" 0.6594348 801 "SP"
"Female_Juvenile" 0.164742 801 "SP"
"Male_Juvenile" 0.2185058 801 "SP"
"Female_Adult" 0.7153814 802 "SP"
"Male_Adult" 0.6723478 802 "SP"
"Female_Juvenile" 0.1580656 802 "SP"
"Male_Juvenile" 0.2572057 802 "SP"
"Female_Adult" 0.6881364 803 "SP"
"Male_Adult" 0.7033018 803 "SP"
"Female_Juvenile" 0.1427336 803 "SP"
"Male_Juvenile" 0.2103718 803 "SP"
"Female_Adult" 0.6377705 804 "SP"
"Male_Adult" 0.6912333 804 "SP"
"Female_Juvenile" 0.1579536 804 "SP"
"Male_Juvenile" 0.254083 804 "SP"
"Female_Adult" 0.6528444 805 "SP"
"Male_Adult" 0.7057416 805 "SP"
"Female_Juvenile" 0.1571174 805 "SP"
"Male_Juvenile" 0.2273023 805 "SP"
"Female_Adult" 0.6385927 806 "SP"
"Male_Adult" 0.7161565 806 "SP"
"Female_Juvenile" 0.1173599 806 "SP"
"Male_Juvenile" 0.1845279 806 "SP"
"Female_Adult" 0.6717499 807 "SP"
"Male_Adult" 0.6841945 807 "SP"
"Female_Juvenile" 0.1563731 807 "SP"
"Male_Juvenile" 0.1871143 807 "SP"
"Female_Adult" 0.7312747 808 "SP"
"Male_Adult" 0.6858511 808 "SP"
"Female_Juvenile" 0.154816 808 "SP"
"Male_Juvenile" 0.2284759 808 "SP"
"Female_Adult" 0.6650178 809 "SP"
"Male_Adult" 0.7118375 809 "SP"
"Female_Juvenile" 0.1619284 809 "SP"
"Male_Juvenile" 0.2109711 809 "SP"
"Female_Adult" 0.6509715 810 "SP"
"Male_Adult" 0.6951608 810 "SP"
"Female_Juvenile" 0.182359 810 "SP"
"Male_Juvenile" 0.1823328 810 "SP"
"Female_Adult" 0.7281136 811 "SP"
"Male_Adult" 0.6682911 811 "SP"
"Female_Juvenile" 0.1536595 811 "SP"
"Male_Juvenile" 0.2326004 811 "SP"
"Female_Adult" 0.6731216 812 "SP"
"Male_Adult" 0.738175 812 "SP"
"Female_Juvenile" 0.148655 812 "SP"
"Male_Juvenile" 0.215109 812 "SP"
"Female_Adult" 0.6809716 813 "SP"
"Male_Adult" 0.7438078 813 "SP"
"Female_Juvenile" 0.1360004 813 "SP"
"Male_Juvenile" 0.2610085 813 "SP"
"Female_Adult" 0.6554745 814 "SP"
"Male_Adult" 0.7447451 814 "SP"
"Female_Juvenile" 0.1526721 814 "SP"
"Male_Juvenile" 0.2131508 814 "SP"
"Female_Adult" 0.6728165 815 "SP"
"Male_Adult" 0.7360004 815 "SP"
"Female_Juvenile" 0.1491726 815 "SP"
"Male_Juvenile" 0.2642687 815 "SP"
"Female_Adult" 0.6480536 816 "SP"
"Male_Adult" 0.6949667 816 "SP"
"Female_Juvenile" 0.1747448 816 "SP"
"Male_Juvenile" 0.2161019 816 "SP"
"Female_Adult" 0.7004049 817 "SP"
"Male_Adult" 0.697587 817 "SP"
"Female_Juvenile" 0.165948 817 "SP"
"Male_Juvenile" 0.1915965 817 "SP"
"Female_Adult" 0.691436 818 "SP"
"Male_Adult" 0.7097208 818 "SP"
"Female_Juvenile" 0.1692741 818 "SP"
"Male_Juvenile" 0.2294721 818 "SP"
"Female_Adult" 0.6878081 819 "SP"
"Male_Adult" 0.6768667 819 "SP"
"Female_Juvenile" 0.1340076 819 "SP"
"Male_Juvenile" 0.1905026 819 "SP"
"Female_Adult" 0.6990752 820 "SP"
"Male_Adult" 0.684733 820 "SP"
"Female_Juvenile" 0.1434978 820 "SP"
"Male_Juvenile" 0.2704859 820 "SP"
"Female_Adult" 0.711355 821 "SP"
"Male_Adult" 0.6858293 821 "SP"
"Female_Juvenile" 0.1555991 821 "SP"
"Male_Juvenile" 0.2565928 821 "SP"
"Female_Adult" 0.7017463 822 "SP"
"Male_Adult" 0.7102218 822 "SP"
"Female_Juvenile" 0.1452378 822 "SP"
