year,site,nest,ID,ring,age_sex,date,time,weight,bill,left_tarsus,right_tarsus,left_wing,right_wing,fat,blood,blood_tube,code,moult ,observer,comments,ages,zones,species,blood_bath,blood_madagascar,feather,slides,feacal
2006,C,39,2006_C_39,CA165,AM,709,1899-12-31 12:00:00,,,,,,,,0,,WX.MX|RX.YX,,CK,"no capture, observation only",,,,,,,,
2006,D,32,2006_D_32,CA329,JM,710,1899-12-31 07:00:00,6.4,,17.7,17.8,,,,1,,MX.XX|SX.XX,,CK,,,,,,,,,
2006,C,112,2006_C_112,CA150,JF,614,1899-12-31 10:45:00,5.6,,15.7,15.8,,,,1,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,C,4,2007_C_4,RX.YX|RX.GX,AM,502,1899-12-31 21:45:00,39.3,,25.7,25.5,112,113,,2,,RX.YX|RX.GX,,CK,,,,,,,,,
2007,C,5,2007_C_5,CA2221,AM,502,1899-12-31 22:42:00,37.5,,25.9,25.9,108,107,,1,,PX.MX|PX.PX,,CK,,,,,,,,,
2007,E,1,2007_E_1,CA1201,AM,502,1899-12-31 23:51:00,34.6,,25.2,25.2,110,110,,1,,BX.MX|GX.BX,,CK,,,,,,,,,
2007,C,3,2007_C_3,CA220,AM,503,1899-12-31 00:45:00,35.1,,24.2,23.9,108,108,,1,,RX.MX|RX.BX,,CK,,,,,,,,,
2007,C,6,2007_C_6,802109785,AF,503,1899-12-31 08:10:00,42,,25.5,25.5,111,112,0,1,,WX.BX|OX.RM,,LL,TP 20,,,,,,,,
2007,C,7,2007_C_7,CA152,AF,503,1899-12-31 08:55:00,39.4,,25.6,25.5,109,109,0,1,,WX.MX|WX.RX,,LL,TP 63,,,,,,,,
2007,C,1,2007_C_1,CA151,AF,503,1899-12-31 09:45:00,38.4,,25.1,25,106,107,1,1,,WX.MX|WX.OX,,LL,TP 50. Little blood quantity.,,,,,,,,
2007,B,3,2007_B_3,CA1251,AF,503,1899-12-31 10:24:00,38.3,,24.1,23.8,106,107,1,2,,LX.MX|BX.BX,,LL,TP 45,,,,,,,,
2007,B,1,2007_B_1,CA034,AF,503,1899-12-31 11:10:00,38,,25.5,25.4,109,111,1,1,,RX.MX|GX.WX,,LL,,,,,,,,,
2007,E,1,2007_E_1,CA173,AF,504,1899-12-31 08:05:00,37.8,,25.8,25.8,109,110,1,1,,OX.MX|LX.WX,,LL,TP 61,,,,,,,,
2007,C,4,2007_C_4,802109760,AF,504,1899-12-31 09:25:00,38.4,,25.5,25.6,111,111,2,1,,WX.BX|BX.YM_802109760,,LL,TP 8,,,,,,,,
2007,C,5,2007_C_5,CA1252,AF,504,1899-12-31 10:12:00,38.3,,23.3,23.5,102,103,1,2,,LX.MX|RX.BX,,LL,"TP 2, CR identical to CA1256",,,,,,,,
2007,C,3,2007_C_3,CA177,AF,504,1899-12-31 17:15:00,34.2,,25.2,25,108,108,,1,,RX.MX|BX.GX,,CK,,,,,,,,,
2007,C,1,2007_C_1,CA201,AM,506,1899-12-31 20:45:00,42.5,,26.7,26.5,114,112,2,1,,WX.MX|YX.WX,,LL,First impresi—n on the colour rings was WX.MX/YX.WX,,,,,,,,
2007,B,3,2007_B_3,CA093,AM,506,1899-12-31 21:25:00,37,,26,25.9,108,109,2,1,,WX.MX|YX.GX,,CK,little blood taken,,,,,,,,
2007,B,2,2007_B_2,CA138,AM,506,1899-12-31 23:25:00,33.2,,24.1,24.3,106,106,1,1,,YX.MX|LX.GX,,LL,,,,,,,,,
2007,C,7,2007_C_7,CA165,AM,507,1899-12-31 00:05:00,34.9,,25.3,25.2,111,111,1,1,,WX.MX|RX.YX,,CK,,,,,,,,,
2007,C,4,2007_C_4,CA1202,JM,508,1899-12-31 07:30:00,6,,18.6,18.6,,,,1,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,C,4,2007_C_4,CA1202,JM,518,1899-12-31 21:35:00,14.5,,22.5,22.6,,,,0,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,C,4,2007_C_4,CA1202,JM,525,1899-12-31 21:45:00,24.8,,25.3,25.1,,,,0,,MX.XX|GX.XX,,MC,recap,,,,,,,,
2007,A,3,2007_A_3,CA1526,AF,508,1899-12-31 09:30:00,33.3,,22.9,23.1,103,102,1,1,,YX.RX|YX.LM,,LL,"Broken finger? Meta tarsus?, old wound.",,,,,,,,
2007,A,4,2007_A_4,CA226,AF,508,1899-12-31 10:52:00,38,,25.4,25,106,106,1,1,,RX.MX|RX.YX,,LL,,,,,,,,,
2007,A,103,2007_A_103,CA1253,AF,508,1899-12-31 11:10:00,35.3,,24.7,24.5,105,106,1,2,,LX.MX|LX.BX,,LL,,,,,,,,,
2007,A,1,2007_A_1,802109735,AM,508,1899-12-31 16:50:00,37,,25.7,25.7,110,110,1,1,,YX.RX|WX.GM,,LL,,,,,,,,,
2007,A,2,2007_A_2,CA1254,AF,508,1899-12-31 17:30:00,35,,25.7,25.6,106,107,0,2,,LX.MX|BX.GX,,LL,,,,,,,,,
2007,B,4,2007_B_4,CA112,AF,508,1899-12-31 18:15:00,36.6,,25.1,25.1,109,109,1,1,,YX.MX|GX.RX,,LL,,,,,,,,,
2007,B,2,2007_B_2,802109729,AF,508,1899-12-31 19:10:00,35.3,,25.6,25.6,105,105,0,1,,WX.BX|LX.WM,,LL,,,,,,,,,
2007,A,5,2007_A_5,CA1255,AF,509,1899-12-31 07:10:00,39.5,,25.7,25.7,103,104,0,2,,LX.MX|BX.OX,,LL,"The rings were changed from OB to BO, 06/20/07.",,,,,,,,
2007,A,6,2007_A_6,CA1256,AF,509,1899-12-31 07:55:00,36.5,,24.1,24.2,108,109,0,2,,LX.MX|RX.BX,,LL,CR identical to CA1252,,,,,,,,
2007,C,2,2007_C_2,CA1257,AF,509,1899-12-31 10:50:00,37.8,,25.7,25.5,106,107,1,2,,LX.MX|BX.WX,,LL,,,,,,,,,
2007,C,6,2007_C_6,802109785,AF,509,1899-12-31 18:30:00,37,,,,,,1,0,,WX.BX|OX.RM,,CK,,,,,,,,,
2007,C,11,2007_C_11,CA1579,AF,509,1899-12-31 18:30:00,34.6,,24.5,24.8,108,110,1,1,,WX.BX|BX.YM,,CK,,,,,,,,,
2007,C,4,2007_C_4,CA1203,JM,508,1899-12-31 07:30:00,5.9,,17.9,17.9,,,,1,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,A,1,2007_A_1,CA262,AF,510,1899-12-31 10:40:00,38.8,,25.6,25.7,108,109,1,1,,YX.MX|YX.YX,,LL,,,,,,,,,
2007,C,6,2007_C_6,CA156,AM,511,1899-12-31 07:15:00,,,,,,,,0,,RX.MX|WX.BX,,CK,not captured,,,,,,,,
2007,C,4,2007_C_4,CA1203,JM,518,1899-12-31 21:35:00,13.5,,21.9,22,,,,0,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,C,11,2007_C_11,CA1207,AM,511,1899-12-31 08:50:00,35.3,,25.7,25.6,112,113,2,2,,BX.MX|BX.BX,,CK,,,,,,,,,
2007,B,101,2007_B_101,CA1258,Af,511,1899-12-31 10:10:00,34,,24.3,24.2,100,101,0,2,,LX.MX|BX.YX,,LL,,,,,,,,,
2007,C,4,2007_C_4,CA1203,JM,525,1899-12-31 21:45:00,23,,25.2,24.9,,,,0,,MX.XX|GX.XX,,MC,recap,,,,,,,,
2007,C,102,2007_C_102,CA014,AF,511,1899-12-31 19:50:00,32.8,,23.8,23.6,104,106,1,1,,RX.MX|YX.RX,,CK,,,,,,,,,
2007,C,14,2007_C_14,CA216,AF,511,1899-12-31 20:50:00,35.7,,25.1,25.1,108,108,1,1,,WX.MX|WX.GX,,CK,,,,,,,,,
2007,A,6,2007_A_6,CA1259,AM,511,1899-12-31 21:05:00,37,,25.6,25.6,110,111,0,2,,LX.MX|LX.LX,,LL,,,,,,,,,
2007,C,10,2007_C_10,CA1209,AM,511,1899-12-31 22:30:00,37.5,,25.4,25.4,110,109,1,2,,BX.MX|BX.LX,,CK,,,,,,,,,
2007,A,5,2007_A_5,CA1260,AM,511,1899-12-31 22:32:00,35.8,,25.3,25.5,110,110,1,2,,LX.MX|OX.GX,,LL,,,,,,,,,
2007,B,4,2007_B_4,CA112,AF,512,1899-12-31 10:00:00,36.7,,24.7,24.9,,,,0,,YX.MX|GX.RX,,CK,,,,,,,,,
2007,A,102,2007_A_102,CA1210,AF,512,1899-12-31 11:00:00,36.3,,25.3,25.1,108,108,2,2,,BX.MX|BX.OX,,CK,,,,,,,,,
2007,C,4,2007_C_4,CA1204,JM,508,1899-12-31 07:30:00,5.8,,18.8,18.9,,,,1,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,C,4,2007_C_4,CA1204,JM,518,1899-12-31 21:35:00,15,,23.3,23.4,,,,0,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,C,8,2007_C_8,CA029,AM,513,1899-12-31 18:50:00,39.4,,25.7,26,110,109,0,1,,RX.MX|OX.OX,,LL,,,,,,,,,
2007,A,102,2007_A_102,CA115,AM,513,1899-12-31 18:50:00,36.6,,26.2,26.2,108,110,1,1,,YX.MX|GX.YX,,CK,,,,,,,,,
2007,B,4,2007_B_4,802122925,AM,513,1899-12-31 19:45:00,36.5,,26.4,26.5,108,111,1,1,,YX.MX|BX.BX,,LL,,,,,,,,,
2007,D,2,2007_D_2,RX.YX|RX.sX,AM,513,1899-12-31 20:15:00,39.3,,25.7,25.9,107,108,0,1,,RX.YX|RX.sX,,CK,,,,,,,,,
2007,C,7,2007_C_7,CA1205,JF,510,1899-12-31 08:10:00,5.7,,17.9,18.1,,,,1,,MX.XX|BX.XX,,CK,,,,,,,,,
2007,C,7,2007_C_7,CA1205,JF,515,1899-12-31 21:35:00,6.7,,20.2,20.5,,,,0,,MX.XX|BX.XX,,CK,,,,,,,,,
2007,C,6,2007_C_6,CA156,AM,513,1899-12-31 22:00:00,34.5,,26.4,26.5,110,111,0,1,,RX.MX|WX.BX,,LL,,,,,,,,,
2007,C,10,2007_C_10,CA1262,AF,514,1899-12-31 08:22:00,38,,25.5,25.4,105,106,0,2,,LX.MX|GX.BX,,LL,,,,,,,,,
2007,D,3,2007_D_3,802122910,AF,514,1899-12-31 08:40:00,35.5,,23.5,23.8,105,105,0,1,,BX.WX|OX.MX,,CK,,,,,,,,,
2007,C,8,2007_C_8,CA1263,AF,515,1899-12-31 08:30:00,34.9,,24.6,24.5,104,104,0,2,,LX.MX|OX.BX,,LL,,,,,,,,,
2007,C,7,2007_C_7,CA1206,JM,511,1899-12-31 07:20:00,6.5,,18.2,18.2,,,,1,,MX.XX|BX.XX,,CK,CF C6,,,,,,,,
2007,C,13,2007_C_13,CA1264,AF,515,1899-12-31 09:10:00,35.5,,25.3,25.1,109,110,1,2,,LX.MX|WX.BX,,LL,,,,,,,,,
2007,C,15,2007_C_15,CA132,AF,515,1899-12-31 10:30:00,36,,25,24.9,109,110,2,1,,YX.MX|GX.GX,,CK,,,,,,,,,
2007,C,12,2007_C_12,CA081,AF,515,1899-12-31 10:40:00,36.8,,25.7,25.8,108,109,1,1,,WX.MX|OX.OX,,LL,,,,,,,,,
2007,C,7,2007_C_7,CA1206,JM,513,1899-12-31 22:00:00,6.4,,19.7,19.9,,,,1,,MX.XX|BX.XX,,LL,CF C6,,,,,,,,
2007,C,7,2007_C_7,CA1206,JM,525,1899-12-31 22:00:00,22,,24.3,24.5,,,,0,,MX.XX|BX.XX,,MC,recap,,,,,,,,
2007,C,7,2007_C_7,CA1208,JM,511,1899-12-31 10:20:00,6.2,,17.8,17.7,,,,1,,MX.XX|BX.XX,,CK,CF E1,,,,,,,,
2007,E,1,2007_E_1,CA1208,JM,512,1899-12-31 18:40:00,5.7,,18.6,18.5,,,,0,,MX.XX|BX.XX,,CK,,,,,,,,,
2007,E,1,2007_E_1,CA1211,JM,512,1899-12-31 18:40:00,5.3,,17.3,17.5,,,,1,,MX.XX|RX.XX,,CK,,,,,,,,,
2007,B,-1,2007_B_-1,CA168,AM,516,1899-12-31 06:45:00,,,,,,,,0,,OX.MX|LX.GX,,CK,"observation only, not trapped",,,,,,,,
2007,B,103,2007_B_103,CA1265,AF,516,1899-12-31 10:30:00,40,,25.8,25.7,105,106,1,2,,LX.MX|OX.LX,,LL,,,,,,,,,
2007,B,102,2007_B_102,CA1266,AF,516,1899-12-31 11:20:00,37.4,,26.3,26.3,110,109,1,2,,LX.MX|GX.WX,,LL,,,,,,,,,
2007,A,2,2007_A_2,CA008,AM,516,1899-12-31 20:10:00,40.6,,25.6,25.5,109,110,0,1,,RX.MX|WX.OX,,CK,,,,,,,,,
2007,B,103,2007_B_103,CA078,AM,516,1899-12-31 21:00:00,41.5,,25.6,25.7,108,109,3,1,,WX.MX|OX.YX,,CK,,,,,,,,,
2007,C,14,2007_C_14,802109768,AM,516,1899-12-31 21:30:00,37.4,,25.8,25.8,109,110,1,1,,WX.SX|LX.YM,,CK,,,,,,,,,
2007,A,207,2007_A_207,CA1267,AF,517,1899-12-31 06:30:00,39.5,,24.7,24.9,106,107,0,2,,LX.MX|LX.WX,,LL,,,,,,,,,
2007,A,102,2007_A_102,CA115,AM,517,1899-12-31 07:20:00,36.2,,26.3,26.5,107,107,1,1,,YX.MX|GX.YX,,LL,,,,,,,,,
2007,A,202,2007_A_202,CA1268,AF,517,1899-12-31 08:40:00,36.5,,24.4,24.5,106,106,0,2,,LX.MX|OX.WX,,LL,,,,,,,,,
2007,D,2,2007_D_2,CA141,AF,517,1899-12-31 08:45:00,34,,24.8,25,106,106,1,1,,YX.MX|LX.LX,,CK,,,,,,,,,
2007,D,4,2007_D_4,CA1217,AF,517,1899-12-31 09:15:00,35.5,,23.4,23.5,104,104,0,1,,BX.MX|BX.GX,,CK,,,,,,,,,
2007,A,203,2007_A_203,CA190,AF,517,1899-12-31 09:40:00,,,24.5,24.6,104,104,0,1,,OX.MX|WX.LX,,LL,"The weight was not taken at the time, not in the notebook.(my mistake)",,,,,,,,
2007,D,5,2007_D_5,802122915,AM,517,1899-12-31 10:00:00,36.8,,26.3,26.2,108,109,0,1,,RX.YX|OX.MX,,CK,,,,,,,,,
2007,E,1,2007_E_1,CA1211,JM,518,1899-12-31 21:35:00,9.2,,20.2,20.1,,,,0,,MX.XX|RX.XX,,CK,,,,,,,,,
2007,C,11,2007_C_11,CA1212,JF,515,1899-12-31 09:05:00,6.3,,17.9,18,,,,1,,MX.XX|LX.XX,,CK,,,,,,,,,
2007,A,205,2007_A_205,CA266,AF,517,1899-12-31 18:50:00,32.8,,24.6,24.7,105,106,0,1,,YX.MX|WX.YX,,LL,,,,,,,,,
2007,A,204,2007_A_204,CA069,AM,517,1899-12-31 19:41:00,40.8,,25.4,25.5,110,110,1,1,,WX.MX|OX.LX,,LL,,,,,,,,,
2007,C,11,2007_C_11,CA1212,JF,518,1899-12-31 22:15:00,7.3,,19.4,19.1,,,,0,,MX.XX|LX.XX,,CK,,,,,,,,,
2007,C,2,2007_C_2,CA013,AM,518,1899-12-31 08:00:00,37.7,,25.4,25.4,109,110,0,1,,RX.MX|LX.LX,,CK,,,,,,,,,
2007,D,3,2007_D_3,CA027,AM,518,1899-12-31 09:20:00,34.6,,25.2,25.2,107,108,0,1,,RX.MX|GX.GX,,CK,,,,,,,,,
2007,A,-1,2007_A_-1,CA139,AM,518,1899-12-31 19:15:00,,,,,,,,0,,YX.MX|OX.YX,,CK,"observation only, not trapped",,,,,,,,
2007,A,-1,2007_A_-1,CA2036,AF,518,1899-12-31 19:15:00,,,,,,,,0,,YX.RX|RX.YM,,CK,"observation only, not trapped",,,,,,,,
2007,C,11,2007_C_11,CA1212,JF,525,1899-12-31 22:15:00,17,,22.7,22.7,,,,0,,MX.XX|LX.XX,,MC,recap,,,,,,,,
2007,C,11,2007_C_11,CA1212,JF,603,1899-12-31 21:45:00,23.1,,25.1,25.1,,,,0,,MX.XX|LX.XX,,CK,,,,,,,,,
2007,C,11,2007_C_11,CA1213,JM,515,1899-12-31 21:06:00,5.7,,17.2,17.3,,,,1,,MX.XX|LX.XX,,CK,,,,,,,,,
2007,C,11,2007_C_11,CA1213,JM,518,1899-12-31 22:15:00,7,,18.4,18.3,,,,0,,MX.XX|LX.XX,,CK,,,,,,,,,
2007,C,11,2007_C_11,CA1213,JM,609,1899-12-31 23:30:00,26.8,,25,25.3,,,,0,,MX.XX|LX.XX,,CK,,,,,,,,,
2007,E,1,2007_E_1,CA1214,JF,515,1899-12-31 21:35:00,5.3,,17.1,17.2,,,,1,,MX.XX|RX.XX,,CK,CF C7,,,,,,,,
2007,C,7,2007_C_7,CA1214,JF,602,1899-12-31 21:10:00,22.4,,24.1,24,,,,0,,MX.XX|RX.XX,,CK,,,,,,,,,
2007,C,7,2007_C_7,CA1214,JF,606,1899-12-31 23:40:00,21.9,,24.4,24.6,,,,0,,MX.XX|RX.XX,,CK,,,,,,,,,
2007,B,-1,2007_B_-1,CA1215,JM,516,1899-12-31 06:40:00,5.4,,17.9,18.1,,,,1,,MX.XX|YX.XX,,CK,,,,,,,,,
2007,A,103,2007_A_103,CA1223,AM,519,1899-12-31 19:30:00,34.7,,25.8,26,108,110,1,2,,BX.MX|BX.RX,,CK,,,,,,,,,
2007,A,3,2007_A_3,CA123,AM,519,1899-12-31 20:25:00,39.3,,24.3,24.3,108,108,0,1,,YX.MX|LX.RX,,CK,,,,,,,,,
2007,B,101,2007_B_101,CA1270,AM,519,1899-12-31 20:50:00,36,,25.2,25.1,109,109,1,2,,LX.MX|YX.RX,,LL,,,,,,,,,
2007,A,206,2007_A_206,CA2037,AF,520,1899-12-31 08:30:00,35.8,,28.9,28.8,108,108,0,2,,LX.MX|GX.YX,,MC,"It had metal ring, but did not have colour ring, the colour ring was added when it was capture.",,,,,,,,
2007,D,4,2007_D_4,CA180,AM,520,1899-12-31 20:40:00,40,,27,27,112,111,0,1,,YX.MX|WX.RX,,CK,,,,,,,,,
2007,A,202,2007_A_202,802109716,AM,520,1899-12-31 21:27:00,40.8,,25.4,25.5,109,109,1,1,,XX.YR|XX.WWM,,LL,Very old rings.,,,,,,,,
2007,C,15,2007_C_15,CA057,AM,520,1899-12-31 22:15:00,38.7,,25.3,25.2,109,109,0,1,,WX.MX|WX.WX,,CK,,,,,,,,,
2007,C,103,2007_C_103,CA328,AM,520,1899-12-31 22:50:00,38.8,,25.5,25.6,108,108,1,1,,YX.MX|WX.WX,,CK,,,,,,,,,
2007,C,102,2007_C_102,802109746,AM,520,1899-12-31 23:30:00,37.5,,24.4,24.6,108,109,1,1,,WX.BX|YX.SM,,CK,,,,,,,,,
2007,C,13,2007_C_13,CA1224,AM,521,1899-12-31 00:15:00,40,,25.8,25.7,111,112,0,2,,BX.MX|BX.YX,,CK,,,,,,,,,
2007,C,12,2007_C_12,CA1225,AM,521,1899-12-31 01:00:00,38.4,,26.1,26,107,108,0,2,,BX.MX|OX.OX,,CK,,,,,,,,,
2007,B,102,2007_B_102,CA1226,AM,521,1899-12-31 01:45:00,37.4,,25,25.1,108,108,0,2,,BX.MX|OX.BX,,CK,,,,,,,,,
2007,C,103,2007_C_103,CA328,AM,521,1899-12-31 07:20:00,39,,25,25.1,107,108,0,0,,YX.MX|WX.WX,,LL,,,,,,,,,
2007,B,104,2007_B_104,CA043,AM,521,1899-12-31 07:40:00,37.5,,26.1,26.1,109,109,1,1,,RX.MX|OX.GX,,LL,,,,,,,,,
2007,A,204,2007_A_204,CA035,AF,521,1899-12-31 09:47:00,37.2,,25,24.9,110,111,0,1,,RX.MX|GX.YX,,LL,The blood tube has CA 036 in the label. But it correspond to CA 035.,,,,,,,,
2007,A,4,2007_A_4,CA110,AM,521,1899-12-31 11:50:00,34.8,,25.5,25.6,108,109,0,1,,YX.MX|GX.OX,,CK,,,,,,,,,
2007,D,5,2007_D_5,BX.WX|SX.,AF,521,1899-12-31 17:50:00,34.7,,23.6,,106,106,0,1,,BX.WX|SX.XX,,CK,,,,,,,,,
2007,A,203,2007_A_203,CA108,AM,521,1899-12-31 19:50:00,37.8,,24.5,24.6,108,109,1,1,,YX.MX|YX.GX,,CK,,,,,,,,,
2007,B,104,2007_B_104,CA243,AF,522,1899-12-31 10:07:00,39.8,,25.6,25.7,107,107,1,2,,LX.MX|OX.RX,,LL,,,,,,,,,
2007,B,105,2007_B_105,CA1271,AF,522,1899-12-31 11:00:00,44.3,,25.7,25.7,106,107,0,2,,LX.MX|WX.WX,,LL,,,,,,,,,
2007,C,103,2007_C_103,CA126,AF,522,1899-12-31 12:00:00,40.3,,24.5,25,108,108,1,1,,YX.MX|GX.WX,,LL,Uneven tarsus.,,,,,,,,
2008,A,16,2008_A_16,CA1253,AF,518,1899-12-31 11:03:00,37.2,,25,25,108,109,0,1,,LX.MX|LX.BX,,LL,,,,,,,,,
2007,B,-1,2007_B_-1,CA1215,JM,525,1899-12-31 21:15:00,15.5,,22.4,22.3,,,,0,,MX.XX|YX.XX,,MC,recap,,,,,,,,
2007,A,110,2007_A_110,CA2073,AM,523,1899-12-31 08:30:00,42.5,,25.3,25.4,108,109,1,1,,WX.BX|YX.LM,,LL,"Not sure it was de female, question mark in my notes.",,,,,,,,
2007,A,106,2007_A_106,802109729,AF,523,1899-12-31 09:13:00,38.4,,25.8,25.8,105,106,1,1,,WX.BX|LX.WM,,LL,,,,,,,,,
2007,A,202,2007_A_202,802109716,AM,523,1899-12-31 09:30:00,38.5,,26.3,26.3,109,110,0,1,,XX.YR|XX.WWM,,LL,,,,,,,,,
2007,A,107,2007_A_107,CA1273,AF,523,1899-12-31 09:50:00,42.2,,24.9,25,106,106,2,2,,LX.MX|YX.GX,,LL,,,,,,,,,
2007,B,-1,2007_B_-1,CA1216,JF,516,1899-12-31 06:40:00,5.3,,18.1,18.2,,,,1,,MX.XX|YX.XX,,CK,,,,,,,,,
2007,A,108,2007_A_108,CA060,AF,523,1899-12-31 10:40:00,39.2,,25,25.1,107,107,0,1,,WX.MX|GX.YX,,LL,,,,,,,,,
2007,A,109,2007_A_109,CA098,AM,523,1899-12-31 11:22:00,39,,25.7,25.8,108,109,0,1,,WX.MX|YX.OX,,LL,,,,,,,,,
2007,A,207,2007_A_207,CA048,AM,523,1899-12-31 21:00:00,40.7,,24.7,24.7,111,111,1,1,,RX.MX|OX.YX,,CK,,,,,,,,,
2007,A,206,2007_A_206,CA1229,AM,523,1899-12-31 22:30:00,40.1,,23.9,23.8,108,108,1,2,,BX.MX|LX.LX,,CK,,,,,,,,,
2007,A,205,2007_A_205,CA1230,AM,523,1899-12-31 23:05:00,41.1,,24.2,24.1,106,107,2,2,,BX.MX|LX.BX,,CK,,,,,,,,,
2007,B,103,2007_B_103,CA1218,JF,517,1899-12-31 16:05:00,6.3,,17.3,17.4,,,,1,,MX.XX|WX.XX,,CK,,,,,,,,,
2007,B,103,2007_B_103,CA1219,JF,517,1899-12-31 16:05:00,6.4,,16.9,16.8,,,,1,,MX.XX|WX.XX,,CK,,,,,,,,,
2007,B,103,2007_B_103,CA1219,JF,606,1899-12-31 22:15:00,20.9,,24.9,24.8,,,,0,,MX.XX|WX.XX,,CK,,,,,,,,,
2007,A,107,2007_A_107,CA2040,AM,524,1899-12-31 19:30:00,41,,26.1,26.1,110,111,1,1,,WX.BX|YX.WM,,CK,,,,,,,,,
2007,A,108,2007_A_108,CA166,AM,524,1899-12-31 20:10:00,37.4,,24.9,24.8,107,108,1,1,,WX.MX|RX.WX,,LL,,,,,,,,,
2007,A,7,2007_A_7,CA1234,AM,524,1899-12-31 20:30:00,40.2,,24.7,24.6,108,109,0,1,,BX.MX|LX.GX,,CK,,,,,,,,,
2007,A,-1,2007_A_-1,CA1220,JF,518,1899-12-31 20:35:00,5.1,,18.1,18.2,,,,1,,MX.XX|OX.XX,,CK,,,,,,,,,
2007,A,-1,2007_A_-1,CA1220,JF,525,1899-12-31 21:00:00,,,21.5,21.3,,,,0,,MX.XX|OX.XX,,MC,recap,,,,,,,,
2007,A,-1,2007_A_-1,CA1220,JF,609,1899-12-31 22:50:00,22,,25,24.9,,,,0,,MX.XX|OX.XX,,CK,,,,,,,,,
2007,A,-1,2007_A_-1,CA1221,JJ,518,1899-12-31 20:35:00,5.4,,18.1,18,,,,1,,MX.XX|OX.XX,,CK,,,,,,,,,
2007,A,-1,2007_A_-1,CA1222,JM,518,1899-12-31 20:35:00,5.3,,18.7,18.5,,,,1,,MX.XX|OX.XX,,CK,,,,,,,,,
2007,A,-1,2007_A_-1,CA1222,JM,525,1899-12-31 21:00:00,12.7,,21,21.3,,,,0,,MX.XX|OX.XX,,MC,recap,,,,,,,,
2007,A,-1,2007_A_-1,CA1222,JM,602,1899-12-31 21:10:00,21.5,,23.4,23.3,,,,0,,MX.XX|OX.XX,,CK,,,,,,,,,
2007,A,102,2007_A_102,CA1227,JF,523,1899-12-31 08:30:00,6.2,,17.7,17.8,,,,1,,MX.XX|WX.XX,,CK,CF C1,,,,,,,,
2007,C,1,2007_C_1,CA1227,JF,526,1899-12-31 11:15:00,5,,18.4,18.5,,,,0,,MX.XX|WX.XX,,CK,,,,,,,,,
2007,A,102,2007_A_102,CA1228,JF,523,1899-12-31 10:30:00,6.3,,17.4,17.6,,,,1,,MX.XX|WX.XX,,CK,CF D2,,,,,,,,
2007,D,2,2007_D_2,CA1228,JF,613,1899-12-31 21:22:00,24,,26.1,26.3,,,,0,,MX.XX|WX.XX,,CK,,,,,,,,,
2007,A,102,2007_A_102,CA1231,JF,524,1899-12-31 06:30:00,6.1,,16.8,17,,,,1,,MX.XX|WX.XX,,CK,,,,,,,,,
2007,D,2,2007_D_2,CA1232,JF,524,1899-12-31 11:00:00,5.8,,17.3,17.3,,,,1,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,D,2,2007_D_2,CA1232,JF,613,1899-12-31 21:22:00,22.5,,24.6,24.7,,,,0,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,D,2,2007_D_2,CA1232,JF,618,1899-12-31 21:45:00,24,,25.2,25.1,,,,0,,MX.XX|GX.XX,,CK,,,,,,,,,
2007,D,2,2007_D_2,CA1233,JM,524,1899-12-31 18:30:00,6,,17.6,17.8,,,,1,,MX.XX|GX.XX,,CK,CF A102,,,,,,,,
2007,C,12,2007_C_12,CA1235,JF,525,1899-12-31 13:30:00,6.7,,17.8,17.7,,,,1,,MX.XX|RX.XX,,CK,,,,,,,,,
2007,C,12,2007_C_12,CA1235,JF,606,1899-12-31 21:50:00,12.8,,23.3,23.4,,,,0,,MX.XX|RX.XX,,CK,,,,,,,,,
2007,A,104,2007_A_104,CA1279,AF,528,1899-12-31 07:00:00,37.3,,25.3,25.5,104,104,0,1,,LX.MX|RX.GX,,LL,,,,,,,,,
2007,A,115,2007_A_115,CA1280,AF,528,1899-12-31 08:35:00,42.5,,24.5,25.6,109,111,1,2,,LX.MX|RX.LX,,LL,,,,,,,,,
2007,A,114,2007_A_114,802109785,AF,528,1899-12-31 09:20:00,41.6,,25.5,25.5,110,110,0,1,,WX.BX|OX.RM,,LL,Transponder.,,,,,,,,
2007,A,9,2007_A_9,CA1281,AF,528,1899-12-31 10:10:00,42.2,,25.4,25.3,101,102,1,2,,LX.MX|GX.LX,,LL,,,,,,,,,
2007,A,204,2007_A_204,CA1236,JM,526,1899-12-31 11:00:00,5.4,,16,16.1,,,,1,,MX.XX|OX.XX,,CK,CF C102,,,,,,,,
2007,C,102,2007_C_102,CA1236,JM,528,1899-12-31 19:50:00,5.9,,16.8,16.7,,,,1,,MX.XX|OX.XX,,CK,,,,,,,,,
2007,C,102,2007_C_102,CA1237,JF,526,1899-12-31 11:15:00,5.5,,16.5,16.4,,,,1,,MX.XX|YX.XX,,CK,CF C1 ,,,,,,,,
