year,site,nest,easting,northing,found_date,laying_date,end_date,fate,no_chicks,clutch_size,length1,width1,float1,length2,width2,float2,length3,width3,float3,observer,comments,,,,,north-west,north-east
2011,D,5,300347,2646627,612,604,702,HATCH,3,3,32.4,22.8,D,30.6,223.3,C,31,23.2,C,MC,CF B3,,,,,,
2011,D,7,300113,2646860,612,607,703,FLOODED,0,3,31,22.5,C,31,22.7,C,31.6,22.7,B,MC,Eggs 2 and 3 were predated;flooded by rain,,,,,,
2011,D,8,300333,2646333,626,621,703,FLOODED,0,3,31.8,22.1,B,30.7,22.4,C,31,22.8,C,MC,Flooded by rain,,,,,,
2011,D,9,300319,2646671,627,626,703,FLOODED,0,3,29.5,22.4,C,30.6,21.9,B,29.9,22.2,AB,MC,"1 egg when found, Floated 701;Flooded by rain",,,,,,
2011,D,102,300067,2646168,628,623,703,FLOODED,0,3,30.6,22.5,AB,31.5,22.7,C,32.6,22.9,B,RB,Flooded by rain,,,,,,
2011,D,201,299814,2646172,617,615,703,FLOODED,0,3,31.7,23.3,B,31.8,23.4,AB,31.3,23.2,B,OV,Eggs floated 619;Flooded by rain,,,,,,
2011,E,9,300503,2646440,627,622,703,FLOODED,0,3,31.8,23.4,C,33.1,23,C,32.2,23.1,B,MC,Flooded by rain,,,,,,
2011,E,10,301010,2646129,629,621,703,FLOODED,0,3,31.5,23.1,D,31.4,23.4,D,31.6,23.3,C,MC,Flooded by rain,,,,,,
2011,A,203,301384,2645149,708,,,ABANDONED,0,2,,,,,,,,,,OV,eggs not floated or measured,,,,,,
2012,D,1,299823,2646570,428,505,529,HATCH,3,3,31.7,22.5,B,31.2,22.6,C,30.3,21.8,AB,CK,"found with one egg only, all eggs floated 507",,,,,,
2012,D,2,299920,2646623,506,504,528,PREDATED,0,3,31.2,21.7,C,32,21.6,C,32.4,22,B,CK,,,,,,,
2012,G,1,299242,2647369,507,506,602,HATCH,1,3,32.2,23.1,B,31.5,22.8,A,31.9,23,AB,CK,,,,,,,
2012,D,3,299998,2646567,515,516,517,ABANDONED,0,3,32.1,22.2,C,30.6,22.2,B,,,,CK,"3rd egg found 517, not measured",,,,,,
2012,D,4,299808,2646480,515,510,602,HATCH,3,3,32,23.5,C,31.5,23.1,D,31.5,23.5,D,CK,,,,,,,
2012,D,5,299980,2646672,515,508,528,HATCH,3,3,30.4,21.8,D,30.7,21.8,F,30.5,21.8,F,CK,third chick not found,,,,,,
2012,D,6,299839,2646623,518,513,606,HATCH,3,3,32.5,22.3,C,32.9,22.3,D,32.5,22.7,D,CK,,,,,,,
2012,G,2,299287,2647197,518,517,601,PREDATED,0,3,30.7,21.7,C,29.6,21.5,AB,29.8,22,B,CK,predated by coyote,,,,,,
2012,G,3,299215,2647345,518,513,528,FLOODED,0,3,32.5,21.6,C,31.3,22,C,30.2,21.8,C,CK,,,,,,,
2012,G,4,299227,2647226,518,516,603,HATCH,3,3,31.3,22.1,B,31,22.1,B,30.7,21.4,B,CK,Last chick unringed,,,,,,
2012,G,5,299247,2647081,519,517,604,FLOODED,0,3,31.2,22.5,B,30.7,22.5,B,31.4,22.4,B,CK,,,,,,,
2012,G,6,299229,2647133,519,511,603,HATCH,1,3,32.8,22.6,D,31.7,21.6,D,31.6,23,D,CK,Two eggs flooded,,,,,,
2012,G,7,299278,2647206,519,514,601,PREDATED,0,3,32.5,21.8,C,30.7,22,C,30.8,22.2,C,CK,predated by coyote,,,,,,
2012,G,8,299224,2647180,519,514,604,FLOODED,0,3,31.5,22.7,C,30.1,22.5,AB,30.6,22.7,,CK,3rd egg found 523,,,,,,
2012,G,9,299222,2647152,519,508,528,HATCH,2,3,31,22.5,F,30.9,22.4,F,30.9,22.7,F,CK,,,,,,,
2012,G,10,299224,2647194,520,515,528,PREDATED,0,3,30.5,22.5,C,31.5,22.5,D,31.1,22.1,D,CK,,,,,,,
2012,G,11,299310,2646951,524,522,604,FLOODED,0,3,31.4,22.3,C,31.8,21.6,B/C,32,22.1,B,CK,,,,,,,
2012,G,12,299482,2646922,524,505,530,HATCH,3,3,29.8,21.7,F,29.8,21.5,F,29.7,21.2,F,CK,,,,,,,
2012,E,101,300476,2646470,518,505,530,UNKNOWN,,2,30.1,22.5,F,30.6,22.3,F,,,,WR,chicks not in captures file!,,,,,,
2012,C,101,300465,2646337,518,507,601,HATCH,3,3,31.6,22.1,D,32,22.6,D,32.5,22,C,WR,,,,,,,
2012,B,101,300369,2645754,520,430,524,HATCH,1,2,31.7,21.7,F,32.1,22.5,F,,,,WR,,,,,,,
2012,D,101,300358,2646525,523,504,529,HATCH,3,3,31.1,22.3,F,31,22.6,F,30.7,23,F,WR,,,,,,,
2012,D,102,300142,2646862,531,530,624,PREDATED,0,3,30.6,22.9,B,30.7,22.8,B,30.6,22.7,AB,WR,predated by racoon,,,,,,
2012,G,301,299329,2647323,527,520,604,FLOODED,0,3,30.7,22.7,D,30.2,23.1,C,31,23.1,C,MC,,,,,,,
2012,G,302,299317,2647449,527,515,604,FLOODED,0,3,30,22.2,E,30.1,22.3,E,31.6,22.3,F,MC,,,,,,,
2012,G,303,299218,2647458,531,526,603,FLOODED,0,3,30.5,22.6,D,30.3,22.3,C,30.5,23.1,C,MC,,,,,,,
2012,G,304,299223,2647586,601,529,604,FLOODED,0,3,31,21.7,C,31.1,21.7,C,32.4,21.7,B,MC,,,,,,,
2012,G,305,299352,2647286,603,601,604,FLOODED,0,3,29.4,22.3,C,31.2,22.8,B,30.9,22.6,B,MC,Parents not captured,,,,,,
2012,D,301,300303,2646246,612,609,,UNKNOWN,,2,30.5,22.3,C,30,21.8,B,,,,MC,,,,,,,
2012,C,301,300531,2646195,612,608,,UNKNOWN,,3,32.4,22.8,C,30.5,23,D,29.9,22.8,C,MC,,,,,,,
2012,G,204,299273,2647213,522,517,604,FLOODED,0,3,31.8,22.8,C,32.5,22.8,C,32.9,22.5,B,AS,,,,,,,
2012,G,202,299325,2647530,520,515,604,FLOODED,0,3,32.1,22.5,B,31.7,22.7,B,32.9,22.1,C,AS,,,,,,,
2012,G,203,299236,2647484,520,515,604,FLOODED,0,3,30.4,22.1,C,29.8,21.4,C,31.6,22.1,C,AS,,,,,,,
2012,G,201,299299,2647323,520,512,604,FLOODED,0,3,32,22.7,B,31.5,23,C,31.2,22.2,D,AS,,,,,,,
