"Sex_Age"	"estimate"	"species"	"iter"
"Female_Juvenile"	0.4762103	"White-fronted"	43
"Male_Juvenile"	0.4291124	"White-fronted"	43
"Female_Chick"	0.214936819095013	"White-fronted"	43
"Male_Chick"	0.496142639011529	"White-fronted"	43
"Female_Adult"	0.944008	"White-fronted"	44
"Male_Adult"	0.9515819	"White-fronted"	44
"Female_Juvenile"	0.5179983	"White-fronted"	44
"Male_Juvenile"	0.3788096	"White-fronted"	44
"Female_Chick"	0.363237123043502	"White-fronted"	44
"Male_Chick"	0.514019742974395	"White-fronted"	44
"Female_Adult"	0.8939736	"White-fronted"	45
"Male_Adult"	0.8953369	"White-fronted"	45
"Female_Juvenile"	0.5456769	"White-fronted"	45
"Male_Juvenile"	0.4421216	"White-fronted"	45
"Female_Chick"	0.41438707115602	"White-fronted"	45
"Male_Chick"	0.46134333783592	"White-fronted"	45
"Female_Adult"	0.922322	"White-fronted"	46
"Male_Adult"	0.9470002	"White-fronted"	46
"Female_Juvenile"	0.5409955	"White-fronted"	46
"Male_Juvenile"	0.5085505	"White-fronted"	46
"Female_Chick"	0.188696492038348	"White-fronted"	46
"Male_Chick"	0.160972513533652	"White-fronted"	46
"Female_Adult"	0.946947	"White-fronted"	47
"Male_Adult"	0.9353192	"White-fronted"	47
"Female_Juvenile"	0.5086493	"White-fronted"	47
"Male_Juvenile"	0.2885129	"White-fronted"	47
"Female_Chick"	0.238409797919328	"White-fronted"	47
"Male_Chick"	0.32388808563051	"White-fronted"	47
"Female_Adult"	0.9312454	"White-fronted"	48
"Male_Adult"	0.9416609	"White-fronted"	48
"Female_Juvenile"	0.5589273	"White-fronted"	48
"Male_Juvenile"	0.3234596	"White-fronted"	48
"Female_Chick"	0.713081852410041	"White-fronted"	48
"Male_Chick"	0.516462632335839	"White-fronted"	48
"Female_Adult"	0.9180348	"White-fronted"	49
"Male_Adult"	0.9427245	"White-fronted"	49
"Female_Juvenile"	0.6252776	"White-fronted"	49
"Male_Juvenile"	0.3524264	"White-fronted"	49
"Female_Chick"	0.190336569225962	"White-fronted"	49
"Male_Chick"	0.460500454198084	"White-fronted"	49
"Female_Adult"	0.8971637	"White-fronted"	50
"Male_Adult"	0.9505615	"White-fronted"	50
"Female_Juvenile"	0.5210381	"White-fronted"	50
"Male_Juvenile"	0.5348114	"White-fronted"	50
"Female_Chick"	0.161864564576353	"White-fronted"	50
"Male_Chick"	0.621490933121201	"White-fronted"	50
"Female_Adult"	0.9281306	"White-fronted"	51
"Male_Adult"	0.9328317	"White-fronted"	51
"Female_Juvenile"	0.5401996	"White-fronted"	51
"Male_Juvenile"	0.3163564	"White-fronted"	51
"Female_Chick"	0.287137438353019	"White-fronted"	51
"Male_Chick"	0.344199063968467	"White-fronted"	51
"Female_Adult"	0.9419696	"White-fronted"	52
"Male_Adult"	0.9538925	"White-fronted"	52
"Female_Juvenile"	0.5823756	"White-fronted"	52
"Male_Juvenile"	0.3767306	"White-fronted"	52
"Female_Chick"	0.25495215882987	"White-fronted"	52
"Male_Chick"	0.412014025078274	"White-fronted"	52
"Female_Adult"	0.9229046	"White-fronted"	53
"Male_Adult"	0.9497089	"White-fronted"	53
"Female_Juvenile"	0.4763065	"White-fronted"	53
"Male_Juvenile"	0.4555201	"White-fronted"	53
"Female_Chick"	0.34348095647379	"White-fronted"	53
"Male_Chick"	0.467907883212653	"White-fronted"	53
"Female_Adult"	0.9363268	"White-fronted"	54
"Male_Adult"	0.9379253	"White-fronted"	54
"Female_Juvenile"	0.4871764	"White-fronted"	54
"Male_Juvenile"	0.3294524	"White-fronted"	54
"Female_Chick"	0.283927732651989	"White-fronted"	54
"Male_Chick"	0.402010944665574	"White-fronted"	54
"Female_Adult"	0.9347662	"White-fronted"	55
"Male_Adult"	0.9461151	"White-fronted"	55
"Female_Juvenile"	0.5716788	"White-fronted"	55
"Male_Juvenile"	0.340862	"White-fronted"	55
"Female_Chick"	0.435418585513623	"White-fronted"	55
"Male_Chick"	0.434142230951272	"White-fronted"	55
"Female_Adult"	0.9213738	"White-fronted"	56
"Male_Adult"	0.9579849	"White-fronted"	56
"Female_Juvenile"	0.4937158	"White-fronted"	56
"Male_Juvenile"	0.3899002	"White-fronted"	56
"Female_Chick"	0.354782227294894	"White-fronted"	56
"Male_Chick"	0.515094247136602	"White-fronted"	56
"Female_Adult"	0.9518008	"White-fronted"	57
"Male_Adult"	0.949649	"White-fronted"	57
"Female_Juvenile"	0.5513529	"White-fronted"	57
"Male_Juvenile"	0.4042093	"White-fronted"	57
"Female_Chick"	0.374823462085626	"White-fronted"	57
"Male_Chick"	0.604067275201534	"White-fronted"	57
"Female_Adult"	0.9419906	"White-fronted"	58
"Male_Adult"	0.9701042	"White-fronted"	58
