"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	1031.03762350081	43.1462912860451	2.29274216652662e-10	278.31774	"White-fronted"	4
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	1033.02286623377	45.1315340190012	8.49699252534441e-11	278.25073	"White-fronted"	4
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	1033.09286623377	45.2015340190013	8.20474200437195e-11	278.32069	"White-fronted"	4
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	1035.09010392157	47.1987717068035	3.02252760441088e-11	272.04192	"White-fronted"	4
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	1036.15222350081	48.260891286045	1.77719032270632e-11	283.43234	"White-fronted"	4
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	1037.71366623377	49.8223340190012	8.14087260038309e-12	282.94151	"White-fronted"	4
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	1045.9109223301	58.0195901153321	1.35101264431655e-13	295.23661	"White-fronted"	4
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	1047.45882350081	59.5674912860451	6.23070149388156e-14	294.73896	"White-fronted"	4
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	1049.04906623377	61.1577340190012	2.81332641080228e-14	294.27688	"White-fronted"	4
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	1073.03386623377	85.1425340190011	0	318.26171	"White-fronted"	4
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	1075.3881223301	87.4967901153319	0	324.71387	"White-fronted"	4
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	1075.95302350081	88.0616912860452	0	323.23312	"White-fronted"	4
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	1089.62583053312	101.734498318353	0	340.99055	"White-fronted"	4
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	1090.2795223301	102.388190115332	0	339.60517	"White-fronted"	4
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	1009.90506647426	0	0.651572365791455	265.83347	"White-fronted"	5
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	1011.41924	1.51417352574094	0.305607531877419	265.272	"White-fronted"	5
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	1015.49975591195	5.5946894376907	0.0397275041358261	260.98466	"White-fronted"	5
"~age * sex"	"~time * age * sex"	"Phi(~age * sex)p(~time * age * sex)"	28	1020.60591410256	10.700847628305	0.00309245307667166	240.34361	"White-fronted"	5
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	1041.49850248447	31.5934360102128	8.98535406703927e-08	303.61517	"White-fronted"	5
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	1043.61104591195	33.7059794376908	3.12465604702795e-08	289.09598	"White-fronted"	5
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	1045.871	35.9659335257409	1.00939098935922e-08	299.7238	"White-fronted"	5
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	1046.25087912773	36.345812653467	8.34775547455557e-09	304.24849	"White-fronted"	5
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	1048.02825647426	38.12319	3.43255205548997e-09	303.95666	"White-fronted"	5
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	1049.72564341085	39.8205769365936	1.46904209998469e-09	313.89227	"White-fronted"	5
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	1051.28610248447	41.3810360102129	6.73263173075111e-10	313.40276	"White-fronted"	5
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	1063.43510248447	53.5300360102128	1.54904141533039e-12	325.55175	"White-fronted"	5
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	1065.9384	56.033333525741	4.43076667370443e-13	319.79119	"White-fronted"	5
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	1074.16383095975	64.2587644854932	7.25018756261032e-15	340.37406	"White-fronted"	5
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	1075.78694341085	65.8818769365937	3.22028902126963e-15	339.9536	"White-fronted"	5
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	1076.59020248447	66.685136010213	2.15510959169372e-15	338.7069	"White-fronted"	5
