"ASR"	"iter"
0.477650380434217	1
0.41713995240144	2
0.439219584319957	3
0.442645083798581	4
0.356786206962564	5
0.469424973255246	6
0.4644574924324	7
0.497196811361698	8
0.390532096723916	9
0.396851370978579	10
0.489499983274635	11
0.394148267626059	12
0.450173642723522	13
0.360319021038958	14
0.434229651836829	15
0.421592302977123	16
0.372491529107205	17
0.35813077322971	18
0.380562153832052	19
0.425423791371408	20
0.375423567297973	21
0.479399973664954	22
0.351887273833021	23
0.486464322524225	24
0.433015816622829	25
0.456645896828487	26
0.456002602077926	27
0.390248943565982	28
0.409468590502717	29
0.476316569592556	30
0.405819158493861	31
0.511108755618007	32
0.437393454776663	33
0.396451862216526	34
0.364205548843452	35
0.43381058799713	36
0.517389571576221	37
0.444872562919936	38
0.443704336257492	39
0.439655197000846	40
0.471686383945357	41
0.37817786400851	42
0.487668634036691	43
0.427845865161792	44
0.448465692752742	45
0.500172578986156	46
0.352949466547529	47
0.374042378832158	48
0.376692844997591	49
0.539965261868034	50
0.372786958967889	51
0.400888058213215	52
0.507484855072696	53
0.404674157138059	54
0.381482216079485	55
0.467812411993713	56
0.421541776712225	57
0.413473374173184	58
0.466345890006254	59
0.494658955379701	60
0.504592305820728	61
0.385717883066697	62
0.432303184975296	63
0.430554811181259	64
0.475974947171676	65
0.418657248602714	66
0.52611885330721	67
0.31276170335107	68
0.497447116689501	69
0.405096094421312	70
0.377561809503029	71
0.388212068138107	72
0.419510951310395	73
0.46143225815606	74
0.555891787872992	75
0.431021694693282	76
0.414871096358631	77
0.393878684075282	78
0.421444087734138	79
0.466579751012475	80
0.478782190847256	81
0.393613758858584	82
0.39291568436578	83
0.478728008871222	84
0.413172551404568	85
0.372214844351658	86
0.375242107526049	87
0.376976685877028	88
0.396490102208797	89
0.455601669965887	90
0.372228673424714	91
0.37235126390608	92
0.490047955737732	93
0.422729461582565	94
0.424484618230099	95
0.427565483598526	96
0.366241521666403	97
0.351463826044078	98
0.511309398432272	99
0.375651431449379	100
0.417959887377436	101
0.503661946144464	102
0.379780884711362	103
0.410049936473664	104
0.333198754927492	105
0.426694406898603	106
0.468473603860267	107
0.387578477228026	108
0.448802390679528	109
0.437024236205032	110
0.452345672690836	111
0.420613228369688	112
0.544293059692461	113
0.402006671067279	114
0.448752111370344	115
0.436983252302628	116
0.49352535342593	117
0.494427819954552	118
0.422669812828998	119
0.403878546252885	120
0.395943789652468	121
0.388434009243252	122
0.477136502571159	123
0.467663149339878	124
0.384450340285037	125
0.378835322596931	126
0.372554012751427	127
0.392988562648933	128
0.385443481836158	129
0.445436866981664	130
0.450960877937641	131
0.394466476598145	132
0.352543598471117	133
0.433582955655434	134
0.428507206891831	135
0.396603760193058	136
0.38815903361726	137
0.414840440890003	138
0.490507278031391	139
0.382229588945836	140
0.437778440287544	141
0.404791027125699	142
0.323663064378258	143
0.386693974160654	144
0.438648772805256	145
0.443471084562906	146
0.431965765660449	147
0.439241433703461	148
0.475079027207301	149
0.421586065161942	150
0.410483994769515	151
0.438462760471492	152
0.377501671034071	153
0.493874114736629	154
0.395181384631383	155
0.425213224698815	156
0.395806128037309	157
0.455140971686185	158
0.401599706026701	159
0.366076044949876	160
0.502223753704199	161
0.4395015522694	162
0.393621812905722	163
0.498823308095075	164
0.494735710742924	165
0.400404215646775	166
0.400897467988958	167
0.419120081360202	168
0.377245825605881	169
0.436954342588627	170
0.401929155545803	171
0.444121298131301	172
0.462921173329262	173
0.404187781005761	174
0.349567304642818	175
0.356917667595249	176
0.423606641235633	177
0.46753357477524	178
0.311855005567426	179
0.521760786189376	180
0.443620480428457	181
0.394714396388942	182
0.404481698315327	183
0.318043579448782	184
0.428670020145159	185
0.448073737031121	186
0.4298846645701	187
0.42726389798458	188
0.380614907710979	189
0.374591030365817	190
0.451768000466202	191
0.438974678275013	192
0.427743420241065	193
0.476705210560223	194
