"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	2236.82085397924	12.3512749223728	0.000997745840377083	500.25098	"Snowy"	2
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	2238.30445397924	13.8348749223728	0.000475182326152601	501.73463	"Snowy"	2
"~age * sex"	"~Quadratic + age * sex"	"Phi(~age * sex)p(~Quadratic + age * sex)"	9	2238.41545373961	13.9458746827468	0.000449528247835384	499.82061	"Snowy"	2
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	2239.90755397924	15.4379749223726	0.000213182493294541	503.33769	"Snowy"	2
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	2240.08295114029	15.6133720834246	0.000195283040202537	507.55477	"Snowy"	2
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	2241.90735504841	17.4377759915437	7.84332575092237e-05	507.35976	"Snowy"	2
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	2249.82285504841	25.3532759915433	1.49855009952432e-06	515.27526	"Snowy"	2
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	2250.56505397924	26.0954749223729	1.03396256866847e-06	513.9952	"Snowy"	2
"~age * sex"	"~Time + age * sex"	"Phi(~age * sex)p(~Time + age * sex)"	9	2251.57755373961	27.1079746827468	6.23222734224423e-07	512.9827	"Snowy"	2
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	2251.75585397924	27.2862749223727	5.70066974984683e-07	515.18606	"Snowy"	2
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	2253.74955114029	29.2799720834246	2.10377865508412e-07	521.22134	"Snowy"	2
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	2255.19715397924	30.7275749223727	1.02013367018511e-07	518.62728	"Snowy"	2
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	2255.69315504841	31.2235759915434	7.96071027433649e-08	521.14555	"Snowy"	2
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	2270.85585114029	46.3862720834245	4.05895462674075e-11	538.32759	"Snowy"	2
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	2271.21515397924	46.7455749223727	3.39150589607105e-11	534.64531	"Snowy"	2
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	2271.87235504841	47.4027759915434	2.44164869378776e-11	537.32468	"Snowy"	2
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	2277.01123646409	52.5416574072224	1.86977460301824e-12	546.49967	"Snowy"	2
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	2278.07575114029	53.6061720834246	1.09807709248257e-12	545.54755	"Snowy"	2
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	2236.35886073662	0	0.496530643703195	471.87389	"Snowy"	3
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	2237.86395843794	1.50509770131293	0.233947410902417	463.18309	"Snowy"	3
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	2238.38796801113	2.02910727450353	0.180024249951965	471.86942	"Snowy"	3
"~age * sex"	"~time + age * sex"	"Phi(~age * sex)p(~time + age * sex)"	13	2240.21450549756	3.85564476094169	0.0722276416199027	471.65965	"Snowy"	3
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	2243.75085843794	7.39199770131336	0.0123252049718492	469.07	"Snowy"	3
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	2246.74287777778	10.3840170411549	0.00276112078948313	484.28854	"Snowy"	3
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	2248.72486073662	12.366	0.00102495140429561	484.23981	"Snowy"	3
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	2249.88181607762	13.5229553409931	0.000574742899505018	493.50265	"Snowy"	3
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	2251.77126130375	15.4124005671224	0.000223452797849406	493.36989	"Snowy"	3
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	2251.87646130375	15.5176005671224	0.000212002951436227	493.47503	"Snowy"	3
"~age * sex"	"~Quadratic + age * sex"	"Phi(~age * sex)p(~Quadratic + age * sex)"	9	2253.67611325468	17.3172525180612	8.62089689994686e-05	493.24967	"Snowy"	3
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	2256.48711607762	20.1282553409933	2.11422373448528e-05	500.10799	"Snowy"	3
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	2257.49936130374	21.1405005671222	1.27451422173556e-05	499.09794	"Snowy"	3
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	2258.49076130374	22.1319005671221	7.76363146049847e-06	500.08933	"Snowy"	3
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	2258.49386130374	22.135000567122	7.75160715298076e-06	500.09242	"Snowy"	3
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	2258.71067174515	22.3518110085297	6.95523751984447e-06	504.35098	"Snowy"	3
"~age * sex"	"~Time + age * sex"	"Phi(~age * sex)p(~Time + age * sex)"	9	2260.31321325468	23.9543525180611	3.12122084255134e-06	499.88678	"Snowy"	3
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	2260.67531607762	24.3164553409929	2.60432313781109e-06	504.29616	"Snowy"	3
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	2266.78437174515	30.4255110085296	1.22780751259141e-07	512.42467	"Snowy"	3
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	2266.86166130375	30.5028005671224	1.18126428094084e-07	508.46029	"Snowy"	3
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	2268.80381607762	32.4449553409931	4.47315061312481e-08	512.42464	"Snowy"	3
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	2291.97097174515	55.6121110085296	4.16801801516749e-13	537.61121	"Snowy"	3
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	2293.17791607762	56.8190553409931	2.27952812873779e-13	536.79874	"Snowy"	3
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	2295.07196130374	58.7131005671222	8.84215778683161e-14	536.67058	"Snowy"	3
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	2300.72342249135	64.3645617547268	5.24033506289016e-15	548.38039	"Snowy"	3
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	2302.13777174515	65.7789110085296	2.58366985505707e-15	547.77809	"Snowy"	3
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	2258.2529	0	0.395166381706268	477.68491	"Snowy"	4
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	2259.35364840085	1.10074840085281	0.227905870561871	476.75142	"Snowy"	4
"~age * sex"	"~time + age * sex"	"Phi(~age * sex)p(~time + age * sex)"	13	2259.47979046942	1.2268904694165	0.213975529641569	474.84035	"Snowy"	4
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	2262.63534055595	4.38244055595169	0.0441718018255007	471.86708	"Snowy"	4
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	2262.94412011331	4.6912201133141	0.0378524928521309	490.48426	"Snowy"	4
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	2264.07905527994	5.82615527994312	0.0214608266239712	489.59649	"Snowy"	4
"~age * sex"	"~Quadratic + age * sex"	"Phi(~age * sex)p(~Quadratic + age * sex)"	9	2264.20545957447	5.95255957446807	0.0201464301411954	487.69724	"Snowy"	4
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	2264.88955527994	6.63665527994317	0.0143102956788889	490.40699	"Snowy"	4
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	2266.17993910575	7.92703910574892	0.0075066353507562	487.6433	"Snowy"	4
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	2267.09094055595	8.83804055595147	0.00476018540324763	476.32269	"Snowy"	4
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	2267.4189	9.16600000000017	0.00404025131096408	486.85087	"Snowy"	4
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	2267.99822011331	9.74532011331439	0.00302420074204502	495.53834	"Snowy"	4
"~age * sex"	"~Time + age * sex"	"Phi(~age * sex)p(~Time + age * sex)"	9	2269.13065957447	10.8777595744682	0.00171673993982277	492.62244	"Snowy"	4
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	2269.40035527994	11.1474552799432	0.00150017123123694	494.91777	"Snowy"	4
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	2270.02075527994	11.7678552799434	0.00110007598616562	495.53819	"Snowy"	4
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	2270.94954798301	12.6966479830148	0.000691413590091335	500.50954	"Snowy"	4
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	2272.27562011331	14.0227201133143	0.000356274719785662	499.81579	"Snowy"	4
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	2273.05485527994	14.8019552799433	0.000241310511764201	498.57229	"Snowy"	4
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	2276.53114798301	18.2782479830148	4.24335016370866e-05	506.09115	"Snowy"	4
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	2278.05452011331	19.8016201133141	1.98112927900323e-05	505.59466	"Snowy"	4
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	2279.45915527994	21.2062552799434	9.81522287178074e-06	504.97657	"Snowy"	4
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	2285.97915527994	27.7262552799434	3.76790682232903e-07	511.49655	"Snowy"	4
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	2286.24392011331	27.9910201133143	3.30070872657255e-07	513.78408	"Snowy"	4
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	2286.47084798301	28.2179479830147	2.94666280126137e-07	516.03087	"Snowy"	4
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	2291.30863281471	33.0557328147102	2.62312394611269e-08	522.88569	"Snowy"	4
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	2291.45284798301	33.1999479830147	2.44063528759677e-08	521.01283	"Snowy"	4
"~age * sex"	"~time + age * sex"	"Phi(~age * sex)p(~time + age * sex)"	13	2073.57850653266	0	0.721214388498477	416.01285	"Snowy"	5
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	2077.67604731183	4.09754077916477	0.0929596987374429	424.18242	"Snowy"	5
"~age * sex"	"~Quadratic + age * sex"	"Phi(~age * sex)p(~Quadratic + age * sex)"	9	2078.00004753042	4.42154099775917	0.0790567495272866	428.56684	"Snowy"	5
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	2078.97661635581	5.39810982314748	0.0485154124691768	423.4484	"Snowy"	5
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	2081.59786690647	8.01936037381165	0.0130822487626086	417.9021	"Snowy"	5
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	2081.9837571837	8.4052506510393	0.0107866700414128	436.59926	"Snowy"	5
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	2082.09770429185	8.51919775918259	0.0101892940111083	434.69028	"Snowy"	5
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	2082.34789312321	8.76938659054622	0.00899117145666712	430.88596	"Snowy"	5
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	2083.58590429185	10.0073977591824	0.00484156280552615	436.17846	"Snowy"	5
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	2083.95654731183	10.3780407791646	0.00402255009024296	430.46295	"Snowy"	5
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	2084.61906690647	11.0405603738118	0.00288826580633114	420.92327	"Snowy"	5
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	2086.0183	12.4397934673366	0.00143482043393613	442.65391	"Snowy"	5
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	2086.96000429185	13.3814977591824	0.000896002175777849	439.55257	"Snowy"	5
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	2087.8096571837	14.2311506510396	0.000585880823113213	442.42517	"Snowy"	5
"~age * sex"	"~Time + age * sex"	"Phi(~age * sex)p(~Time + age * sex)"	9	2088.55264753042	14.9741409977592	0.000404083371595877	439.11943	"Snowy"	5
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	2092.66390429185	19.0853977591823	5.1727669992573e-05	445.25653	"Snowy"	5
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	2092.7585571837	19.1800506510394	4.93366096821565e-05	447.37413	"Snowy"	5
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	2094.52360429185	20.9450977591823	2.04124057556829e-05	447.11624	"Snowy"	5
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	2097.2903	23.711793467337	5.11815993734054e-06	453.92595	"Snowy"	5
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	2098.61520429185	25.0366977591825	2.63884901069971e-06	451.20781	"Snowy"	5
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	2099.2030571837	25.6245506510395	1.96681679420569e-06	453.81864	"Snowy"	5
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	2116.18820429185	42.6096977591824	4.03168020453327e-10	468.78084	"Snowy"	5
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	2120.8362	47.2576934673366	3.94626851308023e-11	477.47181	"Snowy"	5
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	2121.1500571837	47.5715506510396	3.37313257586615e-11	475.76556	"Snowy"	5
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	2128.07032655246	54.4918200197994	1.06002476276611e-12	486.72308	"Snowy"	5
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	2128.8966	55.3180934673369	7.01282515842391e-13	485.53216	"Snowy"	5
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	2270.20407212544	0	0.384700171391018	484.17108	"Snowy"	6
"~age * sex"	"~time + age * sex"	"Phi(~age * sex)p(~time + age * sex)"	13	2270.54351256106	0.339440435624965	0.32464881779236	480.44054	"Snowy"	6
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	2271.04567322176	0.841601096321938	0.252563753793353	482.97917	"Snowy"	6
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	2276.62600334262	6.42193121718265	0.0155102120153477	492.62382	"Snowy"	6
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	2277.85887212544	7.6547999999998	0.00837343550825883	491.82588	"Snowy"	6
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	2278.12831958042	7.92424745498374	0.00731802532901686	481.89897	"Snowy"	6
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	2278.58141958042	8.37734745498392	0.00583451140949725	482.35207	"Snowy"	6
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	2284.06623182766	13.8621597022225	0.000375831040921967	506.13945	"Snowy"	6
"~age * sex"	"~Quadratic + age * sex"	"Phi(~age * sex)p(~Quadratic + age * sex)"	9	2284.60646096033	14.4023888348984	0.000286868842579625	502.63219	"Snowy"	6
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	2285.48843908206	15.2843669566228	0.000184571340099038	505.53936	"Snowy"	6
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	2285.61353908206	15.4094669566225	0.000173380058690383	505.66447	"Snowy"	6
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	2290.65813908206	20.4540669566227	1.39180430000743e-05	510.70908	"Snowy"	6
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	2291.14243333333	20.9383612078977	1.09248381946109e-05	515.23515	"Snowy"	6
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	2292.91233182766	22.7082597022222	4.50906440570323e-06	514.98553	"Snowy"	6
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	2297.84783182766	27.6437597022223	3.82257689923207e-07	519.92106	"Snowy"	6
"~age * sex"	"~Time + age * sex"	"Phi(~age * sex)p(~Time + age * sex)"	9	2298.29306096033	28.0889888348984	3.05967961592222e-07	516.31887	"Snowy"	6
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	2299.26533908206	29.0612669566226	1.88169158011359e-07	519.31622	"Snowy"	6
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	2299.48093908206	29.2768669566226	1.68939613572223e-07	519.53187	"Snowy"	6
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	2304.70683333333	34.5027612078975	1.23863394649848e-08	528.79948	"Snowy"	6
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	2305.98853908206	35.7844669566225	6.52565502360547e-09	526.03946	"Snowy"	6
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	2306.53083182766	36.3267597022223	4.9758437893566e-09	528.60407	"Snowy"	6
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	2313.74503908206	43.5409669566225	1.3499619784247e-10	533.7959	"Snowy"	6
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	2314.63033182766	44.4262597022221	8.67126901087575e-11	536.70349	"Snowy"	6
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	2314.76853333333	44.5644612078977	8.09231135357788e-11	538.86124	"Snowy"	6
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	2320.49323775156	50.2891656261254	4.62347820082655e-12	546.60264	"Snowy"	6
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	2320.91733333333	50.7132612078976	3.74005189977139e-12	545.01	"Snowy"	6
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	2119.78766856942	0	0.727585978494471	371.34038	"Snowy"	7
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	11	2124.21929325843	4.43162468901164	0.079354077431651	385.97004	"Snowy"	7
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	2124.61568596491	4.82801739549723	0.06508691156756	388.39744	"Snowy"	7
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	12	2124.91285509487	5.12518652545486	0.056100173927324	384.62965	"Snowy"	7
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	2125.57539325843	5.78772468901161	0.0402805946662433	387.32611	"Snowy"	7
"~age * sex"	"~time + age * sex"	"Phi(~age * sex)p(~time + age * sex)"	13	2126.26537749648	6.47770892706876	0.0285277618180098	383.94553	"Snowy"	7
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	16	2131.05106856941	11.2633999999998	0.00260656216663731	382.60375	"Snowy"	7
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	2135.3613110021	15.5736424326874	0.00030207225333065	403.19654	"Snowy"	7
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	2139.36683137255	19.5791628031338	4.07683503219729e-05	409.22452	"Snowy"	7
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	2139.8474110021	20.0597424326875	3.20602273388135e-05	407.68261	"Snowy"	7
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	2139.99278236529	20.2051137958756	2.98125831160499e-05	411.87014	"Snowy"	7
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	2140.72663137255	20.938962803134	2.06560045209983e-05	410.58432	"Snowy"	7
