"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	14	4817.81278429423	4.97910132641937	0.0756580785730285	337.17234	"Kentish (Tuzla)"	5
"~age * sex"	"~time + age + sex"	"Phi(~age * sex)p(~time + age + sex)"	11	4821.62891486947	8.79523190165128	0.0112251740123388	347.0328	"Kentish (Tuzla)"	5
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	10	4826.47841134752	13.6447283797024	0.000993432358549458	353.89479	"Kentish (Tuzla)"	5
"~age * sex"	"~Quadratic * age * sex"	"Phi(~age * sex)p(~Quadratic * age * sex)"	12	4843.04676088561	30.2130779177933	2.50822742786461e-07	366.43707	"Kentish (Tuzla)"	5
"~age * sex"	"~sex + time"	"Phi(~age * sex)p(~sex + time)"	10	4848.46261134752	35.6289283797023	1.67236060066914e-08	375.87905	"Kentish (Tuzla)"	5
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	4849.35792789906	36.5242449312491	1.06884420871826e-08	380.7959	"Kentish (Tuzla)"	5
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	9	4853.3039493477	40.470266379888	1.48609556516394e-09	382.73172	"Kentish (Tuzla)"	5
"~age * sex"	"~sex * time"	"Phi(~age * sex)p(~sex * time)"	14	4853.38588429423	40.552201326419	1.42644421014815e-09	372.74545	"Kentish (Tuzla)"	5
"~age * sex"	"~Quadratic + age + sex"	"Phi(~age * sex)p(~Quadratic + age + sex)"	8	4861.45482789906	48.6211449312486	2.52409646961745e-11	392.89278	"Kentish (Tuzla)"	5
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	4866.02904603175	53.1953630639309	2.56346328911237e-12	399.47613	"Kentish (Tuzla)"	5
"~age * sex"	"~Quadratic + sex"	"Phi(~age * sex)p(~Quadratic + sex)"	7	4891.97144603175	79.1377630639308	0	425.41849	"Kentish (Tuzla)"	5
"~age * sex"	"~Quadratic * sex"	"Phi(~age * sex)p(~Quadratic * sex)"	8	4892.77612789906	79.9424449312492	0	424.21409	"Kentish (Tuzla)"	5
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	4897.18180277699	84.3481198091758	0	432.63687	"Kentish (Tuzla)"	5
"~age * sex"	"~Time * age * sex"	"Phi(~age * sex)p(~Time * age * sex)"	12	4964.18116088561	151.347477917793	0	487.57143	"Kentish (Tuzla)"	5
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	4973.51462789906	160.680944931249	0	504.95266	"Kentish (Tuzla)"	5
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	5004.24702789906	191.413344931249	0	535.68502	"Kentish (Tuzla)"	5
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	5007.85944603175	195.025763063931	0	541.30651	"Kentish (Tuzla)"	5
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	5027.80204603175	214.968363063931	0	561.2491	"Kentish (Tuzla)"	5
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	5028.23892789906	215.405244931248	0	559.67693	"Kentish (Tuzla)"	5
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	5032.17150277699	219.337819809176	0	567.62652	"Kentish (Tuzla)"	5
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	5625.76792789906	812.934244931249	0	1157.2059	"Kentish (Tuzla)"	5
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	5625.86824603175	813.034563063931	0	1159.3153	"Kentish (Tuzla)"	5
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	5628.44440277699	815.610719809176	0	1163.8994	"Kentish (Tuzla)"	5
