"Sex_Age"	"estimate"	"species"	"iter"
"Female_Juvenile"	0.3400839	"Kittlitz's"	17
"Male_Juvenile"	0.4349284	"Kittlitz's"	17
"Female_Chick"	0.104827895315566	"Kittlitz's"	17
"Male_Chick"	0.202488964065995	"Kittlitz's"	17
"Female_Adult"	0.8554394	"Kittlitz's"	18
"Male_Adult"	0.8490873	"Kittlitz's"	18
"Female_Juvenile"	0.4976084	"Kittlitz's"	18
"Male_Juvenile"	0.4874423	"Kittlitz's"	18
"Female_Chick"	0.113347151296248	"Kittlitz's"	18
"Male_Chick"	0.147568482171856	"Kittlitz's"	18
"Female_Adult"	0.8797473	"Kittlitz's"	19
"Male_Adult"	0.8181543	"Kittlitz's"	19
"Female_Juvenile"	0.4882278	"Kittlitz's"	19
"Male_Juvenile"	0.3136802	"Kittlitz's"	19
"Female_Chick"	0.102217669108648	"Kittlitz's"	19
"Male_Chick"	0.193251776527889	"Kittlitz's"	19
"Female_Adult"	0.8472107	"Kittlitz's"	20
"Male_Adult"	0.820711	"Kittlitz's"	20
"Female_Juvenile"	0.4788509	"Kittlitz's"	20
"Male_Juvenile"	0.3266771	"Kittlitz's"	20
"Female_Chick"	0.13228191907198	"Kittlitz's"	20
"Male_Chick"	0.127615363608522	"Kittlitz's"	20
"Female_Adult"	0.8704357	"Kittlitz's"	21
"Male_Adult"	0.7994125	"Kittlitz's"	21
"Female_Juvenile"	0.4115845	"Kittlitz's"	21
"Male_Juvenile"	0.3357654	"Kittlitz's"	21
"Female_Chick"	0.13826966442292	"Kittlitz's"	21
"Male_Chick"	0.151229008476817	"Kittlitz's"	21
"Female_Adult"	0.8553233	"Kittlitz's"	22
"Male_Adult"	0.8266343	"Kittlitz's"	22
"Female_Juvenile"	0.3988003	"Kittlitz's"	22
"Male_Juvenile"	0.3712783	"Kittlitz's"	22
"Female_Chick"	0.187541518564842	"Kittlitz's"	22
"Male_Chick"	0.223956247782602	"Kittlitz's"	22
"Female_Adult"	0.8130782	"Kittlitz's"	23
"Male_Adult"	0.8800189	"Kittlitz's"	23
"Female_Juvenile"	0.4304379	"Kittlitz's"	23
"Male_Juvenile"	0.3401956	"Kittlitz's"	23
"Female_Chick"	0.174996474645604	"Kittlitz's"	23
"Male_Chick"	0.168914398470377	"Kittlitz's"	23
"Female_Adult"	0.8694412	"Kittlitz's"	24
"Male_Adult"	0.8381653	"Kittlitz's"	24
"Female_Juvenile"	0.472733	"Kittlitz's"	24
"Male_Juvenile"	0.3977884	"Kittlitz's"	24
