"Phi"	"p"	"model"	"npar"	"AICc"	"DeltaAICc"	"weight"	"Deviance"	"species"	"iter"
"~age * sex"	"~age + time"	"Phi(~age * sex)p(~age + time)"	11	568.670119701493	18.6724148530078	8.73463010854897e-05	164.36174	"Madagascar"	4
"~age * sex"	"~time"	"Phi(~age * sex)p(~time)"	10	568.973281904762	18.9755770562772	7.5060885295904e-05	166.7982	"Madagascar"	4
"~age * sex"	"~sex * Time"	"Phi(~age * sex)p(~sex * Time)"	8	570.883275502959	20.8855706544738	2.88844326988438e-05	172.93692	"Madagascar"	4
"~age * sex"	"~Quadratic"	"Phi(~age * sex)p(~Quadratic)"	6	572.758438823529	22.7607339750447	1.13103827214409e-05	178.99106	"Madagascar"	4
"~age * sex"	"~sex + Time"	"Phi(~age * sex)p(~sex + Time)"	7	572.985353480826	22.9876486323412	1.00972569728579e-05	177.13465	"Madagascar"	4
"~age * sex"	"~Time + age + sex"	"Phi(~age * sex)p(~Time + age + sex)"	8	573.123115502959	23.1254106544739	9.42516075148184e-06	175.17676	"Madagascar"	4
"~age * sex"	"~Quadratic + age"	"Phi(~age * sex)p(~Quadratic + age)"	7	573.753633480826	23.7559286323412	6.87659626165091e-06	177.90293	"Madagascar"	4
"~age * sex"	"~Quadratic * age"	"Phi(~age * sex)p(~Quadratic * age)"	8	575.319365502959	25.3216606544738	3.14325154823216e-06	177.37302	"Madagascar"	4
"~age * sex"	"~age * time"	"Phi(~age * sex)p(~age * time)"	16	577.610944848485	27.61324	9.99468257710752e-07	162.44214	"Madagascar"	4
"~age * sex"	"~Time"	"Phi(~age * sex)p(~Time)"	6	579.809438823529	29.8117339750446	3.3294469920814e-07	186.04206	"Madagascar"	4
"~age * sex"	"~age + Time"	"Phi(~age * sex)p(~age + Time)"	7	580.735733480826	30.7380286323412	2.09522069836887e-07	184.88503	"Madagascar"	4
"~age * sex"	"~age * Time"	"Phi(~age * sex)p(~age * Time)"	8	582.299695502959	32.3019906544738	9.58560961138397e-08	184.35335	"Madagascar"	4
"~age * sex"	"~age + sex"	"Phi(~age * sex)p(~age + sex)"	7	616.332333480826	66.3346286323412	3.90414823187976e-15	220.48163	"Madagascar"	4
"~age * sex"	"~sex"	"Phi(~age * sex)p(~sex)"	6	616.464488823529	66.4667839750447	3.65450979689242e-15	222.69711	"Madagascar"	4
"~age * sex"	"~1"	"Phi(~age * sex)p(~1)"	5	616.505243079179	66.5075382306941	3.58079498240606e-15	224.80898	"Madagascar"	4
"~age * sex"	"~age"	"Phi(~age * sex)p(~age)"	6	616.618718823529	66.6210139750447	3.38328444076474e-15	222.85135	"Madagascar"	4
"~age * sex"	"~age * sex"	"Phi(~age * sex)p(~age * sex)"	8	617.430935502959	67.4332306544738	2.25407260336039e-15	219.48459	"Madagascar"	4
