year,site,nest,easting,northing,found_date,found_time,laying_date,clutch_size,end_date,fate,no_chicks,length1,breadth1,weight1,float1,length2,breadth2,weight2,float2,length3,breadth3,weight3,float3,observer,comments,species
1997,D,37,,,504,,511,3,605,HATC,3,29.7,22.8,,,30.7,22.5,,,29.8,22.6,,,AK,,
1997,D,40,,,506,,508,3,602,HATC,3,31.4,21.4,,,31.8,22.3,,,31.7,22.3,,,AK,,
1997,D,41,,,506,,501,3,523,HATC,3,29.2,22.1,,B,30.2,22,,C,30.2,21.4,,D,AK,,
1997,D,44,,,507,,509,3,603,HATC,3,35.3,23.5,,,33.7,23.5,,,34.7,22.8,,,AK,,
1997,D,45,,,508,,,,529,PRED,,,,,,,,,,,,,,AK,PPRED THEN PRED,
1997,D,47,,,509,,509,3,601,,,31,22,7.9,B,30.6,22.1,7.8,AB,31.2,22,8.1,AB,AK,MEAS AND FLOT ON 510,
1997,D,51,,,510,,513,3,519,PRED,,32.5,22.4,,,32.2,22.6,,,32.1,22.4,,,AK,,
1997,D,52,,,510,,513,3,517,PRED,,31.8,23,,,31.5,23,,,31.4,22.9,,,AK,PPRED THEN PRED,
1997,D,53,,,510,,504,3,527,HATC,3,29.8,22.2,7.3,D,30.2,22.4,7.5,D,30.5,22.6,7.4,D,AK,"MEAS AND FLOT ON 512, 1 CHICK DIED SOON AFTER HATCHING",
1997,D,54,,,511,,513,3,607,HATC,1,32.5,22,,,32.9,22.6,,,32.8,22.5,,,AK,TWO CHICKS DIED IN EGG,
1997,D,55,,,511,,504,3,525,HATC,3,32,23,,D,32.7,23.3,,D,31,22.7,,D,AK,MEAS AND FLOT ON 512,
1997,D,57,,,512,,,,609,,,,,,,,,,,,,,,AK,PRESUMABLY HATCHED,
1997,D,58,,,513,,514,,518,PRED,,,,,,,,,,,,,,AK,,
1997,D,59,,,513,,512,3,606,HATC,3,32.1,21.9,,B,31.4,22,,AB,31.9,21.8,,AB,AK,,
1997,D,61,,,514,,515,3,531,PRED,,32.9,23.1,,,33.4,23.6,,,33.7,23.5,,,AK,,
1997,D,63,,,514,,512,3,602,PRED,,31.7,22.6,,AB,31.8,23.2,,B,31.5,23.2,,B,AK,,
1997,D,67,,,519,,520,3,610,HATC,2,31.5,22.6,,,30.8,22.6,,,30.8,21.6,,,AK,ONE CHICK DIED IN EGG,
1997,D,68,,,519,,518,3,523,PRED,,31.7,22.8,,B,31.6,22.2,,A,31.5,23,,AB,AK,PPRED THEN PRED,
1997,D,69,,,519,,518,2,613,,,31.7,23.3,,D,30.8,23.1,,D,,,,,AK,"MEAS AND FLOT ON 526, PRESUMABLY HATCHED",
1997,D,70,,,520,,513,3,606,HATC,3,31.2,22.7,,D,30.7,22.9,,D,31,22.8,,C,AK,,
1997,D,72,,,521,,519,3,613,HATC,3,32.8,22.6,,AB,31,22.6,,B,32.1,22.8,,B,AK,,
1997,D,73,,,523,,524,3,610,PRED,,30.8,23,,,30.9,22.9,,,32.3,23.8,,,AK,PPRED THEN PRED,
1997,D,74,,,524,,528,3,615,PRED,,32.5,23.8,,,31.4,23.6,,,31.4,23.8,,,AK,,
1997,D,75,,,524,,522,3,602,PRED,,31.3,22.6,,B,32,23.1,,B,31.6,23.6,,B,AK,,
1997,D,76,,,524,,526,3,620,HATC,3,33.4,23.2,,,33.2,23,,,32.7,22.6,,,AK,,
1997,D,77,,,524,,515,3,609,HATC,3,32.2,23.5,,F,31.7,23.3,,D,31.8,22.8,,D,AK,,
1997,D,78,,,524,,526,3,604,PRED,,33.2,22.7,,,32.5,23.3,,,32.8,22.9,,,AK,,
1997,D,79,,,525,,518,3,612,HATC,3,31.8,23.5,,D,31.3,23.2,,C,31.7,23.8,,D,AK,,
1997,D,80,,,525,,523,3,614,,,31.8,23,,B,31.6,22.6,,AB,31.7,23.1,,B,AK,,
1997,D,81,,,525,,527,3,619,HATC,3,31,22.9,8.3,,32,23.4,8.9,,31.4,22.7,8.4,,AK,,
1997,D,84,,,529,,527,3,617,HATC,3,29.7,22.8,,B,30.8,22.8,,B,30.8,23,,B,AK,,
1997,D,87,,,530,,527,3,622,HATC,2,32,22.6,,B,32.1,22.1,,D,31.6,22.7,,C,JK,"MEAS AND FLOT ON 601, ONE CHICK DIED IN EGG",
1997,D,87,,,530,,527,3,622,HATC,2,32,22.6,,B,32.1,22.1,,D,31.6,22.7,,C,AK,"MEAS AND FLOT ON 601, ONE CHICK DIED IN EGG",
1997,D,88,,,531,,530,3,624,,,33.3,23,,AB,32.7,23,,AB,32.7,23.1,,B,JK,PRESUMABLY HATCHED,
1997,D,88,,,531,,530,3,624,,,33.3,23,,AB,32.7,23,,AB,32.7,23.1,,B,AK,PRESUMABLY HATCHED,
1997,D,89,,,531,,527,3,618,,,32.6,23,,C,33.8,22.6,,B,32.8,23,,C,AK,PRESUMABLY HATCHED,
1997,D,91,,,601,,604,3,629,,,32.9,23.9,,,30.3,23.8,,,31.5,23.3,,,JK,PRESUMABLY HATCHED,
1997,D,91,,,601,,604,,629,,,,,,,,,,,,,,,AK,PRESUMABLY HATCHED,
1997,D,92,,,601,,531,3,624,HATC,,31.8,22.4,,AB,32.8,22.3,,AB,32.4,22.1,,A,JK,,
1997,D,94,,,602,,,,603,HATC,3,,,,,,,,,,,,,AK,,
1997,D,95,,,603,,531,3,624,,,30.6,23,,C,33.7,22.9,,B,31.9,23.3,,B,AK,,
1997,D,97,,,603,,608,3,,,,31.8,23.8,,A,31.3,23.6,,A,32.9,23.4,,A,JK,,
1997,D,97,,,603,,608,3,,,,31.8,23.8,,,31.3,23.6,,,32.9,23.4,,,AK,,
1997,D,98,,,605,,605,3,618,PRED,,33.4,23.3,,B,32.5,23.5,,B,32.4,23,,B,AK,FLOT ON 607,
1997,D,106,,,613,,607,3,627,,,33.8,23.4,,D,33.4,23.4,,C,31.3,23.4,,C,JK,,
1997,D,106,,,613,,607,3,627,,,33.8,23.4,,D,33.4,23.4,,C,31.3,23.4,,C,AK,,
1997,D,108,,,614,,616,3,619,PRED,,33.6,22.9,,,33,23.3,,,33,23.1,,,AK,,
1997,D,109,,,614,,612,3,615,PRED,,32.2,23,,B,33,22.9,,B,33,22.4,,B,AK,,
1997,D,110,,,615,,613,3,,,,32.1,22.1,,B,32.3,22.9,,B,30.9,22.8,,B,JK,,
1997,D,110,,,615,,613,3,,,,32.1,22.1,,B,32.3,22.9,,B,30.9,22.8,,B,AK,,
1997,D,112,,,617,,619,3,627,PRED,,31.7,22.34,,,32,22.4,,,32.1,22.1,,,AK,,
1997,D,113,,,617,,614,3,619,PRED,,32,23.6,,B,31.6,23.4,,B,30.1,22.8,,C,AK,,
1997,D,115,,,618,,622,3,,,,32.3,22.5,,A,32.3,22.7,,A,32.5,22.4,,A,JK,,
1997,D,115,,,618,,622,3,,,,32.3,22.5,,,32.3,22.7,,,32.5,22.4,,,AK,,
1997,D,120,,,623,,624,3,627,PRED,,29.6,22.7,7.8,A,29.9,22.2,7.8,A,30.6,21.9,,A,JK,,
1997,D,120,,,623,,,2,627,PRED,,29.6,22.7,7.8,,29.9,22.2,7.8,,,,,,AK,,
1997,D,121,,,624,,620,3,,,,31.3,24,,C,32.2,23.2,,B,30.6,23.7,,C,JK,,
1997,D,121,,,624,,620,3,,,,31.3,24,,C,32.2,23.2,,B,30.6,23.7,,C,AK,,
1997,D,122,,,624,,618,3,627,PRED,,30.4,22.6,,D,30,22.5,,C,30.8,22.8,,C,JK,,
1997,D,122,,,624,,,,627,PRED,,,,,,,,,,,,,,AK,,
1997,D,123,,,625,,623,3,,,,33.7,22.7,,C,32.5,22.9,,B,33.5,22.3,,AB,JK,,
1997,D,123,,,625,,,3,,,,33.7,22.7,,,32.5,22.9,,,33.5,22.3,,,AK,,
1997,D,124,,,625,,627,3,,,,32.1,23.5,,,32.7,23.6,,,34,23.2,,,AK,,
1997,D,125,,,625,,620,3,,,,33.1,23.8,,C,32.5,23.3,,C,32.7,23.6,,C,JK,,
1997,D,125,,,625,,,,,,,,,,,,,,,,,,,AK,,
1997,D,126,,,626,,,,628,PRED,,,,,,,,,,,,,,AK,,
1998,B,2,,,421,,421,3,,,,30.3,23.4,,AB,30.2,22.9,,B,31.4,22.4,,AB,AK,FLOATED ON 422,
1998,B,3,,,421,,415,3,,,,31.4,23.1,,D,30.8,22.8,,C,31.1,23,,D,AK,FLOATED ON 422,
1998,B,4,,,422,,-1,3,,,,33.4,23.4,,F,33.2,22.6,,F,32.1,22.9,,F,AK,,
1998,B,5,,,422,,414,3,,,,31.9,22.8,,D,32.9,23.1,,D,32.5,22.9,,D,AK,,
1998,B1,1,,,528,,,3,604,HATCHED,3,31.4,22.4,,JF,30.8,22.5,,JF,,,,JF,TS,,
1998,B1,2,,,528,,,3,530,HATCHED,3,31.8,22.3,,PEEPS,30.8,22,,DNP,33.1,21.9,,PEEPS,TS,,
1998,B1,3,,,528,,,3,,,,33,23.5,,C,34.1,23.2,,C,33.4,23,,C,TS,,
1998,B1,4,,,528,,,3,612,HATCHED,3,31.5,22.7,,D,31.6,22.7,,D,31.5,22.7,,D,TS,,
1998,B1,5,,,528,,,3,615,HATCHED,3,30.7,21.6,,C,29.6,21.9,,D,29.9,25,,C,TS,,
1998,B2,3,,,528,,,3,606,HATCHED,3,31.2,23.1,,JF,23.7,23.1,,JF,32,23.1,,JF,TS,,
1998,B2,4,,,617,,,3,617,HATCH,3,32,23,,PEEP,32.3,23,,PEEP,30.3,22.7,,PEEP,JK,,
1998,B2,7,,,528,,,3,,,,30.5,23,,SF,31,22,,SF,30,22.8,,SF,TS,,
1998,B2,8,,,603,,,3,610,HATCHED,2,30.7,21.8,,SF,30.8,22.9,,SF,33,22.9,,SF,TS,,
1998,B2,9,,,603,,,3,,,,31.9,23,,JF,31.6,23.6,,JF,33.5,23.4,,JF,TS,,
1998,B3,2,,,517,,,3,604,HATCHED,2,33,22.5,,E,31.2,23,,E,31,22.8,,JF,TS,,
1998,B3,6,,,520,,,3,531,HATCHED,3,31.6,24.1,,E,31.9,23.8,,E,32,23.7,,E,TS,,
1998,B3,8,,,522,,,3,611,HATCHED,1+,29.7,23,,D,30.3,22.9,,C,30.4,22.9,,C,TS,,
1998,B3,10,,,524,,,3,610,HATCHED,2,31.1,23,,D,31.2,22.9,,C,32,23,,C,TS,,
1998,B3,11,,,531,,,3,,,,31.8,22.9,,D,30.9,23,,D,30.5,22.8,,D,TS,,
1998,B3,13,,,609,,,3,613,HATCHED,3,35.5,22.8,,SF,32.8,22.7,,,32.1,23.1,,SF,TS,,
1998,B3,101,,,522,,502,3,527,HATCH,3,31.1,22.4,,F,31.7,22.8,,F,31.1,22.1,,F,JK,MEASUREMENTS AT TAMÁS,
1998,C1,3,,,,,,3,514,HATCH,3,32.7,22.8,,,31,22.9,,,30.8,22.5,,,JK,some data at TS,
1998,C1,6,,,516,,,3,605,HATCHED,3,31,22.8,,C,31.3,22.7,,C,32.5,22.4,,B,TS,,
1998,C1,9,,,526,,,3,531,HATCHED,3,30.9,22.7,,SF,31.2,22.3,,SF,31.25,22.9,,SF,TS,,
1998,C1,101,,,424,,420,3,506,PRED,,33.1,23.2,,,32.3,22.9,,,32,23.4,,,JK,,
1998,C1,103,,,501,,429,3,521,HATCH,3,31.8,22.2,,C,33.1,21.8,,AB,31.4,21.5,,B,JK,,
1998,C1,105,,,515,,514,3,608,HATCH,3,31.4,22.9,,AB,33,22.9,,AB,31.9,23.3,,AB,JK,,
1998,C1,112,,,517,,516,3,605,PRED,,,,,AB,,,,AB,,,,AB,JK,,
1998,C1,114,,,521,,506,3,531,HATCH,2,31.7,22.8,,F,31.2,23.2,,F,32.5,23.2,,F,JK,BLOOD FROM 2 CHICKS,
1998,C1,116,,,523,,430,3,524,HATCH,3,32.1,22.5,,F,32.9,23.1,,F,32.5,22.7,,F,JK,,
1998,C1,120,,,606,,,3,616,HATCH,3,31.8,23.3,,F,31.3,22.6,,F,32.2,23.4,,F,JK,2 CHICKS TO C2/128,
1998,C2,1,,,430,,,3,514,HATCHED,3,30,20,,JF,29.9,21.9,,JF,30.9,22.6,,JF,TS,,
1998,C2,2,,,430,,,3,523,PREDATED,,31.6,23.1,,C,31.1,23.2,,C,30.3,23.1,,B,TS,,
1998,C2,3,,,430,,,3,514,HATCHED,3,32,22.4,,F,31.8,22.5,,F,31.4,22.5,,F,TS,,
1998,C2,4,,,430,,,3,516,PREDATED,,33.3,21.8,,D,32.4,21.6,,JF,33,21.5,,JF,TS,,
1998,C2,8,,,503,,,3,524,PREDATED,,31.7,22.7,,C,31.3,22.3,,C,30.6,22.35,,C,TS,,
1998,C2,10,,,,,,3,604,HATCH,3,32.3,22.6,,,33,22.4,,,33.5,22.4,,,JK,1 CHICK TO C1/6,
1998,C2,11,,,511,,,3,519,PREDATED,,30.3,22.4,,JF,30.3,22.2,,JF,30.3,22.15,,JF,TS,,
1998,C2,106,,,509,,505,3,528,HATCH,3,32,23.6,,C,31.7,22.8,,B,31.6,23.2,,C,JK,1 CHICK TO C2/109,
1998,C2,108,,,509,,503,3,524,HATCH,2,30.4,21.7,,C,30.4,21.8,,D,30,21.5,,C,JK,/1 EGG PREDATED ON 525,
1998,C2,109,,,509,,507,3,531,HATCH,3,33.7,23,,B,34,23.2,,B,33.3,23.1,,AB,JK,1 CHICK TO C2/106,
1998,C2,110,,,509,,508,3,602,HATCH,2,31.4,23.6,,A,30.9,23,,AB,32,22.8,,AB,JK,"/1 EGG PREDATED, SHELL FRAGMENTS WITH YOLK, BLOOD",
1998,C2,114,,,511,,508,3,528,PRED,,,,,C,,,,B,,,,B,JK,,
1998,C2,117,,,513,,512,3,604,HATCH,2,32.7,22.4,,AB,33,22.8,,AB,32.9,21.1,,B,JK,"/3 EGG UNHATCHED, BLOOD",
1998,C2,120,,,516,,518,3,611,HATCH,3,,,,A,,,,A,,,,A,JK,,
1998,C2,121,,,518,,520,3,611,PRED,,,,,A,,,,A,,,,A,JK,,
1998,C2,123,,,521,,519,3,610,HATCH,3,32.4,23.2,,AB,32.9,23.4,,B,33.2,23.1,,B,JK,2 CHICKS TO C2/133,
1998,C2,126,,,525,,526,3,,HATCH,3,32.1,22.9,,A,33,23,,A,32.8,22.9,,A,JK,BLOOD,
1998,C2,128,,,528,,525,3,617,HATCH,3,31.4,32.2,,C,32.5,22.7,,B,31.8,23.4,,B,JK,2 CHICKS FROM C1/120,
1998,C2,129,,,530,,529,3,620,HATCH,3,,,,B,,,,AB,,,,AB,JK,BLOOD FROM 2 CHICKS,
1998,C2,130,,,602,,601,3,625,HATCH,3,30,23,,AB,31.7,22.9,,A,30.6,23.1,,AB,JK,BLOOD,
1998,C2,131,,,603,,607,3,,,,30.7,22.8,,A,30.9,22.8,,A,30.7,22.3,,A,JK,NEW NEST OF C1/3 F,
1998,C2,132,,,603,,522,3,616,HATCH,3,32.1,23.3,,D,30.8,22.9,,F,33.1,23,,D,JK,,
1998,C2,133,,,603,,516,3,610,HATCH,3,32,22.2,,F,30.9,22.3,,F,31.8,22,,F,JK,2 CHICKS FROM C2/123,
1998,C2,135,,,605,,603,3,623,HATCH,3,30.3,22.6,,B,31,22.3,,B,29.4,22.1,,B,JK,,
1998,C2,136,,,-1,,529,3,,,,33.2,22.2,,,33.5,22.1,,,32.4,22.3,,,"AK,JK",,
1998,C2,137,,,-1,,603,3,,,,30.9,21.9,,,31.9,22.2,,,32.3,22.3,,,"AK,JK",,
1998,C2,138,,,-1,,611,3,,,,30.8,22.6,,,30.2,22.5,,,31.7,22.2,,,"AK,JK",,
1998,C2,139,,,-1,,530,3,,,,30.9,22.7,,,30.3,22.6,,,30.2,23.1,,,"AK,JK",,
1998,C2,140,,,-1,,601,3,,,,31.2,22.1,,,31.1,22.5,,,31.2,22.6,,,"AK,JK",,
1998,C2,141,,,613,,608,2,,,,,,,C,,,,C,,,,,JK,,
1998,C2,142,,,614,,606,3,621,DESERTED,,31.3,23.1,,D,30.8,23.4,,D,,,,,JK,"NEW NEST OF C2/1 F, LAST EGG FRESHLY PREDATED WHEN FOUND",
1998,C2,143,,,614,,617,3,,,,34.3,23.4,,A,34.1,23,,A,33.1,22.8,,A,JK,NEW NEST OF C3/3 M & C2/109 F,
1998,C2,144,,,623,,615,3,,,,33,24.2,,E,34,23.4,,C,33.5,24.1,,D,JK,NEW NEST OF C3/3 F,
1998,C2,145,,,625,,626,2,,,,31.2,22.6,,B,31.5,21.9,,AB,,,,,JK,NEW NEST OF C2/1 F,
1998,C3,1,,,430,,,3,516,HATCHED,3,32.1,22,,C,31.2,21.3,,D,31,22.4,,D,TS,,
1998,C3,2,,,430,,413,3,508,HATCHED,3,30.4,22.4,,F,30.5,22.2,,F,30.5,22.4,,F,TS,,
1998,C3,3,,,430,,,3,505,HATCHED,3,33.1,23.5,,SF,32.9,22.8,,SF,33.3,23.7,,SF,TS,,
1998,C3,5,,,504,,,3,530,HATCHED,3,30.7,21.6,,AB,30.6,21.95,,B,30.3,21.95,,AB,TS,,
1998,C3,6,,,611,,609,3,,,,30.8,23.5,,B,31.3,22.8,,B,31.4,23,,B,JK,NEW NEST OF C3/2 F,
1998,C3,7,,,510,,,3,602,HATCHED,3,33.4,22.8,,C,32.6,22.6,,C,32,22.5,,B,TS,,
1998,C3,9,,,514,,,3,606,HATCHED,3,30.5,23.2,,C,30.6,23.3,,C,31.2,23,,B,TS,,
1998,C3,11,,,526,,,3,619,HATCHED,3,32.2,22.2,,AB,31.2,22.8,,AB,32.8,22.6,,B,TS,,
1998,C3,101,,,501,,413,3,508,HATCH,3,,,,F,,,,F,,,,F,JK,"1 CHICK TO C3/2, CHICK BLOOD",
1998,C3,105,,,601,,524,3,619,HATCH,3,33.1,23.2,,D,33.8,22.9,,D,34.2,22.7,,D,JK,BLOOD,
1998,C3,106,,,611,,609,3,,,,30.8,23.5,,B,31.3,22.8,,B,31.4,23,,B,JK,,
1998,C3,107,,,611,,618,3,,,,31.4,22.3,,A,31.9,22.8,,A,32,22.4,,A,JK,,
1998,D1,1,,,501,,,3,,HATCHED,3,31.1,22.6,,JF,31.7,22.3,,JF,30.8,22.5,,JF,TS,,
1998,D1,3,,,501,,,3,507,HATCHED,3,30.2,21.9,,JF,30.1,21.8,,JF,30.3,22.2,,JF,TS,,
1998,D1,5,,,501,,,3,,,,31.8,22.2,,JF,30.9,22.8,,JF,31.8,22.5,,JF,TS,,
1998,D1,6,,,501,,,3,513,HATCHED,3,32.25,22,,D,31.5,21.65,,D,33.2,21.75,,D,TS,,
1998,D1,7,,,502,,430,3,,,,31.8,22.4,,A,33.3,23.4,,B,31.3,23.1,,B,AK,,
1998,D1,8,,,502,,503,3,,,,32.3,22.7,,,31.1,22.7,,,32.4,22.8,,,AK,,
1998,D1,9,,,513,,,3,604,HATCHED,3,31.1,22.3,,AB,31,22.5,,B,31.1,22.3,,C,TS,,
1998,D1,13,,,504,,425,3,,,,31,22.7,,D,31.9,22.7,,F,31.7,22.9,,D,AK,,
1998,D1,18,,,516,,,3,608,HATCHED,3,31.3,22.4,,C,31.2,22.5,,D,31.5,22.3,,C,TS,,
1998,D1,20,,,518,,,3,611,HATCHED,3,32.8,22.9,,D,33.4,23.1,,C,32.3,23.3,,C,TS,,
1998,D1,23,,,,,520,3,614,HATCHED,3,31.7,22.5,,,31,23.1,,,31.9,22.2,,,TS,,
1998,D1,24,,,614,,,,,,,,,,,,,,,,,,,TS,,
1998,D1,101,,,603,,602,3,614,PRED,,,,,AB,,,,A,,,,B,AK,,
1998,D1,102,,,603,,604,3,,,,30.9,24,,,32.2,23.8,,,32.2,23.8,,,AK,,
1998,D1,103,,,603,,531,3,,ABAN,,31,22.6,,B,30.1,22.5,,B,30.8,22.4,,C,AK,,
1998,D1,106,,,603,,529,3,,,,32,22.9,,C,30.8,22.8,,B,32,23.1,,D,AK,,
1998,D1,107,,,604,,602,3,,,,31.7,23.1,,B,31.8,23.8,,B,32.5,23.3,,A,AK,,
1998,D1,109,,,527,,601,3,623,HATC,,33.5,22.8,,,32.3,23.2,,,32.8,23.4,,,AK,,
1998,D1,507,,,505,,,3,507,HATCHED,3,30.8,21.9,,PEEPS,29.8,21.9,,PEEPS,29.8,22.1,,PEEPS,TS,,1998
1998,D2,2,,,428,,414,3,509,HATCHED,3,30.5,22.2,,,30.2,22.2,,,29.9,22.4,,,TS,,
1998,D2,2,,,428,,-1,3,,HATC,,31.2,22.6,,F,30.7,22.7,,F,30.9,22.9,,F,AK,FLOATED ON 501,
1998,D2,5,,,430,,507,3,530,HATC,2,33.2,22.1,,,33.4,23.3,,,32.6,23.2,,,AK,"EGG2 PRESUMABLY INJURED AT MEASURING, NOT HATCHED",
1998,D2,7,,,430,,428,3,525,PRED,,32.8,23.6,,B,33.1,23.9,,B,33.2,23.9,,C,AK,FLOATED ON 501,
1998,D2,8,,,430,,421,3,514,HATC,3,30.3,22.4,,F,30.3,22.9,,E,30.2,22.8,,D,AK,FLOATED ON 501,
1998,D2,9,,,430,,504,3,,?ABAN,,31.4,22.7,,,30.8,22.5,,,29.6,22.7,,,AK,,
1998,D2,10,,,430,,-1,3,506?,HATC,3,31.2,23,,F,32.1,23.2,,F,32.1,23.2,,F,AK,FLOATED ON 501,
1998,D2,12,,,501,,425,3,521,HATC,3,31.7,21.9,,C,31.5,21.9,,D,30.5,21.8,,C,AK,,
1998,D2,14,,,504,,429,3,,ABAN,,31,22.2,,C,31.5,22.3,,C,31.6,22.5,,C,AK,,
1998,D2,15,,,504,,507,3,602,HATC,,31.4,23.5,,,31.6,23.4,,,30.6,23.2,,,AK,1 EGG BROKEN BY FALLING TRAP,
1998,D2,17,,,513,,516,3,609,HATC,3?,30,22.6,,,32.9,22.9,,,28.7,21.4,,,AK,,
1998,D2,19,,,513,,514,3,,ABAN,,32.5,22.8,,,32.4,22.2,,,32.6,22.8,,,AK,,
1998,D2,20,,,513,,514,3,608,?HATC,,28.8,21.9,,,30.3,21.9,,,29.9,22,,,AK,FATE: PEEPING EGGS & NEXT DAY EMPTY NESTSCRAPE WITH SHELLFRAGMENTS,
1998,D2,21,,,513,,507,3,603,HATC,3,32.2,23.3,,C,31.8,23.2,,C,31.1,23,,D,AK,,
1998,D2,22,,,513,,511,3,606,HATC,3,33,22.2,,B,32.8,23.1,,B,33.1,23,,B,AK,,
1998,D2,23,,,513,,518,3,609,HATC,3,31.7,22.7,,,32.6,23,,,32.5,22.4,,,AK,,
1998,D2,24,,,514,,509,3,603,HATC,3,31.2,23.2,,C,31.1,23.2,,C,31.8,22.9,,C,AK,,
1998,D2,25,,,516,,514,3,610,HATC,,31.5,22.4,,B,32,22.5,,B,31.3,22.3,,A,AK,,
1998,D2,26,,,517,,520,3,604,PRED,,31.7,22.8,,,31.9,23.2,,,32.2,22.8,,,AK,,
1998,D2,27,,,518,,516,3,609,,,32,23.1,,AB,32.1,23.3,,B,31.6,23.3,,B,AK,FATE: EMPTY NESTSCRAPE WITH SHELLFRAGMENTS,
1998,D2,28,,,521,,519,3,609,,,33,23.1,,B,32.7,23.5,,B,33.7,22.8,,B,AK,FATE: EMPTY NESTSCRAPE WITH SHELLFRAGMENTS,
1998,D2,29,,,521,,522,3,,,,31.9,23.3,,,32.6,23.2,,,33.7,22.9,,,AK,FATE: PEEPING EGGS ON 615,
1998,D2,30,,,523,,525,3,620,HATCH,3,31.5,22.2,,,31,21.9,,,30.5,22.8,,,AK,,
1998,D2,31,,,526,,524,3,609,PRED,,31.6,23.5,,B,33,22.6,,B,32.5,23.3,,B,AK,,
1998,D2,32,,,529,,527,3,,ABAN,,32,23.5,,AB,32.7,23.9,,B,31.9,23.4,,B,AK,,
1998,D2,33,,,529,,531,3,624,,,30.1,23.1,,,30.5,23.3,,,32,22.9,,,AK,,
1998,D2,36,,,531,,529,3,,,,31.7,23,,AB,32.8,23.5,,B,31.7,23.2,,B,AK,,
1998,D3,7,,,521,,,3,523,HATCHED,3,33,23.1,,DNP,33,23.3,,PEEPS,32.1,23.6,,PEEPS,TS,,
1998,D3,8,,,523,,,3,527,HATCHED,3,31,22.7,,SF,31.6,22.3,,SF,32.2,22.5,,SF,TS,,
1998,D3,201,,,609,,604,3,,,,30.3,22.3,,C,30.3,22.8,,C,31,22.1,,C,AK,,
1998,D3,202,,,609,,605,3,,,,32.7,22.4,,C,32.2,22.2,,B,32.2,23,,C,AK,,
1999,A1,3,,,509,,508,3,,,,,,,C,,,,B,,,,AB,IS,,
1999,A1,4,,,510,,<426,3,515,Hatch,,,,,F,,,,F,,,,F,IS,,
1999,A1,5,,,510,,507,3,512,Pred,,,,,B,,,,C,,,,C,IS,,
1999,A1,6,,,510,,509,1,511,Depo,,,,,A,,,,,,,,,IS,,
1999,A1,7,,,510,,<426,3,,,,,,,F,,,,F,,,,F,IS,,
1999,A1,9,,,510,,507,3,,,,,,,C,,,,B,,,,C,IS,,
1999,A1,10,,,510,,<426,3,,,,,,,F,,,,F,,,,F,IS,,
1999,A1,13,,,513,,<429,3,515,Pred,,,,,F,,,,F,,,,F,IS,,
1999,A1,15,,,515,,517,2,,,,,,,AB,,,,AB,,,,,IS,2 tojásosan találva,
1999,A1,16,,,515,,<501,3,,,,,,,F,,,,F,,,,F,IS,,
1999,A1,17,,,515,,514,3,,,,,,,AB,,,,AB,,,,AB,IS,,
1999,A1,18,,,515,,512,3,,,,31.3,23.8,,B,30,23.6,,B,30.7,23.5,,C,IS,,
1999,A1,19,,,517,,<503,3,,,,32.2,22.5,,F,31.6,22.8,,F,32.1,22.5,,F,IS,,
1999,A1,20,,,517,,514,3,608,Depo,,29.5,21.2,,B,30,22,,B,29.5,21.9,,B,IS,,
1999,A1,21,,,517,,<503,3,,,,31.3,23,,F,31.2,23.3,,F,31.3,22.9,,F,IS,,
1999,A1,22,,,517,,<503,3,,,,32.3,22.5,,F,32.5,22.5,,F,31.9,22.9,,F,IS,,
1999,A1,23,,,518,,<504,3,519,Hatch,,32.7,23.4,,F,32.1,23.4,,F,32.3,23.7,,F,IS,,
1999,A1,24,,,518,,<504,3,,,,30.1,22.7,,F,29.6,22.6,,F,30.2,22.6,,F,IS,,
1999,A1,25,,,520,,<506,3,,,,32.7,21.9,,F,33.3,22.4,,F,34.3,22,,F,IS,,
1999,A1,26,,,520,,<506,3,603,Hatch,,33.8,23.4,,F,32.8,23.6,,F,33.8,23.8,,F,IS,,
1999,A1,27,,,520,,<506,3,,,,31,22.4,,F,30.7,23.3,,F,31.3,22.7,,F,IS,,
1999,A1,28,,,520,,<506,3,,,,32.4,22.1,,F,31.9,22.1,,F,32.4,23.6,,F,IS,,
1999,A1,29,,,520,,510,3,,,,35.2,23.2,,D,30.7,23.4,,D,32.4,22.6,,D,IS,,
1999,A1,101,,,419,,,5,,,,,,,,,,,,,,,,,,
1999,A2,1,,,509,,506,3,,,,,,,B,,,,C,,,,B,IS,,
1999,A2,2,,,509,,<425,3,512,Pred,,,,,F,,,,F,,,,F,IS,,
1999,A2,8,,,510,,<426,2,,,,,,,F,,,,F,,,,,IS,,
1999,A2,11,,,511,,508,3,516,Pred,,,,,B,,,,B,,,,B,IS,,
1999,A2,12,,,511,,<427,3,513,Tram,,,,,F,,,,F,,,,F,IS,,
1999,A2,14,,,515,,512,3,,,,,,,B,,,,B,,,,B,IS,,
1999,B1,1,,,409,,411,3,418,M,,32.2,22.5,8.4,A,31.7,21.6,8.6,AB,31.3,22.3,,,JK,,
1999,B1,4,,,416,,,3,,,,32,24,,D,32.8,24.3,,D,32.2,22.3,,D,AL,,
1999,B1,6,,,417,,417,3,,,,33.6,22.9,,,32.9,22.5,,,33.7,23,,,AL,,
1999,B1,7,,,417,,,3,418,MANIP,,31.8,22.8,,C,31.6,22.3,,C,30.9,22.4,,C,AL,,
