year,site,nest,easting,northing,found_date,found_time,laying_date,clutch_size,end_date,fate,no_chicks,length1,breadth1,weight1,float1,length2,breadth2,weight2,float2,length3,breadth3,weight3,float3,observer,comments,species
1999,B1,8,,,418,,,3,425,MANIP,,30.1,21.5,,B,30.6,21.7,,AB,30.1,21.2,,A,AL,,
1999,B1,11,,,419,,,3,423,MANIP,,30.6,23.5,,A,31.2,23.2,,B,31.2,23.7,,B,AL,,
1999,B1,12,,,422,,,3,423,MANIP,,31.8,22.3,,C,31.1,22,,C,31.2,22.1,,C,AL,,
1999,B1,17,,,425,,,3,425,MANIP,,31.3,22.2,,C,31.3,22.2,,C,31.4,22.3,,C,AL,,
1999,B1,25,,,428,,427,3,511,PRED,,31.8,22.8,,,31.8,22.5,,,32.2,22.8,,,AL,,
1999,B1,27,,,429,,,3,429,MANIP,,31.3,21.7,,AB,32,22.8,,B,32.5,22.3,,B,AL,,
1999,B1,29,,,,,501,3,,,,29.6,22.5,,,31.2,22.7,,,28.7,22.2,,,AL,,
1999,B1,33,,,512,,,3,512,MANIP,,32.9,23,,D,33.7,23,,D,33.5,22.9,,D,AL,,
1999,B1,34,,,513,,,3,513,MANIP,,31.2,23.5,,D,32,23.1,,D,31.9,22.9,,D,AL,,
1999,B1,35,,,503,,,3,504,MANIP,,29.6,22.7,,B,31.5,23,,AB,30.6,23.1,,B,AL,,
1999,B1,40,,,513,,,3,513,MANIP,,31.2,23.2,,D,30.6,23.5,,C,31.4,22.9,,D,AL,,
1999,B1,41,,,515,,515,3,519,MANIP,,29.7,22,,,30.6,22.2,,,30.1,22.5,,,AL,,
1999,B1,42,,,515,,515,3,519,MANIP,,34,23.2,,,34.5,23.9,,,35,23.5,,,AL,,
1999,B1,44,,,,,,3,,,,30.9,22.4,,,32.2,22.5,,,33.2,21.8,,,AL,,
1999,B1,45,,,515,,,3,515,MANIP,,31.7,22.9,,C,32.5,22.8,,B,31.9,22.9,,B,AL,,
1999,B1,47,,,520,,,3,520,MANIP,,31.8,23.5,,D,31.5,23.5,,D,30.7,23.2,,D,AL,,
1999,B1,48,,,520,,<506,3,526,Hatch,2,32.7,23.4,,F,32,23.7,,F,31.8,23.4,,F,IS,,
1999,B1,49,,,520,,524,3,529,MANIP,,31.5,22.2,,,31.4,22.3,,,25.8,19.4,,,AL,,
1999,B1,50,,,520,,<506,3,526,Hatch,2,32.3,23,,F,32.6,22.2,,F,32.7,23,,F,IS,,
1999,B1,51,,,521,,521,2,606,PRED,,31.8,23.2,,,30.8,22.7,,,,,,,AL,,
1999,B1,53,,,512,,512,3,,,,31.2,22.5,,,31.1,22.6,,,30.9,23.2,,,AL,,
1999,B1,54,,,,,,3,,,,31.8,22.7,,,31.6,22.9,,,31.7,22.8,,,AL,,
1999,B1,55,,,528,,,3,529,MANIP,,31.9,23.7,,D,32.5,23.7,,D,31.2,23.2,,D,AL,,
1999,B1,56,,,528,,,3,529,MANIP,,31.5,22.8,,D,31.9,22.8,,D,31,22.3,,D,AL,,
1999,B1,57,,,528,,,3,528,MANIP,,30.4,23.3,,B,30.8,22.9,,B,30.4,22.8,,AB,AL,,
1999,B1,58,,,528,,,3,528,MANIP,,33.8,22.9,,B,34.2,22.9,,B,33.5,23.3,,B,AL,,
1999,B1,59,,,528,,,3,,,,30.8,22.6,,F,30.1,21.8,,F,30.2,22.1,,F,AL,,
1999,B1,60,,,530,,,3,603,PRED,,29.4,22.3,,B,29.3,22.7,,C,31.3,22.3,,B,AL,,
1999,B1,61,,,530,,,3,531,MANIP,,31.2,22.9,,C,30.7,22.6,,C,30.9,22.7,,C,AL,,
1999,B1,62,,,530,,,3,611,PRED,,31,23,,B,31.5,22,,B,31.2,23.1,,C,AL,,
1999,B1,64,,,601,,,3,602,MANIP,,30.8,23.7,,C,31.6,24.5,,C,31.4,24.3,,C,AL,,
1999,B1,66,,,601,,,3,602,MANIP,,31.8,23.1,,,32.1,22.5,,,31.3,22.8,,,AL,,
1999,B1,67,,,616,,,3,,,,32.94375,23.71154,,SF,32.1048,24.052405,,SF,33.1905,23.662845,,SF,TS,,
1999,B1,68,,,601,,601,3,611,PRED,,30.8,22.3,,,30.5,22.5,,,30.3,22.7,,,AL,,
1999,B1,69,,,601,,531,2,628,HATCH,2,31.3,22.5,,,30,22.1,,,,,,,AL,,
1999,B1,70,,,601,,524,3,619,HATCH,3,32,22.9,,D,32.1,22.6,,D,33,21.8,,D,AL,,
1999,B1,71,,,601,,,3,,,,31.6,21.6,,SF,32.4,22.1,,SF,30.9,21.4,,SF,AL,,
1999,B1,72,,,,,522,3,,,,33,23.2,,,32.1,23.2,,,32,22.8,,,AL,,
1999,B1,73,,,603,,601,3,607,MANIP,,32.3,22.7,,,32.2,23.2,,,33.9,22.5,,,AL,,
1999,B1,74,,,603,,529,3,,,,31.4,21.7,,C,30.8,21.7,,C,33.2,22.7,,C,AL,,
1999,B1,76,,,607,,,3,607,MANIP,,34.2,23.6,,AB,32.5,23.6,,B,32.9,23.7,,AB,AL,,
1999,B1,77,,,608,,,3,613,PRED,,33.5,23.2,,B,33.2,23,,B,33.3,23.3,,B,AL,,
1999,B1,78,,,610,,607,3,701,HATCH,3,,,,D,,,,D,,,,AB,AL,,
1999,B1,79,,,,,525,3,,,,29.9,23.4,,,30.4,23.3,,,30.6,23.2,,,AL,,
1999,B1,85,,,618,,,2,627,PRED,,33.1,23.4,,A,31.5,23.4,,AB,,,,,AL,,
1999,B1,86,,,619,,619,1,621,PRED,,32.1,22.1,,,0,0,,,,,,,AL,,
1999,B1,89,,,623,,615,3,630,PRED,,,,,D,,,,D,,,,D,AL,,
1999,B1,101,,,415,,,3,,,,30.08145,21.86113,,B,29.68665,22.1533,,C,29.98275,21.715045,,C,TS,,
1999,B1,103,,,424,,,3,,,,29.5386,22.883725,,C,30.4269,22.34808,,C,29.98275,22.54286,,C,TS,,
1999,B1,106,,,418,,,3,,,,33.1905,22.44547,,C,33.1905,22.494165,,D,33.04245,22.688945,,C,TS,,
1999,B1,109,,,424,,,3,,,,31.0191,22.883725,,LF,30.4269,22.73764,,LF,30.87105,22.73764,,LF,TS,,
1999,B1,114,,,427,,425,3,,,,29.2425,21.66635,,B,30.8217,22.34808,,B,30.4269,22.1533,,B,TS,,
1999,B1,117,,,425,,,3,,,,30.9204,23.370675,,C,30.67365,22.83503,,D,31.6113,23.61415,,D,TS,,
1999,B1,123,,,427,,,3,,,,30.08145,22.299385,,F,30.57495,21.95852,,F,29.9334,22.05591,,F,TS,,
1999,B1,125,,,427,,,3,,,,32.9931,22.34808,,D,32.697,22.64025,,D,32.94375,22.93242,,D,TS,,
1999,B1,128,,,429,,,3,,,,30.9204,22.05591,,D,31.9074,22.25069,,C,31.8087,21.76374,,D,TS,,
1999,B1,129,,,429,,,3,,,,32.2035,23.32198,,B,31.6113,22.93242,,B,31.6113,24.00371,,B,TS,,
1999,B1,133,,,502,,,3,,,,31.5126,21.86113,,LF,31.3152,22.25069,,LF,31.2165,22.05591,,LF,TS,,
1999,B1,134,,,502,,,3,,,,33.3879,23.90632,,D,33.5853,23.565455,,C,34.2762,23.273285,,D,TS,,
1999,B1,135,,,502,,,3,,,,30.87105,22.54286,,C,30.3282,22.54286,,B,31.26585,22.25069,,D,TS,,
1999,B1,140,,,503,,,3,,,,28.8477,23.32198,,C,29.5386,22.591555,,C,29.5386,23.02981,,C,TS,,
1999,B1,141,,,503,,,3,,,,32.15415,23.32198,,,31.9074,23.32198,,SF,31.56195,22.73764,,SF,TS,,
1999,B1,145,,,507,,,3,,,,29.0451,22.007215,,D,30.0321,21.715045,,D,30.2295,22.1533,,D,TS,,
1999,B1,151,,,524,,<510,3,,,,32,23.3,,F,31.6,23.2,,F,31.7,22.8,,F,IS,,
1999,B1,151,,,518,,,3,,,,31.9074,23.1272,,B,31.4139,23.22459,,B,31.6113,22.83503,,C,TS,,
1999,B1,153,,,524,,,3,,,,33.1905,22.83503,,D,33.1905,22.981115,,C,31.8087,23.078505,,C,TS,,
1999,B1,154,,,525,,,3,,,,31.71,23.02981,,C,32.4996,23.61415,,D,32.697,23.078505,,C,TS,,
1999,B1,155,,,529,,,3,,,,31.1178,23.22459,,D,31.1178,22.64025,,D,32.8944,22.54286,,E,TS,,
1999,B1,156,,,529,,,3,,,,31.5126,23.32198,,D,30.8217,22.54286,,C,31.5126,22.883725,,C,TS,,
1999,B1,157,,,529,,,3,,,,31.75935,23.22459,,SF,31.3152,22.396775,,SF,32.7957,23.1272,,SF,TS,,
1999,B1,159,,,602,,,3,,,,30.8217,23.22459,,D,29.736,22.93242,,D,29.3412,22.981115,,D,TS,,
1999,B1,160,,,602,,,3,,,,32.5983,22.54286,,D,32.1048,23.1272,,D,31.36455,22.93242,,D,TS,,
1999,B1,162,,,603,,,3,,,,30.9204,22.54286,,D,30.9204,22.83503,,C,29.9334,22.73764,,C,TS,,
1999,B1,163,,,611,,,3,,,,32.94375,22.93242,,SF,32.9931,22.54286,,SF,32.3022,22.786335,,SF,TS,,
1999,B1,164,,,611,,,3,,,,31.8087,23.61415,,SF,32.3022,23.565455,,SF,31.6113,23.61415,,SF,TS,,
1999,B1,165,,,616,,,1,,,,31.2165,23.1272,,SF,,,,,,,,,TS,,
1999,B1,167,,,622,,,2,,,,,,,,,,,,,,,,TS,,
1999,B1,205,,,520,,521,3,608,Pred,,33.3,23.4,,B,33.6,23.4,,B,34.6,23,,,IS,2 tojásosan találva,
1999,B1,206,,,521,,511,3,525,Pred,,31.7,22.8,,D,31,22.6,,D,31.6,23,,D,IS,,
1999,B1,207,,,520,,519,3,522,Pred,,31.6,22.6,,B,31.9,22.7,,AB,32.5,22.7,,B,IS,,
1999,B1,208,,,521,,518,3,529,Manip,,31.8,22.9,,B,31.5,22.5,,C,31.7,22.9,,B,IS,,
1999,B1,211,,,522,,519,1,522,Pred,,32.5,23.2,,B,,,,,,,,,IS,1 tojásosan találva,
1999,B1,212,,,522,,<508,3,526,Pred,,30.5,23.8,,F,30.7,23.4,,F,29.9,23.3,,F,IS,,
1999,B1,213,,,522,,519,3,606,Pred,,32.3,23.4,,B,31.5,23.6,,B,32,23.7,,B,IS,,
1999,B1,214,,,522,,523,3,607,Pred,,30.1,23,,A,31.3,23,,AB,31.2,22.8,,,IS,2 tojásosan találva,
1999,B1,215,,,523,,<509,3,524,Pred,,30.1,22.3,,F,31,22.3,,F,30.2,21.8,,F,IS,,
1999,B1,216,,,523,,524,3,,,,33.4,23,,B,32.8,22.9,,B,32.2,22.3,,,IS,2 tojásosan találva,
1999,B1,218,,,525,,522,3,609,Pred,,30.4,23.4,,B,30.6,23.5,,B,31.8,23.1,,C,IS,,
1999,B1,219,,,525,,522,3,509,Pred,,33.3,22.7,,B,32.5,22.5,,B,33.1,23,,B,IS,,
1999,B1,221,,,525,,<511,3,,,,30.8,23.2,,F,31.6,23.4,,F,30.8,23.3,,F,IS,,
1999,B2,2,,,,,419,3,,,,31.9,23.2,,,30.4,22.9,,,32.4,22.8,,,AL,,
1999,B2,4,,,424,,,3,,,,29.4,20.8,,D,31.7,22.3,,D,29.6,21.9,,D,AL,,
1999,B2,6,,,508,,,3,512,MANIP,,33.4,23.2,,B,33.7,23.7,,C,33.3,22.9,,B,AL,,
1999,B2,7,,,511,,,3,511,MANIP,,31.7,23.5,,B,31.4,23.1,,B,33.4,23.2,,B,AL,,
1999,B2,9,,,514,,,2,516,PRED,,32.7,23.3,,A,32,22.8,,AB,,,,,AL,,
1999,B2,10,,,427,,,3,429,MANIP,,31,22.7,,B,31.7,22.5,,B,31.9,22.7,,C,AL,,
1999,B2,12,,,430,,430,3,504,MANIP,,34.1,23,,,34.2,23.3,,,34.6,22.7,,,AL,,
1999,B2,13,,,515,,,3,515,MANIP,,30.1,22.3,,C,31.6,22.2,,C,31.6,22.8,,C,AL,,
1999,B2,14,,,520,,,3,520,MANIP,,33.8,22.9,,D,32.6,22.7,,D,33.1,22.8,,D,AL,,
1999,B2,16,,,505,,,3,511,MANIP,,31.5,23.1,,B,31.1,22.9,,B,31.1,23,,B,AL,,
1999,B2,19,,,520,,<506,3,,,,31,23.9,,F,31.5,23.2,,F,31.7,23.5,,F,IS,,
1999,B2,20,,,521,,520,3,612,P (TR?),,32.4,23.2,,,31.3,23.6,,,31.4,23.1,,,AL,,
1999,B2,22,,,527,,525,3,602,MANIP,,33.5,24.8,,,33.6,24.7,,,33.4,24.4,,,AL,,
1999,B2,23,,,521,,514,2,611,Hatch,,31.7,22.2,,D,32,22.9,,C,,,,,IS,2 tojásosan találva,
1999,B2,24,,,528,,527,3,603,PRED,,32.6,22.4,,,32.2,21.8,,,32.8,22.2,,,AL,,
1999,B2,25,,,609,,,3,,,2,32.7957,23.90632,,SF,32.15415,23.80893,,SF,33.2892,23.41937,,SF,TS,,
1999,B2,26,,,602,,,3,,,2,33,22.6,,SF,31.2,22.9,,SF,32.5,22.6,,SF,AL,,
1999,B2,27,,,605,,604,3,623,PRED,,31.8,23.4,,,32.1,23.7,,,32.2,23.3,,,AL,,
1999,B2,28,,,609,,526,3,612,PRED,,31.3,23.1,,,32.5,23.3,,,32.3,22.8,,,AL,,
1999,B2,29,,,616,,,2,623,PRED,,31.4,23.9,,B,30.3,24.1,,B,,,,,AL,,
1999,B2,101,,,423,,,3,,,,32.2035,23.02981,,B,32.2035,22.83503,,B,32.0061,22.93242,,B,TS,,
1999,B2,102,,,423,,,3,,,,33.3879,22.44547,,C,33.0918,21.86113,,C,34.671,21.86113,,B,TS,,
1999,B2,107,,,429,,,3,,,,29.8347,22.44547,,D,29.9334,22.494165,,D,29.58795,22.201995,,C,TS,,
1999,B2,204,,,521,,521,3,625,Aban,,29,22.4,,B,28.8,21.2,,AB,28.7,22.7,,A,IS,,
1999,B2,205,,,520,,518,3,,,,,,,B,,,,B,,,,B,AL,,
1999,B2,209,,,521,,511,3,,,,33.7,22.8,,D,33.2,22.8,,D,33.9,22.9,,D,IS,,
1999,B2,210,,,521,,<507,3,,,,32.2,22.9,,F,32.6,22.4,,F,32.5,22.2,,F,IS,,
1999,B2,301,,,602,,,3,,,,30.5,23.7,,F,30.5,23.9,,F,30.5,23.7,,F,JK,,
1999,B2,302,,,602,,508,3,602,HATCH,3,,,,PEEP,,,,PEEP,,,,PEEP,JK,,
1999,B2,303,,,603,,601,3,603,M,,31.2,24.5,,B,31.5,24.9,,B,31.2,24.2,,AB,JK,,
1999,B2,304,,,604,,531,3,605,M,,32.4,23.5,,C,31.9,23.3,,C,32.1,22.7,,C,JK,,
1999,B2,305,,,604,,604,3,605,M,,31.4,23.7,,AB,32.2,23.8,,A,30.9,23.9,,A,JK,,
1999,B2,306,,,605,,531,3,621,PRED,,,,,C,,,,D,,,,B,JK,,
1999,B2,307,,,607,,607,1,610,TRAMP,,31.9,23,8.4,A,0,0,,,,,,,JK,,
1999,B2,308,,,609,,614,3,706,,,30.4,22.5,7.9,A,31.7,22.6,8.3,A,31.7,22.2,8.1,A,JK,"C2/125 F, Tamas",
1999,B2,309,,,621,,618,3,706,DESERTED,,34,22.8,9.1,C,33.5,22.7,9,B,34,23.3,9.6,B,JK,,
1999,B2,310,,,621,,621,3,708,,,31.7,22.8,8.7,AB,31.8,22.6,8.6,AB,32.8,22.5,8.8,A,JK,,
1999,B3,1,,,418,,417,3,421,M,,30.8,22.5,,B,30.6,22.3,,AB,31,22.5,,AB,JK,,
1999,B3,2,,,418,,416,3,419,M,,32.3,23.3,,B,32.8,23,,B,32.8,22.5,,AB,JK,,
1999,B3,5,,,420,,422,3,423,M,,32.4,22.6,,A,32.6,22.3,,A,32,22.2,,A,JK,,
1999,B3,8,,,421,,417,3,421,M,,33.1,22.5,,C,32.6,22.1,,B,32.1,22,,C,JK,,
1999,B3,9,,,422,,421,3,426,M,,31.2,21.3,,AB,30.4,21.4,,AB,31.3,21.4,,AB,JK,,
1999,B3,10,,,422,,421,3,423,M,,30.7,23,,AB,29.6,22.9,,AB,29.9,23,,B,JK,,
1999,B3,11,,,423,,422,3,426,M,,32.8,23.1,,AB,32.2,23.3,,AB,32.1,23.1,,AB,JK,,
1999,B3,14,,,503,,503,3,505,M,,28.5,22.4,,A,27.5,21.6,,AB,29.2,22.2,,AB,JK,,
1999,B3,15,,,503,,505,3,505,M,,32,21.6,,A,29.8,21,,A,32.1,21.4,,A,JK,,
1999,B3,17,,,504,,506,3,509,M,,31.9,23.1,,A,32.2,22.3,,A,32,23.1,,A,JK,,
1999,B3,18,,,505,,504,3,509,M,,33.6,23.6,,AB,33.8,23.6,,AB,33.4,23.5,,AB,JK,,
1999,B3,21,,,516,,509,3,,,,35,22.6,,D,34.7,21.8,,D,33.8,22.7,,C,JK,,
1999,B3,23,,,,,518,3,,,,32.5983,23.857625,,,32.9931,23.61415,,,34.02945,23.22459,,,TS,,
1999,B3,24,,,517,,521,3,611,PRED,,31.9,22.6,8.3,A,31.3,22.5,8.3,A,32.6,23,9.2,A,JK,,
1999,B3,25,,,518,,506,3,,,,32.1,23.9,,F,31.9,23.6,,E,32,23.5,,F,JK,,
1999,B3,26,,,528,,526,3,609,TRAMP,,32.3,22.7,8.7,AB,31.2,21.7,7.9,A,31.5,22.3,8.1,C,JK,,
1999,B3,27,,,529,,602,2,603,TRAMP,,32.3,23,,A,32.6,23.3,,A,,,,,JK,,
1999,B3,28,,,529,,530,3,603,TRAMP,,32.4,22.7,8.6,A,31.4,23.2,8.8,A,30.9,23,8.5,A,JK,,
1999,B3,32,,,602,,601,3,603,M,,31.6,22.6,,AB,33,22.7,,AB,33,22.7,,AB,JK,,
1999,B3,33,,,602,,,3,,,2,30.7,21.9,,F,33,22.7,,F,31.3,22.4,,F,JK,,
1999,B3,34,,,609,,612,2,621,PRED,,33.1,22.4,8.4,A,34,22.1,8.6,A,,,,,JK,,
1999,B3,35,,,619,,619,3,620,TRAMP,,33.5,23.2,9.3,AB,33.7,23.2,9.3,AB,33.3,23.3,9.4,A,JK,,
1999,B3,37,,,622,,624,2,,,,,,,,,,,,,,,,JK,,
1999,B3,104,,,427,,,3,,,,30.8217,23.1272,,C,30.6243,23.1272,,C,31.8087,22.591555,,C,TS,,
1999,B3,106,,,429,,,3,,,,,,,D,,,,D,,,,E,TS,,
1999,B3,109,,,505,,,3,,,,31.71,23.175895,,LF,33.2892,23.22459,,LF,32.3022,23.175895,,LF,TS,,
1999,B3,110,,,525,,508,3,,,,31.06845,23.1272,,,31.3152,23.02981,,,32.0061,22.93242,,,TS,,
1999,B3,112,,,527,,,3,,,,32.1048,23.71154,,D,32.2035,24.29588,,B,32.5983,23.61415,,C,TS,,
1999,B3,113,,,609,,,3,,,,32.3022,23.51676,,SF,33.2892,23.51676,,SF,32.1048,23.1272,,SF,TS,,
1999,B3,200,,,503,,,3,507,PRED,,31.8,22.4,,B,31.6,21.6,,B,32.9,22.3,,B,AL,,
1999,C1,2,,,415,,415,2,426,TRAMP,,,,,FRESH,,,,FRESH,,,,,JK,,
1999,C1,3,,,415,,419,3,420,M,,31.6,22.6,,A,31.7,22.6,,A,31.8,22.9,,A,JK,,
1999,C1,6,,,424,,,3,,,,33.1905,23.51676,,SF,33.9801,23.71154,,SF,33.684,23.80893,,SF,TS,,
1999,C1,7,,,417,,419,3,420,M,,31.4,23,,A,31.5,22.9,,A,30.5,22.5,,A,JK,,
1999,C1,8,,,421,,420,3,421,M,,32,21.9,,B,23.2,22.5,,AB,32.5,22,,A,JK,,
1999,C1,9,,,422,,421,3,428,M,,30.7,21.7,,AB,31.5,21.5,,AB,30.4,21.4,,AB,JK,,
1999,C1,10,,,424,,427,3,,,,32.1,22.7,,A,32.8,22.7,,A,33.5,22.2,,A,JK,,
1999,C1,11,,,424,,422,3,428,M,,30.1,22.5,,B,30.9,22.6,,B,30.7,22.5,,B,JK,,
1999,C1,13,,,427,,417,3,511,HATCH,3,31.3,21.8,,E,31.5,21.5,,E,31.2,21.7,,F,JK,,
1999,C1,16,,,429,,430,3,502,M,,32.2,22.6,,A,31.9,22.1,,A,32.1,23,,A,JK,,
1999,C1,17,,,429,,428,3,502,M,,31.7,23.2,,B,31.8,22.8,,B,30.8,23.3,,B,JK,,
1999,C1,19,,,501,,506,3,507,M,,31.8,23.1,,A,32,23.4,,A,32.3,23,,A,JK,,
1999,C1,21,,,505,,424,3,519,HATCH,3,32.7,22.1,,C,32.1,22.1,,F,32.7,22,,D,JK,,
1999,C1,24,,,508,,507,3,512,TRAMP,,30.5,22.9,,B,30.6,23.8,,AB,32.2,23.4,,AB,JK,,
1999,C1,27,,,510,,510,3,517,M,,32.7,23,,A,31,23.3,,AB,32.3,22.3,,AB,JK,,
1999,C1,28,,,510,,504,3,528,HATCH,3,31,22.2,,D,32.1,22.5,,B,30.2,22.9,,C,JK,,
1999,C1,29,,,512,,,3,513,PRED,,30.7,22.1,,F,29.8,22.1,,F,30.8,22.1,,F,JK,,
1999,C1,30,,,516,,518,3,520,PRED,,32,22.9,8.7,A,31.3,22.4,8.1,A,32.8,22.6,8.17,A,JK,,
1999,C1,31,,,517,,514,3,517,M,,31.9,23,,B,31.4,22.9,,B,31.1,22.5,,C,JK,,
1999,C1,32,,,518,,513,3,519,M,,34.1,24.4,,C,33.5,23.9,,C,33.3,24.2,,C,JK,,
1999,C1,33,,,518,,519,3,519,M,,30.2,22.4,,A,30.2,22.3,,A,30.6,22.3,,A,JK,,
1999,C1,34,,,518,,509,3,529,HATCH,3,30.9,22.4,,F,31.7,22.6,,F,31,22.4,,C,JK,,
1999,C1,36,,,530,,526,3,617,HATC,3,32.9,23.1,8.7,C,33.5,22.6,8.5,C,33.2,22.7,8.7,B,JK,,
1999,C1,39,,,601,,601,2,603,DESERTED,,32.5,22.9,,A,31.9,23.1,,A,,,,,JK,,
1999,C1,40,,,601,,531,3,619,TRAMP,,33,24,9.7,AB,32.2,23.8,9.3,AB,31.5,23.5,8.7,AB,JK,,
1999,C1,42,,,605,,608,2,624,TRAMP,,32.6,22.5,8.1,A,33.8,22.5,8.6,A,,,,,JK,,
1999,C1,44,,,605,,603,3,620,PRED,,32.9,22.9,9.1,B,31.6,22.9,8.8,B,31.2,23.2,8.8,B,JK,,
1999,C1,45,,,606,,607,3,708,2E,,32.9,23.6,9.2,A,32.2,23,8.3,A,34.4,23.1,9.4,A,JK,,
1999,C1,47,,,612,,526,3,620,HATCH,3,32.8,22,,F,33.5,21.8,,F,32.8,22.3,,F,JK,,
1999,C1,48,,,614,,611,3,703,HATC,3,32.5,22.3,8.2,B,31.1,22.1,7.8,C,30.5,22.3,7.7,B,JK,,
1999,C1,49,,,616,,617,3,619,TRAMP,,33.3,22.5,8.5,A,34.1,22.5,8.9,A,34.8,22.5,9.1,A,JK,,
1999,C1,50,,,621,,615,2,708,,,32.3,23.4,9.5,A,31.7,23.1,9,A,,,,,JK,,
1999,C1,51,,,621,,622,3,708,,,30,22,7.4,A,30.2,22.5,7.7,A,31.4,22.3,8,A,JK,,
1999,C1,103,,,427,,417,3,511,HATCH,3,32.4996,23.1272,,D,31.0191,22.73764,,D,30.2295,23.02981,,D,TS,,
1999,C1,105,,,427,,,3,,,,31.5126,22.64025,,D,31.6113,22.396775,,D,32.0061,22.64025,,C,TS,,
1999,C1,106,,,428,,,3,,,,29.5386,23.1272,,C,28.749,23.078505,,D,30.0321,23.32198,,D,TS,,
1999,C2,1,,,414,,412,3,,,,31.3,22.6,,B,31.6,22.9,,B,31.7,22.4,,B,JK,,
1999,C2,2,,,508,,411,3,,,,30.9204,22.201995,,,31.0191,22.1533,,,30.6243,21.86113,,,TS,,
1999,C2,5,,,414,,415,3,,,,30.6243,22.73764,,FRESH,31.36455,22.688945,,FRESH,31.0191,22.1533,,,JK,,
1999,C2,9,,,414,,414,3,,,,33.3879,22.396775,,A,32.45025,23.32198,,F,31.8087,23.1272,,AB,JK,,
1999,C2,101,,,422,,,3,,,3,32.8944,22.981115,,AB,32.0061,23.61415,,B,32.45025,23.41937,,B,TS,,
1999,C2,102,,,422,,,3,,,,30.2295,21.66635,,C,29.2425,20.643755,,D,30.723,21.1794,,C,TS,,
1999,C2,103,,,422,,,3,,,,32.5983,22.44547,,B,32.2035,23.32198,,B,31.8087,23.02981,,B,TS,,
1999,C2,104,,,422,,,3,,,,33.0918,21.86113,,B,32.7957,22.05591,,AB,32.5983,22.05591,,AB,TS,,
1999,C2,106,,,422,,,3,,,,31.2165,21.76374,,D,31.75935,22.104605,,C,31.71,22.44547,,D,TS,,
1999,C2,107,,,422,,,3,,,,31.36455,21.95852,,D,31.71,22.73764,,D,33.3879,22.1533,,D,TS,,
1999,C2,109,,,427,,,3,,,,30.6243,22.396775,,B,31.6113,21.86113,,B,31.2165,21.66635,,AB,TS,,
1999,C2,110,,,501,,,3,,,,31.26585,22.05591,,B,32.4996,22.34808,,B,31.6113,22.05591,,AB,TS,,
1999,C2,111,,,428,,,3,,,,30.3282,22.34808,,C,30.723,22.73764,,C,30.5256,22.64025,,C,TS,,
1999,C2,112,,,428,,,3,,,,31.06845,22.05591,,C,31.2165,22.25069,,C,30.8217,22.1533,,B,TS,,
1999,C2,113,,,428,,,3,,,,30.3282,21.86113,,D,31.3152,21.715045,,E,30.2295,21.66635,,D,TS,,
1999,C2,114,,,428,,,3,,,,32.3022,22.93242,,LF,32.25285,22.591555,,LF,32.4996,22.786335,,LF,TS,,
1999,C2,117,,,429,,,3,,,,31.71,22.201995,,D,31.2165,22.93242,,D,29.9334,22.34808,,C,TS,,
1999,C2,120,,,501,,,3,,,,32.697,23.41937,,C,31.8087,23.1272,,D,32.7957,23.22459,,C,TS,,
1999,C2,122,,,502,,430,3,,,,31.8087,23.02981,,B,31.5126,22.64025,,B,32.05545,23.02981,,B,TS,,
1999,C2,123,,,504,,504,3,,,,33.8814,22.25069,,,33.23985,22.25069,,,33.3879,22.007215,,,TS,,
1999,C2,125,,,503,,503,3,,,,31.4139,22.25069,,,30.1308,22.25069,,,30.723,21.56896,,,TS,,
1999,C2,126,,,517,,,3,531,HATC,1,31.85805,22.396775,,E,31.71,22.64025,,E,31.85805,22.44547,,F,TS,,
1999,C2,126,,,526,,-1,3,531,HATC,MIN. 1,-1,-1,-1,F,-1,-1,-1,F,-1,-1,-1,F,AK,,
1999,C2,127,,,504,,503,3,,,,30.87105,23.662845,,B,31.5126,23.41937,,B,32.5983,23.22459,,AB,TS,,
1999,C2,129,,,510,,,3,,,,31.0191,24.29588,,C,32.1048,23.80893,,C,29.9334,24.29588,,C,TS,,
1999,C2,131,,,526,,509,3,607,HATC,3,-1,-1,-1,F,-1,-1,-1,F,-1,-1,-1,F,"AK, TSZ",,
1999,C2,132,,,525,,520,3,-1,-1,-1,33.5,23.3,-1,C,32.5,23.1,-1,C,32.1,23.3,-1,C,AK,,
1999,C2,133,,,525,,523,3,-1,-1,-1,34.4,22.8,-1,AB,33.2,23.2,-1,B,34.4,22.8,-1,B,AK,,
1999,C2,135,,,524,,,3,,,,34.1775,22.93242,,C,34.0788,23.02981,,D,34.0788,22.25069,,C,TS,,
1999,C2,136,,,528,,,3,,,,32.0061,22.64025,,E,30.4269,22.54286,,D,30.4269,22.44547,,D,TS,,
1999,C2,137,,,528,,,3,,,,33.93075,23.41937,,B,32.697,23.662845,,B,33.14115,23.760235,,B,TS,,
1999,C2,138,,,531,,,3,,,,31.2165,23.02981,,C,31.06845,22.786335,,C,31.26585,22.54286,,C,TS,,
1999,C2,139,,,531,,,3,,,,32.3022,22.64025,,C,31.9074,23.32198,,C,31.5126,22.93242,,B,TS,,
1999,C2,140,,,623,,,3,,,,30.4269,22.299385,,F,30.8217,22.44547,,F,30.6243,22.494165,,F,TS,,
1999,C2,202,,,525,,523,3,617,HATC,1,32.6,22.9,-1,AB,32,22.8,-1,B,32.8,23,-1,B,AK,,
