year,site,nest,exp,type,manip,laying_date,hatching_date,male,female,parent1,parent2,parent3,chick1,chick2,chick3,species,comments
1999,B3,11,MP,,ES,,,27269,27267,,,,,,,,
1999,B3,14,MFP,,CCS,,,27280,27278,,,,,,,,
1999,B3,15,MP,,ES,,,27279,27281,,,,,,,,
1999,B3,17,MFP,,CSC,,,27286,27285,,,,,,,,
1999,B3,18,MFP,,ECC,,,85560,27284,,,,,,,,
1999,B3,21,CQ,525,LS,,531,32346,32347,,,,32357,32358,32361,,
1999,B3,24,U,,U,,,,,,,,,,,,
1999,B3,25,CQ,524,LL,,525,32332,32333,,,,,,,,
1999,B3,26,U,,U,,,,27324,,,,,,,,
1999,B3,28,U,,U,,,27263,,,,,,,,,
1999,B3,32,MP,,CC,,,27326,27322,,,,,,,,
1999,B3,33,CQ,610,SL,,615,32431,32425,,,,32422,32430,,,
1999,B3,34,U,,U,,,24946,,,,,,,,,
1999,B3,35,U,,U,,,24340,27284,,,,,,,,
1999,B3,37,U,,U,,,,27352,,,,,,,,
1999,B3,106,,,,,,,24685,,,,,,,,
1999,C1,-501,U,,U,,,,,,,,27287,27288,,,
1999,C1,-3,,,,,,,,,,,32351,32352,32353,,
1999,C1,-2,U,,U,,418,,,,,,4398,4399,,,
1999,C1,-1,U,,U,,409,,,,,,4394,4395,,,
1999,C1,3,MFP,,ESS,,,25330,27260,,,,,,,,
1999,C1,6,U,,U,,426,24725,4403,,,,4401,4404,,,
1999,C1,7,MFP,,CCS,,,27261,83842,,,,,,,,
1999,C1,8,MFP,,CSC,,,83770,27262,,,,,,,,
1999,C1,9,MFP,,CSC,,,27271,4384,,,,,,,,
1999,C1,10,CQ,516,LS,,,27308,27309,,,,29897,,,,
1999,C1,11,MP,,EC,,,4260,24736,,,,,,,,
1999,C1,13,U,,U,,,27290,27289,,,,27292,27293,27294,,
1999,C1,16,MP,,CC,,,27274,27273,,,,,,,,
1999,C1,17,MFP,,ESS,,,27275,27272,,,,,,,,
1999,C1,19,MFP,,CCC,,,27283,27282,,,,,,,,
1999,C1,21,U,,U,,519,,,,,,27305,27306,32323,,
1999,C1,27,MFP,,ESS,,,24730,27303,,,,,,,,
1999,C1,28,U,,U,,,,,,,,27312,27313,27317,,
1999,C1,31,MFP,,CCC,,,27304,27302,,,,,,,,
1999,C1,32,MFP,,ECC,,,24725,4403,,,,,,,,
1999,C1,33,MFP,,CSS,,,27310,27307,,,,,,,,
1999,C1,34,U,,U,,529,,,,,,27314,27316,27325,,
1999,C1,36,U,,U,,,27271,25039,,,,27337,27338,27339,,
1999,C1,40,U,,U,,,,83580,,,,,,,,
1999,C1,42,U,,U,,,,27336,,,,,,,,
1999,C1,44,U,,U,,,27331,,,,,,,,,
1999,C1,45,U,,U,,,4260,27334,,,,,,,,
1999,C1,47,CQ,610,SS,,615,,32444,,,,32427,32428,32429,,
1999,C1,48,U,,U,,,27304,27335,,,,32473,32474,32475,,
1999,C1,50,,,,,,,,,,,,,,,
1999,C1,51,MP,607,EC,,,25293,27307,,,,,,,,
1999,C1,103,U,,U,,511,27295,27291,,,,27296,27297,,,
1999,C1,117,U,,U,,,24738,27299,,,,27300,27301,,,
1999,C2,-202,U,,U,,528,,,,,,27491,27492,27493,,
1999,C2,-201,U,,U,,,,,,,,27488,27489,27490,,
1999,C2,-2,U,,U,607,702,,32276,,,,32477,32478,32479,,
1999,C2,-1,,,,,,,,,,,32439,32440,32441,,
1999,C2,2,CQ,509,SL,419,514,27219,32276,,,,32267,32268,32269,,
1999,C2,101,CQ,509,LL,,514,4443,24757,,,,32270,32277,,,
1999,C2,102,CQ,508,SL,,511,32254,25277,,,,32251,32252,32253,,
1999,C2,103,CQ,509,LL,,511,,,,,,4444,4445,4446,,
1999,C2,107,U,,U,,504,,25316,,,,4418,,,,
1999,C2,109,CQ,512,SL,,519,32278,,,,,32306,32308,32309,,
1999,C2,112,U,,U,,517,32299,32298,,,,32295,32296,32297,,
1999,C2,113,CQ,509,SL,,511,4379,4435,,,,4449,4450,,,
1999,C2,114,CQ,509,LS,414,509,4448,4447,,,,4432,4433,4434,,
1999,C2,122,CQ,520,LL,430,525,24751,24720,,,,32334,32335,32339,,
1999,C2,123,CQ,518,LL,504,519,32313,32314,,,,,,,,
1999,C2,125,CQ,525,SL,503,527,32360,32359,,,,32343,32344,32345,,
1999,C2,126,U,,U,,,,24732,,,,,,,,
1999,C2,127,CQ,520,LS,503,528,27223,27221,,,,27483,27484,32350,,
1999,C2,129,CQ,527,LL,,601,25358,24989,,,,32365,32367,32368,,
1999,C2,131,IE,,MF,509,,27482,25290,,,,27500,27501,27507,,
1999,C2,132,IE,,F,520,,27481,25312,,,,,,,,
1999,C2,133,IECQ,606,FFLS,523,613,25288,24707,,,,32412,32413,32414,,
1999,C2,135,CQ,604,LL,,608,32403,,,,,32399,32400,32401,,
1999,C2,136,CQ,606,SL,,,25342,27227,,,,,,,,
1999,C2,137,CQ,610,LS,,,24744,32442,,,,,,,,
1999,C2,138,CQ,610,SS,,620,24789,83645,,,,32451,32452,32453,,
1999,C2,139,,,,,,,,,,,32448,32449,32450,,
1999,C2,140,U,,U,,705,,,,,,32476,32480,32481,,
1999,C2,202,IE,,FF,523,,27487,27485,,,,,,,,
1999,C2,204,IE,,C,528,,25332,27486,,,,,,,,
1999,C2,205,IE,,M,520,,4256,27480,,,,,,,,
1999,C2,206,IE,,F,529,,27508,27504,,,,,,,,
1999,C2,207,IE,,M,523,,27514,27512,,,,32432,,,,
1999,C2,208,IE,,F,528,,24705,24741,,,,27525,27526,27527,,
1999,C2,209,IE,,MF,529,,24708,24706,,,,27530,27531,27532,,
1999,C2,210,IE,,MF,523,,83568,24719,,,,27522,27523,27524,,
1999,C2,211,IECQ,614,FFSS,524,619,27494,27496,,,,32443,,,,
1999,C2,212,IE,,MF,529,,27495,27497,,,,,,,,
1999,C2,213,U,,U,,,25021,83819,,,,,,,,
1999,C2,214,IE,,M,521,,83995,83583,,,,27515,27516,27517,,
1999,C2,216,IE,,MF,601,,27509,27503,,,,,,,,
1999,C2,217,IE,,C,606,,27506,27502,,,,,,,,
1999,C2,218,IE,,M,607,,27511,27513,,,,,,,,
1999,C2,219,IE,,FF,530,,32313,32314,,,,,,,,
1999,C2,220,U,,U,530,,27510,27505,,,,32460,32461,32462,,
1999,C2,221,IE,,MF,609,,83805,25246,,,,,,,,
1999,C2,223,IE,,F,611,,25239,24734,,,,,,,,
1999,C2,224,U,,U,,,27353,,,,,,,,,
1999,C2,225,IE,,M,613,,27518,25284,,,,,,,,
1999,C2,226,IE,,C,,624,27519,83919,,,,32463,32464,32465,,
1999,C2,227,IE,,C,608,,4448,25403,,,,32469,32470,32471,,
1999,C2,228,U,,U,,,27520,27521,,,,27528,27529,27349,,
1999,C3,4,CQ,511,SS,423,516,32261,32262,,,,32285,32286,32287,,
1999,C3,5,U,,U,,512,,,,,,,,,,
1999,C3,7,CQ,516,SL,,521,,,,,,27472,27473,32322,,
1999,C3,11,CQ,518,LL,427,519,,,,,,32310,32311,32312,,
1999,C3,12,CQ,501,SS,426,507,25156,4414,,,,4426,4427,4428,,
1999,C3,13,CQ,513,SS,,,32302,25080,,,,,,,,
1999,C3,14,CQ,512,LS,,515,32316,32315,,,,32279,32280,32281,,
1999,C3,15,CQ,515,LL,,523,,,,,,32325,32326,32327,,
1999,C3,16,CQ,513,SS,,518,,,,,,32300,32301,32303,,
1999,C3,17,,,,425,,,4265,,,,,,,,
1999,C3,18,CQ,527,SL,,,25265,27315,,,,32348,32349,,,
1999,C3,19,CQ,529,LL,,606,,,,,,32381,32382,,,
1999,C3,22,CQ,604,LL,514,608,83833,4265,,,,32380,32387,32402,,
1999,C3,23,CQ,614,SS,,614,,,,,,32416,32417,32426,,
1999,C3,26,U,,U,,,32418,32415,,,,27341,27342,27348,,
1999,C3,27,,,,,,,,,,,32454,32455,32459,,
1999,C3,134,,,,,,,,,,,32320,32321,,,
1999,D1,1,CQ,509,SL,415,510,27239,4259,,,,4440,4441,4442,,
1999,D1,2,U,,U,,,27223,27221,,,,,,,,
1999,D1,3,U,,U,,,83348,27235,,,,,,,,
1999,D1,4,CQ,505,SL,412,,24805,4436,,,,,,,,
1999,D1,5,IE,,F,419,,85516,27238,,,,,,,,
1999,D1,6,U,,U,,,27234,,,,,,,,,
1999,D1,8,IE,,M,420,516,24816,24842,,,,27460,27461,27462,,
1999,D1,9,IECQ,516,FFSS,425,519,25381,27241,,,,32304,32305,32307,,
1999,D1,11,U,,U,,,,25371,,,,,,,,
1999,D1,12,IE,,F,422,,27243,27240,,,,,,,,
1999,D1,13,U,,U,,,,,,,,27478,27479,,,
1999,D1,15,IE,,F,430,,27249,25380,,,,,,,,
1999,D1,18,IE,,M,427,,83646,24835,,,,,,,,
1999,D1,20,IE,,M,514,,27476,25343,,,,,,,,
1999,D1,22,U,,U,514,,4267,4314,,,,,,,,
1999,D1,23,,,,,,,24720,,,,,,,,
1999,D1,24,,,,,,,25410,,,,,,,,
1999,D2,-1,,,,,,,,,,,32456,32457,32458,,
1999,D2,2,U,,U,,,,27244,,,,,,,,
1999,D2,3,U,,U,409,,83860,24818,,,,,,,,
1999,D2,4,U,,U,,,83643,,,,,,,,,
1999,D2,5,CQ,505,LS,412,510,,25145,,,,4437,4438,4439,,
1999,D2,8,IE,,C,415,,27237,27236,,,,,,,,
1999,D2,9,U,,U,,,27202,24815,,,,,,,,
1999,D2,19,U,,U,,,24817,27207,,,,,,,,
1999,D2,21,IECQ,509,MLS,417,,27242,27211,,,,,,,,
1999,D2,25,IE,,MF,430,,25140,25024,,,,,,,,
1999,D2,26,IE,,M,427,,25353,25354,,,,,,,,
1999,D2,28,IE,,MF,425,,24850,24801,,,,,,,,
1999,D2,31,U,,U,,,27250,27248,,,,,,,,
1999,D2,33,U,,U,,,27458,27455,,,,,,,,
1999,D2,34,U,,U,,,27202,24815,,,,,,,,
1999,D2,36,IECQ,516,CSS,425,520,24823,27245,,,,32317,32318,32319,,
1999,D2,38,IE,,FF,426,,27246,27247,,,,,,,,
1999,D2,39,U,,U,,,24811,24814,,,,27471,27475,,,
1999,D2,40,U,,U,,,27459,27452,,,,,,,,
1999,D2,41,U,,U,,,27463,,,,,,,,,
1999,D2,43,IE,,FF,430,,27457,27454,,,,,,,,
1999,D2,44,U,,U,506,,25139,27453,,,,,,,,
1999,D2,45,IE,,C,507,,27456,27451,,,,,,,,
1999,D2,47,U,,U,,,25008,25022,,,,,,,,
1999,D2,48,IE,,MF,512,,27467,24997,,,,,,,,
1999,D2,49,U,,U,,,,,,,,27468,27469,27470,,
1999,D2,50,U,,U,,,,27464,,,,,,,,
1999,D2,51,U,,U,512,,83972,25122,,,,27498,27499,,,
1999,D2,52,IE,,C,504,,27466,27465,,,,,,,,
1999,D2,54,CQ,527,LL,,529,32369,83964,,,,32354,32355,32356,,
1999,D2,55,CQ,524,LL,,525,,,,,,32330,32331,32338,,
1999,D2,56,IE,,C,514,,27474,4349,,,,,,,,
1999,D2,58,IE,,FF,515,,27477,25198,,,,,,,,
1999,D2,60,,,,,,,27244,,,,,,,,
1999,D2,61,U,,U,,,27209,25133,,,,,,,,
1999,D3,1,U,,U,421,,,32201,,,,,,,,
1999,D3,6,CQ,604,SL,,605,,,,,,32377,32378,32379,,
1999,,-1000,U,,U,,,,83771,,,,27332,,,,
