"bird_ID" "ch" "sex" "age" "population"
"bird_283" "010000000" "F" "A" "KPM"
"bird_284" "010000000" "M" "J" "KPM"
"bird_285" "011000100" "M" "A" "KPM"
"bird_286" "010000000" "F" "J" "KPM"
"bird_287" "010100111" "F" "A" "KPM"
"bird_288" "010110000" "M" "A" "KPM"
"bird_289" "010000000" "F" "J" "KPM"
"bird_291" "010000000" "M" "J" "KPM"
"bird_292" "010000000" "M" "J" "KPM"
"bird_293" "010000000" "F" "J" "KPM"
"bird_294" "010011111" "F" "A" "KPM"
"bird_296" "010000000" "F" "J" "KPM"
"bird_297" "010000000" "F" "J" "KPM"
"bird_298" "010010111" "F" "J" "KPM"
"bird_299" "010000000" "F" "J" "KPM"
"bird_300" "011100100" "M" "A" "KPM"
"bird_301" "010010000" "F" "A" "KPM"
"bird_302" "011110000" "M" "A" "KPM"
"bird_303" "010000000" "M" "J" "KPM"
"bird_304" "010100000" "M" "A" "KPM"
"bird_305" "011100000" "F" "A" "KPM"
"bird_306" "010110100" "F" "A" "KPM"
"bird_307" "010000000" "M" "A" "KPM"
"bird_308" "010000000" "F" "J" "KPM"
"bird_309" "010000000" "M" "J" "KPM"
"bird_310" "010101110" "M" "J" "KPM"
"bird_311" "010000000" "F" "J" "KPM"
"bird_312" "010000000" "F" "J" "KPM"
"bird_314" "010000000" "F" "J" "KPM"
"bird_315" "010000000" "F" "A" "KPM"
"bird_316" "010000000" "M" "J" "KPM"
"bird_317" "010000000" "M" "J" "KPM"
"bird_318" "010000000" "M" "J" "KPM"
"bird_319" "010000000" "F" "A" "KPM"
"bird_320" "010000000" "F" "J" "KPM"
"bird_321" "010000000" "F" "J" "KPM"
"bird_322" "010000000" "M" "J" "KPM"
"bird_323" "010000000" "M" "A" "KPM"
"bird_325" "010000000" "M" "J" "KPM"
"bird_751" "001000000" "F" "A" "KPM"
"bird_753" "001100000" "F" "A" "KPM"
"bird_754" "001110111" "F" "A" "KPM"
"bird_755" "001010000" "M" "A" "KPM"
"bird_757" "001100000" "F" "A" "KPM"
"bird_758" "001110000" "M" "A" "KPM"
"bird_759" "001100000" "M" "A" "KPM"
"bird_760" "001000000" "F" "A" "KPM"
"bird_761" "001110110" "M" "A" "KPM"
"bird_762" "001000000" "M" "A" "KPM"
"bird_763" "001100000" "M" "A" "KPM"
"bird_764" "001100000" "F" "A" "KPM"
"bird_765" "001000000" "M" "A" "KPM"
"bird_766" "001000000" "F" "A" "KPM"
"bird_768" "001111111" "M" "A" "KPM"
"bird_769" "001110000" "M" "A" "KPM"
"bird_770" "001100100" "M" "A" "KPM"
"bird_771" "001110000" "F" "A" "KPM"
"bird_772" "001000000" "M" "A" "KPM"
"bird_773" "001000100" "F" "A" "KPM"
"bird_774" "001011111" "F" "A" "KPM"
"bird_775" "001111000" "M" "A" "KPM"
"bird_776" "001110110" "M" "A" "KPM"
"bird_778" "001000001" "M" "J" "KPM"
"bird_779" "001000000" "F" "J" "KPM"
"bird_780" "001100000" "M" "A" "KPM"
"bird_781" "001110111" "F" "A" "KPM"
"bird_782" "001000000" "M" "A" "KPM"
"bird_783" "001000001" "F" "J" "KPM"
"bird_784" "001001100" "M" "J" "KPM"
"bird_785" "001000000" "M" "J" "KPM"
"bird_786" "001000000" "F" "A" "KPM"
"bird_788" "001000000" "M" "J" "KPM"
"bird_789" "001000000" "F" "A" "KPM"
"bird_790" "001000000" "F" "J" "KPM"
"bird_791" "001000000" "M" "J" "KPM"
"bird_792" "001100000" "M" "A" "KPM"
"bird_793" "001000001" "F" "A" "KPM"
"bird_794" "001000000" "M" "J" "KPM"
"bird_795" "001001111" "F" "J" "KPM"
"bird_796" "001000000" "M" "J" "KPM"
"bird_797" "001000000" "M" "A" "KPM"
"bird_799" "001000000" "M" "J" "KPM"
"bird_800" "001000000" "M" "J" "KPM"
"bird_801" "001000100" "F" "J" "KPM"
"bird_802" "001110111" "M" "J" "KPM"
"bird_803" "001110100" "M" "A" "KPM"
"bird_804" "001000000" "M" "A" "KPM"
"bird_805" "001000000" "F" "A" "KPM"
"bird_806" "001000000" "M" "A" "KPM"
"bird_807" "001000000" "M" "A" "KPM"
"bird_808" "001000000" "F" "A" "KPM"
"bird_810" "001000000" "F" "A" "KPM"
"bird_811" "001110000" "F" "J" "KPM"
"bird_812" "001000001" "F" "A" "KPM"
"bird_813" "001000000" "F" "A" "KPM"
"bird_814" "001000000" "M" "A" "KPM"
"bird_815" "001001111" "M" "J" "KPM"
"bird_816" "001100000" "M" "J" "KPM"
"bird_817" "001000000" "M" "J" "KPM"
"bird_818" "001000000" "M" "J" "KPM"
"bird_820" "001000000" "M" "J" "KPM"
"bird_821" "001010000" "F" "A" "KPM"
"bird_822" "001000010" "M" "A" "KPM"
"bird_823" "001001101" "F" "J" "KPM"
"bird_824" "001000000" "F" "J" "KPM"
"bird_825" "001000000" "M" "J" "KPM"
"bird_826" "001000000" "M" "J" "KPM"
"bird_827" "001010111" "M" "A" "KPM"
"bird_828" "001100000" "M" "A" "KPM"
"bird_829" "001000000" "M" "J" "KPM"
"bird_830" "001000000" "F" "J" "KPM"
"bird_831" "001000000" "M" "J" "KPM"
"bird_832" "001000000" "F" "J" "KPM"
"bird_833" "001111111" "F" "J" "KPM"
"bird_834" "001000011" "M" "J" "KPM"
"bird_835" "001000000" "F" "J" "KPM"
"bird_836" "001100000" "M" "A" "KPM"
"bird_837" "001010000" "F" "A" "KPM"
"bird_838" "001000000" "F" "J" "KPM"
"bird_839" "001000111" "M" "J" "KPM"
"bird_1327" "010110000" "M" "A" "KPM"
"bird_1386" "010000000" "M" "J" "KPM"
"bird_1387" "010000000" "M" "J" "KPM"
"bird_1388" "010110000" "M" "A" "KPM"
"bird_1389" "010000000" "M" "A" "KPM"
"bird_1390" "010000000" "F" "A" "KPM"
"bird_1391" "010000000" "F" "J" "KPM"
"bird_1392" "010000000" "F" "J" "KPM"
"bird_1393" "010000000" "F" "J" "KPM"
"bird_1395" "010100100" "F" "J" "KPM"
"bird_1396" "010000000" "F" "A" "KPM"
"bird_1397" "010000000" "F" "A" "KPM"
"bird_1398" "011110110" "F" "A" "KPM"
"bird_1399" "010000000" "F" "J" "KPM"
"bird_1400" "010000000" "M" "A" "KPM"
"bird_1401" "010100011" "M" "J" "KPM"
"bird_1403" "010000000" "M" "J" "KPM"
"bird_1404" "010000000" "F" "J" "KPM"
"bird_1405" "010000000" "F" "A" "KPM"
"bird_1406" "010110100" "M" "A" "KPM"
"bird_1407" "010000000" "F" "J" "KPM"
"bird_1408" "010000000" "F" "A" "KPM"
"bird_1409" "011111111" "F" "A" "KPM"
"bird_1411" "010000000" "M" "J" "KPM"
"bird_1412" "010000000" "F" "J" "KPM"
"bird_1413" "010000000" "M" "J" "KPM"
"bird_1414" "010110000" "M" "A" "KPM"
"bird_1415" "010000000" "F" "J" "KPM"
"bird_1416" "010000000" "F" "J" "KPM"
"bird_1417" "010000000" "M" "J" "KPM"
"bird_1419" "010000000" "F" "A" "KPM"
"bird_1420" "010000000" "F" "J" "KPM"
"bird_1421" "001110000" "M" "A" "KPM"
"bird_1422" "010000000" "M" "A" "KPM"
"bird_1423" "011000100" "F" "A" "KPM"
"bird_1424" "010000000" "M" "J" "KPM"
"bird_1425" "010000000" "M" "J" "KPM"
"bird_1426" "010000000" "M" "A" "KPM"
"bird_1428" "011100000" "F" "A" "KPM"
"bird_1429" "010000000" "M" "A" "KPM"
"bird_1430" "011100100" "F" "A" "KPM"
"bird_1431" "010000000" "M" "A" "KPM"
"bird_1432" "010000000" "M" "J" "KPM"
"bird_1433" "010000001" "F" "A" "KPM"
"bird_1434" "010000001" "M" "A" "KPM"
"bird_1435" "010111110" "F" "A" "KPM"
"bird_1436" "010000000" "M" "J" "KPM"
"bird_1438" "010000000" "F" "J" "KPM"
"bird_1439" "010000000" "F" "A" "KPM"
"bird_1440" "010000000" "M" "J" "KPM"
"bird_1441" "010000000" "F" "J" "KPM"
"bird_1442" "010000000" "F" "A" "KPM"
"bird_1443" "010000000" "M" "A" "KPM"
"bird_1444" "011110101" "M" "A" "KPM"
"bird_1445" "011110011" "F" "A" "KPM"
"bird_1446" "010000000" "F" "J" "KPM"
"bird_1447" "010000000" "M" "J" "KPM"
"bird_1449" "010000000" "M" "J" "KPM"
"bird_1450" "010000000" "F" "A" "KPM"
"bird_1451" "010000000" "M" "A" "KPM"
"bird_1452" "010000000" "M" "J" "KPM"
"bird_1453" "010000000" "M" "J" "KPM"
"bird_1454" "010000000" "M" "J" "KPM"
"bird_1455" "010000000" "F" "J" "KPM"
"bird_1456" "010000000" "M" "J" "KPM"
"bird_1457" "010000000" "M" "J" "KPM"
"bird_1458" "010000000" "F" "J" "KPM"
"bird_1459" "010000100" "F" "A" "KPM"
"bird_1460" "000110111" "F" "A" "KPM"
"bird_1461" "000010111" "M" "A" "KPM"
"bird_1462" "000000010" "F" "A" "KPM"
"bird_1463" "001000000" "F" "A" "KPM"
"bird_1465" "001110000" "F" "A" "KPM"
"bird_1466" "001110111" "F" "A" "KPM"
"bird_1467" "001110010" "F" "A" "KPM"
"bird_1468" "001110111" "M" "A" "KPM"
"bird_1469" "001100100" "M" "A" "KPM"
"bird_1470" "001110100" "M" "A" "KPM"
"bird_1471" "001110111" "F" "A" "KPM"
"bird_1472" "001100000" "M" "A" "KPM"
"bird_1473" "001100000" "M" "A" "KPM"
"bird_1474" "001000000" "M" "J" "KPM"
"bird_1476" "001000000" "F" "J" "KPM"
"bird_1477" "001000000" "F" "J" "KPM"
"bird_1478" "001010111" "M" "A" "KPM"
"bird_1479" "001100001" "F" "A" "KPM"
"bird_1480" "001000011" "M" "J" "KPM"
"bird_1481" "001110000" "F" "A" "KPM"
"bird_1482" "001110110" "M" "J" "KPM"
"bird_1483" "001000000" "M" "J" "KPM"
"bird_1484" "001000001" "F" "A" "KPM"
"bird_1486" "001100000" "F" "J" "KPM"
"bird_1487" "001000011" "M" "J" "KPM"
"bird_1488" "001100110" "F" "J" "KPM"
"bird_1489" "001000000" "F" "A" "KPM"
"bird_1490" "001110111" "M" "J" "KPM"
"bird_1491" "001110110" "F" "J" "KPM"
"bird_1492" "001000000" "F" "A" "KPM"
"bird_1493" "001111101" "F" "J" "KPM"
"bird_1494" "001000000" "M" "J" "KPM"
"bird_1496" "001000000" "F" "J" "KPM"
"bird_1497" "001111111" "F" "J" "KPM"
"bird_1498" "001000000" "M" "J" "KPM"
"bird_1499" "001000000" "F" "J" "KPM"
"bird_1500" "001100000" "F" "J" "KPM"
"bird_1501" "001100011" "F" "J" "KPM"
"bird_1502" "001000000" "M" "J" "KPM"
"bird_1503" "001111110" "F" "J" "KPM"
"bird_1504" "001000000" "F" "J" "KPM"
"bird_1505" "001000001" "M" "A" "KPM"
"bird_1507" "001000000" "F" "J" "KPM"
"bird_1508" "001000000" "F" "J" "KPM"
"bird_1509" "001100000" "F" "A" "KPM"
"bird_1510" "001000000" "M" "J" "KPM"
"bird_1511" "001000000" "F" "J" "KPM"
"bird_1512" "001000000" "F" "J" "KPM"
"bird_1513" "001000000" "M" "J" "KPM"
"bird_1514" "001100000" "M" "A" "KPM"
"bird_1515" "001110110" "F" "A" "KPM"
"bird_1516" "001000000" "M" "A" "KPM"
"bird_1518" "001110110" "F" "J" "KPM"
"bird_1519" "001100000" "M" "J" "KPM"
"bird_1520" "001000000" "F" "A" "KPM"
"bird_1521" "001100001" "M" "A" "KPM"
"bird_1522" "001100000" "F" "A" "KPM"
"bird_1523" "001011111" "M" "J" "KPM"
"bird_1524" "001110111" "M" "J" "KPM"
"bird_1525" "001000000" "M" "J" "KPM"
"bird_1526" "001000000" "F" "J" "KPM"
"bird_1527" "001011111" "M" "J" "KPM"
"bird_1529" "001011111" "F" "J" "KPM"
"bird_1530" "001000000" "M" "J" "KPM"
"bird_1531" "001111111" "F" "J" "KPM"
"bird_1532" "000011100" "M" "A" "KPM"
"bird_1533" "000011010" "F" "A" "KPM"
"bird_1534" "000010100" "F" "A" "KPM"
"bird_1535" "000001111" "F" "A" "KPM"
"bird_1536" "000001110" "M" "A" "KPM"
"bird_1537" "000001001" "F" "A" "KPM"
"bird_1539" "000001000" "M" "J" "KPM"
"bird_1540" "000001000" "M" "J" "KPM"
"bird_1541" "000001111" "F" "A" "KPM"
"bird_1542" "000001000" "M" "J" "KPM"
"bird_1543" "000001111" "F" "A" "KPM"
"bird_1544" "000001000" "F" "A" "KPM"
"bird_1545" "000001100" "M" "A" "KPM"
"bird_1546" "000011111" "F" "A" "KPM"
"bird_1547" "000001110" "M" "A" "KPM"
"bird_1549" "000001011" "F" "A" "KPM"
"bird_1550" "000001000" "F" "J" "KPM"
"bird_1551" "000001000" "M" "J" "KPM"
"bird_1552" "000001110" "M" "A" "KPM"
"bird_1553" "000000100" "F" "J" "KPM"
"bird_1554" "000000100" "M" "J" "KPM"
"bird_1555" "000000110" "M" "A" "KPM"
"bird_1556" "000000110" "F" "A" "KPM"
"bird_1557" "000000100" "F" "J" "KPM"
"bird_1558" "000000100" "F" "J" "KPM"
"bird_1560" "000000101" "F" "A" "KPM"
"bird_1561" "000000100" "F" "A" "KPM"
"bird_1562" "000000111" "M" "A" "KPM"
"bird_1563" "000000111" "M" "A" "KPM"
"bird_1568" "000000100" "F" "J" "KPM"
"bird_1569" "001000000" "F" "J" "KPM"
"bird_1570" "001000000" "F" "J" "KPM"
"bird_1571" "001110111" "F" "J" "KPM"
"bird_1572" "001000000" "F" "J" "KPM"
"bird_1573" "001000000" "F" "J" "KPM"
"bird_1574" "001000000" "M" "J" "KPM"
"bird_1575" "001000000" "F" "J" "KPM"
"bird_1576" "001100000" "F" "J" "KPM"
"bird_1577" "001000000" "M" "J" "KPM"
"bird_1579" "001000110" "M" "J" "KPM"
"bird_1580" "001111111" "F" "J" "KPM"
"bird_1581" "001000111" "M" "J" "KPM"
"bird_1582" "001000000" "F" "J" "KPM"
"bird_1583" "001000000" "M" "J" "KPM"
"bird_1584" "001000011" "M" "J" "KPM"
"bird_1585" "001010110" "F" "A" "KPM"
"bird_1586" "001000111" "M" "J" "KPM"
"bird_1587" "001100100" "F" "A" "KPM"
"bird_1588" "001000000" "M" "A" "KPM"
"bird_1590" "001100000" "F" "A" "KPM"
"bird_1591" "001000000" "F" "J" "KPM"
"bird_1592" "001000000" "M" "A" "KPM"
"bird_1593" "001110111" "F" "A" "KPM"
"bird_1594" "001000000" "M" "J" "KPM"
"bird_1595" "001100000" "F" "A" "KPM"
"bird_1596" "001000101" "M" "A" "KPM"
"bird_1597" "001001111" "M" "J" "KPM"
"bird_1598" "001000000" "M" "J" "KPM"
"bird_1599" "001000110" "F" "J" "KPM"
"bird_1601" "001000000" "F" "J" "KPM"
"bird_1602" "001000000" "F" "J" "KPM"
"bird_1603" "001001000" "F" "J" "KPM"
"bird_1604" "001010000" "M" "A" "KPM"
"bird_1605" "001010111" "M" "A" "KPM"
"bird_1606" "001000000" "M" "J" "KPM"
"bird_1607" "001001111" "M" "J" "KPM"
"bird_1608" "001100101" "M" "A" "KPM"
"bird_1609" "001001111" "M" "J" "KPM"
"bird_1610" "001000000" "M" "J" "KPM"
"bird_1612" "001000000" "F" "A" "KPM"
"bird_1613" "001100001" "F" "A" "KPM"
"bird_1614" "001000000" "F" "J" "KPM"
"bird_1615" "001111001" "F" "J" "KPM"
"bird_1616" "001000000" "F" "J" "KPM"
"bird_1617" "001110000" "M" "J" "KPM"
"bird_1618" "001010111" "F" "A" "KPM"
"bird_1620" "001000000" "M" "A" "KPM"
"bird_1621" "000100000" "F" "J" "KPM"
"bird_1622" "000100000" "M" "J" "KPM"
"bird_1623" "000100000" "M" "J" "KPM"
"bird_1624" "000110000" "F" "A" "KPM"
"bird_1625" "000100000" "M" "J" "KPM"
"bird_1626" "000100010" "F" "A" "KPM"
"bird_1627" "000110010" "F" "A" "KPM"
"bird_1628" "000110111" "M" "A" "KPM"
"bird_1629" "000111011" "F" "A" "KPM"
"bird_1631" "000110100" "F" "A" "KPM"
"bird_1632" "000101101" "F" "A" "KPM"
"bird_1633" "000100001" "F" "A" "KPM"
"bird_1634" "000101101" "F" "A" "KPM"
"bird_1635" "000100000" "F" "A" "KPM"
"bird_1636" "000111111" "M" "A" "KPM"
"bird_1637" "000110111" "M" "A" "KPM"
"bird_1638" "000100000" "F" "A" "KPM"
"bird_1639" "000100000" "F" "A" "KPM"
"bird_1640" "000100000" "F" "A" "KPM"
"bird_1642" "000110100" "F" "A" "KPM"
"bird_1643" "000110111" "F" "A" "KPM"
"bird_1644" "000110110" "M" "A" "KPM"
"bird_1645" "000110000" "M" "A" "KPM"
"bird_1646" "000110001" "M" "A" "KPM"
"bird_1647" "000100011" "M" "J" "KPM"
"bird_1648" "000100010" "F" "J" "KPM"
"bird_1649" "000100111" "M" "J" "KPM"
"bird_1650" "000100000" "M" "J" "KPM"
"bird_1651" "000100000" "M" "J" "KPM"
"bird_1653" "000101100" "F" "J" "KPM"
"bird_1654" "000100000" "F" "J" "KPM"
"bird_1655" "000110111" "F" "A" "KPM"
"bird_1656" "000111110" "F" "A" "KPM"
"bird_1657" "000110111" "M" "A" "KPM"
"bird_1658" "000110011" "F" "A" "KPM"
"bird_1659" "000100000" "M" "J" "KPM"
"bird_1660" "000100000" "M" "J" "KPM"
"bird_1661" "000100000" "M" "J" "KPM"
"bird_1662" "000100000" "M" "J" "KPM"
"bird_1665" "000100000" "M" "J" "KPM"
"bird_1666" "000100000" "M" "J" "KPM"
"bird_1667" "000100000" "M" "J" "KPM"
"bird_1668" "000110000" "F" "A" "KPM"
"bird_1669" "000100111" "F" "J" "KPM"
"bird_1671" "000111101" "M" "A" "KPM"
"bird_1672" "000101010" "F" "A" "KPM"
"bird_1673" "000100000" "M" "A" "KPM"
"bird_1675" "000100000" "M" "J" "KPM"
"bird_1676" "000100000" "F" "J" "KPM"
"bird_1677" "000100000" "M" "J" "KPM"
"bird_1678" "000100000" "M" "J" "KPM"
"bird_1679" "000110111" "F" "J" "KPM"
"bird_1681" "000100000" "F" "A" "KPM"
"bird_1682" "000100000" "M" "A" "KPM"
"bird_1683" "000100000" "M" "A" "KPM"
"bird_1684" "000110101" "F" "A" "KPM"
"bird_1685" "000100000" "F" "A" "KPM"
"bird_1686" "000100000" "M" "A" "KPM"
"bird_1688" "000110111" "M" "A" "KPM"
"bird_1689" "000100000" "M" "A" "KPM"
"bird_1690" "000100000" "M" "A" "KPM"
"bird_1691" "000100000" "M" "J" "KPM"
"bird_1692" "000100000" "F" "J" "KPM"
"bird_1693" "000101001" "F" "J" "KPM"
"bird_1695" "000110101" "M" "A" "KPM"
"bird_1696" "000111111" "F" "A" "KPM"
"bird_1697" "000110000" "F" "A" "KPM"
"bird_1698" "000100100" "M" "J" "KPM"
"bird_1699" "000111111" "M" "A" "KPM"
"bird_1700" "000110111" "F" "A" "KPM"
"bird_1702" "000110111" "F" "A" "KPM"
"bird_1704" "000001000" "F" "J" "KPM"
"bird_1705" "000001000" "M" "J" "KPM"
"bird_1706" "000001011" "F" "A" "KPM"
"bird_1707" "000001000" "F" "J" "KPM"
"bird_1708" "000001000" "F" "J" "KPM"
"bird_1709" "000001000" "M" "J" "KPM"
"bird_1710" "000001001" "M" "A" "KPM"
"bird_1711" "000001000" "F" "J" "KPM"
"bird_1713" "000001000" "F" "J" "KPM"
"bird_1714" "000001000" "F" "J" "KPM"
"bird_1715" "000001000" "F" "J" "KPM"
"bird_1716" "000001000" "M" "J" "KPM"
"bird_1717" "000001110" "M" "A" "KPM"
"bird_1718" "000001000" "M" "J" "KPM"
"bird_1719" "000001000" "M" "J" "KPM"
"bird_1720" "000001000" "F" "J" "KPM"
"bird_1721" "000001000" "F" "J" "KPM"
"bird_1722" "000001000" "F" "J" "KPM"
"bird_1724" "000001000" "F" "J" "KPM"
"bird_1725" "000001000" "F" "J" "KPM"
"bird_1726" "000001000" "F" "J" "KPM"
"bird_1727" "000001111" "M" "A" "KPM"
"bird_1728" "000001000" "M" "J" "KPM"
"bird_1729" "000001000" "F" "J" "KPM"
"bird_1730" "000001000" "F" "J" "KPM"
"bird_1731" "000001000" "F" "J" "KPM"
"bird_1732" "000001000" "M" "J" "KPM"
"bird_1734" "000001100" "F" "A" "KPM"
"bird_1735" "000001000" "M" "J" "KPM"
"bird_1736" "000001000" "M" "J" "KPM"
"bird_1737" "000001011" "F" "A" "KPM"
"bird_1738" "000001000" "M" "A" "KPM"
"bird_1739" "000001000" "F" "J" "KPM"
"bird_1740" "000001000" "M" "J" "KPM"
"bird_1742" "000001000" "M" "J" "KPM"
"bird_1829" "000110010" "F" "A" "KPM"
"bird_1830" "000100000" "F" "A" "KPM"
"bird_1831" "000111000" "M" "A" "KPM"
"bird_1832" "000100000" "M" "J" "KPM"
"bird_1833" "000110110" "F" "A" "KPM"
"bird_1834" "000100100" "F" "A" "KPM"
"bird_1835" "000110010" "M" "A" "KPM"
"bird_1836" "000100000" "F" "J" "KPM"
"bird_1837" "000100000" "F" "J" "KPM"
"bird_1838" "000100000" "M" "J" "KPM"
"bird_1839" "000110010" "F" "A" "KPM"
"bird_1840" "000110010" "F" "A" "KPM"
"bird_1841" "000100100" "F" "A" "KPM"
"bird_1842" "000100000" "M" "J" "KPM"
"bird_1843" "000100000" "F" "J" "KPM"
"bird_1844" "000100000" "F" "J" "KPM"
"bird_1845" "000111001" "F" "A" "KPM"
"bird_1846" "000100110" "F" "A" "KPM"
"bird_1847" "000100000" "F" "A" "KPM"
"bird_1848" "000100000" "F" "A" "KPM"
"bird_1849" "000100000" "M" "J" "KPM"
"bird_1850" "000111110" "M" "A" "KPM"
"bird_1851" "000111110" "F" "A" "KPM"
"bird_1852" "000110111" "F" "A" "KPM"
"bird_1853" "000100000" "F" "J" "KPM"
"bird_1854" "000110111" "F" "A" "KPM"
"bird_1855" "000100100" "F" "J" "KPM"
"bird_1856" "000100000" "F" "J" "KPM"
"bird_1857" "000100000" "M" "J" "KPM"
"bird_1858" "000110111" "F" "A" "KPM"
"bird_1859" "000100000" "F" "A" "KPM"
"bird_1860" "000100101" "M" "A" "KPM"
"bird_1861" "000110111" "F" "A" "KPM"
"bird_1862" "000110100" "F" "A" "KPM"
"bird_1863" "000100000" "M" "J" "KPM"
"bird_1864" "000100000" "M" "J" "KPM"
"bird_1865" "000100001" "M" "A" "KPM"
"bird_1866" "000110000" "F" "A" "KPM"
"bird_1867" "000110111" "M" "A" "KPM"
"bird_1868" "000100000" "F" "J" "KPM"
"bird_1869" "000100000" "M" "J" "KPM"
"bird_1870" "000100000" "F" "J" "KPM"
"bird_1871" "000100000" "F" "A" "KPM"
"bird_1872" "000110111" "M" "A" "KPM"
"bird_1873" "000100000" "F" "J" "KPM"
"bird_1874" "000111111" "F" "A" "KPM"
"bird_1875" "000101000" "F" "A" "KPM"
"bird_1876" "000100000" "F" "J" "KPM"
"bird_1877" "000110110" "F" "A" "KPM"
"bird_1878" "000100000" "F" "A" "KPM"
"bird_1879" "000100000" "F" "J" "KPM"
"bird_1880" "000110000" "M" "A" "KPM"
"bird_1881" "000101110" "F" "A" "KPM"
"bird_1882" "000100000" "M" "J" "KPM"
"bird_1883" "000110111" "M" "A" "KPM"
"bird_1884" "000100000" "M" "J" "KPM"
"bird_1885" "000100000" "F" "J" "KPM"
"bird_1886" "000100000" "F" "A" "KPM"
"bird_1887" "000111110" "F" "A" "KPM"
"bird_1888" "000100000" "F" "A" "KPM"
"bird_1889" "000110111" "M" "A" "KPM"
"bird_1890" "000100000" "M" "J" "KPM"
"bird_1891" "000100000" "M" "A" "KPM"
"bird_1892" "000100000" "F" "J" "KPM"
"bird_1893" "000100000" "M" "A" "KPM"
"bird_1894" "000100000" "M" "J" "KPM"
"bird_1895" "000100000" "F" "J" "KPM"
"bird_1896" "000100000" "F" "J" "KPM"
"bird_1897" "000100000" "F" "J" "KPM"
"bird_1898" "000100000" "M" "J" "KPM"
"bird_1899" "000100000" "F" "J" "KPM"
"bird_1900" "000100000" "M" "J" "KPM"
"bird_1901" "000110000" "M" "A" "KPM"
"bird_1902" "000110000" "M" "A" "KPM"
"bird_1903" "000110110" "F" "A" "KPM"
"bird_1904" "000100000" "M" "J" "KPM"
"bird_1906" "000100000" "F" "J" "KPM"
"bird_1907" "000100000" "M" "J" "KPM"
"bird_1908" "000100000" "F" "J" "KPM"
"bird_1909" "000100000" "M" "J" "KPM"
"bird_1910" "000100000" "M" "J" "KPM"
"bird_1911" "000110000" "F" "A" "KPM"
"bird_1912" "000110000" "F" "A" "KPM"
"bird_1913" "000110110" "F" "A" "KPM"
"bird_1914" "000100000" "M" "J" "KPM"
"bird_1915" "000100000" "F" "J" "KPM"
"bird_1916" "000100000" "M" "J" "KPM"
"bird_1917" "000100000" "M" "J" "KPM"
"bird_1918" "000110111" "M" "A" "KPM"
"bird_1919" "000100000" "M" "J" "KPM"
"bird_1920" "000100000" "M" "J" "KPM"
"bird_1921" "000100000" "F" "J" "KPM"
"bird_1922" "000100000" "M" "A" "KPM"
"bird_1923" "000110110" "M" "A" "KPM"
"bird_1924" "000110000" "F" "A" "KPM"
"bird_1925" "000110111" "F" "A" "KPM"
"bird_1926" "000100000" "F" "J" "KPM"
"bird_1927" "000100000" "M" "J" "KPM"
"bird_1928" "000100000" "M" "J" "KPM"
"bird_1929" "000100000" "F" "J" "KPM"
"bird_1930" "000101111" "M" "A" "KPM"
"bird_1931" "000100111" "F" "J" "KPM"
"bird_1932" "000100000" "F" "A" "KPM"
"bird_1933" "000100000" "F" "J" "KPM"
"bird_1934" "000111111" "M" "A" "KPM"
"bird_1935" "000110011" "M" "A" "KPM"
"bird_1936" "000100000" "M" "J" "KPM"
"bird_1937" "000100100" "M" "J" "KPM"
"bird_1938" "000100000" "F" "J" "KPM"
"bird_1939" "000110111" "F" "A" "KPM"
"bird_1940" "000100000" "M" "A" "KPM"
"bird_1941" "000100110" "F" "J" "KPM"
"bird_1942" "000100000" "M" "J" "KPM"
"bird_1943" "000100000" "M" "J" "KPM"
"bird_1944" "000100000" "F" "J" "KPM"
"bird_1945" "000100000" "F" "J" "KPM"
"bird_1946" "000100000" "M" "J" "KPM"
"bird_1947" "000100000" "F" "A" "KPM"
"bird_1948" "000100000" "F" "J" "KPM"
"bird_1949" "000100000" "F" "J" "KPM"
"bird_1950" "000100000" "F" "J" "KPM"
"bird_1951" "000100000" "M" "J" "KPM"
"bird_1952" "000100000" "F" "J" "KPM"
"bird_1953" "000100000" "F" "J" "KPM"
"bird_1954" "000100000" "M" "J" "KPM"
"bird_1955" "000100100" "M" "A" "KPM"
"bird_1956" "000110100" "F" "A" "KPM"
"bird_1957" "000100001" "M" "A" "KPM"
"bird_1958" "000100000" "F" "J" "KPM"
"bird_1959" "000100000" "M" "J" "KPM"
"bird_1960" "000100000" "M" "J" "KPM"
"bird_1961" "000100000" "M" "J" "KPM"
"bird_1962" "000100000" "F" "J" "KPM"
"bird_1963" "000100000" "M" "J" "KPM"
"bird_1964" "000100000" "F" "J" "KPM"
"bird_1965" "000100000" "M" "J" "KPM"
"bird_1966" "000100000" "M" "J" "KPM"
"bird_1967" "000110111" "F" "A" "KPM"
"bird_1968" "000100000" "M" "J" "KPM"
"bird_1969" "000100000" "M" "J" "KPM"
"bird_1970" "000110011" "F" "A" "KPM"
"bird_1971" "000100100" "F" "J" "KPM"
"bird_1972" "000110000" "M" "A" "KPM"
"bird_1973" "000100000" "M" "J" "KPM"
"bird_1974" "000001100" "M" "A" "KPM"
"bird_1975" "000001111" "F" "A" "KPM"
"bird_1976" "000001100" "F" "A" "KPM"
"bird_1977" "000001111" "F" "A" "KPM"
"bird_1978" "000001111" "M" "A" "KPM"
"bird_1979" "000001000" "M" "A" "KPM"
"bird_1980" "000001111" "F" "A" "KPM"
