"ch"	"Ring"	"Year"	"Hatch_Date_simp"	"Day_of_Season"	"Sex"	"ID"	"Hatch_brood_size"
"100000000000000.000.0..0..0"	"DJ4339"	"1998"	612	58	"M"	"1998_B1_4"	"3"
"11000000010000.000.0..0..00"	"DJ4341"	"1998"	613	59	"F"	"1998_B3_13"	"3"
"11000000000100.000.0..1..00"	"DJ4342"	"1998"	613	59	"M"	"1998_B3_13"	"3"
"11000000000100.000.0..0..00"	"DJ4343"	"1998"	613	59	"M"	"1998_B3_13"	"3"
"0000010000000000100.000.0.."	"DJ4346"	"1998"	608	54	"F"	"1998_B2_-6"	NA
"00010000000000000.000.0..0."	"DJ4347"	"1998"	610	56	"F"	"1998_B2_-6"	NA
"0010100000000000.000.0..0.."	"DJ4348"	"1998"	611	57	"F"	"1998_B2_-6"	NA
"1000..001.0..0...0.000..00."	"DJ4349"	"1998"	614	60	"F"	"1998_D1_23"	"3"
"1000..001.0..0...0.100..00."	"DJ4350"	"1998"	614	60	"F"	"1998_D1_23"	"3"
"01000000000100.000.0..1..00"	"DJ4351"	"1998"	613	59	"F"	"1998_B3_13"	"3"
"100000000000.000.0..0..00.."	"DJ4353"	"1998"	615	61	"F"	"1998_B1_5"	"3"
"100000000100.000.0..0..00.."	"DJ4354"	"1998"	615	61	"F"	"1998_B1_5"	"3"
"100000000100.000.0..0..00.."	"DJ4355"	"1998"	615	61	"F"	"1998_B1_5"	"3"
"10000000000000000000..0...."	"DJ4357"	"1998"	616	62	"M"	"1998_C1_120"	"3"
"0010..000.0..0...0.000..00."	"DJ4358"	"1998"	614	60	"F"	"1998_D2_29"	""
"010..000.0..0...0.000..00.."	"DJ4359"	"1998"	615	61	"F"	"1998_D2_29"	""
"010000000000.000.0..0..00.."	"DJ4360"	"1998"	615	61	"M"	"1998_B1_-8"	NA
"010000000000.000.0..0..00.."	"DJ4361"	"1998"	615	61	"F"	"1998_B1_-8"	NA
"010000000000.000.0..0..00.."	"DJ4362"	"1998"	615	61	"F"	"1998_B1_-8"	NA
"001..000.0..0...0.000..00.."	"DJ4364"	"1998"	615	61	"F"	"1998_D2_29"	""
"10000000000000000..0......."	"DJ4368"	"1998"	619	65	"F"	"1998_C3_11"	"3"
"10000000000000000..0......."	"DJ4369"	"1998"	619	65	"F"	"1998_C3_11"	"3"
"10000000000000000..0......."	"DJ4370"	"1998"	619	65	"F"	"1998_C3_11"	"3"
"0010000000000000000..0....."	"DJ4371"	"1998"	617	63	"F"	"1998_C2_126"	"3"
"0010000000000000000..0....."	"DJ4372"	"1998"	617	63	"M"	"1998_C2_126"	"3"
"000010000000.000.0..0..00.."	"DJ4374"	"1998"	615	61	"M"	"1998_B3_-10"	NA
"000010000000.000.0..0..00.."	"DJ4375"	"1998"	615	61	"F"	"1998_B3_-10"	NA
"0010000000.000.0..0..00...."	"DJ4376"	"1998"	617	63	"F"	"1998_B3_-10"	NA
"000000001000000.000.0..0..0"	"DJ4377"	"1998"	612	58	"F"	"1998_B3_-11"	NA
"000000001000000.000.0..0..0"	"DJ4378"	"1998"	612	58	"F"	"1998_B3_-11"	NA
"00000000001000000.000.0..0."	"DJ4379"	"1998"	610	56	"M"	"1998_B3_-11"	NA
"000100000000000..0........."	"DJ4380"	"1998"	621	67	"F"	"1998_C1_-10"	NA
"100000000000..0............"	"DJ4381"	"1998"	624	70	"F"	"1998_C1_-10"	NA
"100000000000..0............"	"DJ4382"	"1998"	624	70	"M"	"1998_C1_-10"	NA
"10000000000..0............."	"DJ4384"	"1998"	625	71	"F"	"1998_C2_130"	"3"
"10000000000..0............."	"DJ4385"	"1998"	625	71	"F"	"1998_C2_130"	"3"
"01000000..0................"	"DJ4386"	"1998"	628	74	"M"	"1998_C3_-10"	NA
"00001000000..0............."	"DJ4387"	"1998"	625	71	"F"	"1998_C3_-10"	NA
"00001000000..0............."	"DJ4388"	"1998"	625	71	"F"	"1998_C3_-10"	NA
".....000.10000000000000000."	"DJ4394"	"1999"	410	-5	"F"	"1999_C1_-1"	NA
"......000.10000000000000000"	"DJ4395"	"1999"	409	-6	"M"	"1999_C1_-1"	NA
"0.00000100000000000.0000000"	"DJ4398"	"1999"	417	2	"M"	"1999_C1_-2"	NA
"0000100000000000.0000000000"	"DJ4399"	"1999"	420	5	"M"	"1999_C1_-2"	NA
"0000010000000000.0000000000"	"DJ4401"	"1999"	420	5	"F"	"1999_C1_6"	""
"0001000000000.0000000000000"	"DJ4404"	"1999"	423	8	"M"	"1999_C1_6"	""
"000000000100000000000000000"	"DJ4405"	"1999"	420	5	"M"	"1999_B2_-1"	NA
"000000010000000000000000000"	"DJ4406"	"1999"	422	7	"M"	"1999_B2_-1"	NA
"000000000010000000000000000"	"DJ4407"	"1999"	419	4	"M"	"1999_B2_-1"	NA
"100000000000000000000000000"	"DJ4408"	"1999"	501	16	"M"	"1999_B1_101"	""
"010000000000000000000000000"	"DJ4409"	"1999"	430	15	"F"	"1999_B1_101"	""
"100000000000000000000000000"	"DJ4411"	"1999"	502	17	"M"	"1999_B1_106"	""
"100000000000000000000000000"	"DJ4412"	"1999"	502	17	"M"	"1999_B1_106"	""
"100000000000000000000000000"	"DJ4413"	"1999"	502	17	"F"	"1999_B1_106"	""
"100.00000000000010000000000"	"DJ4415"	"1999"	503	18	"F"	"1999_C3_12"	""
"100.00000000000000000000000"	"DJ4416"	"1999"	503	18	"F"	"1999_C3_12"	""
"00100.000000000000000000000"	"DJ4417"	"1999"	501	16	"F"	"1999_C3_12"	""
"10.000000000000000000000000"	"DJ4418"	"1999"	504	19	"M"	"1999_C2_107"	""
"100000000001000000001000000"	"DJ4421"	"1999"	507	22	"M"	"1999_B1_4"	""
"100000000000000000000000000"	"DJ4422"	"1999"	507	22	"F"	"1999_B1_4"	""
"010000000000000000000000000"	"DJ4423"	"1999"	506	21	"F"	"1999_B1_4"	""
"000100000000100000000100000"	"DJ4426"	"1999"	504	19	"F"	"1999_B1_123"	""
"001000000001000000000000000"	"DJ4427"	"1999"	505	20	"F"	"1999_B1_123"	""
"000100000000000000000000000"	"DJ4428"	"1999"	504	19	"F"	"1999_B1_123"	""
"100000000000000000000000000"	"DJ4429"	"1999"	508	23	"M"	"1999_B1_102"	NA
"100000000000000000000000000"	"DJ4430"	"1999"	508	23	"M"	"1999_B1_102"	NA
"100000000000000000000000000"	"DJ4431"	"1999"	508	23	"M"	"1999_B1_102"	NA
"100000000000000000000000000"	"DJ4432"	"1999"	509	24	"M"	"1999_C2_113"	""
"100000000000000000000000000"	"DJ4433"	"1999"	509	24	"M"	"1999_C2_113"	""
"010000000000000000000000000"	"DJ4434"	"1999"	508	23	"M"	"1999_C2_113"	""
"10.0.000000.00000...0.00.0."	"DJ4437"	"1999"	510	25	"M"	"1999_D1_4"	"3"
"10.0.000000.00000...0.00.1."	"DJ4438"	"1999"	510	25	"F"	"1999_D1_4"	"3"
"10.0.000000.10000...0.00.1."	"DJ4439"	"1999"	510	25	"M"	"1999_D1_4"	"3"
"10.0.000000.10000...1.00.0."	"DJ4440"	"1999"	510	25	"F"	"1999_D2_21"	"3"
"10.0.000000.10000...1.00.0."	"DJ4441"	"1999"	510	25	"M"	"1999_D2_21"	"3"
"10.0.000000.00000...0.00.0."	"DJ4442"	"1999"	510	25	"F"	"1999_D2_21"	"3"
"001000000000000000000000000"	"DJ4444"	"1999"	509	24	"M"	"1999_C2_101"	"3"
"001000000000000000000000000"	"DJ4445"	"1999"	509	24	"F"	"1999_C2_101"	"3"
"000010000000000000010000000"	"DJ4446"	"1999"	507	22	"M"	"1999_C2_101"	"3"
"100000000000000000000000000"	"DJ4449"	"1999"	511	26	"M"	"1999_C2_114"	""
"100000000000000000000000000"	"DJ4450"	"1999"	511	26	"M"	"1999_C2_114"	""
"010000000000000000000000000"	"DJ4480"	"1999"	524	39	"M"	"1999_B1_29"	""
"100000000000000000000000000"	"DJ4481"	"1999"	525	40	"M"	"1999_B1_29"	""
"010000000000000000000000000"	"DJ4482"	"1999"	524	39	"F"	"1999_B1_44"	""
"100000000000000000000000000"	"DJ4483"	"1999"	525	40	"F"	"1999_B1_44"	""
"100000000000000000000000000"	"DJ4484"	"1999"	526	41	"F"	"1999_B1_48"	"2"
"100000000000000000000000000"	"DJ4485"	"1999"	526	41	"M"	"1999_B1_48"	"2"
"100000000000000000000000000"	"DJ4486"	"1999"	526	41	"M"	"1999_B1_50"	"2"
"100000000000000000000000000"	"DJ4487"	"1999"	526	41	"M"	"1999_B1_29"	""
