"bird_ID" "ch" "sex" "age" "population"
"CA2632" "010000000" "M" "J" "KPM"
"CA2633" "010110000" "M" "A" "KPM"
"CA2634" "010000000" "F" "J" "KPM"
"CA2636" "010000000" "F" "J" "KPM"
"CA2637" "010000000" "M" "J" "KPM"
"CA2640" "010000000" "F" "A" "KPM"
"CA2641" "010000000" "F" "J" "KPM"
"CA2642" "001110000" "M" "A" "KPM"
"CA2643" "010000000" "M" "A" "KPM"
"CA2645" "011000100" "F" "A" "KPM"
"CA2646" "010000000" "M" "J" "KPM"
"CA2647" "010000000" "M" "J" "KPM"
"CA2649" "010000000" "M" "A" "KPM"
"CA2650" "011100000" "F" "A" "KPM"
"CA2651" "010000000" "M" "A" "KPM"
"CA2652" "011100100" "F" "A" "KPM"
"CA2653" "010000000" "M" "A" "KPM"
"CA2654" "010000000" "M" "J" "KPM"
"CA2655" "010000001" "F" "A" "KPM"
"CA2656" "010000001" "M" "A" "KPM"
"CA2657" "010111110" "F" "A" "KPM"
"CA2658" "010000000" "M" "J" "KPM"
"CA2660" "010000000" "F" "J" "KPM"
"CA2661" "010000000" "F" "A" "KPM"
"CA2662" "010000000" "M" "J" "KPM"
"CA2663" "010000000" "F" "J" "KPM"
"CA2664" "010000000" "F" "A" "KPM"
"CA2665" "010000000" "M" "A" "KPM"
"CA2666" "011110101" "M" "A" "KPM"
"CA2667" "011110011" "F" "A" "KPM"
"CA2668" "010000000" "F" "J" "KPM"
"CA2669" "010000000" "M" "J" "KPM"
"CA2670" "010000000" "M" "J" "KPM"
"CA2671" "010000000" "F" "A" "KPM"
"CA2672" "010000000" "M" "A" "KPM"
"CA2673" "010000000" "M" "J" "KPM"
"CA2674" "010000000" "M" "J" "KPM"
"CA2675" "010000000" "M" "J" "KPM"
"CA2676" "010000000" "F" "J" "KPM"
"CA2677" "010000000" "M" "J" "KPM"
"CA2678" "010000000" "M" "J" "KPM"
"CA2680" "010000000" "F" "J" "KPM"
"CA2681" "010000100" "F" "A" "KPM"
"CA2683" "000110111" "F" "A" "KPM"
"CA2686" "000010111" "M" "A" "KPM"
"CA2688" "000000010" "F" "A" "KPM"
"CA2689" "001000000" "F" "A" "KPM"
"CA2690" "001110000" "F" "A" "KPM"
"CA2691" "001110111" "F" "A" "KPM"
"CA2692" "001110010" "F" "A" "KPM"
"CA2693" "001110111" "M" "A" "KPM"
"CA2694" "001100100" "M" "A" "KPM"
"CA2695" "001110100" "M" "A" "KPM"
"CA2696" "001110111" "F" "A" "KPM"
"CA2697" "001100000" "M" "A" "KPM"
"CA2698" "001100000" "M" "A" "KPM"
"CA2699" "001000000" "M" "J" "KPM"
"CA2700" "001000000" "F" "J" "KPM"
"CA2701" "001000000" "F" "J" "KPM"
"CA2702" "001010111" "M" "A" "KPM"
"CA2703" "001100001" "F" "A" "KPM"
"CA2704" "001000011" "M" "J" "KPM"
"CA2705" "001110000" "F" "A" "KPM"
"CA2706" "001110110" "M" "J" "KPM"
"CA2707" "001000000" "M" "J" "KPM"
"CA2709" "001000001" "F" "A" "KPM"
"CA2710" "001100000" "F" "J" "KPM"
"CA2711" "001000011" "M" "J" "KPM"
"CA2712" "001100110" "F" "J" "KPM"
"CA2713" "001000000" "F" "A" "KPM"
"CA2714" "001110111" "M" "J" "KPM"
"CA2715" "001110110" "F" "J" "KPM"
"CA2716" "001000000" "F" "A" "KPM"
"CA2718" "001111101" "F" "J" "KPM"
"CA2719" "001000000" "M" "J" "KPM"
"CA2720" "001000000" "F" "J" "KPM"
"CA2721" "001111111" "F" "J" "KPM"
"CA2722" "001000000" "M" "J" "KPM"
"CA2723" "001000000" "F" "J" "KPM"
"CA2724" "001100000" "F" "J" "KPM"
"CA2725" "001100011" "F" "J" "KPM"
"CA2726" "001000000" "M" "J" "KPM"
"CA2727" "001111110" "F" "J" "KPM"
"CA2728" "001000000" "F" "J" "KPM"
"CA2729" "001000001" "M" "A" "KPM"
"CA2730" "001000000" "F" "J" "KPM"
"CA2731" "001000000" "F" "J" "KPM"
"CA2732" "001100000" "F" "A" "KPM"
"CA2733" "001000000" "M" "J" "KPM"
"CA2734" "001000000" "F" "J" "KPM"
"CA2735" "001000000" "F" "J" "KPM"
"CA2736" "001000000" "M" "J" "KPM"
"CA2737" "001100000" "M" "A" "KPM"
"CA2738" "001110110" "F" "A" "KPM"
"CA2739" "001000000" "M" "A" "KPM"
"CA2740" "001110110" "F" "J" "KPM"
"CA2741" "001100000" "M" "J" "KPM"
"CA2742" "001000000" "F" "A" "KPM"
"CA2743" "001100001" "M" "A" "KPM"
"CA2744" "001100000" "F" "A" "KPM"
"CA2745" "001011111" "M" "J" "KPM"
"CA2746" "001110111" "M" "J" "KPM"
"CA2747" "001000000" "M" "J" "KPM"
"CA2748" "001000000" "F" "J" "KPM"
"CA2749" "001011111" "M" "J" "KPM"
"CA2751" "001011111" "F" "J" "KPM"
"CA2752" "001000000" "M" "J" "KPM"
"CA2753" "001111111" "F" "J" "KPM"
"CA2754" "000011100" "M" "A" "KPM"
"CA2755" "000011010" "F" "A" "KPM"
"CA2756" "000010100" "F" "A" "KPM"
"CA2757" "000001111" "F" "A" "KPM"
"CA2758" "000001110" "M" "A" "KPM"
"CA2759" "000001001" "F" "A" "KPM"
"CA2760" "000001000" "M" "J" "KPM"
"CA2761" "000001000" "M" "J" "KPM"
"CA2762" "000001111" "F" "A" "KPM"
"CA2763" "000001000" "M" "J" "KPM"
"CA2764" "000001111" "F" "A" "KPM"
"CA2765" "000001000" "F" "A" "KPM"
"CA2767" "000001100" "M" "A" "KPM"
"CA2768" "000011111" "F" "A" "KPM"
"CA2769" "000001110" "M" "A" "KPM"
"CA2770" "000001011" "F" "A" "KPM"
"CA2771" "000001000" "F" "J" "KPM"
"CA2772" "000001000" "M" "J" "KPM"
"CA2773" "000001110" "M" "A" "KPM"
"CA2774" "000000100" "F" "J" "KPM"
"CA2775" "000000100" "M" "J" "KPM"
"CA2776" "000000110" "M" "A" "KPM"
"CA2777" "000000110" "F" "A" "KPM"
"CA2778" "000000100" "F" "J" "KPM"
"CA2779" "000000100" "F" "J" "KPM"
"CA2780" "000000101" "F" "A" "KPM"
"CA2781" "000000100" "F" "A" "KPM"
"CA2782" "000000111" "M" "A" "KPM"
"CA2783" "000000111" "M" "A" "KPM"
"CA2800" "000000100" "F" "J" "KPM"
"CA3001" "001000000" "F" "J" "KPM"
"CA3002" "001000000" "F" "J" "KPM"
"CA3003" "001110111" "F" "J" "KPM"
"CA3004" "001000000" "F" "J" "KPM"
"CA3005" "001000000" "F" "J" "KPM"
"CA3006" "001000000" "M" "J" "KPM"
"CA3007" "001000000" "F" "J" "KPM"
"CA3008" "001100000" "F" "J" "KPM"
"CA3009" "001000000" "M" "J" "KPM"
"CA3010" "001000110" "M" "J" "KPM"
"CA3011" "001111111" "F" "J" "KPM"
"CA3012" "001000111" "M" "J" "KPM"
"CA3013" "001000000" "F" "J" "KPM"
"CA3014" "001000000" "M" "J" "KPM"
"CA3015" "001000011" "M" "J" "KPM"
"CA3016" "001010110" "F" "A" "KPM"
"CA3017" "001000111" "M" "J" "KPM"
"CA3018" "001100100" "F" "A" "KPM"
"CA3019" "001000000" "M" "A" "KPM"
"CA3020" "001100000" "F" "A" "KPM"
"CA3021" "001000000" "F" "J" "KPM"
"CA3022" "001000000" "M" "A" "KPM"
"CA3023" "001110111" "F" "A" "KPM"
"CA3024" "001000000" "M" "J" "KPM"
"CA3025" "001100000" "F" "A" "KPM"
"CA3026" "001000101" "M" "A" "KPM"
"CA3027" "001001111" "M" "J" "KPM"
"CA3028" "001000000" "M" "J" "KPM"
"CA3029" "001000110" "F" "J" "KPM"
"CA3030" "001000000" "F" "J" "KPM"
"CA3031" "001000000" "F" "J" "KPM"
"CA3032" "001001000" "F" "J" "KPM"
"CA3033" "001010000" "M" "A" "KPM"
"CA3034" "001010111" "M" "A" "KPM"
"CA3035" "001000000" "M" "J" "KPM"
"CA3036" "001001111" "M" "J" "KPM"
"CA3037" "001100101" "M" "A" "KPM"
"CA3038" "001001111" "M" "J" "KPM"
"CA3039" "001000000" "M" "J" "KPM"
"CA3040" "001000000" "F" "A" "KPM"
"CA3041" "001100001" "F" "A" "KPM"
"CA3043" "001000000" "F" "J" "KPM"
"CA3044" "001111001" "F" "J" "KPM"
"CA3045" "001000000" "F" "J" "KPM"
"CA3046" "001110000" "M" "J" "KPM"
"CA3049" "001010111" "F" "A" "KPM"
"CA3050" "001000000" "M" "A" "KPM"
"CA3051" "000100000" "F" "J" "KPM"
"CA3052" "000100000" "M" "J" "KPM"
"CA3053" "000100000" "M" "J" "KPM"
"CA3054" "000110000" "F" "A" "KPM"
"CA3055" "000100000" "M" "J" "KPM"
"CA3056" "000100010" "F" "A" "KPM"
"CA3057" "000110010" "F" "A" "KPM"
"CA3058" "000110111" "M" "A" "KPM"
"CA3059" "000111011" "F" "A" "KPM"
"CA3060" "000110100" "F" "A" "KPM"
"CA3061" "000101101" "F" "A" "KPM"
"CA3062" "000100001" "F" "A" "KPM"
"CA3063" "000101101" "F" "A" "KPM"
"CA3064" "000100000" "F" "A" "KPM"
"CA3065" "000111111" "M" "A" "KPM"
"CA3066" "000110111" "M" "A" "KPM"
"CA3067" "000100000" "F" "A" "KPM"
"CA3068" "000100000" "F" "A" "KPM"
"CA3069" "000100000" "F" "A" "KPM"
"CA3070" "000110100" "F" "A" "KPM"
"CA3071" "000110111" "F" "A" "KPM"
"CA3072" "000110110" "M" "A" "KPM"
"CA3073" "000110000" "M" "A" "KPM"
"CA3074" "000110001" "M" "A" "KPM"
"CA3075" "000100011" "M" "J" "KPM"
"CA3076" "000100010" "F" "J" "KPM"
"CA3077" "000100111" "M" "J" "KPM"
"CA3078" "000100000" "M" "J" "KPM"
"CA3079" "000100000" "M" "J" "KPM"
"CA3080" "000101100" "F" "J" "KPM"
"CA3081" "000100000" "F" "J" "KPM"
"CA3082" "000110111" "F" "A" "KPM"
"CA3083" "000111110" "F" "A" "KPM"
"CA3084" "000110111" "M" "A" "KPM"
"CA3085" "000110011" "F" "A" "KPM"
"CA3086" "000100000" "M" "J" "KPM"
"CA3087" "000100000" "M" "J" "KPM"
"CA3088" "000100000" "M" "J" "KPM"
"CA3089" "000100000" "M" "J" "KPM"
"CA3091" "000100000" "M" "J" "KPM"
"CA3092" "000100000" "M" "J" "KPM"
"CA3093" "000100000" "M" "J" "KPM"
"CA3094" "000110000" "F" "A" "KPM"
"CA3095" "000100111" "F" "J" "KPM"
"CA3101" "000111101" "M" "A" "KPM"
"CA3103" "000101010" "F" "A" "KPM"
"CA3106" "000100000" "M" "A" "KPM"
"CA3113" "000100000" "M" "J" "KPM"
"CA3114" "000100000" "F" "J" "KPM"
"CA3115" "000100000" "M" "J" "KPM"
"CA3117" "000100000" "M" "J" "KPM"
"CA3119" "000110111" "F" "J" "KPM"
"CA3121" "000100000" "F" "A" "KPM"
"CA3122" "000100000" "M" "A" "KPM"
"CA3123" "000100000" "M" "A" "KPM"
"CA3124" "000110101" "F" "A" "KPM"
"CA3126" "000100000" "F" "A" "KPM"
"CA3129" "000100000" "M" "A" "KPM"
"CA3130" "000110111" "M" "A" "KPM"
"CA3135" "000100000" "M" "A" "KPM"
"CA3136" "000100000" "M" "A" "KPM"
"CA3137" "000100000" "M" "J" "KPM"
"CA3138" "000100000" "F" "J" "KPM"
"CA3139" "000101001" "F" "J" "KPM"
"CA3140" "000110101" "M" "A" "KPM"
"CA3141" "000111111" "F" "A" "KPM"
"CA3142" "000110000" "F" "A" "KPM"
"CA3143" "000100100" "M" "J" "KPM"
"CA3145" "000111111" "M" "A" "KPM"
"CA3146" "000110111" "F" "A" "KPM"
"CA3154" "000110111" "F" "A" "KPM"
"CA3162" "000001000" "F" "J" "KPM"
"CA3163" "000001000" "M" "J" "KPM"
"CA3164" "000001011" "F" "A" "KPM"
"CA3165" "000001000" "F" "J" "KPM"
"CA3166" "000001000" "F" "J" "KPM"
"CA3167" "000001000" "M" "J" "KPM"
"CA3168" "000001001" "M" "A" "KPM"
"CA3169" "000001000" "F" "J" "KPM"
"CA3170" "000001000" "F" "J" "KPM"
"CA3171" "000001000" "F" "J" "KPM"
"CA3172" "000001000" "F" "J" "KPM"
"CA3173" "000001000" "M" "J" "KPM"
"CA3174" "000001110" "M" "A" "KPM"
"CA3175" "000001000" "M" "J" "KPM"
"CA3176" "000001000" "M" "J" "KPM"
"CA3177" "000001000" "F" "J" "KPM"
"CA3178" "000001000" "F" "J" "KPM"
"CA3179" "000001000" "F" "J" "KPM"
"CA3180" "000001000" "F" "J" "KPM"
"CA3181" "000001000" "F" "J" "KPM"
"CA3182" "000001000" "F" "J" "KPM"
"CA3183" "000001111" "M" "A" "KPM"
"CA3184" "000001000" "M" "J" "KPM"
"CA3186" "000001000" "F" "J" "KPM"
"CA3187" "000001000" "F" "J" "KPM"
"CA3188" "000001000" "F" "J" "KPM"
"CA3189" "000001000" "M" "J" "KPM"
"CA3190" "000001100" "F" "A" "KPM"
"CA3191" "000001000" "M" "J" "KPM"
"CA3193" "000001000" "M" "J" "KPM"
"CA3194" "000001011" "F" "A" "KPM"
"CA3195" "000001000" "M" "A" "KPM"
"CA3196" "000001000" "F" "J" "KPM"
"CA3198" "000001000" "M" "J" "KPM"
"CA3200" "000001000" "M" "J" "KPM"
"CA3401" "000110010" "F" "A" "KPM"
"CA3402" "000100000" "F" "A" "KPM"
"CA3403" "000111000" "M" "A" "KPM"
"CA3404" "000100000" "M" "J" "KPM"
"CA3405" "000110110" "F" "A" "KPM"
"CA3406" "000100100" "F" "A" "KPM"
"CA3407" "000110010" "M" "A" "KPM"
"CA3408" "000100000" "F" "J" "KPM"
"CA3409" "000100000" "F" "J" "KPM"
"CA3410" "000100000" "M" "J" "KPM"
"CA3411" "000110010" "F" "A" "KPM"
"CA3412" "000110010" "F" "A" "KPM"
"CA3413" "000100100" "F" "A" "KPM"
"CA3414" "000100000" "M" "J" "KPM"
"CA3415" "000100000" "F" "J" "KPM"
"CA3416" "000100000" "F" "J" "KPM"
"CA3417" "000111001" "F" "A" "KPM"
"CA3418" "000100110" "F" "A" "KPM"
"CA3419" "000100000" "F" "A" "KPM"
"CA3420" "000100000" "F" "A" "KPM"
"CA3421" "000100000" "M" "J" "KPM"
"CA3423" "000111110" "M" "A" "KPM"
"CA3424" "000111110" "F" "A" "KPM"
"CA3425" "000110111" "F" "A" "KPM"
"CA3426" "000100000" "F" "J" "KPM"
"CA3427" "000110111" "F" "A" "KPM"
"CA3428" "000100100" "F" "J" "KPM"
"CA3429" "000100000" "F" "J" "KPM"
"CA3430" "000100000" "M" "J" "KPM"
"CA3431" "000110111" "F" "A" "KPM"
"CA3432" "000100000" "F" "A" "KPM"
"CA3433" "000100101" "M" "A" "KPM"
"CA3434" "000110111" "F" "A" "KPM"
"CA3435" "000110100" "F" "A" "KPM"
"CA3436" "000100000" "M" "J" "KPM"
"CA3437" "000100000" "M" "J" "KPM"
"CA3438" "000100001" "M" "A" "KPM"
"CA3439" "000110000" "F" "A" "KPM"
"CA3440" "000110111" "M" "A" "KPM"
"CA3441" "000100000" "F" "J" "KPM"
"CA3442" "000100000" "M" "J" "KPM"
"CA3443" "000100000" "F" "J" "KPM"
"CA3444" "000100000" "F" "A" "KPM"
"CA3445" "000110111" "M" "A" "KPM"
"CA3446" "000100000" "F" "J" "KPM"
"CA3447" "000111111" "F" "A" "KPM"
"CA3448" "000101000" "F" "A" "KPM"
"CA3449" "000100000" "F" "J" "KPM"
"CA3450" "000110110" "F" "A" "KPM"
"CA3452" "000100000" "F" "A" "KPM"
"CA3455" "000100000" "F" "J" "KPM"
"CA3457" "000110000" "M" "A" "KPM"
"CA3458" "000101110" "F" "A" "KPM"
"CA3459" "000100000" "M" "J" "KPM"
"CA3460" "000110111" "M" "A" "KPM"
"CA3461" "000100000" "M" "J" "KPM"
"CA3462" "000100000" "F" "J" "KPM"
"CA3463" "000100000" "F" "A" "KPM"
"CA3464" "000111110" "F" "A" "KPM"
"CA3465" "000100000" "F" "A" "KPM"
"CA3466" "000110111" "M" "A" "KPM"
"CA3467" "000100000" "M" "J" "KPM"
"CA3468" "000100000" "M" "A" "KPM"
"CA3469" "000100000" "F" "J" "KPM"
"CA3470" "000100000" "M" "A" "KPM"
"CA3471" "000100000" "M" "J" "KPM"
"CA3472" "000100000" "F" "J" "KPM"
"CA3473" "000100000" "F" "J" "KPM"
"CA3474" "000100000" "F" "J" "KPM"
"CA3475" "000100000" "M" "J" "KPM"
"CA3476" "000100000" "F" "J" "KPM"
"CA3477" "000100000" "M" "J" "KPM"
"CA3478" "000110000" "M" "A" "KPM"
"CA3479" "000110000" "M" "A" "KPM"
"CA3480" "000110110" "F" "A" "KPM"
"CA3481" "000100000" "M" "J" "KPM"
"CA3483" "000100000" "F" "J" "KPM"
"CA3485" "000100000" "M" "J" "KPM"
"CA3486" "000100000" "F" "J" "KPM"
"CA3487" "000100000" "M" "J" "KPM"
"CA3489" "000100000" "M" "J" "KPM"
"CA3490" "000110000" "F" "A" "KPM"
"CA3491" "000110000" "F" "A" "KPM"
"CA3494" "000110110" "F" "A" "KPM"
"CA3496" "000100000" "M" "J" "KPM"
"CA3497" "000100000" "F" "J" "KPM"
"CA3498" "000100000" "M" "J" "KPM"
"CA3499" "000100000" "M" "J" "KPM"
"CA3500" "000110111" "M" "A" "KPM"
"CA3601" "000100000" "M" "J" "KPM"
"CA3602" "000100000" "M" "J" "KPM"
"CA3603" "000100000" "F" "J" "KPM"
"CA3604" "000100000" "M" "A" "KPM"
"CA3605" "000110110" "M" "A" "KPM"
"CA3606" "000110000" "F" "A" "KPM"
"CA3607" "000110111" "F" "A" "KPM"
"CA3608" "000100000" "F" "J" "KPM"
"CA3609" "000100000" "M" "J" "KPM"
"CA3610" "000100000" "M" "J" "KPM"
"CA3611" "000100000" "F" "J" "KPM"
"CA3612" "000101111" "M" "A" "KPM"
"CA3613" "000100111" "F" "J" "KPM"
"CA3614" "000100000" "F" "A" "KPM"
"CA3615" "000100000" "F" "J" "KPM"
"CA3616" "000111111" "M" "A" "KPM"
"CA3617" "000110011" "M" "A" "KPM"
"CA3618" "000100000" "M" "J" "KPM"
"CA3619" "000100100" "M" "J" "KPM"
"CA3620" "000100000" "F" "J" "KPM"
"CA3621" "000110111" "F" "A" "KPM"
"CA3622" "000100000" "M" "A" "KPM"
"CA3623" "000100110" "F" "J" "KPM"
"CA3624" "000100000" "M" "J" "KPM"
"CA3625" "000100000" "M" "J" "KPM"
"CA3626" "000100000" "F" "J" "KPM"
"CA3627" "000100000" "F" "J" "KPM"
"CA3628" "000100000" "M" "J" "KPM"
"CA3629" "000100000" "F" "A" "KPM"
"CA3630" "000100000" "F" "J" "KPM"
"CA3631" "000100000" "F" "J" "KPM"
"CA3632" "000100000" "F" "J" "KPM"
"CA3633" "000100000" "M" "J" "KPM"
"CA3634" "000100000" "F" "J" "KPM"
"CA3635" "000100000" "F" "J" "KPM"
"CA3637" "000100000" "M" "J" "KPM"
"CA3638" "000100100" "M" "A" "KPM"
"CA3639" "000110100" "F" "A" "KPM"
"CA3640" "000100001" "M" "A" "KPM"
"CA3641" "000100000" "F" "J" "KPM"
"CA3642" "000100000" "M" "J" "KPM"
"CA3643" "000100000" "M" "J" "KPM"
"CA3644" "000100000" "M" "J" "KPM"
"CA3645" "000100000" "F" "J" "KPM"
"CA3648" "000100000" "M" "J" "KPM"
"CA3649" "000100000" "F" "J" "KPM"
"CA3650" "000100000" "M" "J" "KPM"
"CA3651" "000100000" "M" "J" "KPM"
"CA3655" "000110111" "F" "A" "KPM"
"CA3656" "000100000" "M" "J" "KPM"
"CA3657" "000100000" "M" "J" "KPM"
"CA3658" "000110011" "F" "A" "KPM"
"CA3659" "000100100" "F" "J" "KPM"
"CA3660" "000110000" "M" "A" "KPM"
"CA3661" "000100000" "M" "J" "KPM"
"CA3662" "000001100" "M" "A" "KPM"
"CA3663" "000001111" "F" "A" "KPM"
"CA3664" "000001100" "F" "A" "KPM"
"CA3665" "000001111" "F" "A" "KPM"
"CA3666" "000001111" "M" "A" "KPM"
"CA3667" "000001000" "M" "A" "KPM"
"CA3668" "000001111" "F" "A" "KPM"
"CA3669" "000001000" "F" "A" "KPM"
"CA3680" "000001110" "F" "A" "KPM"
"CA3682" "000001100" "F" "A" "KPM"
"CA3683" "000001000" "F" "J" "KPM"
"CA3684" "000001000" "F" "J" "KPM"
"CA3686" "000001000" "F" "J" "KPM"
"CA3687" "000001000" "M" "J" "KPM"
"CA3689" "000001000" "M" "J" "KPM"
"CA3690" "000001000" "M" "J" "KPM"
"CA3692" "000001000" "F" "J" "KPM"
"CA3693" "000001000" "F" "J" "KPM"
"CA3694" "000001000" "M" "J" "KPM"
"CA3695" "000001111" "F" "A" "KPM"
"CA3696" "000001111" "M" "A" "KPM"
"CA3697" "000001111" "F" "A" "KPM"
"CA3698" "000001000" "M" "J" "KPM"
"CA3699" "000000100" "F" "J" "KPM"
"CA3700" "000000100" "F" "J" "KPM"
"CA3701" "000110111" "M" "A" "KPM"
"CA3702" "000100000" "M" "J" "KPM"
"CA3703" "000110000" "F" "A" "KPM"
"CA3704" "000110100" "F" "A" "KPM"
"CA3705" "000100000" "F" "J" "KPM"
"CA3706" "000110000" "F" "A" "KPM"
"CA3707" "000100001" "M" "J" "KPM"
"CA3709" "000110111" "F" "A" "KPM"
"CA3725" "000100111" "F" "J" "KPM"
"CA3732" "000100000" "F" "J" "KPM"
"CA3744" "000010000" "M" "J" "KPM"
"CA3745" "000010000" "F" "J" "KPM"
"CA3746" "000010000" "F" "J" "KPM"
"CA3748" "000010000" "F" "J" "KPM"
"CA3749" "000010000" "F" "J" "KPM"
"CA3751" "000001111" "M" "A" "KPM"
"CA3752" "000001010" "F" "A" "KPM"
"CA3753" "000001111" "M" "A" "KPM"
"CA3754" "000001111" "F" "A" "KPM"
"CA3755" "000001101" "M" "A" "KPM"
"CA3757" "000001111" "M" "A" "KPM"
"CA3758" "000001100" "M" "A" "KPM"
"CA3759" "000001000" "M" "A" "KPM"
"CA3760" "000001111" "M" "A" "KPM"
"CA3761" "000001111" "M" "A" "KPM"
"CA3763" "000001000" "F" "J" "KPM"
"CA3764" "000001111" "F" "A" "KPM"
"CA3765" "000001110" "F" "A" "KPM"
"CA3766" "000001000" "F" "J" "KPM"
"CA3767" "000001000" "M" "J" "KPM"
"CA3768" "000001000" "F" "J" "KPM"
"CA3769" "000001111" "M" "A" "KPM"
"CA3770" "000001110" "F" "A" "KPM"
"CA3771" "000001111" "M" "A" "KPM"
"CA3772" "000001111" "F" "A" "KPM"
"CA3773" "000001000" "F" "J" "KPM"
"CA3774" "000001111" "M" "A" "KPM"
"CA3775" "000001100" "F" "A" "KPM"
"CA3776" "000001001" "F" "A" "KPM"
"CA3777" "000001000" "F" "J" "KPM"
"CA3778" "000001000" "F" "J" "KPM"
"CA3779" "000001000" "M" "J" "KPM"
"CA3780" "000001000" "M" "J" "KPM"
"CA3781" "000001000" "F" "J" "KPM"
"CA3783" "000001000" "M" "J" "KPM"
"CA3784" "000001000" "F" "J" "KPM"
"CA3785" "000001000" "F" "J" "KPM"
"CA3786" "000001000" "M" "J" "KPM"
"CA3787" "000001111" "F" "A" "KPM"
"CA3788" "000001000" "F" "J" "KPM"
"CA3789" "000001111" "M" "A" "KPM"
"CA3790" "000001000" "M" "J" "KPM"
"CA3791" "000001000" "F" "J" "KPM"
"CA3792" "000001111" "M" "A" "KPM"
"CA3793" "000001111" "F" "A" "KPM"
"CA3795" "000001000" "M" "J" "KPM"
"CA3796" "000001000" "M" "J" "KPM"
"CA3797" "000001000" "F" "J" "KPM"
"CA3798" "000001000" "F" "J" "KPM"
"CA3799" "000001000" "F" "J" "KPM"
"CA3801" "000000101" "F" "J" "KPM"
"CA3803" "000000100" "F" "J" "KPM"
"CA3805" "000000100" "F" "J" "KPM"
"CA3806" "000000100" "M" "J" "KPM"
"CA3807" "000000111" "F" "A" "KPM"
"CA3808" "000000100" "M" "J" "KPM"
"CA3809" "000000111" "M" "A" "KPM"
"CA3810" "000000100" "F" "A" "KPM"
"CA3811" "000000110" "M" "A" "KPM"
"CA3812" "000000100" "M" "J" "KPM"
"CA3813" "000000100" "M" "J" "KPM"
"CA3814" "000000110" "F" "A" "KPM"
"CA3815" "000000101" "M" "A" "KPM"
"CA3816" "000000111" "F" "A" "KPM"
"CA3817" "000000100" "M" "J" "KPM"
"CA3818" "000000110" "M" "A" "KPM"
"CA3819" "000000100" "M" "J" "KPM"
"CA3820" "000000100" "F" "J" "KPM"
"CA3821" "000000100" "F" "J" "KPM"
"CA3822" "000000110" "F" "A" "KPM"
"CA3823" "000000100" "F" "J" "KPM"
"CA3824" "000000100" "F" "J" "KPM"
"CA3825" "000000100" "F" "J" "KPM"
"CA3826" "000000111" "M" "A" "KPM"
"CA3827" "000000100" "M" "J" "KPM"
"CA3828" "000000100" "F" "J" "KPM"
"CA3829" "000000100" "F" "J" "KPM"
"CA3830" "000000100" "F" "J" "KPM"
"CA3831" "000000100" "M" "J" "KPM"
"CA3832" "000000100" "M" "J" "KPM"
"CA3833" "000000100" "F" "J" "KPM"
"CA3834" "000000100" "F" "J" "KPM"
"CA3835" "000000100" "F" "J" "KPM"
"CA3836" "000000100" "F" "J" "KPM"
"CA3837" "000000100" "F" "J" "KPM"
"CA3838" "000000111" "M" "A" "KPM"
"CA3839" "000000100" "M" "J" "KPM"
"CA3840" "000000100" "F" "J" "KPM"
"CA3841" "000000100" "M" "J" "KPM"
"CA3842" "000000100" "M" "J" "KPM"
"CA3843" "000000100" "F" "J" "KPM"
"CA3844" "000000100" "F" "J" "KPM"
"CA3845" "000000100" "M" "J" "KPM"
"CA3846" "000000100" "F" "J" "KPM"
"CA3848" "000000100" "M" "A" "KPM"
"CA3849" "000000110" "F" "A" "KPM"
"CA3850" "000000111" "F" "A" "KPM"
"CA3852" "000000100" "M" "J" "KPM"
"CA3853" "000000100" "F" "J" "KPM"
"CA3854" "000000100" "M" "A" "KPM"
"CA3855" "000000100" "F" "J" "KPM"
"CA3856" "000000100" "M" "J" "KPM"
"CA3857" "000000100" "F" "J" "KPM"
"CA3858" "000000100" "F" "J" "KPM"
"CA3859" "000000100" "F" "J" "KPM"
"CA3860" "000000100" "F" "J" "KPM"
"CA3861" "000000110" "M" "A" "KPM"
"CA3862" "000000100" "M" "J" "KPM"
"CA3863" "000000100" "M" "J" "KPM"
"CA3864" "000000100" "F" "J" "KPM"
"CA3865" "000000100" "M" "J" "KPM"
"CA3866" "000000100" "M" "A" "KPM"
"CA3867" "000000100" "F" "J" "KPM"
"CA3868" "000000101" "F" "J" "KPM"
"CA3869" "000000111" "M" "A" "KPM"
"CA3870" "000000100" "F" "J" "KPM"
"CA3871" "000000100" "F" "J" "KPM"
"CA3872" "000000100" "F" "J" "KPM"
"CA3873" "000000100" "F" "J" "KPM"
"CA3874" "000000100" "M" "J" "KPM"
"CA3875" "000000100" "F" "J" "KPM"
"CA3876" "000000100" "M" "J" "KPM"
"CA3877" "000000100" "F" "A" "KPM"
"CA3878" "000000100" "F" "J" "KPM"
"CA3879" "000000100" "M" "A" "KPM"
"CA3886" "000000010" "M" "J" "KPM"
"CA3888" "000000010" "F" "J" "KPM"
"CA3889" "000000011" "F" "A" "KPM"
"CA3890" "000000010" "M" "J" "KPM"
"CA3892" "000000010" "F" "A" "KPM"
"CA3893" "000000010" "F" "J" "KPM"
"CA3895" "000000010" "M" "J" "KPM"
"CA3897" "000000010" "F" "J" "KPM"
"CA3898" "000000010" "M" "J" "KPM"
"CA3899" "000000010" "M" "J" "KPM"
"CA3900" "000000010" "M" "J" "KPM"
"CA3901" "000000100" "F" "A" "KPM"
