"population" "no_chicks" "clutch_size" "year" "male" "female" "family_ID"
"KPM" NA "3" 2010 NA "bird_1840" "family_733"
"KPM" 0 "3" 2010 NA NA "family_743"
"KPM" 3 "3" 2010 "bird_1889" "bird_1858" "family_746"
"KPM" 0 "3" 2010 NA NA "family_747"
"KPM" 0 "3" 2010 NA NA "family_748"
"KPM" 0 "3" 2010 NA NA "family_749"
"KPM" 0 "3" 2010 NA NA "family_750"
"KPM" 0 "3" 2010 NA "bird_6151" "family_751"
"KPM" 0 "2" 2010 NA NA "family_752"
"KPM" NA "3" 2010 "bird_1891" "bird_1834" "family_753"
"KPM" 0 "3" 2010 "bird_6153" "bird_1500" "family_755"
"KPM" 1 "2" 2010 NA "bird_1839" "family_762"
"KPM" 2 "3" 2010 "bird_1472" "bird_1875" "family_763"
"KPM" 2 "3" 2010 NA "bird_1830" "family_764"
"KPM" 0 "1" 2010 NA NA "family_765"
"KPM" 2 "3" 2010 "bird_1901" "bird_1643" "family_766"
"KPM" 0 "3" 2010 NA "bird_1833" "family_767"
"KPM" 0 "3" 2010 "bird_194" NA "family_768"
"KPM" 3 "3" 2010 "bird_1918" "bird_1877" "family_769"
"KPM" 0 "3" 2010 "bird_768" "bird_1851" "family_770"
"KPM" 3 "3" 2010 "bird_1867" "bird_1852" "family_772"
"KPM" 0 "3" 2010 "bird_1841" "bird_1644" "family_773"
"KPM" 0 "1" 2010 NA NA "family_774"
"KPM" 0 "3" 2010 NA NA "family_775"
"KPM" NA "3" 2010 "bird_1872" "bird_1848" "family_776"
"KPM" 2 "3" 2010 NA "bird_1847" "family_777"
"KPM" 0 "2" 2010 NA "bird_1576" "family_778"
"KPM" 0 "3" 2010 NA "bird_764" "family_779"
"KPM" 0 "3" 2010 NA "bird_182" "family_780"
"KPM" 2 "3" 2010 NA "bird_1503" "family_781"
"KPM" 2 "3" 2010 NA "bird_811" "family_783"
"KPM" NA "1" 2010 NA NA "family_784"
"KPM" 0 "3" 2010 "bird_1860" "bird_1859" "family_785"
"KPM" 1 "2" 2010 "bird_1880" "bird_1862" "family_786"
"KPM" 0 "3" 2010 NA "bird_1866" "family_787"
"KPM" NA "3" 2010 "bird_1861" "bird_1861" "family_788"
"KPM" 0 "3" 2010 "bird_775" "bird_207" "family_789"
"KPM" 0 "2" 2010 NA NA "family_790"
"KPM" 0 "2" 2010 NA NA "family_791"
"KPM" 2 "3" 2010 "bird_1893" "bird_1471" "family_792"
"KPM" 1 "2" 2010 "bird_1401" "bird_1871" "family_794"
"KPM" NA "3" 2010 NA "bird_1886" "family_795"
"KPM" 0 "3" 2010 NA "bird_1887" "family_796"
"KPM" 0 "3" 2010 NA NA "family_797"
"KPM" 0 "2" 2010 NA "bird_1913" "family_798"
"KPM" 0 "2" 2010 NA NA "family_799"
"KPM" 0 "3" 2010 "bird_1999" "bird_1999" "family_800"
"KPM" 2 "3" 2010 NA NA "family_801"
"KPM" 0 "3" 2010 NA NA "family_802"
"KPM" 0 "1" 2010 NA NA "family_803"
"KPM" NA "3" 2010 NA NA "family_805"
"KPM" 2 "3" 2010 NA "bird_225" "family_806"
"KPM" 0 NA 2010 NA NA "family_807"
"KPM" 0 NA 2010 NA NA "family_808"
"KPM" NA "3" 2010 "bird_828" "bird_1874" "family_809"
"KPM" 0 "2" 2010 NA "bird_1878" "family_810"
"KPM" 0 "3" 2010 NA "bird_1593" "family_811"
"KPM" 2 "3" 2010 "bird_1689" "bird_1881" "family_812"
"KPM" 0 "2" 2010 NA "bird_1911" "family_813"
"KPM" 1 "2" 2010 "bird_1688" "bird_1912" "family_814"
"KPM" 0 "3" 2010 NA NA "family_816"
"KPM" 0 "3" 2010 NA NA "family_817"
"KPM" 0 "3" 2010 NA NA "family_818"
"KPM" 0 "3" 2010 NA NA "family_819"
"KPM" 3 "3" 2010 NA "bird_1888" "family_820"
"KPM" 0 "2" 2010 NA "bird_223" "family_821"
"KPM" 0 "1" 2010 NA NA "family_822"
"KPM" 0 "1" 2010 NA NA "family_823"
"KPM" 0 NA 2010 NA NA "family_824"
"KPM" 0 "2" 2010 NA NA "family_825"
"KPM" 2 "3" 2010 "bird_1902" "bird_1903" "family_827"
"KPM" 0 "2" 2010 "bird_1470" "bird_1684" "family_828"
"KPM" 3 "3" 2010 "bird_1683" "bird_1681" "family_829"
"KPM" 0 "3" 2010 "bird_1682" "bird_1685" "family_830"
"KPM" 0 "3" 2010 NA "bird_163" "family_831"
"KPM" 0 "3" 2010 NA NA "family_832"
"KPM" NA "3" 2010 NA NA "family_833"
"KPM" 0 "1" 2010 NA NA "family_834"
"KPM" 0 "2" 2010 NA NA "family_835"
"KPM" 0 "2" 2010 NA NA "family_836"
"KPM" 0 "3" 2010 "bird_305" "bird_1831" "family_680"
"KPM" 3 "3" 2010 "bird_221" "bird_167" "family_681"
"KPM" NA "3" 2010 "bird_1467" "bird_189" "family_682"
"KPM" 0 "3" 2010 NA "bird_1633" "family_683"
"KPM" NA NA 2010 "bird_1434" NA "family_684"
"KPM" 3 "3" 2010 "bird_139" "bird_1465" "family_685"
"KPM" 2 "3" 2010 "bird_261" "bird_1571" "family_686"
"KPM" 3 "3" 2010 "bird_802" "bird_1497" "family_687"
"KPM" 0 "3" 2010 "bird_758" "bird_1829" "family_688"
"KPM" 2 "3" 2010 "bird_6159" "bird_1398" "family_690"
"KPM" 1 "3" 2010 "bird_6186" "bird_1627" "family_691"
"KPM" 2 "3" 2010 "bird_1628" "bird_1635" "family_692"
"KPM" 1 "2" 2010 "bird_229" "bird_1636" "family_693"
"KPM" 0 "2" 2010 NA "bird_1491" "family_694"
"KPM" 1 "3" 2010 "bird_1645" "bird_1629" "family_695"
"KPM" NA "3" 2010 "bird_6167" "bird_1631" "family_696"
"KPM" NA "3" 2010 "bird_6150" "bird_1632" "family_697"
"KPM" NA NA 2010 NA NA "family_698"
"KPM" NA "3" 2010 NA "bird_1634" "family_699"
"KPM" 0 "3" 2010 "bird_1646" "bird_1642" "family_701"
"KPM" 3 "3" 2010 "bird_755" "bird_757" "family_702"
"KPM" 0 "3" 2010 "bird_6154" NA "family_703"
"KPM" NA "3" 2010 "bird_1608" "bird_1467" "family_704"
"KPM" 2 "3" 2010 "bird_1482" "bird_1493" "family_705"
"KPM" 2 "3" 2010 "bird_300" "bird_1531" "family_706"
"KPM" 1 "2" 2010 "bird_1514" "bird_769" "family_707"
"KPM" 2 "3" 2010 "bird_1657" "bird_759" "family_708"
"KPM" NA NA 2010 NA NA "family_709"
"KPM" NA "3" 2010 "bird_1673" "bird_1668" "family_710"
"KPM" 2 "2" 2010 "bird_1617" "bird_1658" "family_712"
"KPM" 1 "1" 2010 "bird_1671" "bird_1672" "family_713"
"KPM" 3 "3" 2010 "bird_776" "bird_1939" "family_714"
"KPM" NA NA 2010 NA NA "family_715"
"KPM" NA "3" 2010 "bird_1686" NA "family_716"
"KPM" 1 "3" 2010 "bird_176" "bird_182" "family_717"
"KPM" NA "2" 2010 NA NA "family_718"
"KPM" 0 "3" 2010 "bird_1696" NA "family_719"
"KPM" 2 "2" 2010 "bird_1695" "bird_1524" "family_720"
"KPM" 0 "3" 2010 NA "bird_1697" "family_721"
"KPM" 0 "3" 2010 "bird_229" "bird_1636" "family_723"
"KPM" 1 "3" 2010 "bird_1605" "bird_1590" "family_724"
"KPM" 3 "3" 2010 "bird_6154" "bird_1700" "family_725"
"KPM" 2 "3" 2010 "bird_1470" "bird_1684" "family_726"
"KPM" 0 "2" 2010 "bird_1519" "bird_1488" "family_734"
"KPM" NA "3" 2010 "bird_1922" "bird_1932" "family_735"
"KPM" 0 "2" 2010 "bird_1923" "bird_1924" "family_736"
"KPM" 0 "3" 2010 NA "bird_1615" "family_737"
"KPM" 0 "3" 2010 NA "bird_1615" "family_738"
"KPM" NA "2" 2010 NA "bird_1518" "family_739"
"KPM" NA "1" 2010 NA NA "family_740"
"KPM" NA "2" 2010 NA NA "family_741"
"KPM" NA NA 2010 NA "bird_1947" "family_742"
"KPM" NA "2" 2010 "bird_6180" NA "family_744"
"KPM" 0 "3" 2010 NA NA "family_745"
"KPM" 2 "2" 2010 NA "bird_2002" "family_756"
"KPM" 0 "3" 2010 NA "bird_2007" "family_757"
"KPM" 0 "3" 2010 NA "bird_1632" "family_758"
"KPM" 2 "2" 2010 "bird_1690" "bird_2006" "family_759"
"KPM" 2 "3" 2010 NA "bird_2001" "family_760"
"KPM" 1 "3" 2011 NA "bird_1533" "family_837"
"KPM" 0 "2" 2011 "bird_776" "bird_1939" "family_842"
"KPM" 0 "2" 2011 "bird_1532" NA "family_843"
"KPM" 0 "3" 2011 NA "bird_1924" "family_844"
"KPM" 0 "1" 2011 NA "bird_1534" "family_845"
"KPM" 0 "3" 2011 "bird_159" NA "family_846"
"KPM" 0 "2" 2011 NA "bird_1912" "family_838"
"KPM" 0 "2" 2011 "bird_223" "bird_837" "family_839"
"KPM" 0 "2" 2011 "bird_1388" "bird_298" "family_840"
"KPM" 0 "2" 2011 NA "bird_1924" "family_841"
"KPM" 0 "3" 2012 NA "bird_6162" "family_847"
"KPM" 2 "2" 2012 "bird_36" "bird_35" "family_873"
"KPM" 1 "2" 2012 "bird_1636" "bird_229" "family_901"
"KPM" 0 "3" 2012 "bird_219" "bird_1541" "family_912"
"KPM" 0 "2" 2012 NA NA "family_923"
"KPM" 0 "2" 2012 "bird_6164" "bird_34" "family_928"
"KPM" 3 "3" 2012 "bird_1850" "bird_2016" "family_929"
"KPM" 0 "2" 2012 "bird_2015" "bird_774" "family_930"
"KPM" 2 "3" 2012 "bird_1717" "bird_2018" "family_931"
"KPM" 0 "1" 2012 "bird_6155" NA "family_848"
"KPM" 0 "3" 2012 NA NA "family_858"
"KPM" 0 "2" 2012 NA NA "family_865"
"KPM" 0 "2" 2012 NA NA "family_866"
"KPM" 2 "2" 2012 "bird_2017" "bird_1977" "family_867"
"KPM" 0 "3" 2012 "bird_768" "bird_1851" "family_868"
"KPM" 0 "1" 2012 NA NA "family_869"
"KPM" 0 "2" 2012 "bird_775" "bird_207" "family_870"
"KPM" 0 "2" 2012 NA "bird_6157" "family_871"
"KPM" 0 "1" 2012 "bird_6161" "bird_1529" "family_872"
"KPM" 2 "3" 2012 "bird_294" "bird_247" "family_874"
"KPM" 0 "3" 2012 "bird_6146" NA "family_884"
"KPM" 2 "3" 2012 "bird_2021" "bird_1976" "family_893"
"KPM" 0 "2" 2012 NA NA "family_894"
"KPM" 0 "1" 2012 NA NA "family_895"
"KPM" 0 "2" 2012 "bird_6168" "bird_1845" "family_896"
"KPM" 0 "2" 2012 "bird_1523" "bird_1546" "family_897"
"KPM" 0 "1" 2012 "bird_6156" "bird_1531" "family_898"
"KPM" 0 "1" 2012 NA NA "family_899"
"KPM" 0 "2" 2012 "bird_2020" "bird_1543" "family_900"
"KPM" 0 "1" 2012 "bird_2024" "bird_6169" "family_902"
"KPM" 3 "3" 2012 "bird_1699" "bird_833" "family_903"
"KPM" 0 "3" 2012 "bird_2023" NA "family_904"
"KPM" 0 "2" 2012 NA NA "family_905"
"KPM" 0 "3" 2012 "bird_1547" "bird_2032" "family_906"
"KPM" 0 "3" 2012 "bird_2033" "bird_1435" "family_907"
"KPM" 3 "3" 2012 "bird_2036" "bird_2026" "family_908"
"KPM" 0 "3" 2012 "bird_1527" "bird_795" "family_909"
"KPM" NA "3" 2012 "bird_6157" "bird_192" "family_910"
"KPM" 0 "2" 2012 "bird_815" NA "family_911"
"KPM" 0 "3" 2012 NA "bird_1615" "family_913"
"KPM" 0 "1" 2012 NA NA "family_914"
"KPM" 2 "3" 2012 "bird_6165" "bird_823" "family_915"
"KPM" 0 "3" 2012 NA "bird_2038" "family_916"
"KPM" 3 "3" 2012 "bird_1671" "bird_1672" "family_917"
"KPM" 0 "2" 2012 "bird_2050" "bird_2048" "family_918"
"KPM" 0 "1" 2012 NA NA "family_919"
"KPM" 0 "3" 2012 NA NA "family_920"
"KPM" 0 "3" 2012 NA "bird_1653" "family_921"
"KPM" 0 "3" 2012 "bird_2053" "bird_1533" "family_922"
"KPM" 2 "2" 2012 "bird_1738" "bird_1995" "family_924"
"KPM" NA "3" 2012 "bird_1831" "bird_1632" "family_925"
"KPM" 0 "3" 2012 NA NA "family_926"
"KPM" 0 "1" 2012 NA NA "family_927"
"KPM" 0 "3" 2012 NA "bird_1535" "family_849"
"KPM" 0 "2" 2012 "bird_1536" "bird_1537" "family_850"
"KPM" 0 "2" 2012 NA "bird_6147" "family_851"
"KPM" 0 "3" 2012 "bird_2019" "bird_1615" "family_852"
"KPM" 3 "3" 2012 "bird_1979" "bird_199" "family_853"
"KPM" 0 "2" 2012 "bird_261" "bird_1497" "family_854"
"KPM" 0 "3" 2012 "bird_1934" "bird_1656" "family_855"
"KPM" 0 "2" 2012 NA "bird_1580" "family_856"
"KPM" 3 "3" 2012 "bird_1978" "bird_1980" "family_857"
"KPM" 1 "2" 2012 "bird_1545" "bird_1544" "family_859"
"KPM" 2 "3" 2012 NA "bird_6158" "family_860"
"KPM" 0 "2" 2012 NA "bird_1693" "family_861"
"KPM" 0 "3" 2012 NA "bird_2037" "family_862"
"KPM" 1 "3" 2012 "bird_1727" "bird_2027" "family_863"
"KPM" 0 "2" 2012 "bird_6161" NA "family_864"
"KPM" 0 "3" 2012 "bird_6160" "bird_1493" "family_875"
"KPM" 0 "3" 2012 NA NA "family_876"
"KPM" 0 "1" 2012 NA NA "family_877"
"KPM" 0 "1" 2012 NA NA "family_878"
"KPM" 0 "1" 2012 NA NA "family_879"
"KPM" 0 "2" 2012 NA NA "family_880"
"KPM" 0 "1" 2012 NA NA "family_881"
"KPM" 0 "1" 2012 NA NA "family_882"
"KPM" NA "3" 2012 NA "bird_1887" "family_883"
"KPM" 1 "3" 2012 "bird_2022" "bird_1981" "family_885"
"KPM" 1 "3" 2012 "bird_33" "bird_6152" "family_886"
"KPM" 0 "3" 2012 "bird_251" "bird_2034" "family_887"
"KPM" 1 "3" 2012 "bird_784" "bird_1634" "family_888"
"KPM" 1 "3" 2012 "bird_6168" "bird_37" "family_889"
"KPM" 0 "3" 2012 "bird_2031" "bird_1629" "family_890"
"KPM" 0 "3" 2012 NA NA "family_891"
"KPM" 0 "3" 2012 NA NA "family_892"
"KPM" 2 "3" 2013 "bird_1555" "bird_1556" "family_934"
"KPM" 0 "3" 2013 "bird_2068" "bird_2067" "family_935"
"KPM" 2 "3" 2013 "bird_2072" "bird_1679" "family_936"
"KPM" 2 "3" 2013 "bird_1688" "bird_2326" "family_937"
"KPM" 0 "3" 2013 "bird_X" "bird_1642" "family_966"
"KPM" 1 "3" 2013 "bird_1889" "bird_1858" "family_967"
"KPM" 0 "2" 2013 "bird_1563" "bird_1613" "family_968"
"KPM" 0 "3" 2013 NA "bird_774" "family_938"
"KPM" 0 "3" 2013 "bird_2024" "bird_2032" "family_939"
"KPM" 0 "3" 2013 "bird_X" "bird_1534" "family_940"
"KPM" 0 "3" 2013 "bird_1524" NA "family_941"
"KPM" 0 "1" 2013 NA "bird_X" "family_942"
"KPM" 0 "3" 2013 NA "bird_1852" "family_943"
"KPM" 0 "3" 2013 "bird_166" NA "family_944"
"KPM" 0 "3" 2013 "bird_2020" "bird_1543" "family_945"
"KPM" 3 "3" 2013 "bird_1867" "bird_1627" "family_946"
"KPM" 1 "3" 2013 "bird_839" "bird_1580" "family_947"
"KPM" 0 "3" 2013 NA "bird_1518" "family_948"
"KPM" 3 "3" 2013 NA "bird_1560" "family_949"
"KPM" 3 "3" 2013 "bird_1841" "bird_1644" "family_950"
"KPM" 0 "3" 2013 NA "bird_1976" "family_951"
"KPM" 0 "3" 2013 NA "bird_1561" "family_952"
"KPM" 0 "2" 2013 NA NA "family_953"
"KPM" 2 "2" 2013 "bird_2165" "bird_2147" "family_954"
"KPM" 3 "3" 2013 "bird_2150" "bird_1599" "family_955"
"KPM" 0 "2" 2013 "bird_2148" "bird_2037" "family_956"
"KPM" 0 "2" 2013 "bird_2156" "bird_2008" "family_957"
"KPM" 0 "2" 2013 NA NA "family_958"
"KPM" 3 "3" 2013 NA "bird_1634" "family_959"
"KPM" 0 "3" 2013 NA "bird_2149" "family_960"
"KPM" 1 "3" 2013 "bird_1698" "bird_2155" "family_961"
"KPM" 1 "3" 2013 "bird_1581" "bird_2157" "family_962"
"KPM" 3 "3" 2013 "bird_300" "bird_199" "family_963"
"KPM" 2 "3" 2013 NA "bird_1931" "family_964"
"KPM" 3 "3" 2013 "bird_2015" "bird_774" "family_965"
"KPM" 0 "1" 2013 NA NA "family_991"
"KPM" 0 "3" 2013 NA "bird_1877" "family_1023"
"KPM" 2 "3" 2013 "bird_244" "bird_1409" "family_1040"
"KPM" 0 "2" 2013 "bird_1978" "bird_1980" "family_1051"
"KPM" 0 "3" 2013 NA "bird_298" "family_1055"
"KPM" 0 "3" 2013 "bird_1727" NA "family_1056"
"KPM" 0 "1" 2013 NA NA "family_1057"
"KPM" 0 "3" 2013 NA "bird_1643" "family_1058"
"KPM" 0 "1" 2013 NA "bird_1656" "family_1059"
"KPM" 0 "1" 2013 NA NA "family_992"
"KPM" 0 "1" 2013 "bird_X" NA "family_1002"
"KPM" 0 "2" 2013 "bird_1579" "bird_6170" "family_1013"
"KPM" 0 "3" 2013 "bird_1607" "bird_1700" "family_1016"
"KPM" 0 "2" 2013 "bird_X" "bird_2064" "family_1017"
"KPM" 1 "3" 2013 "bird_1850" "bird_1515" "family_1018"
"KPM" 2 "2" 2013 "bird_761" "bird_218" "family_1019"
"KPM" 0 "3" 2013 "bird_1636" "bird_X" "family_1020"
"KPM" 0 "1" 2013 NA "bird_2054" "family_1021"
"KPM" 0 "1" 2013 NA NA "family_1022"
"KPM" 0 "2" 2013 "bird_1628" NA "family_1024"
"KPM" 0 "1" 2013 NA "bird_1939" "family_1031"
"KPM" 1 "2" 2013 "bird_2066" "bird_1669" "family_1032"
"KPM" 0 "3" 2013 NA "bird_1995" "family_1033"
"KPM" 0 "3" 2013 "bird_1727" "bird_1971" "family_1034"
"KPM" 0 "3" 2013 NA "bird_1862" "family_1035"
"KPM" 1 "2" 2013 "bird_1527" "bird_795" "family_1036"
"KPM" 1 "2" 2013 "bird_2050" "bird_2048" "family_1037"
"KPM" 2 "3" 2013 "bird_1562" "bird_2071" "family_1038"
"KPM" 0 "2" 2013 NA "bird_1854" "family_1039"
"KPM" 0 "3" 2013 "bird_X" "bird_2079" "family_1041"
"KPM" 0 "2" 2013 "bird_2117" "bird_1488" "family_1042"
"KPM" 0 "3" 2013 "bird_1883" "bird_6171" "family_1043"
"KPM" 0 "3" 2013 "bird_X" "bird_X" "family_1044"
"KPM" 0 "2" 2013 "bird_776" "bird_1939" "family_1045"
"KPM" 0 "3" 2013 "bird_2095" "bird_2064" "family_1046"
"KPM" 0 "1" 2013 "bird_176" "bird_1534" "family_1047"
"KPM" 2 "2" 2013 "bird_802" "bird_1571" "family_1048"
"KPM" 1 "1" 2013 "bird_1523" "bird_6148" "family_1049"
"KPM" 0 "1" 2013 "bird_176" "bird_1534" "family_1050"
"KPM" 0 "2" 2013 "bird_2305" "bird_2106" "family_1052"
"KPM" 0 "3" 2013 "bird_1937" "bird_2107" "family_1053"
"KPM" 1 "2" 2013 "bird_2122" "bird_1941" "family_1054"
"KPM" 0 "1" 2013 NA NA "family_993"
"KPM" 1 "2" 2013 "bird_2017" "bird_1977" "family_994"
"KPM" 2 "2" 2013 "bird_1717" "bird_2018" "family_995"
"KPM" 0 "3" 2013 "bird_1970" NA "family_996"
"KPM" 1 "2" 2013 "bird_2023" "bird_2054" "family_997"
"KPM" 0 "3" 2013 NA "bird_1503" "family_998"
"KPM" 0 "3" 2013 "bird_1918" "bird_1877" "family_999"
"KPM" 0 "3" 2013 NA "bird_781" "family_1000"
"KPM" 0 "2" 2013 "bird_X" NA "family_1001"
"KPM" 0 "3" 2013 "bird_1657" NA "family_1003"
"KPM" 0 "3" 2013 "bird_1872" "bird_1541" "family_1004"
"KPM" 0 "3" 2013 NA "bird_1925" "family_1005"
"KPM" 0 "3" 2013 NA "bird_182" "family_1006"
"KPM" 0 "3" 2013 "bird_1699" NA "family_1007"
"KPM" 1 "3" 2013 "bird_310" "bird_2073" "family_1008"
"KPM" 3 "3" 2013 "bird_2083" "bird_1855" "family_1009"
"KPM" 3 "3" 2013 "bird_2314" "bird_1503" "family_1010"
"KPM" 2 "3" 2013 "bird_1930" "bird_1593" "family_1011"
"KPM" 0 "3" 2013 "bird_1974" "bird_6163" "family_1012"
"KPM" 3 "3" 2013 "bird_2309" "bird_2313" "family_1014"
"KPM" 1 "1" 2013 "bird_2304" "bird_1491" "family_1015"
"KPM" 0 "3" 2013 "bird_1934" "bird_2034" "family_1025"
"KPM" 0 "3" 2013 "bird_221" NA "family_1026"
"KPM" 0 "1" 2013 NA NA "family_1027"
"KPM" 1 "2" 2013 "bird_1628" "bird_1881" "family_1028"
"KPM" 0 "3" 2013 "bird_221" "bird_167" "family_1029"
"KPM" 2 "3" 2013 "bird_1649" "bird_1995" "family_1030"
"KPM" 0 "1" 2014 "bird_2419" "bird_2418" "family_1062"
"KPM" 0 "2" 2014 NA "bird_1840" "family_1063"
"KPM" 3 "3" 2014 "bird_1565" "bird_1566" "family_1067"
"KPM" 0 "3" 2014 NA NA "family_1068"
"KPM" 0 "2" 2014 "bird_X" "bird_X" "family_1070"
"KPM" 1 "2" 2014 "bird_1581" "bird_2157" "family_1077"
"KPM" 0 "2" 2014 "bird_1536" "bird_1531" "family_1082"
"KPM" 2 "2" 2014 "bird_2024" "bird_774" "family_1088"
"KPM" 1 "2" 2014 "bird_1524" "bird_2155" "family_1089"
"KPM" 0 "3" 2014 "bird_2362" "bird_6166" "family_1090"
"KPM" 0 "3" 2014 "bird_839" "bird_1580" "family_1091"
"KPM" 3 "3" 2014 "bird_815" "bird_1655" "family_1092"
"KPM" 3 "3" 2014 "bird_1401" "bird_2415" "family_1071"
"KPM" 0 "3" 2014 NA "bird_1518" "family_1072"
"KPM" 0 "1" 2014 NA NA "family_1073"
"KPM" 0 "1" 2014 NA NA "family_1074"
"KPM" 2 "3" 2014 "bird_166" "bird_262" "family_1075"
"KPM" 3 "3" 2014 "bird_2356" "bird_1976" "family_1076"
"KPM" 1 "2" 2014 "bird_2072" "bird_1679" "family_1078"
"KPM" 2 "3" 2014 "bird_2357" "bird_247" "family_1079"
"KPM" 0 "2" 2014 "bird_X" NA "family_1080"
"KPM" 1 "2" 2014 "bird_251" "bird_2034" "family_1081"
"KPM" 0 "3" 2014 NA "bird_1627" "family_1083"
"KPM" 0 "2" 2014 "bird_2409" "bird_2408" "family_1084"
"KPM" 0 "3" 2014 "bird_2265" "bird_2421" "family_1085"
"KPM" 2 "3" 2014 NA "bird_X" "family_1086"
"KPM" 3 "3" 2014 "bird_1468" "bird_207" "family_1087"
"KPM" 0 "2" 2014 NA NA "family_1108"
"KPM" 0 "2" 2014 NA "bird_X" "family_1124"
"KPM" 0 "2" 2014 NA "bird_X" "family_1153"
"KPM" 3 "3" 2014 "bird_1883" "bird_192" "family_1155"
"KPM" 3 "3" 2014 "bird_2066" "bird_1669" "family_1156"
"KPM" 2 "2" 2014 "bird_2337" "bird_1535" "family_1157"
"KPM" 2 "3" 2014 "bird_1727" "bird_2027" "family_1158"
"KPM" 0 "2" 2014 "bird_1970" NA "family_1159"
"KPM" 0 "2" 2014 "bird_827" "bird_263" "family_1160"
"KPM" 1 "1" 2014 "bird_1636" "bird_229" "family_1109"
"KPM" 1 "1" 2014 "bird_1628" "bird_1881" "family_1115"
"KPM" 2 "2" 2014 "bird_1699" "bird_833" "family_1116"
"KPM" 1 "2" 2014 "bird_761" "bird_218" "family_1117"
"KPM" 2 "2" 2014 "bird_2020" "bird_1543" "family_1118"
"KPM" 0 "2" 2014 NA "bird_1409" "family_1119"
"KPM" 2 "3" 2014 "bird_1867" "bird_1852" "family_1120"
"KPM" 1 "3" 2014 NA "bird_2326" "family_1121"
"KPM" 0 "3" 2014 NA "bird_182" "family_1122"
"KPM" 0 "2" 2014 "bird_2023" "bird_2054" "family_1123"
"KPM" 0 "1" 2014 "bird_1860" "bird_1613" "family_1125"
"KPM" 0 "3" 2014 "bird_1918" "bird_1877" "family_1110"
"KPM" 0 "2" 2014 "bird_261" "bird_1497" "family_1111"
"KPM" 1 "3" 2014 "bird_1872" "bird_1541" "family_1112"
"KPM" 3 "3" 2014 "bird_1605" "bird_2138" "family_1113"
"KPM" 3 "3" 2014 "bird_2314" "bird_1861" "family_1114"
"KPM" 2 "2" 2014 "bird_1487" "bird_2246" "family_1126"
"KPM" 2 "2" 2014 "bird_2066" "bird_781" "family_1127"
"KPM" 1 "2" 2014 "bird_834" "bird_1702" "family_1128"
"KPM" 2 "2" 2014 "bird_2117" "bird_1488" "family_1129"
"KPM" 3 "3" 2014 "bird_2327" "bird_1648" "family_1130"
"KPM" 3 "3" 2014 "bird_2125" "bird_1503" "family_1131"
"KPM" 1 "2" 2014 "bird_1647" "bird_1975" "family_1132"
"KPM" 2 "2" 2014 "bird_1579" "bird_1925" "family_1133"
"KPM" 3 "3" 2014 "bird_2248" "bird_1941" "family_1134"
"KPM" 1 "2" 2014 "bird_170" "bird_2344" "family_1135"
"KPM" 0 "2" 2014 "bird_1649" "bird_1995" "family_1136"
"KPM" 0 "2" 2014 "bird_1490" "bird_214" "family_1137"
"KPM" 0 "3" 2014 "bird_X" "bird_1643" "family_1138"
"KPM" 2 "2" 2014 "bird_1935" "bird_1460" "family_1139"
"KPM" 0 "2" 2014 "bird_X" "bird_2006" "family_1140"
"KPM" 2 "3" 2014 "bird_2250" "bird_1435" "family_1141"
"KPM" 2 "2" 2014 "bird_1918" "bird_1877" "family_1142"
"KPM" 0 "3" 2014 "bird_2053" "bird_X" "family_1143"
"KPM" 2 "2" 2014 "bird_2036" "bird_2026" "family_1144"
"KPM" 3 "3" 2014 "bird_1978" "bird_1980" "family_1145"
"KPM" 0 "3" 2014 "bird_1883" "bird_192" "family_1146"
"KPM" 0 "3" 2014 NA "bird_2073" "family_1147"
"KPM" 3 "3" 2014 "bird_6179" "bird_1462" "family_1148"
"KPM" 2 "3" 2014 "bird_1649" "bird_1995" "family_1149"
"KPM" 0 "2" 2014 "bird_768" "bird_1851" "family_1150"
"KPM" 0 "2" 2014 NA "bird_2018" "family_1151"
"KPM" 0 "2" 2014 "bird_170" "bird_2344" "family_1152"
"KPM" 2 "2" 2014 "bird_1562" "bird_2071" "family_1154"
"KPM" 0 "3" 2015 NA "bird_2212" "family_1162"
"KPM" 0 "2" 2015 "bird_X" "bird_2179" "family_1177"
"KPM" 3 "3" 2015 "bird_2024" "bird_774" "family_1187"
"KPM" 3 "3" 2015 "bird_1889" "bird_1858" "family_1188"
"KPM" 2 "3" 2015 "bird_2072" "bird_1679" "family_1189"
"KPM" 2 "3" 2015 "bird_251" "bird_1571" "family_1190"
"KPM" 0 "3" 2015 "bird_2450" "bird_783" "family_1191"
"KPM" 0 "3" 2015 "bird_2466" "bird_2451" "family_1192"
"KPM" 0 "2" 2015 "bird_2325" "bird_2157" "family_1193"
"KPM" 0 "3" 2015 "bird_X" NA "family_1194"
"KPM" 3 "3" 2015 NA "bird_2415" "family_1185"
"KPM" 3 "3" 2015 "bird_2489" "bird_2179" "family_1186"
"KPM" 3 "3" 2015 "bird_166" "bird_823" "family_1178"
"KPM" 0 "3" 2015 NA "bird_2467" "family_1179"
"KPM" 0 "2" 2015 "bird_2488" "bird_2179" "family_1180"
"KPM" 0 "3" 2015 "bird_1581" "bird_2107" "family_1181"
"KPM" 0 "3" 2015 "bird_1727" "bird_2493" "family_1182"
"KPM" 0 "3" 2015 "bird_1524" NA "family_1183"
"KPM" 0 "3" 2015 "bird_1478" NA "family_1184"
