"chick_ID" "nest_ID" "population" "year" "male" "female"
"25349" "1998_C2_129" "KPT" 1998 0 1
"27231" "1998_D2_30" "KPT" 1998 0 1
"27232" "1998_D2_30" "KPT" 1998 1 0
"27233" "1998_D2_30" "KPT" 1998 0 1
"27251" "1998_C1_-101" "KPT" 1998 0 1
"27252" "1998_C1_-101" "KPT" 1998 1 0
"4381" "1998_C1_-10" "KPT" 1998 0 1
"4382" "1998_C1_-10" "KPT" 1998 1 0
"4384" "1998_C2_130" "KPT" 1998 0 1
"4385" "1998_C2_130" "KPT" 1998 0 1
"27256" "1998_C2_130" "KPT" 1998 0 1
"4411" "1999_B1_106" "KPT" 1999 1 0
"4412" "1999_B1_106" "KPT" 1999 1 0
"4413" "1999_B1_106" "KPT" 1999 0 1
"4415" "1999_B1_123" "KPT" 1999 0 1
"4416" "1999_B1_123" "KPT" 1999 0 1
"4421" "1999_B1_101" "KPT" 1999 1 0
"4422" "1999_B1_101" "KPT" 1999 0 1
"4429" "1999_B1_102" "KPT" 1999 1 0
"4430" "1999_B1_102" "KPT" 1999 1 0
"4431" "1999_B1_102" "KPT" 1999 1 0
"4432" "1999_C2_114" "KPT" 1999 1 0
"4433" "1999_C2_114" "KPT" 1999 1 0
"4440" "1999_D1_1" "KPT" 1999 0 1
"4441" "1999_D1_1" "KPT" 1999 1 0
"4442" "1999_D1_1" "KPT" 1999 0 1
"4437" "1999_D2_5" "KPT" 1999 1 0
"4438" "1999_D2_5" "KPT" 1999 0 1
"4439" "1999_D2_5" "KPT" 1999 1 0
"27287" "1999_C1_-501" "KPT" 1999 1 0
"27288" "1999_C1_-501" "KPT" 1999 1 0
"27292" "1999_C1_13" "KPT" 1999 0 1
"27293" "1999_C1_13" "KPT" 1999 1 0
"27294" "1999_C1_13" "KPT" 1999 1 0
"27296" "1999_C1_103" "KPT" 1999 1 0
"27297" "1999_C1_103" "KPT" 1999 0 1
"32252" "1999_C2_102" "KPT" 1999 0 1
"32253" "1999_C2_102" "KPT" 1999 1 0
"4449" "1999_C2_113" "KPT" 1999 1 0
"4450" "1999_C2_113" "KPT" 1999 1 0
"32285" "1999_C3_4" "KPT" 1999 0 1
"32287" "1999_C3_4" "KPT" 1999 1 0
"27460" "1999_D1_8" "KPT" 1999 1 0
"27461" "1999_D1_8" "KPT" 1999 1 0
"27462" "1999_D1_8" "KPT" 1999 0 1
"32296" "1999_C2_112" "KPT" 1999 1 0
"32297" "1999_C2_112" "KPT" 1999 1 0
"27468" "1999_D2_49" "KPT" 1999 1 0
"27469" "1999_D2_49" "KPT" 1999 1 0
"27470" "1999_D2_49" "KPT" 1999 0 1
"27305" "1999_C1_21" "KPT" 1999 0 1
"27306" "1999_C1_21" "KPT" 1999 0 1
"27478" "1999_D1_13" "KPT" 1999 1 0
"27479" "1999_D1_13" "KPT" 1999 0 1
"4481" "1999_B1_29" "KPT" 1999 1 0
"32336" "1999_B1_140" "KPT" 1999 1 0
"32337" "1999_B1_140" "KPT" 1999 1 0
"32342" "1999_B1_140" "KPT" 1999 1 0
"32331" "1999_D2_55" "KPT" 1999 1 0
"32338" "1999_D2_55" "KPT" 1999 0 1
"4487" "1999_B1_29" "KPT" 1999 1 0
"4484" "1999_B1_48" "KPT" 1999 0 1
"4485" "1999_B1_48" "KPT" 1999 1 0
"32343" "1999_C2_125" "KPT" 1999 1 0
"32344" "1999_C2_125" "KPT" 1999 0 1
"32345" "1999_C2_125" "KPT" 1999 1 0
"32348" "1999_C3_18" "KPT" 1999 0 1
"32349" "1999_C3_18" "KPT" 1999 0 1
"27312" "1999_C1_28" "KPT" 1999 0 1
"27313" "1999_C1_28" "KPT" 1999 1 0
"27314" "1999_C1_34" "KPT" 1999 1 0
"27316" "1999_C1_34" "KPT" 1999 0 1
"27325" "1999_C1_34" "KPT" 1999 0 1
"32351" "1999_C1_-3" "KPT" 1999 1 0
"32352" "1999_C1_-3" "KPT" 1999 1 0
"32377" "1999_D3_6" "KPT" 1999 1 0
"32379" "1999_D3_6" "KPT" 1999 0 1
"32386" "1999_B1_54" "KPT" 1999 1 0
"27500" "1999_C2_131" "KPT" 1999 1 0
"27501" "1999_C2_131" "KPT" 1999 1 0
"32381" "1999_C3_19" "KPT" 1999 0 1
"32382" "1999_C3_19" "KPT" 1999 1 0
"32396" "1999_B1_54" "KPT" 1999 0 1
"32392" "1999_B1_71" "KPT" 1999 1 0
"32394" "1999_B1_71" "KPT" 1999 0 1
"32405" "1999_B1_151" "KPT" 1999 1 0
"32407" "1999_B1_151" "KPT" 1999 0 1
"32408" "1999_B1_151" "KPT" 1999 0 1
"32244" "1999_B1_72" "KPT" 1999 1 0
"32245" "1999_B1_72" "KPT" 1999 1 0
"32416" "1999_C3_23" "KPT" 1999 1 0
"32422" "1999_B3_33" "KPT" 1999 1 0
"32430" "1999_B3_33" "KPT" 1999 0 1
"32426" "1999_C3_23" "KPT" 1999 1 0
"32435" "1999_B1_165" "KPT" 1999 1 0
"32436" "1999_B1_165" "KPT" 1999 1 0
"27337" "1999_C1_36" "KPT" 1999 1 0
"27338" "1999_C1_36" "KPT" 1999 1 0
"27339" "1999_C1_36" "KPT" 1999 0 1
"32250" "1999_B1_-51" "KPT" 1999 1 0
"32501" "1999_B1_-51" "KPT" 1999 0 1
"32502" "1999_B1_-51" "KPT" 1999 0 1
"27341" "1999_C3_26" "KPT" 1999 0 1
"27342" "1999_C3_26" "KPT" 1999 1 0
"27530" "1999_C2_209" "KPT" 1999 1 0
"27531" "1999_C2_209" "KPT" 1999 1 0
"27532" "1999_C2_209" "KPT" 1999 1 0
"32461" "1999_C2_220" "KPT" 1999 0 1
"32462" "1999_C2_220" "KPT" 1999 1 0
"32463" "1999_C2_226" "KPT" 1999 0 1
"32464" "1999_C2_226" "KPT" 1999 1 0
"32511" "1999_B1_69" "KPT" 1999 0 1
"32514" "1999_B1_69" "KPT" 1999 0 1
"32469" "1999_C2_227" "KPT" 1999 1 0
"32470" "1999_C2_227" "KPT" 1999 1 0
"32471" "1999_C2_227" "KPT" 1999 0 1
"32473" "1999_C1_48" "KPT" 1999 0 1
"32474" "1999_C1_48" "KPT" 1999 0 1
"32475" "1999_C1_48" "KPT" 1999 1 0
"32476" "1999_C2_140" "KPT" 1999 0 1
"32481" "1999_C2_140" "KPT" 1999 0 1
"CA105" "2006_C_105" "SP" 2006 1 0
"CA106" "2006_C_105" "SP" 2006 0 1
"CA032" "2006_A_7" "SP" 2006 0 1
"CA033" "2006_A_7" "SP" 2006 1 0
"CA037" "2006_A_7" "SP" 2006 0 1
"CA038" "2006_C_107" "SP" 2006 0 1
"CA041" "2006_C_107" "SP" 2006 0 1
"CA045" "2006_B_4" "SP" 2006 1 0
"CA046" "2006_B_4" "SP" 2006 0 1
"CA055" "2006_B_4" "SP" 2006 1 0
"CA070" "2006_B_6" "SP" 2006 1 0
"CA071" "2006_B_6" "SP" 2006 0 1
"CA072" "2006_B_5" "SP" 2006 0 1
"CA073" "2006_B_5" "SP" 2006 1 0
"CA075" "2006_A_103" "SP" 2006 0 1
"CA076" "2006_A_103" "SP" 2006 1 0
"CA077" "2006_B_5" "SP" 2006 1 0
"CA119" "2006_D_113" "SP" 2006 0 1
"CA120" "2006_D_113" "SP" 2006 1 0
"CA121" "2006_D_113" "SP" 2006 0 1
"CA089" "2006_B_208" "SP" 2006 1 0
"CA090" "2006_B_208" "SP" 2006 0 1
"CA127" "2006_D_8" "SP" 2006 1 0
"CA128" "2006_D_8" "SP" 2006 0 1
"CA129" "2006_D_8" "SP" 2006 1 0
"CA207" "2006_A_104" "SP" 2006 1 0
"CA209" "2006_A_104" "SP" 2006 0 1
"CA212" "2006_B_8" "SP" 2006 1 0
"CA213" "2006_B_8" "SP" 2006 1 0
"CA214" "2006_D_11" "SP" 2006 0 1
"CA215" "2006_D_11" "SP" 2006 1 0
"CA145" "2006_C_112" "SP" 2006 0 1
"CA146" "2006_C_112" "SP" 2006 0 1
"CA147" "2006_C_206" "SP" 2006 1 0
"CA148" "2006_C_206" "SP" 2006 1 0
"CA149" "2006_C_206" "SP" 2006 1 0
"CA150" "2006_C_112" "SP" 2006 0 1
"CA157" "2006_C_16" "SP" 2006 0 1
"CA163" "2006_C_16" "SP" 2006 0 1
"CA164" "2006_C_16" "SP" 2006 0 1
"CA182" "2006_D_7" "SP" 2006 1 0
"CA183" "2006_D_7" "SP" 2006 1 0
"CA184" "2006_B_207" "SP" 2006 1 0
"CA185" "2006_D_34" "SP" 2006 1 0
"CA186" "2006_D_34" "SP" 2006 0 1
"CA187" "2006_B_207" "SP" 2006 0 1
"CA188" "2006_D_31" "SP" 2006 1 0
"CA192" "2006_D_31" "SP" 2006 1 0
"CA194" "2006_D_116" "SP" 2006 0 1
"CA195" "2006_D_116" "SP" 2006 0 1
"CA196" "2006_D_116" "SP" 2006 0 1
"CA199" "2006_D_119" "SP" 2006 1 0
"CA200" "2006_D_119" "SP" 2006 1 0
"CA237" "2006_D_17" "SP" 2006 0 1
"CA238" "2006_D_17" "SP" 2006 1 0
"CA249" "2006_C_210" "SP" 2006 1 0
"CA250" "2006_C_210" "SP" 2006 1 0
"CA251" "2006_C_210" "SP" 2006 0 1
"CA258" "2006_D_202" "SP" 2006 0 1
"CA260" "2006_D_36" "SP" 2006 0 1
"CA261" "2006_D_36" "SP" 2006 1 0
"CA263" "2006_D_202" "SP" 2006 1 0
"CA269" "2006_C_113" "SP" 2006 0 1
"CA270" "2006_D_22" "SP" 2006 1 0
"CA271" "2006_D_28" "SP" 2006 0 1
"CA272" "2006_D_28" "SP" 2006 0 1
"CA273" "2006_D_28" "SP" 2006 1 0
"CA275" "2006_C_113" "SP" 2006 1 0
"CA276" "2006_D_22" "SP" 2006 0 1
"CA302" "2006_C_20" "SP" 2006 0 1
"CA304" "2006_C_20" "SP" 2006 1 0
"CA305" "2006_D_35" "SP" 2006 1 0
"CA306" "2006_D_35" "SP" 2006 1 0
"CA313" "2006_C_30" "SP" 2006 0 1
"CA315" "2006_C_30" "SP" 2006 0 1
"CA316" "2006_D_25" "SP" 2006 0 1
"CA317" "2006_D_25" "SP" 2006 1 0
"CA318" "2006_D_25" "SP" 2006 1 0
"CA319" "2006_D_24" "SP" 2006 1 0
"CA320" "2006_D_24" "SP" 2006 0 1
"CA321" "2006_C_30" "SP" 2006 1 0
"CA322" "2006_D_39" "SP" 2006 0 1
"CA323" "2006_D_39" "SP" 2006 1 0
"CA324" "2006_D_37" "SP" 2006 1 0
"CA325" "2006_D_37" "SP" 2006 0 1
"CA1202" "2007_C_4" "SP" 2007 1 0
"CA1203" "2007_C_4" "SP" 2007 1 0
"CA1204" "2007_C_4" "SP" 2007 1 0
"CA1212" "2007_C_11" "SP" 2007 0 1
"CA1213" "2007_C_11" "SP" 2007 1 0
"CA1218" "2007_B_103" "SP" 2007 0 1
"CA1219" "2007_B_103" "SP" 2007 0 1
"CA1227" "2007_A_102" "SP" 2007 0 1
"CA1228" "2007_A_102" "SP" 2007 0 1
"CA1232" "2007_D_2" "SP" 2007 0 1
"CA1233" "2007_D_2" "SP" 2007 1 0
"CA1274" "2007_A_204" "SP" 2007 0 1
"CA1275" "2007_A_204" "SP" 2007 0 1
"CA1238" "2007_B_101" "SP" 2007 0 1
"CA1239" "2007_A_1" "SP" 2007 0 1
"CA1240" "2007_A_1" "SP" 2007 1 0
"CA1241" "2007_A_1" "SP" 2007 0 1
"CA1242" "2007_B_101" "SP" 2007 1 0
"CA1243" "2007_B_101" "SP" 2007 1 0
"CA1245" "2007_B_4" "SP" 2007 1 0
"CA1284" "2007_B_4" "SP" 2007 1 0
"CA1285" "2007_B_4" "SP" 2007 1 0
"CA1248" "2007_C_8" "SP" 2007 1 0
"CA1288" "2007_A_5" "SP" 2007 1 0
"CA1289" "2007_C_8" "SP" 2007 1 0
"CA1290" "2007_A_5" "SP" 2007 0 1
"CA1403" "2007_D_3" "SP" 2007 0 1
"CA1404" "2007_D_3" "SP" 2007 1 0
"CA1293" "2007_C_13" "SP" 2007 0 1
"CA1295" "2007_C_13" "SP" 2007 0 1
"CA1409" "2007_C_13" "SP" 2007 1 0
"CA1412" "2007_C_10" "SP" 2007 0 1
"CA1416" "2007_C_10" "SP" 2007 1 0
"CA1417" "2007_C_10" "SP" 2007 0 1
"CA1422" "2007_A_207" "SP" 2007 0 1
"CA1423" "2007_A_207" "SP" 2007 1 0
"CA1431" "2007_A_112" "SP" 2007 0 1
"CA1432" "2007_A_112" "SP" 2007 1 0
"CA1433" "2007_A_7" "SP" 2007 0 1
"CA1434" "2007_A_7" "SP" 2007 0 1
"CA1435" "2007_A_7" "SP" 2007 1 0
"CA1304" "2007_A_123" "SP" 2007 1 0
"CA1305" "2007_A_123" "SP" 2007 0 1
"CA1306" "2007_A_9" "SP" 2007 0 1
"CA1307" "2007_A_9" "SP" 2007 1 0
"CA1436" "2007_A_9" "SP" 2007 0 1
"CA1437" "2007_B_104" "SP" 2007 1 0
"CA1438" "2007_B_104" "SP" 2007 0 1
"CA1440" "2007_B_105" "SP" 2007 1 0
"CA1441" "2007_B_105" "SP" 2007 0 1
"CA1442" "2007_B_105" "SP" 2007 1 0
"CA1316" "2007_A_115" "SP" 2007 0 1
"CA1317" "2007_A_115" "SP" 2007 1 0
"CA1449" "2007_A_115" "SP" 2007 1 0
"CA1451" "2007_A_119" "SP" 2007 1 0
"CA1452" "2007_A_119" "SP" 2007 1 0
"CA1453" "2007_A_133" "SP" 2007 0 1
"CA1454" "2007_A_119" "SP" 2007 1 0
"CA1455" "2007_A_119" "SP" 2007 1 0
"CA1456" "2007_A_133" "SP" 2007 0 1
"CA1322" "2007_A_113" "SP" 2007 1 0
"CA1325" "2007_A_113" "SP" 2007 1 0
"CA1462" "2007_E_303" "SP" 2007 0 1
"CA1463" "2007_E_303" "SP" 2007 1 0
"CA1338" "2007_A_121" "SP" 2007 1 0
"CA1470" "2007_A_121" "SP" 2007 0 1
"CA1471" "2007_A_121" "SP" 2007 0 1
"CA1473" "2007_E_101" "SP" 2007 1 0
"CA1476" "2007_E_101" "SP" 2007 1 0
"CA1344" "2007_A_122" "SP" 2007 0 1
"CA1345" "2007_A_122" "SP" 2007 0 1
"CA1479" "2007_B_106" "SP" 2007 0 1
"CA1480" "2007_B_106" "SP" 2007 0 1
"CA1481" "2007_B_106" "SP" 2007 1 0
"CA1348" "2007_A_128" "SP" 2007 0 1
"CA1484" "2007_B_8" "SP" 2007 1 0
"CA1485" "2007_B_8" "SP" 2007 0 1
"CA1486" "2007_B_8" "SP" 2007 1 0
"CA1487" "2007_B_108" "SP" 2007 0 1
"CA1488" "2007_A_128" "SP" 2007 1 0
"CA1489" "2007_B_108" "SP" 2007 1 0
"CA1490" "2007_A_128" "SP" 2007 0 1
"CA1492" "2007_A_132" "SP" 2007 0 1
"CA1493" "2007_A_132" "SP" 2007 1 0
"CA1494" "2007_A_132" "SP" 2007 1 0
"CA1378" "2007_A_130" "SP" 2007 0 1
"CA1379" "2007_B_107" "SP" 2007 0 1
"CA1497" "2007_B_107" "SP" 2007 0 1
"CA1498" "2007_A_130" "SP" 2007 0 1
"CA1380" "2007_C_303" "SP" 2007 1 0
"CA1381" "2007_C_303" "SP" 2007 0 1
"CA1384" "2007_E_2" "SP" 2007 1 0
"CA1385" "2007_E_2" "SP" 2007 1 0
"CA1386" "2007_E_2" "SP" 2007 1 0
"CA1387" "2007_A_134" "SP" 2007 0 1
"CA1388" "2007_A_134" "SP" 2007 1 0
"CA1389" "2007_A_134" "SP" 2007 1 0
"CA1358" "2007_D_108" "SP" 2007 0 1
"CA1359" "2007_D_10" "SP" 2007 0 1
"CA1360" "2007_D_10" "SP" 2007 1 0
"CA1361" "2007_D_103" "SP" 2007 0 1
"CA1362" "2007_D_108" "SP" 2007 1 0
"CA1363" "2007_D_105" "SP" 2007 0 1
"CA1364" "2007_D_105" "SP" 2007 1 0
"CA1392" "2007_D_108" "SP" 2007 1 0
"CA1393" "2007_D_103" "SP" 2007 1 0
"CA1365" "2007_B_6" "SP" 2007 0 1
"CA1366" "2007_B_6" "SP" 2007 1 0
"CA1396" "2007_E_4" "SP" 2007 0 1
"CA1369" "2007_E_4" "SP" 2007 0 1
"CA1397" "2007_D_111" "SP" 2007 0 1
"CA1398" "2007_D_111" "SP" 2007 0 1
"CA1506" "2007_D_104" "SP" 2007 0 1
"CA1507" "2007_D_104" "SP" 2007 1 0
"CA1508" "2007_D_104" "SP" 2007 0 1
"CA1370" "2007_D_109" "SP" 2007 0 1
"CA1501" "2007_D_109" "SP" 2007 1 0
"CA1509" "2007_E_3" "SP" 2007 0 1
"CA1510" "2007_E_3" "SP" 2007 0 1
"CA1511" "2007_D_8" "SP" 2007 0 1
"CA1512" "2007_D_8" "SP" 2007 1 0
"CA1502" "2007_D_12" "SP" 2007 1 0
"CA1514" "2007_D_12" "SP" 2007 1 0
"CA1515" "2007_D_12" "SP" 2007 0 1
"CA1521" "2007_C_104" "SP" 2007 1 0
"CA1522" "2007_C_104" "SP" 2007 1 0
"CA1553" "2008_C_103" "SP" 2008 1 0
"CA1554" "2008_C_103" "SP" 2008 0 1
"CA1555" "2008_C_103" "SP" 2008 0 1
"CA1556" "2008_C_102" "SP" 2008 1 0
"CA1557" "2008_C_102" "SP" 2008 1 0
"CA1558" "2008_C_104" "SP" 2008 1 0
"CA1559" "2008_C_104" "SP" 2008 1 0
"CA1560" "2008_C_104" "SP" 2008 1 0
"CA1520" "2008_A_1" "SP" 2008 1 0
"CA1525" "2008_A_1" "SP" 2008 1 0
"CA1562" "2008_A_1" "SP" 2008 0 1
"CA1530" "2008_A_6" "SP" 2008 0 1
"CA1531" "2008_A_6" "SP" 2008 0 1
"CA1532" "2008_A_6" "SP" 2008 1 0
"CA1533" "2008_A_5" "SP" 2008 1 0
"CA1534" "2008_A_5" "SP" 2008 1 0
"CA1535" "2008_A_5" "SP" 2008 0 1
"CA1542" "2008_A_9" "SP" 2008 1 0
"CA1543" "2008_A_9" "SP" 2008 1 0
"CA1567" "2008_A_102" "SP" 2008 0 1
"CA1568" "2008_A_102" "SP" 2008 1 0
"CA1569" "2008_A_102" "SP" 2008 1 0
"CA1570" "2008_A_103" "SP" 2008 0 1
"CA1547" "2008_E_101" "SP" 2008 0 1
"CA1548" "2008_E_101" "SP" 2008 1 0
"CA1571" "2008_A_103" "SP" 2008 0 1
"CA1572" "2008_A_103" "SP" 2008 0 1
"CA1573" "2008_E_102" "SP" 2008 1 0
"CA1574" "2008_E_102" "SP" 2008 1 0
"CA1575" "2008_A_14" "SP" 2008 1 0
"CA1576" "2008_A_14" "SP" 2008 0 1
"CA1577" "2008_B_2" "SP" 2008 1 0
"CA1578" "2008_B_2" "SP" 2008 0 1
"CA2006" "2008_A_19" "SP" 2008 0 1
"CA2007" "2008_A_19" "SP" 2008 1 0
"CA1580" "2008_B_3" "SP" 2008 1 0
"CA2008" "2008_B_3" "SP" 2008 0 1
"CA2009" "2008_B_3" "SP" 2008 1 0
"CA1582" "2008_B_105" "SP" 2008 1 0
"CA1583" "2008_B_105" "SP" 2008 0 1
"CA1584" "2008_C_109" "SP" 2008 0 1
"CA1585" "2008_C_109" "SP" 2008 0 1
"CA2054" "2008_A_21" "SP" 2008 0 1
"CA2055" "2008_A_21" "SP" 2008 0 1
"CA2056" "2008_A_21" "SP" 2008 0 1
"CA2057" "2008_C_110" "SP" 2008 1 0
"CA2058" "2008_C_110" "SP" 2008 1 0
"CA2011" "2008_B_106" "SP" 2008 0 1
"CA2012" "2008_B_106" "SP" 2008 1 0
"CA2013" "2008_B_106" "SP" 2008 0 1
"CA2014" "2008_C_112" "SP" 2008 0 1
"CA1586" "2008_A_23" "SP" 2008 1 0
"CA1587" "2008_A_104" "SP" 2008 1 0
"CA1588" "2008_A_104" "SP" 2008 1 0
"CA2016" "2008_C_112" "SP" 2008 1 0
"CA2061" "2008_A_23" "SP" 2008 1 0
"CA2062" "2008_A_23" "SP" 2008 0 1
"CA1589" "2008_C_1" "SP" 2008 1 0
"CA1590" "2008_C_1" "SP" 2008 1 0
"CA2063" "2008_C_1" "SP" 2008 0 1
"CA1591" "2008_C_111" "SP" 2008 1 0
"CA1592" "2008_C_111" "SP" 2008 0 1
"CA1597" "2008_D_4" "SP" 2008 0 1
"CA1598" "2008_D_4" "SP" 2008 1 0
"CA1599" "2008_D_3" "SP" 2008 1 0
"CA1600" "2008_D_3" "SP" 2008 1 0
"CA2022" "2008_A_25" "SP" 2008 0 1
"CA2023" "2008_A_25" "SP" 2008 0 1
"CA2026" "2008_C_115" "SP" 2008 1 0
"CA2027" "2008_C_115" "SP" 2008 1 0
"CA2028" "2008_C_115" "SP" 2008 1 0
"CA2033" "2009_C_3" "SP" 2009 1 0
"CA2034" "2009_C_3" "SP" 2009 1 0
"CA2035" "2009_C_3" "SP" 2009 0 1
"CA2046" "2009_A_201" "SP" 2009 0 1
"CA2047" "2009_A_201" "SP" 2009 1 0
"CA2302" "2009_A_4" "SP" 2009 1 0
"CA2303" "2009_A_4" "SP" 2009 1 0
"CA2214" "2009_A_5" "SP" 2009 1 0
"CA2215" "2009_A_5" "SP" 2009 0 1
"CA2070" "2009_A_101" "SP" 2009 1 0
"CA2071" "2009_A_101" "SP" 2009 0 1
"CA2072" "2009_A_101" "SP" 2009 1 0
"CA2077" "2009_D_102" "SP" 2009 0 1
"CA2078" "2009_D_102" "SP" 2009 0 1
"CA2079" "2009_D_102" "SP" 2009 0 1
"CA2080" "2009_B_5" "SP" 2009 0 1
"CA2081" "2009_B_5" "SP" 2009 1 0
"CA2233" "2009_D_3" "SP" 2009 1 0
"CA2234" "2009_D_3" "SP" 2009 0 1
"CA2235" "2009_D_3" "SP" 2009 0 1
"CA2090" "2009_C_104" "SP" 2009 1 0
"CA2091" "2009_C_104" "SP" 2009 0 1
"CA2092" "2009_D_110" "SP" 2009 1 0
"CA2093" "2009_D_110" "SP" 2009 0 1
"CA2094" "2009_D_110" "SP" 2009 0 1
"CA2237" "2009_D_106" "SP" 2009 0 1
"CA2238" "2009_D_106" "SP" 2009 0 1
"CA2241" "2009_D_4" "SP" 2009 1 0
"CA2242" "2009_D_4" "SP" 2009 1 0
"CA2243" "2009_D_4" "SP" 2009 0 1
"CA2244" "2009_D_103" "SP" 2009 1 0
"CA2245" "2009_D_103" "SP" 2009 1 0
"CA2246" "2009_A_203" "SP" 2009 1 0
"CA2247" "2009_A_203" "SP" 2009 0 1
"CA2099" "2009_D_6" "SP" 2009 0 1
"CA2100" "2009_D_6" "SP" 2009 1 0
"CA2271" "2009_D_6" "SP" 2009 1 0
"CA2274" "2009_D_108" "SP" 2009 1 0
"CA2275" "2009_D_108" "SP" 2009 0 1
"CA2276" "2009_D_108" "SP" 2009 0 1
"CA2253" "2009_D_107" "SP" 2009 1 0
"CA2277" "2009_D_107" "SP" 2009 0 1
"CA2278" "2009_D_109" "SP" 2009 0 1
"CA2279" "2009_D_109" "SP" 2009 0 1
"CA2254" "2009_D_112" "SP" 2009 1 0
"CA2255" "2009_D_112" "SP" 2009 0 1
"CA2284" "2009_E_9" "SP" 2009 1 0
"CA2285" "2009_E_9" "SP" 2009 1 0
"CA2286" "2009_E_9" "SP" 2009 0 1
"CA2257" "2009_D_113" "SP" 2009 1 0
"CA2258" "2009_D_113" "SP" 2009 0 1
"CA2259" "2009_D_113" "SP" 2009 0 1
"CA2263" "2010_A_2" "SP" 2010 0 1
"CA2264" "2010_A_2" "SP" 2010 0 1
"CA2295" "2010_C_1" "SP" 2010 0 1
"CA2300" "2010_C_1" "SP" 2010 0 1
"CA2308" "2010_C_1" "SP" 2010 1 0
"CA2314" "2010_C_3" "SP" 2010 0 1
"CA2315" "2010_C_3" "SP" 2010 0 1
"CA2501" "2010_A_26" "SP" 2010 1 0
"CA2502" "2010_A_26" "SP" 2010 0 1
"CA2503" "2010_A_26" "SP" 2010 0 1
"CA2414" "2010_A_22" "SP" 2010 1 0
"CA2415" "2010_A_22" "SP" 2010 0 1
"CA2417" "2010_A_105" "SP" 2010 0 1
"CA2418" "2010_A_105" "SP" 2010 0 1
"CA2428" "2010_A_108" "SP" 2010 0 1
"CA2429" "2010_A_108" "SP" 2010 0 1
"CA2430" "2010_A_16" "SP" 2010 0 1
"CA2431" "2010_A_16" "SP" 2010 0 1
"CA2328" "2010_A_21" "SP" 2010 0 1
"CA2329" "2010_A_21" "SP" 2010 1 0
"CA2334" "2010_A_11" "SP" 2010 0 1
"CA2336" "2010_A_11" "SP" 2010 0 1
"CA2337" "2010_A_11" "SP" 2010 1 0
"CA2432" "2010_A_17" "SP" 2010 0 1
"CA2433" "2010_A_17" "SP" 2010 1 0
"CA2434" "2010_A_20" "SP" 2010 0 1
"CA2435" "2010_A_20" "SP" 2010 0 1
"CA2436" "2010_A_8" "SP" 2010 0 1
"CA2437" "2010_A_8" "SP" 2010 0 1
"CA2438" "2010_A_8" "SP" 2010 0 1
"CA2455" "2010_A_3" "SP" 2010 0 1
"CA2456" "2010_A_3" "SP" 2010 0 1
"CA2457" "2010_A_3" "SP" 2010 1 0
"CA2464" "2010_B_101" "SP" 2010 0 1
"CA2465" "2010_B_101" "SP" 2010 0 1
"CA2466" "2010_B_101" "SP" 2010 0 1
"CA2467" "2010_A_12" "SP" 2010 0 1
"CA2468" "2010_A_103" "SP" 2010 0 1
"CA2469" "2010_A_103" "SP" 2010 0 1
"CA2470" "2010_A_12" "SP" 2010 1 0
"CA2471" "2010_A_103" "SP" 2010 1 0
"CA2474" "2010_A_101" "SP" 2010 1 0
"CA2475" "2010_A_101" "SP" 2010 0 1
"CA2343" "2010_A_25" "SP" 2010 0 1
"CA2344" "2010_A_25" "SP" 2010 0 1
"CA2483" "2010_A_25" "SP" 2010 1 0
"CA2484" "2010_A_14" "SP" 2010 1 0
"CA2485" "2010_A_14" "SP" 2010 0 1
"CA2490" "2010_A_104" "SP" 2010 1 0
"CA2491" "2010_A_104" "SP" 2010 0 1
"CA2345" "2010_A_30" "SP" 2010 0 1
"CA2346" "2010_A_30" "SP" 2010 1 0
"CA2495" "2010_C_104" "SP" 2010 0 1
"CA2496" "2010_C_104" "SP" 2010 0 1
"CA2497" "2010_C_104" "SP" 2010 0 1
"CA2505" "2010_A_109" "SP" 2010 1 0
"CA2506" "2010_A_109" "SP" 2010 0 1
"CA2516" "2010_E_103" "SP" 2010 0 1
"CA2517" "2010_E_103" "SP" 2010 0 1
"CA2521" "2010_A_114" "SP" 2010 1 0
"CA2522" "2010_A_114" "SP" 2010 1 0
"CA2523" "2010_A_114" "SP" 2010 0 1
"CA2525" "2010_C_111" "SP" 2010 1 0
"CA2527" "2010_C_111" "SP" 2010 0 1
"CA2528" "2010_C_111" "SP" 2010 0 1
"CA2347" "2010_A_113" "SP" 2010 0 1
"CA2348" "2010_A_113" "SP" 2010 0 1
"CA2530" "2010_B_201" "SP" 2010 1 0
"CA2531" "2010_B_201" "SP" 2010 1 0
"CA2532" "2010_B_201" "SP" 2010 0 1
"CA2350" "2010_A_113" "SP" 2010 1 0
"CA2351" "2010_C_115" "SP" 2010 0 1
"CA2352" "2010_C_115" "SP" 2010 1 0
"CA2353" "2010_C_115" "SP" 2010 0 1
"CA2357" "2010_A_116" "SP" 2010 1 0
"CA2358" "2010_A_116" "SP" 2010 1 0
"CA2359" "2010_C_116" "SP" 2010 0 1
"CA2360" "2010_C_116" "SP" 2010 0 1
"CA2365" "2010_A_31" "SP" 2010 0 1
"CA2366" "2010_A_31" "SP" 2010 0 1
"CA2374" "2011_B_2" "SP" 2011 1 0
"CA2375" "2011_B_2" "SP" 2011 0 1
"CA2376" "2011_B_2" "SP" 2011 0 1
"CA2377" "2011_A_1" "SP" 2011 0 1
"CA2378" "2011_A_1" "SP" 2011 1 0
