"ring"	"ch"	"sex"	"age"
"DJ25141"	"001110"	"F"	"A"
"DJ25142"	"001000"	"F"	"A"
"DJ25143"	"001000"	"M"	"A"
"DJ25144"	"001010"	"M"	"A"
"DJ25145"	"001100"	"F"	"A"
"DJ25145"	"001100"	"F"	"A"
"DJ25145"	"001100"	"F"	"A"
"DJ25145"	"001100"	"F"	"A"
"DJ25145"	"001100"	"F"	"A"
"DJ25145"	"001100"	"F"	"A"
"DJ25146"	"001000"	"F"	"A"
"DJ25147"	"001100"	"M"	"A"
"DJ25148"	"001100"	"F"	"A"
"DJ25149"	"001110"	"M"	"A"
"DJ25149"	"001110"	"M"	"A"
"DJ25149"	"001110"	"M"	"A"
"DJ25150"	"001000"	"F"	"A"
"DJ25152"	"010100"	"F"	"J"
"DJ25153"	"010000"	"F"	"J"
"DJ25154"	"010000"	"M"	"J"
"DJ25155"	"010000"	"M"	"J"
"DJ25156"	"010100"	"M"	"J"
"DJ25156"	"010100"	"M"	"J"
"DJ25156"	"010100"	"M"	"J"
"DJ25156"	"010100"	"M"	"J"
"DJ25159"	"010000"	"M"	"J"
"DJ25160"	"010000"	"F"	"J"
"DJ25161"	"010000"	"F"	"J"
"DJ25163"	"010000"	"F"	"A"
"DJ25164"	"011100"	"M"	"A"
"DJ25168"	"011000"	"M"	"A"
"DJ25168"	"011000"	"M"	"A"
"DJ25168"	"011000"	"M"	"A"
"DJ25170"	"011000"	"F"	"A"
"DJ25171"	"011000"	"M"	"A"
"DJ25173"	"010000"	"F"	"A"
"DJ25176"	"010000"	"F"	"A"
"DJ25177"	"010110"	"M"	"A"
"DJ25179"	"010100"	"M"	"A"
"DJ25180"	"011000"	"F"	"A"
"DJ25181"	"011000"	"M"	"A"
"DJ25182"	"011100"	"M"	"J"
"DJ25183"	"010000"	"M"	"A"
"DJ25186"	"011000"	"M"	"A"
"DJ25194"	"010000"	"F"	"A"
"DJ25195"	"011100"	"F"	"J"
"DJ25195"	"011100"	"F"	"J"
"DJ25195"	"011100"	"F"	"J"
"DJ25198"	"011100"	"F"	"J"
"DJ25198"	"011100"	"F"	"J"
"DJ25199"	"011110"	"M"	"A"
"DJ25200"	"011000"	"F"	"A"
"DJ25202"	"011100"	"F"	"A"
"DJ25203"	"010000"	"M"	"A"
"DJ25204"	"011100"	"F"	"A"
"DJ25213"	"011000"	"M"	"A"
"DJ25215"	"010000"	"F"	"A"
"DJ25216"	"011000"	"F"	"J"
"DJ25222"	"011100"	"M"	"A"
"DJ25228"	"001000"	"F"	"J"
"DJ25229"	"001000"	"F"	"J"
"DJ25230"	"001000"	"M"	"J"
"DJ25231"	"001000"	"F"	"A"
"DJ25232"	"001100"	"M"	"A"
"DJ25233"	"001000"	"M"	"J"
"DJ25234"	"001000"	"M"	"J"
"DJ25235"	"001000"	"M"	"J"
"DJ25236"	"001000"	"F"	"J"
"DJ25237"	"001000"	"M"	"A"
"DJ25237"	"001000"	"M"	"A"
"DJ25237"	"001000"	"M"	"A"
"DJ25238"	"001000"	"M"	"J"
"DJ25239"	"001100"	"M"	"A"
"DJ25240"	"001000"	"F"	"A"
"DJ25241"	"001000"	"F"	"A"
"DJ25242"	"001000"	"F"	"A"
"DJ25243"	"001000"	"M"	"J"
"DJ25244"	"001000"	"M"	"J"
"DJ25245"	"001000"	"M"	"A"
"DJ25245"	"001000"	"M"	"A"
"DJ25245"	"001000"	"M"	"A"
"DJ25246"	"001100"	"F"	"A"
"DJ25246"	"001100"	"F"	"A"
"DJ25246"	"001100"	"F"	"A"
"DJ25247"	"001000"	"M"	"J"
"DJ25248"	"001100"	"M"	"J"
"DJ25249"	"001000"	"M"	"J"
"DJ25251"	"010000"	"F"	"A"
"DJ25252"	"011000"	"M"	"A"
"DJ25253"	"011110"	"M"	"A"
"DJ25254"	"001100"	"M"	"J"
"DJ25255"	"001000"	"F"	"J"
"DJ25256"	"001000"	"F"	"J"
"DJ25257"	"001000"	"F"	"A"
"DJ25257"	"001000"	"F"	"A"
"DJ25257"	"001000"	"F"	"A"
"DJ25258"	"001000"	"M"	"J"
"DJ25259"	"001110"	"F"	"A"
"DJ25259"	"001110"	"F"	"A"
"DJ25259"	"001110"	"F"	"A"
"DJ25261"	"001000"	"F"	"J"
"DJ25262"	"001000"	"M"	"J"
"DJ25263"	"001100"	"F"	"A"
"DJ25263"	"001100"	"F"	"A"
"DJ25263"	"001100"	"F"	"A"
"DJ25264"	"001000"	"M"	"J"
"DJ25265"	"001100"	"M"	"J"
"DJ25266"	"001000"	"M"	"J"
"DJ25267"	"001000"	"M"	"J"
"DJ25269"	"001000"	"M"	"A"
"DJ25269"	"001000"	"M"	"A"
"DJ25269"	"001000"	"M"	"A"
"DJ25270"	"001000"	"F"	"A"
"DJ25270"	"001000"	"F"	"A"
"DJ25270"	"001000"	"F"	"A"
"DJ25271"	"001010"	"F"	"A"
"DJ25272"	"001100"	"M"	"A"
"DJ25273"	"001000"	"F"	"A"
"DJ25273"	"001000"	"F"	"A"
"DJ25273"	"001000"	"F"	"A"
"DJ25275"	"001100"	"F"	"J"
"DJ25276"	"001000"	"M"	"J"
"DJ25277"	"001100"	"F"	"A"
"DJ25277"	"001100"	"F"	"A"
"DJ25277"	"001100"	"F"	"A"
"DJ25277"	"001100"	"F"	"A"
"DJ25277"	"001100"	"F"	"A"
"DJ25278"	"001110"	"M"	"J"
"DJ25279"	"001100"	"F"	"J"
"DJ25280"	"001000"	"F"	"J"
"DJ25281"	"001100"	"F"	"A"
"DJ25281"	"001100"	"F"	"A"
"DJ25281"	"001100"	"F"	"A"
"DJ25282"	"001000"	"M"	"J"
"DJ25283"	"001100"	"M"	"A"
"DJ25283"	"001100"	"M"	"A"
"DJ25283"	"001100"	"M"	"A"
"DJ25284"	"001100"	"F"	"A"
"DJ25284"	"001100"	"F"	"A"
"DJ25284"	"001100"	"F"	"A"
"DJ25285"	"001110"	"M"	"J"
"DJ25286"	"001000"	"M"	"J"
"DJ25287"	"001000"	"M"	"J"
"DJ25288"	"001100"	"M"	"A"
"DJ25288"	"001100"	"M"	"A"
"DJ25288"	"001100"	"M"	"A"
"DJ25288"	"001100"	"M"	"A"
"DJ25288"	"001100"	"M"	"A"
"DJ25288"	"001100"	"M"	"A"
"DJ25289"	"001110"	"F"	"J"
"DJ25290"	"001100"	"F"	"J"
"DJ25290"	"001100"	"F"	"J"
"DJ25290"	"001100"	"F"	"J"
"DJ25290"	"001100"	"F"	"J"
"DJ25291"	"001000"	"M"	"J"
"DJ25292"	"001110"	"M"	"J"
"DJ25293"	"001110"	"M"	"A"
"DJ25294"	"001000"	"F"	"A"
"DJ25298"	"001000"	"M"	"J"
"DJ25299"	"001000"	"F"	"J"
"DJ25300"	"001000"	"F"	"J"
"DJ25301"	"001000"	"F"	"J"
"DJ25302"	"001100"	"F"	"A"
"DJ25302"	"001100"	"F"	"A"
"DJ25302"	"001100"	"F"	"A"
"DJ25303"	"001100"	"F"	"J"
"DJ25304"	"001000"	"M"	"J"
"DJ25305"	"001000"	"M"	"J"
"DJ25306"	"001000"	"M"	"J"
"DJ25307"	"001100"	"M"	"J"
"DJ25308"	"001100"	"M"	"J"
"DJ25310"	"001000"	"M"	"J"
"DJ25311"	"001000"	"F"	"J"
"DJ25312"	"001110"	"F"	"A"
"DJ25312"	"001110"	"F"	"A"
"DJ25312"	"001110"	"F"	"A"
"DJ25313"	"001100"	"M"	"J"
"DJ25314"	"001100"	"F"	"J"
"DJ25315"	"001000"	"F"	"J"
"DJ25316"	"001110"	"F"	"A"
"DJ25316"	"001110"	"F"	"A"
"DJ25316"	"001110"	"F"	"A"
"DJ25317"	"001100"	"M"	"A"
"DJ25317"	"001100"	"M"	"A"
"DJ25317"	"001100"	"M"	"A"
"DJ25318"	"001000"	"F"	"J"
"DJ25319"	"001110"	"F"	"J"
"DJ25320"	"001110"	"F"	"J"
"DJ25321"	"001110"	"F"	"J"
"DJ25322"	"001110"	"M"	"J"
"DJ25323"	"001110"	"F"	"J"
"DJ25324"	"001000"	"M"	"J"
"DJ25325"	"001000"	"M"	"J"
"DJ25326"	"001000"	"M"	"J"
"DJ25327"	"001000"	"F"	"J"
"DJ25328"	"001000"	"M"	"J"
"DJ25329"	"001100"	"F"	"A"
"DJ25329"	"001100"	"F"	"A"
"DJ25329"	"001100"	"F"	"A"
"DJ25330"	"001110"	"M"	"A"
"DJ25330"	"001110"	"M"	"A"
"DJ25330"	"001110"	"M"	"A"
"DJ25331"	"001110"	"M"	"A"
"DJ25331"	"001110"	"M"	"A"
"DJ25331"	"001110"	"M"	"A"
"DJ25332"	"001110"	"M"	"A"
"DJ25332"	"001110"	"M"	"A"
"DJ25332"	"001110"	"M"	"A"
"DJ25333"	"001100"	"F"	"J"
"DJ25334"	"001000"	"F"	"J"
"DJ25335"	"001100"	"M"	"J"
"DJ25336"	"001100"	"M"	"J"
"DJ25337"	"001000"	"M"	"J"
"DJ25338"	"001100"	"F"	"A"
"DJ25338"	"001100"	"F"	"A"
"DJ25338"	"001100"	"F"	"A"
"DJ25339"	"001000"	"M"	"J"
"DJ25340"	"001000"	"M"	"J"
"DJ25341"	"001000"	"F"	"J"
"DJ25342"	"001110"	"M"	"A"
"DJ25342"	"001110"	"M"	"A"
"DJ25342"	"001110"	"M"	"A"
"DJ25343"	"001110"	"F"	"J"
"DJ25344"	"001100"	"F"	"J"
"DJ25345"	"001000"	"M"	"J"
"DJ25346"	"001000"	"F"	"J"
"DJ25347"	"001000"	"F"	"J"
"DJ25348"	"001000"	"F"	"J"
"DJ25349"	"001000"	"F"	"J"
"DJ25350"	"001000"	"F"	"J"
"DJ25351"	"001100"	"F"	"J"
"DJ25352"	"001000"	"M"	"J"
"DJ25353"	"001100"	"M"	"A"
"DJ25353"	"001100"	"M"	"A"
"DJ25353"	"001100"	"M"	"A"
"DJ25354"	"001100"	"F"	"A"
"DJ25354"	"001100"	"F"	"A"
"DJ25354"	"001100"	"F"	"A"
"DJ25355"	"001000"	"M"	"J"
"DJ25356"	"001000"	"M"	"J"
"DJ25357"	"001000"	"F"	"J"
"DJ25358"	"001110"	"M"	"A"
"DJ25358"	"001110"	"M"	"A"
"DJ25358"	"001110"	"M"	"A"
"DJ25359"	"001100"	"F"	"A"
"DJ25359"	"001100"	"F"	"A"
"DJ25359"	"001100"	"F"	"A"
"DJ25360"	"001100"	"F"	"J"
"DJ25361"	"001100"	"F"	"J"
"DJ25362"	"001100"	"F"	"J"
"DJ25363"	"001000"	"M"	"A"
"DJ25363"	"001000"	"M"	"A"
"DJ25363"	"001000"	"M"	"A"
"DJ25364"	"001000"	"F"	"A"
"DJ25364"	"001000"	"F"	"A"
"DJ25364"	"001000"	"F"	"A"
"DJ25365"	"001000"	"F"	"J"
"DJ25369"	"001000"	"M"	"J"
"DJ25370"	"001000"	"F"	"J"
"DJ25371"	"001100"	"F"	"A"
"DJ25371"	"001100"	"F"	"A"
"DJ25371"	"001100"	"F"	"A"
"DJ25372"	"001000"	"F"	"J"
"DJ25373"	"001000"	"F"	"J"
"DJ25374"	"001000"	"M"	"J"
"DJ25375"	"001000"	"M"	"J"
"DJ25376"	"001000"	"M"	"J"
"DJ25377"	"001000"	"M"	"J"
"DJ25378"	"001000"	"F"	"J"
"DJ25379"	"001000"	"M"	"J"
"DJ25380"	"001111"	"F"	"J"
"DJ25381"	"001110"	"M"	"A"
"DJ25381"	"001110"	"M"	"A"
"DJ25381"	"001110"	"M"	"A"
"DJ25382"	"001111"	"F"	"A"
"DJ25382"	"001111"	"F"	"A"
"DJ25382"	"001111"	"F"	"A"
"DJ25383"	"001000"	"M"	"J"
"DJ25384"	"001000"	"F"	"J"
"DJ25385"	"001010"	"M"	"J"
"DJ25386"	"001000"	"F"	"J"
"DJ25387"	"001000"	"M"	"J"
"DJ25388"	"001000"	"M"	"A"
"DJ25388"	"001000"	"M"	"A"
"DJ25388"	"001000"	"M"	"A"
"DJ25389"	"001100"	"F"	"A"
"DJ25389"	"001100"	"F"	"A"
"DJ25389"	"001100"	"F"	"A"
"DJ25390"	"001000"	"M"	"A"
"DJ25390"	"001000"	"M"	"A"
"DJ25390"	"001000"	"M"	"A"
"DJ25391"	"001000"	"M"	"J"
"DJ25392"	"001000"	"M"	"J"
"DJ25393"	"001000"	"F"	"J"
"DJ25398"	"001000"	"M"	"J"
"DJ25399"	"001000"	"F"	"J"
"DJ25400"	"001000"	"M"	"J"
"DJ25401"	"001000"	"F"	"A"
"DJ25401"	"001000"	"F"	"A"
"DJ25401"	"001000"	"F"	"A"
"DJ25402"	"001000"	"M"	"A"
"DJ25403"	"001100"	"F"	"A"
"DJ25403"	"001100"	"F"	"A"
"DJ25403"	"001100"	"F"	"A"
"DJ25404"	"001000"	"M"	"A"
"DJ25404"	"001000"	"M"	"A"
"DJ25405"	"001000"	"F"	"J"
"DJ25406"	"001000"	"F"	"J"
"DJ25407"	"001000"	"F"	"J"
"DJ25408"	"001000"	"F"	"J"
"DJ25409"	"001110"	"F"	"J"
"DJ25410"	"001100"	"F"	"A"
"DJ25410"	"001100"	"F"	"A"
"DJ25410"	"001100"	"F"	"A"
"DJ25411"	"001000"	"M"	"A"
"DJ25411"	"001000"	"M"	"A"
"DJ25411"	"001000"	"M"	"A"
"DJ25412"	"001000"	"F"	"J"
"DJ25413"	"001000"	"M"	"J"
"DJ25414"	"001100"	"M"	"J"
"DJ25419"	"001000"	"F"	"J"
"DJ25420"	"001000"	"M"	"J"
"DJ25421"	"001000"	"M"	"J"
"DJ25422"	"001110"	"F"	"A"
"DJ25422"	"001110"	"F"	"A"
"DJ25422"	"001110"	"F"	"A"
"DJ25423"	"001100"	"M"	"J"
"DJ25424"	"001100"	"M"	"J"
"DJ25425"	"001100"	"F"	"J"
"DJ25426"	"001000"	"F"	"J"
"DJ25427"	"001100"	"M"	"J"
"DJ25428"	"001000"	"M"	"J"
"DJ25430"	"001000"	"M"	"J"
"DJ25431"	"001000"	"M"	"A"
"DJ25431"	"001000"	"M"	"A"
"DJ25431"	"001000"	"M"	"A"
"DJ25432"	"001100"	"F"	"A"
"DJ25432"	"001100"	"F"	"A"
"DJ25432"	"001100"	"F"	"A"
"DJ25433"	"001000"	"F"	"A"
"DJ25433"	"001000"	"F"	"A"
"DJ25433"	"001000"	"F"	"A"
"DJ25434"	"001100"	"M"	"A"
"DJ25434"	"001100"	"M"	"A"
"DJ25434"	"001100"	"M"	"A"
"DJ25435"	"001000"	"M"	"J"
"DJ25436"	"001000"	"M"	"J"
"DJ25437"	"001000"	"F"	"J"
"DJ25438"	"001000"	"M"	"J"
"DJ25439"	"001000"	"F"	"J"
"DJ25440"	"001000"	"M"	"J"
"DJ25441"	"001000"	"F"	"J"
"DJ25442"	"001000"	"F"	"J"
"DJ25443"	"001000"	"F"	"A"
"DJ25443"	"001000"	"F"	"A"
"DJ25443"	"001000"	"F"	"A"
"DJ25444"	"001110"	"F"	"J"
"DJ25445"	"001110"	"M"	"J"
"DJ25446"	"001110"	"F"	"J"
"DJ25447"	"001110"	"M"	"J"
"DJ25448"	"001110"	"F"	"J"
"DJ25449"	"001000"	"M"	"J"
"DJ25450"	"001000"	"M"	"J"
"DJ27201"	"001100"	"F"	"A"
"DJ27201"	"001100"	"F"	"A"
"DJ27201"	"001100"	"F"	"A"
"DJ27202"	"001100"	"M"	"A"
"DJ27203"	"001010"	"M"	"A"
"DJ27203"	"001010"	"M"	"A"
"DJ27203"	"001010"	"M"	"A"
"DJ27204"	"001000"	"M"	"A"
"DJ27207"	"001110"	"F"	"A"
"DJ27208"	"001000"	"F"	"A"
"DJ27209"	"001110"	"M"	"A"
"DJ27211"	"001100"	"F"	"J"
"DJ27212"	"001100"	"M"	"A"
"DJ27216"	"001000"	"F"	"A"
"DJ27217"	"001000"	"F"	"A"
"DJ27218"	"001000"	"M"	"A"
"DJ27219"	"001111"	"M"	"A"
"DJ27219"	"001111"	"M"	"A"
"DJ27219"	"001111"	"M"	"A"
"DJ27220"	"001110"	"M"	"A"
"DJ27221"	"001100"	"F"	"A"
"DJ27221"	"001100"	"F"	"A"
"DJ27221"	"001100"	"F"	"A"
"DJ27222"	"001000"	"M"	"A"
"DJ27223"	"001110"	"M"	"A"
"DJ27223"	"001110"	"M"	"A"
"DJ27223"	"001110"	"M"	"A"
"DJ27224"	"001100"	"F"	"A"
"DJ27225"	"001000"	"M"	"A"
"DJ27226"	"001000"	"M"	"A"
"DJ27227"	"001110"	"F"	"A"
"DJ27228"	"001000"	"F"	"A"
"DJ27229"	"001110"	"M"	"A"
"DJ27230"	"001100"	"F"	"A"
"DJ27231"	"001000"	"F"	"J"
"DJ27232"	"001000"	"M"	"J"
"DJ27233"	"001000"	"F"	"J"
"DJ27234"	"000001"	"F"	"A"
"DJ27235"	"000100"	"F"	"A"
"DJ27236"	"000100"	"F"	"A"
"DJ27237"	"000100"	"M"	"A"
"DJ27238"	"000100"	"F"	"A"
"DJ27239"	"000110"	"M"	"A"
"DJ27239"	"000110"	"M"	"A"
"DJ27239"	"000110"	"M"	"A"
"DJ27240"	"000100"	"F"	"A"
"DJ27241"	"000100"	"F"	"A"
"DJ27242"	"000110"	"M"	"A"
"DJ27243"	"000100"	"M"	"A"
"DJ27244"	"000110"	"F"	"A"
"DJ27245"	"000110"	"F"	"A"
"DJ27246"	"000100"	"M"	"A"
"DJ27247"	"000100"	"F"	"A"
"DJ27248"	"000110"	"F"	"A"
"DJ27249"	"000100"	"M"	"A"
"DJ27250"	"000100"	"M"	"A"
"DJ27251"	"001000"	"F"	"J"
"DJ27252"	"001000"	"M"	"J"
"DJ27253"	"001000"	"F"	"J"
"DJ27254"	"001000"	"F"	"J"
"DJ27255"	"001000"	"M"	"J"
"DJ27256"	"001000"	"F"	"J"
"DJ27257"	"001000"	"M"	"J"
"DJ27258"	"000110"	"M"	"A"
"DJ27259"	"000100"	"F"	"A"
"DJ27260"	"000110"	"F"	"A"
"DJ27261"	"000100"	"M"	"A"
"DJ27262"	"000100"	"F"	"A"
"DJ27263"	"000100"	"M"	"A"
"DJ27264"	"000110"	"M"	"A"
"DJ27265"	"000100"	"F"	"A"
"DJ27266"	"000110"	"M"	"A"
"DJ27267"	"000100"	"F"	"A"
"DJ27268"	"000100"	"F"	"A"
"DJ27269"	"000110"	"M"	"A"
"DJ27270"	"000110"	"M"	"A"
"DJ27271"	"000100"	"M"	"A"
"DJ27271"	"000100"	"M"	"A"
"DJ27271"	"000100"	"M"	"A"
"DJ27272"	"000110"	"F"	"A"
"DJ27273"	"000100"	"F"	"A"
"DJ27274"	"000110"	"M"	"A"
"DJ27275"	"000110"	"M"	"A"
"DJ27276"	"000110"	"F"	"J"
"DJ27277"	"000110"	"F"	"J"
"DJ27278"	"000100"	"F"	"A"
"DJ27279"	"000100"	"M"	"A"
"DJ27280"	"000100"	"M"	"A"
"DJ27281"	"000100"	"F"	"A"
"DJ27282"	"000100"	"F"	"A"
"DJ27283"	"000100"	"M"	"A"
"DJ27284"	"000110"	"F"	"A"
"DJ27285"	"000100"	"F"	"A"
"DJ27286"	"000100"	"M"	"A"
"DJ27287"	"000100"	"M"	"J"
"DJ27288"	"000100"	"M"	"J"
"DJ27289"	"000110"	"F"	"A"
"DJ27289"	"000110"	"F"	"A"
"DJ27289"	"000110"	"F"	"A"
"DJ27290"	"000100"	"M"	"A"
"DJ27290"	"000100"	"M"	"A"
"DJ27290"	"000100"	"M"	"A"
"DJ27291"	"000100"	"F"	"A"
"DJ27291"	"000100"	"F"	"A"
"DJ27292"	"000100"	"F"	"J"
"DJ27293"	"000100"	"M"	"J"
"DJ27294"	"000100"	"M"	"J"
"DJ27295"	"000100"	"M"	"A"
"DJ27295"	"000100"	"M"	"A"
"DJ27296"	"000100"	"M"	"J"
"DJ27297"	"000100"	"F"	"J"
"DJ27298"	"000100"	"F"	"A"
"DJ27299"	"000100"	"F"	"A"
"DJ27299"	"000100"	"F"	"A"
"DJ27300"	"000100"	"F"	"J"
"DJ27301"	"000100"	"F"	"J"
"DJ27302"	"000110"	"F"	"A"
"DJ27303"	"000110"	"F"	"A"
"DJ27304"	"000100"	"M"	"A"
"DJ27304"	"000100"	"M"	"A"
"DJ27304"	"000100"	"M"	"A"
"DJ27305"	"000100"	"F"	"J"
"DJ27306"	"000100"	"F"	"J"
"DJ27307"	"000110"	"F"	"A"
"DJ27308"	"000100"	"M"	"A"
"DJ27309"	"000100"	"F"	"A"
"DJ27310"	"000100"	"M"	"A"
"DJ27311"	"000100"	"F"	"A"
"DJ27312"	"000100"	"F"	"J"
"DJ27313"	"000100"	"M"	"J"
"DJ27314"	"000100"	"M"	"J"
"DJ27315"	"000100"	"F"	"A"
"DJ27316"	"000100"	"F"	"J"
"DJ27317"	"000100"	"F"	"J"
"DJ27318"	"000100"	"F"	"A"
"DJ27319"	"000100"	"F"	"J"
"DJ27320"	"000100"	"M"	"A"
"DJ27321"	"000100"	"M"	"J"
"DJ27322"	"000100"	"F"	"A"
"DJ27323"	"000100"	"F"	"A"
"DJ27324"	"000110"	"F"	"A"
"DJ27325"	"000110"	"F"	"J"
"DJ27326"	"000110"	"M"	"A"
"DJ27327"	"000110"	"M"	"A"
"DJ27328"	"000110"	"M"	"A"
"DJ27329"	"000100"	"F"	"A"
"DJ27330"	"000110"	"M"	"A"
"DJ27331"	"000100"	"M"	"A"
"DJ27334"	"000100"	"F"	"A"
"DJ27335"	"000100"	"F"	"A"
"DJ27335"	"000100"	"F"	"A"
"DJ27335"	"000100"	"F"	"A"
"DJ27336"	"000100"	"F"	"A"
"DJ27337"	"000100"	"M"	"J"
"DJ27338"	"000100"	"M"	"J"
"DJ27339"	"000100"	"F"	"J"
"DJ27341"	"000100"	"F"	"J"
"DJ27342"	"000100"	"M"	"J"
"DJ27343"	"000100"	"F"	"A"
"DJ27344"	"000100"	"M"	"A"
"DJ27347"	"000100"	"F"	"J"
"DJ27348"	"000100"	"M"	"J"
"DJ27349"	"000110"	"M"	"J"
"DJ27350"	"000100"	"F"	"A"
"DJ27351"	"000100"	"M"	"A"
"DJ27352"	"000100"	"F"	"A"
"DJ27353"	"000100"	"M"	"A"
"DJ27355"	"000010"	"F"	"A"
"DJ27356"	"000010"	"M"	"A"
"DJ27362"	"000011"	"M"	"J"
"DJ27384"	"000011"	"F"	"J"
"DJ27451"	"000100"	"F"	"A"
"DJ27452"	"000100"	"F"	"A"
"DJ27453"	"000111"	"F"	"A"
"DJ27454"	"000100"	"F"	"A"
"DJ27455"	"000100"	"F"	"A"
"DJ27456"	"000100"	"M"	"A"
"DJ27457"	"000100"	"M"	"A"
"DJ27458"	"000100"	"M"	"A"
"DJ27459"	"000100"	"M"	"A"
"DJ27460"	"000100"	"M"	"J"
"DJ27461"	"000100"	"M"	"J"
"DJ27462"	"000100"	"F"	"J"
"DJ27463"	"000100"	"M"	"A"
"DJ27464"	"000110"	"F"	"A"
"DJ27465"	"000100"	"F"	"A"
"DJ27466"	"000100"	"M"	"A"
"DJ27467"	"000100"	"M"	"A"
"DJ27468"	"000100"	"M"	"J"
"DJ27469"	"000100"	"M"	"J"
"DJ27470"	"000100"	"F"	"J"
"DJ27471"	"000100"	"F"	"J"
"DJ27472"	"000110"	"M"	"J"
"DJ27473"	"000110"	"F"	"J"
"DJ27474"	"000100"	"M"	"A"
"DJ27475"	"000100"	"M"	"J"
"DJ27476"	"000110"	"M"	"A"
"DJ27477"	"000100"	"M"	"A"
"DJ27478"	"000101"	"M"	"J"
"DJ27479"	"000100"	"F"	"J"
"DJ27480"	"000110"	"F"	"A"
"DJ27481"	"000110"	"M"	"A"
"DJ27482"	"000100"	"M"	"A"
"DJ27482"	"000100"	"M"	"A"
"DJ27482"	"000100"	"M"	"A"
"DJ27483"	"000100"	"F"	"J"
"DJ27484"	"000100"	"F"	"J"
"DJ27485"	"000100"	"F"	"A"
"DJ27486"	"000100"	"F"	"A"
"DJ27487"	"000100"	"M"	"A"
"DJ27488"	"000110"	"M"	"J"
"DJ27489"	"000100"	"M"	"J"
"DJ27490"	"000100"	"M"	"J"
"DJ27491"	"000100"	"F"	"J"
"DJ27492"	"000100"	"M"	"J"
"DJ27493"	"000100"	"M"	"J"
"DJ27494"	"000110"	"M"	"A"
"DJ27495"	"000110"	"M"	"A"
"DJ27496"	"000100"	"F"	"A"
"DJ27497"	"000100"	"F"	"A"
"DJ27500"	"000100"	"M"	"J"
"DJ27501"	"000100"	"M"	"J"
"DJ27502"	"000100"	"F"	"A"
"DJ27503"	"000100"	"F"	"A"
"DJ27504"	"000100"	"F"	"A"
"DJ27505"	"000100"	"F"	"A"
"DJ27505"	"000100"	"F"	"A"
"DJ27505"	"000100"	"F"	"A"
"DJ27506"	"000100"	"M"	"A"
"DJ27507"	"000100"	"M"	"J"
"DJ27508"	"000100"	"M"	"A"
"DJ27509"	"000110"	"M"	"A"
"DJ27510"	"000100"	"M"	"A"
"DJ27510"	"000100"	"M"	"A"
"DJ27510"	"000100"	"M"	"A"
"DJ27511"	"000100"	"M"	"A"
"DJ27512"	"000100"	"F"	"A"
"DJ27513"	"000100"	"F"	"A"
"DJ27514"	"000110"	"M"	"A"
"DJ27515"	"000100"	"F"	"J"
"DJ27516"	"000100"	"F"	"J"
"DJ27517"	"000100"	"F"	"J"
"DJ27518"	"000100"	"M"	"A"
"DJ27519"	"000100"	"M"	"A"
"DJ27519"	"000100"	"M"	"A"
"DJ27519"	"000100"	"M"	"A"
"DJ27520"	"000100"	"M"	"A"
"DJ27520"	"000100"	"M"	"A"
"DJ27520"	"000100"	"M"	"A"
"DJ27521"	"000110"	"F"	"A"
"DJ27521"	"000110"	"F"	"A"
"DJ27521"	"000110"	"F"	"A"
"DJ27522"	"000100"	"F"	"J"
"DJ27523"	"000100"	"M"	"J"
"DJ27524"	"000100"	"M"	"J"
"DJ27525"	"000100"	"F"	"J"
"DJ27526"	"000100"	"F"	"J"
"DJ27527"	"000110"	"M"	"J"
"DJ27528"	"000100"	"F"	"J"
"DJ27529"	"000100"	"F"	"J"
"DJ27530"	"000100"	"M"	"J"
"DJ27531"	"000100"	"M"	"J"
"DJ27532"	"000100"	"M"	"J"
"DJ27533"	"000010"	"M"	"A"
"DJ27534"	"000011"	"F"	"A"
"DJ27535"	"000010"	"F"	"A"
"DJ27536"	"000010"	"F"	"A"
"DJ27537"	"000010"	"F"	"A"
"DJ27538"	"000011"	"M"	"A"
"DJ27539"	"000010"	"M"	"A"
"DJ27540"	"000010"	"F"	"A"
"DJ27541"	"000010"	"M"	"A"
"DJ27542"	"000010"	"F"	"A"
"DJ27543"	"000010"	"F"	"A"
"DJ27544"	"000010"	"M"	"A"
"DJ27545"	"000010"	"M"	"A"
"DJ27546"	"000010"	"F"	"A"
"DJ27547"	"000010"	"F"	"A"
"DJ27548"	"000010"	"F"	"A"
"DJ27549"	"000010"	"M"	"A"
"DJ27550"	"000010"	"M"	"A"
"DJ32201"	"000100"	"F"	"A"
"DJ32202"	"000100"	"M"	"A"
"DJ32203"	"000100"	"F"	"A"
"DJ32204"	"000100"	"M"	"A"
"DJ32205"	"000100"	"M"	"A"
"DJ32206"	"000100"	"F"	"A"
"DJ32207"	"000100"	"F"	"A"
"DJ32208"	"000110"	"F"	"A"
"DJ32209"	"000100"	"M"	"A"
"DJ32210"	"000100"	"M"	"A"
"DJ32211"	"000100"	"F"	"A"
"DJ32212"	"000100"	"F"	"A"
"DJ32213"	"000100"	"F"	"A"
"DJ32214"	"000100"	"F"	"A"
"DJ32215"	"000100"	"F"	"A"
"DJ32217"	"000100"	"F"	"A"
"DJ32219"	"000100"	"F"	"A"
"DJ32221"	"000100"	"M"	"A"
"DJ32222"	"000100"	"F"	"A"
"DJ32223"	"000110"	"F"	"A"
"DJ32224"	"000100"	"F"	"A"
