"ring"	"ch"	"sex"	"age"
"DJ32225"	"000110"	"F"	"A"
"DJ32226"	"000100"	"F"	"A"
"DJ32226"	"000100"	"F"	"A"
"DJ32226"	"000100"	"F"	"A"
"DJ32227"	"000100"	"F"	"A"
"DJ32228"	"000100"	"F"	"A"
"DJ32229"	"000100"	"F"	"A"
"DJ32231"	"000100"	"F"	"A"
"DJ32232"	"000100"	"F"	"A"
"DJ32233"	"000100"	"F"	"A"
"DJ32233"	"000100"	"F"	"A"
"DJ32233"	"000100"	"F"	"A"
"DJ32234"	"000100"	"F"	"A"
"DJ32235"	"000110"	"F"	"A"
"DJ32236"	"000100"	"F"	"A"
"DJ32237"	"000100"	"F"	"A"
"DJ32238"	"000100"	"F"	"A"
"DJ32239"	"000100"	"M"	"A"
"DJ32240"	"000110"	"M"	"A"
"DJ32241"	"000100"	"M"	"A"
"DJ32242"	"000110"	"F"	"A"
"DJ32243"	"000100"	"F"	"A"
"DJ32244"	"000100"	"M"	"J"
"DJ32245"	"000100"	"M"	"J"
"DJ32246"	"000100"	"M"	"A"
"DJ32247"	"000100"	"M"	"A"
"DJ32247"	"000100"	"M"	"A"
"DJ32247"	"000100"	"M"	"A"
"DJ32248"	"000100"	"F"	"A"
"DJ32248"	"000100"	"F"	"A"
"DJ32248"	"000100"	"F"	"A"
"DJ32250"	"000100"	"M"	"J"
"DJ32251"	"000110"	"F"	"J"
"DJ32252"	"000110"	"F"	"J"
"DJ32253"	"000110"	"M"	"J"
"DJ32254"	"000110"	"M"	"A"
"DJ32254"	"000110"	"M"	"A"
"DJ32254"	"000110"	"M"	"A"
"DJ32255"	"000100"	"M"	"J"
"DJ32256"	"000100"	"F"	"J"
"DJ32257"	"000100"	"F"	"J"
"DJ32261"	"000110"	"M"	"A"
"DJ32261"	"000110"	"M"	"A"
"DJ32261"	"000110"	"M"	"A"
"DJ32262"	"000110"	"F"	"A"
"DJ32262"	"000110"	"F"	"A"
"DJ32262"	"000110"	"F"	"A"
"DJ32263"	"000100"	"F"	"J"
"DJ32264"	"000100"	"M"	"J"
"DJ32265"	"000100"	"F"	"J"
"DJ32266"	"000100"	"M"	"A"
"DJ32266"	"000100"	"M"	"A"
"DJ32266"	"000100"	"M"	"A"
"DJ32267"	"000100"	"F"	"J"
"DJ32268"	"000100"	"F"	"J"
"DJ32269"	"000100"	"F"	"J"
"DJ32270"	"000100"	"F"	"J"
"DJ32271"	"000100"	"M"	"J"
"DJ32272"	"000100"	"M"	"J"
"DJ32273"	"000100"	"F"	"J"
"DJ32274"	"000110"	"M"	"J"
"DJ32275"	"000110"	"F"	"J"
"DJ32276"	"000110"	"F"	"A"
"DJ32276"	"000110"	"F"	"A"
"DJ32276"	"000110"	"F"	"A"
"DJ32277"	"000100"	"M"	"J"
"DJ32278"	"000110"	"M"	"A"
"DJ32278"	"000110"	"M"	"A"
"DJ32278"	"000110"	"M"	"A"
"DJ32279"	"000100"	"F"	"J"
"DJ32280"	"000100"	"F"	"J"
"DJ32281"	"000100"	"M"	"J"
"DJ32282"	"000110"	"M"	"J"
"DJ32283"	"000111"	"M"	"A"
"DJ32283"	"000111"	"M"	"A"
"DJ32283"	"000111"	"M"	"A"
"DJ32284"	"000100"	"F"	"A"
"DJ32284"	"000100"	"F"	"A"
"DJ32284"	"000100"	"F"	"A"
"DJ32285"	"000100"	"F"	"J"
"DJ32286"	"000100"	"F"	"J"
"DJ32287"	"000100"	"M"	"J"
"DJ32288"	"000110"	"M"	"A"
"DJ32288"	"000110"	"M"	"A"
"DJ32288"	"000110"	"M"	"A"
"DJ32289"	"000100"	"F"	"A"
"DJ32289"	"000100"	"F"	"A"
"DJ32289"	"000100"	"F"	"A"
"DJ32290"	"000110"	"F"	"A"
"DJ32290"	"000110"	"F"	"A"
"DJ32290"	"000110"	"F"	"A"
"DJ32291"	"000100"	"F"	"J"
"DJ32292"	"000100"	"M"	"J"
"DJ32293"	"000100"	"M"	"J"
"DJ32294"	"000110"	"M"	"A"
"DJ32294"	"000110"	"M"	"A"
"DJ32294"	"000110"	"M"	"A"
"DJ32295"	"000110"	"F"	"J"
"DJ32296"	"000100"	"M"	"J"
"DJ32297"	"000100"	"M"	"J"
"DJ32298"	"000100"	"F"	"A"
"DJ32298"	"000100"	"F"	"A"
"DJ32298"	"000100"	"F"	"A"
"DJ32299"	"000110"	"M"	"A"
"DJ32299"	"000110"	"M"	"A"
"DJ32299"	"000110"	"M"	"A"
"DJ32300"	"000100"	"F"	"J"
"DJ32301"	"000110"	"F"	"J"
"DJ32302"	"000110"	"M"	"A"
"DJ32303"	"000110"	"M"	"J"
"DJ32306"	"000100"	"M"	"J"
"DJ32308"	"000100"	"F"	"J"
"DJ32309"	"000100"	"M"	"J"
"DJ32310"	"000100"	"M"	"J"
"DJ32311"	"000100"	"F"	"J"
"DJ32312"	"000100"	"F"	"J"
"DJ32313"	"000100"	"M"	"A"
"DJ32314"	"000100"	"F"	"A"
"DJ32315"	"000100"	"F"	"A"
"DJ32315"	"000100"	"F"	"A"
"DJ32315"	"000100"	"F"	"A"
"DJ32316"	"000100"	"M"	"A"
"DJ32316"	"000100"	"M"	"A"
"DJ32316"	"000100"	"M"	"A"
"DJ32320"	"000110"	"M"	"J"
"DJ32321"	"000100"	"M"	"J"
"DJ32322"	"000110"	"F"	"J"
"DJ32324"	"000100"	"F"	"A"
"DJ32324"	"000100"	"F"	"A"
"DJ32325"	"000100"	"M"	"J"
"DJ32326"	"000100"	"F"	"J"
"DJ32327"	"000100"	"M"	"J"
"DJ32328"	"000100"	"M"	"A"
"DJ32328"	"000100"	"M"	"A"
"DJ32330"	"000100"	"F"	"J"
"DJ32331"	"000100"	"M"	"J"
"DJ32332"	"000110"	"M"	"A"
"DJ32333"	"000100"	"F"	"A"
"DJ32334"	"000100"	"M"	"J"
"DJ32335"	"000100"	"M"	"J"
"DJ32336"	"000100"	"M"	"J"
"DJ32337"	"000100"	"M"	"J"
"DJ32338"	"000100"	"F"	"J"
"DJ32339"	"000100"	"F"	"J"
"DJ32340"	"000110"	"M"	"A"
"DJ32341"	"000100"	"F"	"A"
"DJ32342"	"000100"	"M"	"J"
"DJ32343"	"000100"	"M"	"J"
"DJ32344"	"000110"	"F"	"J"
"DJ32345"	"000110"	"M"	"J"
"DJ32346"	"000110"	"M"	"A"
"DJ32346"	"000110"	"M"	"A"
"DJ32346"	"000110"	"M"	"A"
"DJ32347"	"000100"	"F"	"A"
"DJ32347"	"000100"	"F"	"A"
"DJ32347"	"000100"	"F"	"A"
"DJ32348"	"000100"	"F"	"J"
"DJ32349"	"000100"	"F"	"J"
"DJ32350"	"000110"	"F"	"J"
"DJ32351"	"000100"	"M"	"J"
"DJ32352"	"000100"	"M"	"J"
"DJ32353"	"000100"	"F"	"J"
"DJ32357"	"000100"	"F"	"J"
"DJ32358"	"000100"	"F"	"J"
"DJ32359"	"000100"	"F"	"A"
"DJ32359"	"000100"	"F"	"A"
"DJ32359"	"000100"	"F"	"A"
"DJ32360"	"000110"	"M"	"A"
"DJ32360"	"000110"	"M"	"A"
"DJ32360"	"000110"	"M"	"A"
"DJ32361"	"000100"	"F"	"J"
"DJ32362"	"000100"	"F"	"J"
"DJ32363"	"000100"	"F"	"J"
"DJ32364"	"000100"	"M"	"J"
"DJ32366"	"000100"	"M"	"J"
"DJ32369"	"000100"	"M"	"A"
"DJ32370"	"000100"	"M"	"J"
"DJ32371"	"000100"	"M"	"J"
"DJ32372"	"000100"	"M"	"J"
"DJ32373"	"000100"	"M"	"A"
"DJ32373"	"000100"	"M"	"A"
"DJ32373"	"000100"	"M"	"A"
"DJ32374"	"000100"	"M"	"J"
"DJ32375"	"000100"	"F"	"J"
"DJ32376"	"000100"	"M"	"J"
"DJ32377"	"000100"	"M"	"J"
"DJ32378"	"000100"	"M"	"J"
"DJ32379"	"000100"	"F"	"J"
"DJ32380"	"000100"	"F"	"J"
"DJ32381"	"000100"	"F"	"J"
"DJ32382"	"000100"	"M"	"J"
"DJ32383"	"000100"	"F"	"J"
"DJ32384"	"000100"	"F"	"J"
"DJ32385"	"000100"	"M"	"A"
"DJ32386"	"000100"	"M"	"J"
"DJ32387"	"000110"	"F"	"J"
"DJ32388"	"000100"	"M"	"J"
"DJ32389"	"000100"	"M"	"J"
"DJ32390"	"000100"	"M"	"J"
"DJ32391"	"000101"	"F"	"J"
"DJ32392"	"000100"	"M"	"J"
"DJ32393"	"000100"	"M"	"A"
"DJ32393"	"000100"	"M"	"A"
"DJ32393"	"000100"	"M"	"A"
"DJ32394"	"000100"	"F"	"J"
"DJ32395"	"000100"	"F"	"J"
"DJ32396"	"000100"	"F"	"J"
"DJ32397"	"000110"	"F"	"A"
"DJ32398"	"000100"	"M"	"A"
"DJ32399"	"000110"	"F"	"J"
"DJ32400"	"000110"	"F"	"J"
"DJ32401"	"000110"	"F"	"J"
"DJ32402"	"000100"	"M"	"J"
"DJ32403"	"000100"	"M"	"A"
"DJ32403"	"000100"	"M"	"A"
"DJ32403"	"000100"	"M"	"A"
"DJ32404"	"000100"	"F"	"A"
"DJ32404"	"000100"	"F"	"A"
"DJ32404"	"000100"	"F"	"A"
"DJ32405"	"000100"	"M"	"J"
"DJ32406"	"000110"	"M"	"A"
"DJ32406"	"000110"	"M"	"A"
"DJ32406"	"000110"	"M"	"A"
"DJ32407"	"000100"	"F"	"J"
"DJ32408"	"000100"	"F"	"J"
"DJ32409"	"000100"	"M"	"J"
"DJ32410"	"000100"	"M"	"J"
"DJ32411"	"000100"	"M"	"J"
"DJ32412"	"000110"	"F"	"J"
"DJ32413"	"000110"	"M"	"J"
"DJ32414"	"000110"	"M"	"J"
"DJ32415"	"000110"	"F"	"A"
"DJ32415"	"000110"	"F"	"A"
"DJ32415"	"000110"	"F"	"A"
"DJ32416"	"000100"	"M"	"J"
"DJ32417"	"000100"	"F"	"J"
"DJ32418"	"000110"	"M"	"A"
"DJ32418"	"000110"	"M"	"A"
"DJ32418"	"000110"	"M"	"A"
"DJ32419"	"000100"	"F"	"J"
"DJ32420"	"000100"	"M"	"J"
"DJ32421"	"000100"	"M"	"J"
"DJ32422"	"000100"	"M"	"J"
"DJ32423"	"000100"	"F"	"A"
"DJ32423"	"000100"	"F"	"A"
"DJ32424"	"000100"	"M"	"J"
"DJ32425"	"000100"	"F"	"A"
"DJ32425"	"000100"	"F"	"A"
"DJ32426"	"000100"	"M"	"J"
"DJ32427"	"000100"	"F"	"J"
"DJ32428"	"000100"	"F"	"J"
"DJ32429"	"000100"	"M"	"J"
"DJ32430"	"000100"	"F"	"J"
"DJ32431"	"000100"	"M"	"A"
"DJ32431"	"000100"	"M"	"A"
"DJ32432"	"000100"	"F"	"J"
"DJ32433"	"000100"	"M"	"J"
"DJ32434"	"000100"	"F"	"A"
"DJ32435"	"000100"	"M"	"J"
"DJ32436"	"000100"	"M"	"J"
"DJ32437"	"000100"	"F"	"J"
"DJ32438"	"000100"	"M"	"A"
"DJ32439"	"000100"	"M"	"J"
"DJ32440"	"000110"	"F"	"J"
"DJ32441"	"000100"	"F"	"J"
"DJ32442"	"000111"	"F"	"A"
"DJ32443"	"000100"	"F"	"J"
"DJ32444"	"000100"	"F"	"A"
"DJ32444"	"000100"	"F"	"A"
"DJ32444"	"000100"	"F"	"A"
"DJ32445"	"000100"	"F"	"J"
"DJ32446"	"000100"	"F"	"J"
"DJ32447"	"000100"	"F"	"J"
"DJ32448"	"000100"	"F"	"J"
"DJ32449"	"000100"	"F"	"J"
"DJ32450"	"000100"	"M"	"J"
"DJ32451"	"000100"	"F"	"J"
"DJ32452"	"000100"	"F"	"J"
"DJ32453"	"000100"	"F"	"J"
"DJ32454"	"000100"	"M"	"J"
"DJ32455"	"000100"	"M"	"J"
"DJ32456"	"000100"	"F"	"J"
"DJ32457"	"000100"	"M"	"J"
"DJ32458"	"000110"	"F"	"J"
"DJ32459"	"000100"	"F"	"J"
"DJ32460"	"000100"	"F"	"J"
"DJ32461"	"000100"	"F"	"J"
"DJ32462"	"000100"	"M"	"J"
"DJ32463"	"000100"	"F"	"J"
"DJ32464"	"000100"	"M"	"J"
"DJ32465"	"000100"	"F"	"J"
"DJ32466"	"000100"	"F"	"J"
"DJ32467"	"000100"	"F"	"J"
"DJ32468"	"000100"	"M"	"J"
"DJ32469"	"000100"	"M"	"J"
"DJ32470"	"000100"	"M"	"J"
"DJ32471"	"000100"	"F"	"J"
"DJ32473"	"000100"	"F"	"J"
"DJ32474"	"000100"	"F"	"J"
"DJ32475"	"000100"	"M"	"J"
"DJ32476"	"000100"	"F"	"J"
"DJ32477"	"000100"	"F"	"J"
"DJ32478"	"000100"	"F"	"J"
"DJ32479"	"000100"	"F"	"J"
"DJ32480"	"000100"	"F"	"J"
"DJ32481"	"000100"	"F"	"J"
"DJ32482"	"000100"	"F"	"J"
"DJ32483"	"000100"	"M"	"J"
"DJ32484"	"000010"	"F"	"A"
"DJ32501"	"000100"	"F"	"J"
"DJ32502"	"000100"	"F"	"J"
"DJ32505"	"000100"	"M"	"J"
"DJ32508"	"000100"	"F"	"J"
"DJ32509"	"000100"	"F"	"A"
"DJ32510"	"000101"	"F"	"A"
"DJ32511"	"000100"	"F"	"J"
"DJ32512"	"000100"	"F"	"A"
"DJ32513"	"000100"	"M"	"A"
"DJ32514"	"000100"	"F"	"J"
"DJ4251"	"001000"	"F"	"A"
"DJ4251"	"001000"	"F"	"A"
"DJ4251"	"001000"	"F"	"A"
"DJ4252"	"001000"	"F"	"J"
"DJ4253"	"001000"	"F"	"J"
"DJ4254"	"001000"	"F"	"J"
"DJ4255"	"001110"	"F"	"A"
"DJ4255"	"001110"	"F"	"A"
"DJ4255"	"001110"	"F"	"A"
"DJ4256"	"001110"	"M"	"J"
"DJ4257"	"001000"	"F"	"J"
"DJ4258"	"001000"	"F"	"J"
"DJ4259"	"001100"	"F"	"J"
"DJ4259"	"001100"	"F"	"J"
"DJ4259"	"001100"	"F"	"J"
"DJ4259"	"001100"	"F"	"J"
"DJ4260"	"001100"	"M"	"A"
"DJ4260"	"001100"	"M"	"A"
"DJ4260"	"001100"	"M"	"A"
"DJ4261"	"001000"	"F"	"A"
"DJ4261"	"001000"	"F"	"A"
"DJ4261"	"001000"	"F"	"A"
"DJ4262"	"001000"	"F"	"J"
"DJ4263"	"001000"	"F"	"J"
"DJ4264"	"001000"	"F"	"J"
"DJ4265"	"001100"	"F"	"A"
"DJ4265"	"001100"	"F"	"A"
"DJ4265"	"001100"	"F"	"A"
"DJ4265"	"001100"	"F"	"A"
"DJ4266"	"001000"	"M"	"J"
"DJ4267"	"001110"	"M"	"A"
"DJ4268"	"001000"	"F"	"J"
"DJ4269"	"001000"	"M"	"J"
"DJ4270"	"001000"	"F"	"J"
"DJ4271"	"001000"	"F"	"A"
"DJ4271"	"001000"	"F"	"A"
"DJ4271"	"001000"	"F"	"A"
"DJ4272"	"001000"	"M"	"J"
"DJ4273"	"001000"	"M"	"J"
"DJ4274"	"001000"	"F"	"J"
"DJ4275"	"001100"	"M"	"J"
"DJ4276"	"001110"	"M"	"J"
"DJ4277"	"001100"	"M"	"J"
"DJ4278"	"001010"	"M"	"A"
"DJ4278"	"001010"	"M"	"A"
"DJ4278"	"001010"	"M"	"A"
"DJ4279"	"001000"	"F"	"A"
"DJ4279"	"001000"	"F"	"A"
"DJ4279"	"001000"	"F"	"A"
"DJ4280"	"001110"	"M"	"J"
"DJ4281"	"001110"	"F"	"J"
"DJ4282"	"001110"	"F"	"J"
"DJ4283"	"001000"	"M"	"J"
"DJ4284"	"001000"	"F"	"A"
"DJ4284"	"001000"	"F"	"A"
"DJ4284"	"001000"	"F"	"A"
"DJ4285"	"001000"	"M"	"J"
"DJ4286"	"001100"	"M"	"A"
"DJ4286"	"001100"	"M"	"A"
"DJ4286"	"001100"	"M"	"A"
"DJ4287"	"001000"	"M"	"J"
"DJ4288"	"001000"	"F"	"J"
"DJ4289"	"001100"	"F"	"A"
"DJ4289"	"001100"	"F"	"A"
"DJ4289"	"001100"	"F"	"A"
"DJ4290"	"001000"	"F"	"A"
"DJ4291"	"001110"	"F"	"J"
"DJ4292"	"001000"	"M"	"J"
"DJ4293"	"001000"	"M"	"J"
"DJ4294"	"001000"	"F"	"J"
"DJ4295"	"001100"	"M"	"A"
"DJ4295"	"001100"	"M"	"A"
"DJ4295"	"001100"	"M"	"A"
"DJ4296"	"001100"	"F"	"A"
"DJ4296"	"001100"	"F"	"A"
"DJ4296"	"001100"	"F"	"A"
"DJ4297"	"001000"	"M"	"J"
"DJ4298"	"001000"	"F"	"J"
"DJ4299"	"001000"	"F"	"J"
"DJ4300"	"001000"	"F"	"A"
"DJ4300"	"001000"	"F"	"A"
"DJ4300"	"001000"	"F"	"A"
"DJ4301"	"001000"	"F"	"J"
"DJ4302"	"001101"	"F"	"A"
"DJ4302"	"001101"	"F"	"A"
"DJ4302"	"001101"	"F"	"A"
"DJ4303"	"001000"	"F"	"J"
"DJ4304"	"001000"	"M"	"J"
"DJ4305"	"001110"	"M"	"J"
"DJ4306"	"001110"	"F"	"J"
"DJ4307"	"001000"	"M"	"A"
"DJ4307"	"001000"	"M"	"A"
"DJ4307"	"001000"	"M"	"A"
"DJ4308"	"001100"	"M"	"A"
"DJ4308"	"001100"	"M"	"A"
"DJ4308"	"001100"	"M"	"A"
"DJ4309"	"001000"	"F"	"J"
"DJ4310"	"001000"	"M"	"J"
"DJ4311"	"001000"	"F"	"J"
"DJ4312"	"001100"	"F"	"A"
"DJ4312"	"001100"	"F"	"A"
"DJ4312"	"001100"	"F"	"A"
"DJ4313"	"001000"	"M"	"A"
"DJ4313"	"001000"	"M"	"A"
"DJ4313"	"001000"	"M"	"A"
"DJ4314"	"001110"	"F"	"A"
"DJ4314"	"001110"	"F"	"A"
"DJ4314"	"001110"	"F"	"A"
"DJ4315"	"001100"	"F"	"J"
"DJ4316"	"001100"	"M"	"J"
"DJ4317"	"001100"	"M"	"J"
"DJ4319"	"001000"	"M"	"J"
"DJ4320"	"001000"	"M"	"J"
"DJ4321"	"001000"	"F"	"J"
"DJ4322"	"001000"	"F"	"J"
"DJ4323"	"001000"	"M"	"J"
"DJ4324"	"001000"	"F"	"J"
"DJ4325"	"001000"	"F"	"A"
"DJ4325"	"001000"	"F"	"A"
"DJ4325"	"001000"	"F"	"A"
"DJ4326"	"001100"	"M"	"A"
"DJ4326"	"001100"	"M"	"A"
"DJ4326"	"001100"	"M"	"A"
"DJ4327"	"001000"	"M"	"A"
"DJ4328"	"001100"	"M"	"A"
"DJ4329"	"001000"	"F"	"J"
"DJ4330"	"001100"	"F"	"A"
"DJ4330"	"001100"	"F"	"A"
"DJ4330"	"001100"	"F"	"A"
"DJ4331"	"001000"	"M"	"A"
"DJ4331"	"001000"	"M"	"A"
"DJ4331"	"001000"	"M"	"A"
"DJ4332"	"001110"	"M"	"A"
"DJ4332"	"001110"	"M"	"A"
"DJ4332"	"001110"	"M"	"A"
"DJ4333"	"001110"	"F"	"A"
"DJ4333"	"001110"	"F"	"A"
"DJ4333"	"001110"	"F"	"A"
"DJ4334"	"001110"	"F"	"J"
"DJ4335"	"001110"	"F"	"J"
"DJ4336"	"001110"	"F"	"J"
"DJ4337"	"001000"	"M"	"J"
"DJ4338"	"001000"	"M"	"J"
"DJ4339"	"001000"	"M"	"J"
"DJ4340"	"001100"	"M"	"A"
"DJ4340"	"001100"	"M"	"A"
"DJ4340"	"001100"	"M"	"A"
"DJ4341"	"001000"	"F"	"J"
"DJ4342"	"001000"	"M"	"J"
"DJ4343"	"001000"	"M"	"J"
"DJ4344"	"001000"	"M"	"A"
"DJ4344"	"001000"	"M"	"A"
"DJ4344"	"001000"	"M"	"A"
"DJ4345"	"001010"	"F"	"A"
"DJ4345"	"001010"	"F"	"A"
"DJ4345"	"001010"	"F"	"A"
"DJ4346"	"001000"	"F"	"J"
"DJ4347"	"001000"	"F"	"J"
"DJ4348"	"001000"	"F"	"J"
"DJ4349"	"001100"	"F"	"J"
"DJ4350"	"001000"	"F"	"J"
"DJ4351"	"001000"	"F"	"J"
"DJ4352"	"001000"	"F"	"A"
"DJ4352"	"001000"	"F"	"A"
"DJ4352"	"001000"	"F"	"A"
"DJ4353"	"001000"	"F"	"J"
"DJ4354"	"001000"	"F"	"J"
"DJ4355"	"001000"	"F"	"J"
"DJ4356"	"001100"	"M"	"A"
"DJ4356"	"001100"	"M"	"A"
"DJ4356"	"001100"	"M"	"A"
"DJ4357"	"001000"	"M"	"J"
"DJ4358"	"001000"	"F"	"J"
"DJ4359"	"001000"	"F"	"J"
"DJ4360"	"001100"	"M"	"J"
"DJ4361"	"001100"	"F"	"J"
"DJ4362"	"001000"	"F"	"J"
"DJ4363"	"001100"	"F"	"A"
"DJ4363"	"001100"	"F"	"A"
"DJ4363"	"001100"	"F"	"A"
"DJ4364"	"001000"	"F"	"J"
"DJ4367"	"001000"	"F"	"A"
"DJ4368"	"001000"	"F"	"J"
"DJ4369"	"001000"	"F"	"J"
"DJ4370"	"001000"	"F"	"J"
"DJ4371"	"001000"	"F"	"J"
"DJ4372"	"001000"	"M"	"J"
"DJ4374"	"001000"	"M"	"J"
"DJ4375"	"001000"	"F"	"J"
"DJ4376"	"001000"	"F"	"J"
"DJ4377"	"001000"	"F"	"J"
"DJ4378"	"001000"	"F"	"J"
"DJ4379"	"001110"	"M"	"J"
"DJ4379"	"001110"	"M"	"J"
"DJ4379"	"001110"	"M"	"J"
"DJ4380"	"001000"	"F"	"J"
"DJ4381"	"001000"	"F"	"J"
"DJ4382"	"001000"	"M"	"J"
"DJ4383"	"001110"	"M"	"A"
"DJ4383"	"001110"	"M"	"A"
"DJ4383"	"001110"	"M"	"A"
"DJ4384"	"001100"	"F"	"J"
"DJ4385"	"001000"	"F"	"J"
"DJ4386"	"001000"	"M"	"J"
"DJ4387"	"001000"	"F"	"J"
"DJ4388"	"001000"	"F"	"J"
"DJ4392"	"000100"	"F"	"A"
"DJ4393"	"000100"	"F"	"A"
"DJ4394"	"000100"	"F"	"J"
"DJ4395"	"000100"	"M"	"J"
"DJ4397"	"000100"	"M"	"A"
"DJ4398"	"000100"	"M"	"J"
"DJ4399"	"000100"	"M"	"J"
"DJ4401"	"000100"	"F"	"J"
"DJ4402"	"000110"	"F"	"A"
"DJ4403"	"000100"	"F"	"A"
"DJ4403"	"000100"	"F"	"A"
"DJ4404"	"000100"	"M"	"J"
"DJ4405"	"000100"	"M"	"J"
"DJ4406"	"000100"	"M"	"J"
"DJ4407"	"000100"	"M"	"J"
"DJ4408"	"000100"	"M"	"J"
"DJ4409"	"000100"	"F"	"J"
"DJ4410"	"000100"	"M"	"A"
"DJ4410"	"000100"	"M"	"A"
"DJ4410"	"000100"	"M"	"A"
"DJ4411"	"000100"	"M"	"J"
"DJ4412"	"000100"	"M"	"J"
"DJ4413"	"000100"	"F"	"J"
"DJ4414"	"000100"	"F"	"A"
"DJ4414"	"000100"	"F"	"A"
"DJ4414"	"000100"	"F"	"A"
"DJ4415"	"000100"	"F"	"J"
"DJ4416"	"000100"	"F"	"J"
"DJ4417"	"000100"	"F"	"J"
"DJ4418"	"000100"	"M"	"J"
"DJ4419"	"000100"	"F"	"A"
"DJ4419"	"000100"	"F"	"A"
"DJ4420"	"000100"	"M"	"A"
"DJ4420"	"000100"	"M"	"A"
"DJ4421"	"000100"	"M"	"J"
"DJ4422"	"000100"	"F"	"J"
"DJ4423"	"000100"	"F"	"J"
"DJ4424"	"000100"	"M"	"A"
"DJ4424"	"000100"	"M"	"A"
"DJ4424"	"000100"	"M"	"A"
"DJ4425"	"000100"	"F"	"A"
"DJ4425"	"000100"	"F"	"A"
"DJ4425"	"000100"	"F"	"A"
"DJ4426"	"000100"	"F"	"J"
"DJ4427"	"000100"	"F"	"J"
"DJ4428"	"000100"	"F"	"J"
"DJ4429"	"000100"	"M"	"J"
"DJ4430"	"000100"	"M"	"J"
"DJ4431"	"000100"	"M"	"J"
"DJ4432"	"000100"	"M"	"J"
"DJ4433"	"000100"	"M"	"J"
"DJ4434"	"000100"	"M"	"J"
"DJ4435"	"000110"	"F"	"A"
"DJ4435"	"000110"	"F"	"A"
"DJ4436"	"000110"	"F"	"A"
"DJ4437"	"000100"	"M"	"J"
"DJ4438"	"000100"	"F"	"J"
"DJ4439"	"000100"	"M"	"J"
"DJ4440"	"000100"	"F"	"J"
"DJ4441"	"000100"	"M"	"J"
"DJ4442"	"000100"	"F"	"J"
"DJ4443"	"000110"	"M"	"A"
"DJ4443"	"000110"	"M"	"A"
"DJ4444"	"000100"	"M"	"J"
"DJ4445"	"000100"	"F"	"J"
"DJ4446"	"000100"	"M"	"J"
"DJ4447"	"000110"	"F"	"A"
"DJ4447"	"000110"	"F"	"A"
"DJ4447"	"000110"	"F"	"A"
"DJ4448"	"000100"	"M"	"A"
"DJ4448"	"000100"	"M"	"A"
"DJ4448"	"000100"	"M"	"A"
"DJ4448"	"000100"	"M"	"A"
"DJ4448"	"000100"	"M"	"A"
"DJ4448"	"000100"	"M"	"A"
"DJ4449"	"000110"	"M"	"J"
"DJ4450"	"000110"	"M"	"J"
"DJ4451"	"000100"	"M"	"A"
"DJ4452"	"000100"	"M"	"A"
"DJ4453"	"000110"	"F"	"A"
"DJ4454"	"000100"	"M"	"A"
"DJ4455"	"000100"	"F"	"A"
"DJ4456"	"000100"	"F"	"A"
"DJ4457"	"000100"	"F"	"A"
"DJ4458"	"000100"	"M"	"A"
"DJ4459"	"000100"	"M"	"A"
"DJ4460"	"000100"	"F"	"A"
"DJ4461"	"000100"	"F"	"A"
"DJ4462"	"000100"	"M"	"A"
"DJ4463"	"000100"	"F"	"A"
"DJ4464"	"000100"	"M"	"A"
"DJ4465"	"000100"	"F"	"A"
"DJ4466"	"000110"	"M"	"A"
"DJ4467"	"000110"	"M"	"A"
"DJ4468"	"000100"	"F"	"A"
"DJ4469"	"000100"	"M"	"A"
"DJ4470"	"000110"	"F"	"A"
"DJ4471"	"000110"	"M"	"A"
"DJ4471"	"000110"	"M"	"A"
"DJ4472"	"000100"	"F"	"A"
"DJ4473"	"000100"	"F"	"A"
"DJ4474"	"000100"	"F"	"A"
"DJ4475"	"000100"	"M"	"A"
"DJ4476"	"000100"	"M"	"A"
"DJ4477"	"000100"	"M"	"A"
"DJ4478"	"000100"	"F"	"A"
"DJ4479"	"000100"	"M"	"A"
"DJ4480"	"000100"	"M"	"J"
"DJ4481"	"000100"	"M"	"J"
"DJ4482"	"000100"	"F"	"J"
"DJ4483"	"000100"	"F"	"J"
"DJ4484"	"000100"	"F"	"J"
"DJ4485"	"000100"	"M"	"J"
"DJ4486"	"000100"	"M"	"J"
"DJ4487"	"000100"	"M"	"J"
"DJ4488"	"000100"	"F"	"A"
"DJ4489"	"000100"	"F"	"A"
"DJ4490"	"000110"	"M"	"A"
"DJ4491"	"000100"	"F"	"A"
"DJ4492"	"000100"	"M"	"A"
"DJ4493"	"000110"	"M"	"A"
"DJ4494"	"000110"	"F"	"A"
"DJ4495"	"000100"	"M"	"A"
"DJ4496"	"000100"	"F"	"A"
"DJ4497"	"000110"	"F"	"A"
"DJ4498"	"000110"	"F"	"A"
"DJ4499"	"000110"	"F"	"A"
"DJ4499"	"000110"	"F"	"A"
"DJ4500"	"000100"	"M"	"A"
"FS00202"	"000001"	"F"	"A"
"FS00203"	"000001"	"F"	"A"
"FS00204"	"000001"	"M"	"A"
"FS00205"	"000001"	"F"	"A"
"FS00206"	"000001"	"F"	"A"
"FS00207"	"000001"	"M"	"A"
"FS00208"	"000001"	"M"	"A"
"FS00209"	"000001"	"M"	"A"
"FS00210"	"000001"	"M"	"A"
"FS00211"	"000001"	"F"	"A"
"FS00212"	"000001"	"F"	"A"
"FS00213"	"000001"	"F"	"A"
