"population" "year" "male" "female" "family_ID" "chick_ID"
"KPT" 1998 0 1 "family_1697" "bird_3175"
"KPT" 1998 0 1 "family_1710" "bird_3177"
"KPT" 1998 0 1 "family_1710" "bird_3178"
"KPT" 1998 0 1 "family_1713" "bird_3902"
"KPT" 1998 0 1 "family_1713" "bird_3903"
"KPT" 1998 0 1 "family_1713" "bird_3904"
"KPT" 1998 0 1 "family_1698" "bird_3182"
"KPT" 1998 0 1 "family_1698" "bird_3183"
"KPT" 1998 0 1 "family_1755" "bird_3297"
"KPT" 1998 1 0 "family_1755" "bird_3298"
"KPT" 1998 0 1 "family_1755" "bird_3299"
"KPT" 1998 0 1 "family_1675" "bird_3317"
"KPT" 1998 1 0 "family_1675" "bird_3318"
"KPT" 1998 0 1 "family_1674" "bird_3914"
"KPT" 1998 1 0 "family_1674" "bird_3915"
"KPT" 1998 0 1 "family_1699" "bird_3917"
"KPT" 1998 0 1 "family_1699" "bird_3918"
"KPT" 1998 0 1 "family_1699" "bird_3322"
"KPT" 1999 1 0 "family_1786" "bird_3939"
"KPT" 1999 1 0 "family_1786" "bird_3940"
"KPT" 1999 0 1 "family_1786" "bird_3941"
"KPT" 1999 0 1 "family_1790" "bird_3943"
"KPT" 1999 0 1 "family_1790" "bird_3944"
"KPT" 1999 1 0 "family_1784" "bird_3949"
"KPT" 1999 0 1 "family_1784" "bird_3950"
"KPT" 1999 1 0 "family_1785" "bird_3957"
"KPT" 1999 1 0 "family_1785" "bird_3958"
"KPT" 1999 1 0 "family_1785" "bird_3959"
"KPT" 1999 1 0 "family_1946" "bird_3960"
"KPT" 1999 1 0 "family_1946" "bird_3961"
"KPT" 1999 0 1 "family_2003" "bird_3968"
"KPT" 1999 1 0 "family_2003" "bird_3969"
"KPT" 1999 0 1 "family_2003" "bird_3970"
"KPT" 1999 1 0 "family_2042" "bird_3965"
"KPT" 1999 0 1 "family_2042" "bird_3966"
"KPT" 1999 1 0 "family_2042" "bird_3967"
"KPT" 1999 1 0 "family_1909" "bird_3353"
"KPT" 1999 1 0 "family_1909" "bird_3354"
"KPT" 1999 0 1 "family_1913" "bird_3358"
"KPT" 1999 1 0 "family_1913" "bird_3359"
"KPT" 1999 1 0 "family_1913" "bird_3360"
"KPT" 1999 1 0 "family_1911" "bird_3362"
"KPT" 1999 0 1 "family_1911" "bird_3363"
"KPT" 1999 0 1 "family_1940" "bird_3563"
"KPT" 1999 1 0 "family_1940" "bird_3564"
"KPT" 1999 1 0 "family_1945" "bird_3977"
"KPT" 1999 1 0 "family_1945" "bird_3978"
"KPT" 1999 0 1 "family_2000" "bird_3593"
"KPT" 1999 1 0 "family_2000" "bird_3595"
"KPT" 1999 1 0 "family_2018" "bird_3428"
"KPT" 1999 1 0 "family_2018" "bird_3429"
"KPT" 1999 0 1 "family_2018" "bird_3430"
"KPT" 1999 1 0 "family_1944" "bird_3604"
"KPT" 1999 1 0 "family_1944" "bird_3605"
"KPT" 1999 1 0 "family_2041" "bird_3436"
"KPT" 1999 1 0 "family_2041" "bird_3437"
"KPT" 1999 0 1 "family_2041" "bird_3438"
"KPT" 1999 0 1 "family_1917" "bird_3371"
"KPT" 1999 0 1 "family_1917" "bird_3372"
"KPT" 1999 1 0 "family_2006" "bird_3446"
"KPT" 1999 0 1 "family_2006" "bird_3447"
"KPT" 1999 1 0 "family_1812" "bird_4009"
"KPT" 1999 1 0 "family_1793" "bird_3636"
"KPT" 1999 1 0 "family_1793" "bird_3637"
"KPT" 1999 1 0 "family_1793" "bird_3642"
"KPT" 1999 1 0 "family_2047" "bird_3631"
"KPT" 1999 0 1 "family_2047" "bird_3638"
"KPT" 1999 1 0 "family_1812" "bird_4015"
"KPT" 1999 0 1 "family_1823" "bird_4012"
"KPT" 1999 1 0 "family_1823" "bird_4013"
"KPT" 1999 1 0 "family_1949" "bird_3643"
"KPT" 1999 0 1 "family_1949" "bird_3644"
"KPT" 1999 1 0 "family_1949" "bird_3645"
"KPT" 1999 0 1 "family_1994" "bird_3648"
"KPT" 1999 0 1 "family_1994" "bird_3649"
"KPT" 1999 0 1 "family_1919" "bird_3378"
"KPT" 1999 1 0 "family_1919" "bird_3379"
"KPT" 1999 1 0 "family_1924" "bird_3380"
"KPT" 1999 0 1 "family_1924" "bird_3382"
"KPT" 1999 0 1 "family_1924" "bird_3391"
"KPT" 1999 1 0 "family_1908" "bird_3651"
"KPT" 1999 1 0 "family_1908" "bird_3652"
"KPT" 1999 1 0 "family_2055" "bird_3671"
"KPT" 1999 0 1 "family_2055" "bird_3673"
"KPT" 1999 1 0 "family_1827" "bird_3680"
"KPT" 1999 1 0 "family_1953" "bird_3466"
"KPT" 1999 1 0 "family_1953" "bird_3467"
"KPT" 1999 0 1 "family_1995" "bird_3675"
"KPT" 1999 1 0 "family_1995" "bird_3676"
"KPT" 1999 0 1 "family_1827" "bird_3690"
"KPT" 1999 1 0 "family_1843" "bird_3686"
"KPT" 1999 0 1 "family_1843" "bird_3688"
"KPT" 1999 1 0 "family_1796" "bird_3699"
"KPT" 1999 0 1 "family_1796" "bird_3701"
"KPT" 1999 0 1 "family_1796" "bird_3702"
"KPT" 1999 1 0 "family_1844" "bird_3556"
"KPT" 1999 1 0 "family_1844" "bird_3557"
"KPT" 1999 1 0 "family_1997" "bird_3710"
"KPT" 1999 1 0 "family_1899" "bird_3716"
"KPT" 1999 0 1 "family_1899" "bird_3724"
"KPT" 1999 1 0 "family_1997" "bird_3720"
"KPT" 1999 1 0 "family_1799" "bird_3729"
"KPT" 1999 1 0 "family_1799" "bird_3730"
"KPT" 1999 1 0 "family_1925" "bird_3401"
"KPT" 1999 1 0 "family_1925" "bird_3402"
"KPT" 1999 0 1 "family_1925" "bird_3403"
"KPT" 1999 1 0 "family_1782" "bird_3561"
"KPT" 1999 0 1 "family_1782" "bird_3778"
"KPT" 1999 0 1 "family_1782" "bird_3779"
"KPT" 1999 0 1 "family_1998" "bird_3404"
"KPT" 1999 1 0 "family_1998" "bird_3405"
"KPT" 1999 1 0 "family_1969" "bird_3496"
"KPT" 1999 1 0 "family_1969" "bird_3497"
"KPT" 1999 1 0 "family_1969" "bird_3498"
"KPT" 1999 0 1 "family_1979" "bird_3755"
"KPT" 1999 1 0 "family_1979" "bird_3756"
"KPT" 1999 0 1 "family_1984" "bird_3757"
"KPT" 1999 1 0 "family_1984" "bird_3758"
"KPT" 1999 0 1 "family_1840" "bird_3784"
"KPT" 1999 0 1 "family_1840" "bird_3787"
"KPT" 1999 1 0 "family_1985" "bird_3763"
"KPT" 1999 1 0 "family_1985" "bird_3764"
"KPT" 1999 0 1 "family_1985" "bird_3765"
"KPT" 1999 0 1 "family_1931" "bird_3766"
"KPT" 1999 0 1 "family_1931" "bird_3767"
"KPT" 1999 1 0 "family_1931" "bird_3768"
"KPT" 1999 0 1 "family_1961" "bird_3769"
"KPT" 1999 0 1 "family_1961" "bird_3774"
"SP" 2006 1 0 "family_2155" "bird_173"
"SP" 2006 0 1 "family_2155" "bird_184"
"SP" 2006 0 1 "family_2139" "bird_72"
"SP" 2006 1 0 "family_2139" "bird_73"
"SP" 2006 0 1 "family_2139" "bird_77"
"SP" 2006 0 1 "family_2157" "bird_78"
"SP" 2006 0 1 "family_2157" "bird_81"
"SP" 2006 1 0 "family_2147" "bird_85"
"SP" 2006 0 1 "family_2147" "bird_86"
"SP" 2006 1 0 "family_2147" "bird_95"
"SP" 2006 1 0 "family_2149" "bird_108"
"SP" 2006 0 1 "family_2149" "bird_109"
"SP" 2006 0 1 "family_2148" "bird_110"
"SP" 2006 1 0 "family_2148" "bird_111"
"SP" 2006 0 1 "family_2132" "bird_113"
"SP" 2006 1 0 "family_2132" "bird_114"
"SP" 2006 1 0 "family_2148" "bird_115"
"SP" 2006 0 1 "family_2212" "bird_313"
"SP" 2006 1 0 "family_2212" "bird_324"
"SP" 2006 0 1 "family_2212" "bird_335"
"SP" 2006 1 0 "family_2144" "bird_126"
"SP" 2006 0 1 "family_2144" "bird_127"
"SP" 2006 1 0 "family_2259" "bird_398"
"SP" 2006 0 1 "family_2259" "bird_408"
"SP" 2006 1 0 "family_2259" "bird_419"
"SP" 2006 1 0 "family_2133" "bird_939"
"SP" 2006 0 1 "family_2133" "bird_959"
"SP" 2006 1 0 "family_2151" "bird_973"
"SP" 2006 1 0 "family_2151" "bird_974"
"SP" 2006 0 1 "family_2209" "bird_975"
"SP" 2006 1 0 "family_2209" "bird_976"
"SP" 2006 0 1 "family_2162" "bird_588"
"SP" 2006 0 1 "family_2162" "bird_599"
"SP" 2006 1 0 "family_2173" "bird_609"
"SP" 2006 1 0 "family_2173" "bird_619"
"SP" 2006 1 0 "family_2173" "bird_629"
"SP" 2006 0 1 "family_2162" "bird_640"
"SP" 2006 0 1 "family_2167" "bird_716"
"SP" 2006 0 1 "family_2167" "bird_767"
"SP" 2006 0 1 "family_2167" "bird_777"
"SP" 2006 1 0 "family_2258" "bird_851"
"SP" 2006 1 0 "family_2258" "bird_852"
"SP" 2006 1 0 "family_2143" "bird_853"
"SP" 2006 1 0 "family_2242" "bird_854"
"SP" 2006 0 1 "family_2242" "bird_855"
"SP" 2006 0 1 "family_2143" "bird_856"
"SP" 2006 1 0 "family_2240" "bird_857"
"SP" 2006 1 0 "family_2240" "bird_861"
"SP" 2006 0 1 "family_2214" "bird_863"
"SP" 2006 0 1 "family_2214" "bird_864"
"SP" 2006 0 1 "family_2214" "bird_865"
"SP" 2006 1 0 "family_2217" "bird_868"
"SP" 2006 1 0 "family_2217" "bird_869"
"SP" 2006 0 1 "family_2223" "bird_1156"
"SP" 2006 1 0 "family_2223" "bird_1167"
"SP" 2006 1 0 "family_2175" "bird_1275"
"SP" 2006 1 0 "family_2175" "bird_1285"
"SP" 2006 0 1 "family_2175" "bird_1296"
"SP" 2006 0 1 "family_2227" "bird_1366"
"SP" 2006 0 1 "family_2244" "bird_1385"
"SP" 2006 1 0 "family_2244" "bird_1394"
"SP" 2006 1 0 "family_2227" "bird_1410"
"SP" 2006 0 1 "family_2163" "bird_1464"
"SP" 2006 1 0 "family_2231" "bird_1475"
"SP" 2006 0 1 "family_2237" "bird_1485"
"SP" 2006 0 1 "family_2237" "bird_1495"
"SP" 2006 1 0 "family_2237" "bird_1506"
"SP" 2006 1 0 "family_2163" "bird_1528"
"SP" 2006 0 1 "family_2231" "bird_1538"
"SP" 2006 0 1 "family_2171" "bird_1589"
"SP" 2006 1 0 "family_2171" "bird_1611"
"SP" 2006 1 0 "family_2243" "bird_1619"
"SP" 2006 1 0 "family_2243" "bird_1630"
"SP" 2006 0 1 "family_2188" "bird_1687"
"SP" 2006 0 1 "family_2188" "bird_1701"
"SP" 2006 0 1 "family_2234" "bird_1703"
"SP" 2006 1 0 "family_2234" "bird_1712"
"SP" 2006 1 0 "family_2234" "bird_1723"
"SP" 2006 1 0 "family_2233" "bird_1733"
"SP" 2006 0 1 "family_2233" "bird_1741"
"SP" 2006 1 0 "family_2188" "bird_1752"
"SP" 2006 0 1 "family_2246" "bird_1763"
"SP" 2006 1 0 "family_2246" "bird_1774"
"SP" 2006 1 0 "family_2245" "bird_1784"
"SP" 2006 0 1 "family_2245" "bird_1795"
"SP" 2007 1 0 "family_2349" "bird_327"
"SP" 2007 1 0 "family_2349" "bird_328"
"SP" 2007 1 0 "family_2349" "bird_329"
"SP" 2007 0 1 "family_2335" "bird_338"
"SP" 2007 1 0 "family_2335" "bird_339"
"SP" 2007 0 1 "family_2314" "bird_343"
"SP" 2007 0 1 "family_2314" "bird_344"
"SP" 2007 0 1 "family_2265" "bird_352"
"SP" 2007 0 1 "family_2265" "bird_353"
"SP" 2007 0 1 "family_2369" "bird_358"
"SP" 2007 1 0 "family_2369" "bird_359"
"SP" 2007 0 1 "family_2299" "bird_403"
"SP" 2007 0 1 "family_2299" "bird_404"
"SP" 2007 0 1 "family_2312" "bird_364"
"SP" 2007 0 1 "family_2264" "bird_365"
"SP" 2007 1 0 "family_2264" "bird_367"
"SP" 2007 0 1 "family_2264" "bird_368"
"SP" 2007 1 0 "family_2312" "bird_369"
"SP" 2007 1 0 "family_2312" "bird_370"
"SP" 2007 1 0 "family_2324" "bird_372"
"SP" 2007 1 0 "family_2324" "bird_413"
"SP" 2007 1 0 "family_2324" "bird_414"
"SP" 2007 1 0 "family_2353" "bird_375"
"SP" 2007 1 0 "family_2306" "bird_417"
"SP" 2007 1 0 "family_2353" "bird_418"
"SP" 2007 0 1 "family_2306" "bird_420"
"SP" 2007 0 1 "family_2370" "bird_539"
"SP" 2007 1 0 "family_2370" "bird_540"
"SP" 2007 0 1 "family_2337" "bird_423"
"SP" 2007 0 1 "family_2337" "bird_425"
"SP" 2007 1 0 "family_2337" "bird_545"
"SP" 2007 0 1 "family_2331" "bird_549"
"SP" 2007 1 0 "family_2331" "bird_553"
"SP" 2007 0 1 "family_2331" "bird_554"
"SP" 2007 0 1 "family_2302" "bird_559"
"SP" 2007 1 0 "family_2302" "bird_560"
"SP" 2007 0 1 "family_2274" "bird_568"
"SP" 2007 1 0 "family_2274" "bird_569"
"SP" 2007 0 1 "family_2308" "bird_570"
"SP" 2007 0 1 "family_2308" "bird_571"
"SP" 2007 1 0 "family_2308" "bird_572"
"SP" 2007 1 0 "family_2284" "bird_435"
"SP" 2007 0 1 "family_2284" "bird_436"
"SP" 2007 0 1 "family_2310" "bird_437"
"SP" 2007 1 0 "family_2310" "bird_438"
"SP" 2007 0 1 "family_2310" "bird_573"
"SP" 2007 1 0 "family_2315" "bird_574"
"SP" 2007 0 1 "family_2315" "bird_575"
"SP" 2007 1 0 "family_2316" "bird_578"
"SP" 2007 0 1 "family_2316" "bird_579"
"SP" 2007 1 0 "family_2316" "bird_580"
"SP" 2007 0 1 "family_2277" "bird_448"
"SP" 2007 1 0 "family_2277" "bird_449"
"SP" 2007 1 0 "family_2277" "bird_587"
"SP" 2007 1 0 "family_2280" "bird_590"
"SP" 2007 1 0 "family_2280" "bird_591"
"SP" 2007 0 1 "family_2294" "bird_592"
"SP" 2007 1 0 "family_2280" "bird_593"
"SP" 2007 1 0 "family_2280" "bird_594"
"SP" 2007 0 1 "family_2294" "bird_595"
"SP" 2007 1 0 "family_2275" "bird_454"
"SP" 2007 1 0 "family_2275" "bird_457"
"SP" 2007 0 1 "family_2385" "bird_601"
"SP" 2007 1 0 "family_2385" "bird_602"
"SP" 2007 1 0 "family_2282" "bird_470"
"SP" 2007 0 1 "family_2282" "bird_610"
"SP" 2007 0 1 "family_2282" "bird_611"
"SP" 2007 1 0 "family_2379" "bird_613"
"SP" 2007 1 0 "family_2379" "bird_615"
"SP" 2007 0 1 "family_2283" "bird_477"
"SP" 2007 0 1 "family_2283" "bird_478"
"SP" 2007 0 1 "family_2317" "bird_618"
"SP" 2007 0 1 "family_2317" "bird_620"
"SP" 2007 1 0 "family_2317" "bird_621"
"SP" 2007 0 1 "family_2289" "bird_481"
"SP" 2007 1 0 "family_2328" "bird_623"
"SP" 2007 0 1 "family_2328" "bird_624"
"SP" 2007 1 0 "family_2328" "bird_625"
"SP" 2007 0 1 "family_2319" "bird_626"
"SP" 2007 1 0 "family_2289" "bird_627"
"SP" 2007 1 0 "family_2319" "bird_628"
"SP" 2007 0 1 "family_2289" "bird_630"
"SP" 2007 0 1 "family_2293" "bird_632"
"SP" 2007 1 0 "family_2293" "bird_633"
"SP" 2007 1 0 "family_2293" "bird_634"
"SP" 2007 0 1 "family_2291" "bird_512"
"SP" 2007 0 1 "family_2318" "bird_513"
"SP" 2007 0 1 "family_2318" "bird_637"
"SP" 2007 0 1 "family_2291" "bird_638"
"SP" 2007 1 0 "family_2346" "bird_515"
"SP" 2007 0 1 "family_2346" "bird_516"
"SP" 2007 1 0 "family_2381" "bird_519"
"SP" 2007 1 0 "family_2381" "bird_520"
"SP" 2007 1 0 "family_2381" "bird_521"
"SP" 2007 0 1 "family_2295" "bird_522"
"SP" 2007 1 0 "family_2295" "bird_523"
"SP" 2007 1 0 "family_2295" "bird_524"
"SP" 2007 0 1 "family_2363" "bird_491"
"SP" 2007 0 1 "family_2355" "bird_492"
"SP" 2007 1 0 "family_2355" "bird_494"
"SP" 2007 0 1 "family_2358" "bird_495"
"SP" 2007 1 0 "family_2363" "bird_496"
"SP" 2007 0 1 "family_2360" "bird_497"
"SP" 2007 1 0 "family_2360" "bird_498"
"SP" 2007 1 0 "family_2363" "bird_528"
"SP" 2007 1 0 "family_2358" "bird_529"
"SP" 2007 0 1 "family_2326" "bird_499"
"SP" 2007 1 0 "family_2326" "bird_500"
"SP" 2007 0 1 "family_2389" "bird_532"
"SP" 2007 0 1 "family_2389" "bird_503"
"SP" 2007 0 1 "family_2367" "bird_533"
"SP" 2007 0 1 "family_2367" "bird_534"
"SP" 2007 0 1 "family_2359" "bird_647"
"SP" 2007 1 0 "family_2359" "bird_648"
"SP" 2007 0 1 "family_2359" "bird_649"
"SP" 2007 0 1 "family_2364" "bird_505"
"SP" 2007 1 0 "family_2364" "bird_642"
"SP" 2007 0 1 "family_2382" "bird_650"
"SP" 2007 0 1 "family_2382" "bird_652"
"SP" 2007 0 1 "family_2376" "bird_653"
"SP" 2007 1 0 "family_2376" "bird_654"
"SP" 2007 1 0 "family_2368" "bird_643"
"SP" 2007 1 0 "family_2368" "bird_656"
"SP" 2007 0 1 "family_2368" "bird_657"
"SP" 2007 1 0 "family_2334" "bird_664"
"SP" 2007 1 0 "family_2334" "bird_665"
"SP" 2008 1 0 "family_2435" "bird_698"
"SP" 2008 0 1 "family_2435" "bird_699"
"SP" 2008 0 1 "family_2435" "bird_700"
"SP" 2008 1 0 "family_2434" "bird_701"
"SP" 2008 1 0 "family_2434" "bird_702"
"SP" 2008 1 0 "family_2436" "bird_703"
"SP" 2008 1 0 "family_2436" "bird_704"
"SP" 2008 1 0 "family_2436" "bird_706"
"SP" 2008 1 0 "family_2391" "bird_663"
"SP" 2008 1 0 "family_2391" "bird_668"
"SP" 2008 0 1 "family_2391" "bird_708"
"SP" 2008 0 1 "family_2416" "bird_673"
"SP" 2008 0 1 "family_2416" "bird_674"
"SP" 2008 1 0 "family_2416" "bird_675"
"SP" 2008 1 0 "family_2415" "bird_676"
"SP" 2008 1 0 "family_2415" "bird_677"
"SP" 2008 0 1 "family_2415" "bird_678"
"SP" 2008 1 0 "family_2419" "bird_686"
"SP" 2008 1 0 "family_2419" "bird_687"
"SP" 2008 0 1 "family_2394" "bird_713"
"SP" 2008 1 0 "family_2394" "bird_714"
"SP" 2008 1 0 "family_2394" "bird_715"
"SP" 2008 0 1 "family_2395" "bird_717"
"SP" 2008 0 1 "family_2463" "bird_691"
"SP" 2008 1 0 "family_2463" "bird_692"
"SP" 2008 0 1 "family_2395" "bird_718"
"SP" 2008 0 1 "family_2395" "bird_719"
"SP" 2008 1 0 "family_2464" "bird_720"
"SP" 2008 1 0 "family_2464" "bird_721"
"SP" 2008 1 0 "family_2400" "bird_722"
"SP" 2008 0 1 "family_2400" "bird_723"
"SP" 2008 1 0 "family_2428" "bird_724"
"SP" 2008 0 1 "family_2428" "bird_725"
"SP" 2008 0 1 "family_2405" "bird_873"
"SP" 2008 1 0 "family_2405" "bird_874"
"SP" 2008 1 0 "family_2430" "bird_728"
"SP" 2008 0 1 "family_2430" "bird_875"
"SP" 2008 1 0 "family_2430" "bird_876"
"SP" 2008 1 0 "family_2425" "bird_730"
"SP" 2008 0 1 "family_2425" "bird_731"
"SP" 2008 0 1 "family_2441" "bird_732"
"SP" 2008 0 1 "family_2441" "bird_733"
"SP" 2008 0 1 "family_2408" "bird_923"
"SP" 2008 0 1 "family_2408" "bird_924"
"SP" 2008 0 1 "family_2408" "bird_925"
"SP" 2008 1 0 "family_2442" "bird_926"
"SP" 2008 1 0 "family_2442" "bird_927"
"SP" 2008 0 1 "family_2426" "bird_879"
"SP" 2008 1 0 "family_2426" "bird_880"
"SP" 2008 0 1 "family_2426" "bird_881"
"SP" 2008 0 1 "family_2444" "bird_882"
"SP" 2008 1 0 "family_2410" "bird_734"
"SP" 2008 1 0 "family_2396" "bird_735"
"SP" 2008 1 0 "family_2396" "bird_736"
"SP" 2008 1 0 "family_2444" "bird_883"
"SP" 2008 1 0 "family_2410" "bird_930"
"SP" 2008 0 1 "family_2410" "bird_931"
"SP" 2008 1 0 "family_2432" "bird_737"
"SP" 2008 1 0 "family_2432" "bird_739"
"SP" 2008 0 1 "family_2432" "bird_932"
"SP" 2008 1 0 "family_2443" "bird_740"
"SP" 2008 0 1 "family_2443" "bird_741"
"SP" 2008 0 1 "family_2460" "bird_746"
"SP" 2008 1 0 "family_2460" "bird_747"
"SP" 2008 1 0 "family_2459" "bird_748"
"SP" 2008 1 0 "family_2459" "bird_750"
"SP" 2008 0 1 "family_2412" "bird_890"
"SP" 2008 0 1 "family_2412" "bird_891"
"SP" 2008 1 0 "family_2447" "bird_894"
"SP" 2008 1 0 "family_2447" "bird_895"
"SP" 2008 1 0 "family_2447" "bird_896"
"SP" 2009 1 0 "family_2500" "bird_900"
"SP" 2009 1 0 "family_2500" "bird_901"
"SP" 2009 0 1 "family_2500" "bird_902"
"SP" 2009 0 1 "family_2472" "bird_914"
"SP" 2009 1 0 "family_2472" "bird_915"
"SP" 2009 1 0 "family_2480" "bird_1089"
"SP" 2009 1 0 "family_2480" "bird_1090"
"SP" 2009 1 0 "family_2481" "bird_996"
"SP" 2009 0 1 "family_2481" "bird_997"
"SP" 2009 1 0 "family_2468" "bird_940"
"SP" 2009 0 1 "family_2468" "bird_941"
"SP" 2009 1 0 "family_2468" "bird_942"
"SP" 2009 0 1 "family_2509" "bird_947"
"SP" 2009 0 1 "family_2509" "bird_948"
"SP" 2009 0 1 "family_2509" "bird_949"
"SP" 2009 0 1 "family_2492" "bird_950"
"SP" 2009 1 0 "family_2492" "bird_951"
"SP" 2009 1 0 "family_2523" "bird_1016"
"SP" 2009 0 1 "family_2523" "bird_1017"
"SP" 2009 0 1 "family_2523" "bird_1018"
"SP" 2009 1 0 "family_2498" "bird_960"
"SP" 2009 0 1 "family_2498" "bird_961"
"SP" 2009 1 0 "family_2517" "bird_962"
"SP" 2009 0 1 "family_2517" "bird_963"
"SP" 2009 0 1 "family_2517" "bird_964"
"SP" 2009 0 1 "family_2513" "bird_1020"
"SP" 2009 0 1 "family_2513" "bird_1021"
"SP" 2009 1 0 "family_2524" "bird_1025"
"SP" 2009 1 0 "family_2524" "bird_1026"
"SP" 2009 0 1 "family_2524" "bird_1027"
"SP" 2009 1 0 "family_2510" "bird_1028"
"SP" 2009 1 0 "family_2510" "bird_1029"
"SP" 2009 1 0 "family_2474" "bird_1030"
"SP" 2009 0 1 "family_2474" "bird_1031"
"SP" 2009 0 1 "family_2526" "bird_969"
"SP" 2009 1 0 "family_2526" "bird_971"
"SP" 2009 1 0 "family_2526" "bird_1058"
"SP" 2009 1 0 "family_2515" "bird_1061"
"SP" 2009 0 1 "family_2515" "bird_1062"
"SP" 2009 0 1 "family_2515" "bird_1063"
"SP" 2009 1 0 "family_2514" "bird_1038"
"SP" 2009 0 1 "family_2514" "bird_1064"
"SP" 2009 0 1 "family_2516" "bird_1065"
"SP" 2009 0 1 "family_2516" "bird_1066"
"SP" 2009 1 0 "family_2519" "bird_1039"
"SP" 2009 0 1 "family_2519" "bird_1040"
"SP" 2009 1 0 "family_2538" "bird_1071"
"SP" 2009 1 0 "family_2538" "bird_1072"
"SP" 2009 0 1 "family_2538" "bird_1073"
"SP" 2009 1 0 "family_2520" "bird_1042"
"SP" 2009 0 1 "family_2520" "bird_1043"
"SP" 2009 0 1 "family_2520" "bird_1044"
"SP" 2010 0 1 "family_2576" "bird_1049"
"SP" 2010 0 1 "family_2576" "bird_1050"
"SP" 2010 0 1 "family_2600" "bird_1082"
"SP" 2010 0 1 "family_2600" "bird_1088"
"SP" 2010 1 0 "family_2600" "bird_1095"
"SP" 2010 0 1 "family_2621" "bird_1101"
"SP" 2010 0 1 "family_2621" "bird_1102"
"SP" 2010 1 0 "family_2583" "bird_1287"
"SP" 2010 0 1 "family_2583" "bird_1288"
"SP" 2010 0 1 "family_2583" "bird_1289"
"SP" 2010 1 0 "family_2579" "bird_1203"
"SP" 2010 0 1 "family_2579" "bird_1204"
"SP" 2010 0 1 "family_2554" "bird_1205"
"SP" 2010 0 1 "family_2554" "bird_1206"
"SP" 2010 0 1 "family_2557" "bird_1217"
"SP" 2010 0 1 "family_2557" "bird_1218"
"SP" 2010 0 1 "family_2572" "bird_1220"
"SP" 2010 0 1 "family_2572" "bird_1221"
"SP" 2010 0 1 "family_2578" "bird_1115"
"SP" 2010 1 0 "family_2578" "bird_1116"
"SP" 2010 0 1 "family_2559" "bird_1121"
"SP" 2010 0 1 "family_2559" "bird_1122"
"SP" 2010 1 0 "family_2559" "bird_1123"
"SP" 2010 0 1 "family_2573" "bird_1222"
"SP" 2010 1 0 "family_2573" "bird_1223"
"SP" 2010 0 1 "family_2577" "bird_1224"
"SP" 2010 0 1 "family_2577" "bird_1225"
"SP" 2010 0 1 "family_2594" "bird_1226"
"SP" 2010 0 1 "family_2594" "bird_1227"
"SP" 2010 0 1 "family_2594" "bird_1228"
"SP" 2010 0 1 "family_2587" "bird_1240"
"SP" 2010 0 1 "family_2587" "bird_1241"
"SP" 2010 1 0 "family_2587" "bird_1242"
"SP" 2010 0 1 "family_2596" "bird_1249"
"SP" 2010 0 1 "family_2596" "bird_1250"
"SP" 2010 0 1 "family_2596" "bird_1251"
"SP" 2010 0 1 "family_2568" "bird_1252"
"SP" 2010 0 1 "family_2552" "bird_1253"
"SP" 2010 0 1 "family_2552" "bird_1254"
"SP" 2010 1 0 "family_2568" "bird_1256"
"SP" 2010 1 0 "family_2552" "bird_1257"
"SP" 2010 1 0 "family_2550" "bird_1260"
"SP" 2010 0 1 "family_2550" "bird_1261"
"SP" 2010 0 1 "family_2582" "bird_1130"
"SP" 2010 0 1 "family_2582" "bird_1131"
"SP" 2010 1 0 "family_2582" "bird_1268"
"SP" 2010 1 0 "family_2570" "bird_1269"
"SP" 2010 0 1 "family_2570" "bird_1270"
"SP" 2010 1 0 "family_2553" "bird_1276"
"SP" 2010 0 1 "family_2553" "bird_1277"
"SP" 2010 0 1 "family_2588" "bird_1132"
"SP" 2010 1 0 "family_2588" "bird_1133"
"SP" 2010 0 1 "family_2604" "bird_1280"
"SP" 2010 0 1 "family_2604" "bird_1281"
"SP" 2010 0 1 "family_2604" "bird_1282"
"SP" 2010 1 0 "family_2558" "bird_1291"
"SP" 2010 0 1 "family_2558" "bird_1292"
"SP" 2010 0 1 "family_2637" "bird_1302"
"SP" 2010 0 1 "family_2637" "bird_1303"
"SP" 2010 1 0 "family_2564" "bird_1308"
"SP" 2010 1 0 "family_2564" "bird_1309"
"SP" 2010 0 1 "family_2564" "bird_1310"
"SP" 2010 1 0 "family_2611" "bird_1312"
"SP" 2010 0 1 "family_2611" "bird_1314"
"SP" 2010 0 1 "family_2611" "bird_1315"
"SP" 2010 0 1 "family_2563" "bird_1134"
"SP" 2010 0 1 "family_2563" "bird_1135"
"SP" 2010 1 0 "family_2599" "bird_1318"
"SP" 2010 1 0 "family_2599" "bird_1319"
"SP" 2010 0 1 "family_2599" "bird_1320"
"SP" 2010 1 0 "family_2563" "bird_1138"
"SP" 2010 0 1 "family_2615" "bird_1139"
"SP" 2010 1 0 "family_2615" "bird_1140"
"SP" 2010 0 1 "family_2615" "bird_1141"
"SP" 2010 1 0 "family_2566" "bird_1144"
"SP" 2010 1 0 "family_2566" "bird_1145"
"SP" 2010 0 1 "family_2616" "bird_1146"
"SP" 2010 0 1 "family_2616" "bird_1148"
"SP" 2010 0 1 "family_2589" "bird_1151"
"SP" 2010 0 1 "family_2589" "bird_1152"
"SP" 2011 1 0 "family_2678" "bird_1161"
