"population" "no_chicks" "clutch_size" "ID" "year" "male" "female"
"KPM" 0 "2" "2015_R_1" "2015" "XX.XX|XX.XX" "CA3937"
"KPM" 3 "3" "2015_R_2" "2015" "CA3761" "CA1637"
"KPM" 3 "3" "2015_R_3" "2015" "CA3466" "CA3431"
"KPM" 2 "3" "2015_R_4" "2015" "CA3815" "CA3119"
"KPM" 2 "3" "2015_R_5" "2015" "CA1126" "CA3003"
"KPM" 0 "3" "2015_R_6" "2015" "CA4309" "CA1646"
"KPM" 0 "3" "2015_R_7" "2015" "CA4354" "CA4310"
"KPM" 0 "2" "2015_R_8" "2015" "CA4099" "CA3911"
"KPM" 0 "3" "2015_R_9" "2015" "XX.XX|XX.XX" NA
"KPM" 3 "3" "2015_R_11" "2015" NA "CA4200"
"KPM" 3 "3" "2015_R_12" "2015" "CA4377" "CA3937"
"KPM" 3 "3" "2015_R_101" "2015" "CA1043" "CA1683"
"KPM" 0 "3" "2015_R_102" "2015" NA "CA4355"
"KPM" 0 "2" "2015_R_103" "2015" "CA4376" "CA3937"
"KPM" 0 "3" "2015_R_105" "2015" "CA3012" "CA3850"
"KPM" 0 "3" "2015_R_106" "2015" "CA3183" "CA4382"
"KPM" 0 "3" "2015_R_107" "2015" "CA2746" NA
"KPM" 0 "3" "2015_R_108" "2015" "CA2702" NA
"KPM" 0 "3" "2015_S_1" "2015" "CA1121" NA
"KPM" 3 "3" "2015_S_2" "2015" "CA3084" "CA2753"
"KPM" 0 "3" "2015_S_3" "2015" NA "XX.XX|XX.XX"
"KPM" 2 "2" "2015_S_4" "2015" "CA3940" "CA4157"
"KPM" 0 "3" "2015_S_5" "2015" "CA3934" "CA3607"
"KPM" 0 "3" "2015_S_6" "2015" "CA4019" "CA4022"
"KPM" 0 "3" "2015_S_7" "2015" NA "CA2780"
"KPM" 0 "3" "2015_S_8" "2015" "CA3666" "CA3668"
"KPM" 0 "3" "2015_S_9" "2015" NA "CA1080"
"KPM" 0 "2" "2015_S_10" "2015" NA "XX.XX|XX.XX"
"KPM" 2 "2" "2015_S_11" "2015" "CA3757" "CA2764"
"KPM" 0 "3" "2015_S_12" "2015" NA "CA2683"
"KPM" 0 "3" "2015_S_13" "2015" "CA3036" "CA3146"
"KPM" 0 "3" "2015_S_14" "2015" NA "CA3754"
"KPM" 0 "2" "2015_S_15" "2015" NA "CA1644"
"KPM" 0 "3" "2015_S_16" "2015" NA "CA1067"
"KPM" 0 "3" "2015_S_17" "2015" "CA3789" "CA3787"
"KPM" 0 "3" "2015_S_18" "2015" NA "CA2762"
"KPM" 1 "3" "2015_S_19" "2015" "CA1641" "CA3868"
"KPM" 2 "3" "2015_S_20" "2015" "CA1694" "CA3621"
"KPM" 0 "3" "2015_S_21" "2015" NA "CA3658"
"KPM" 0 "3" "2015_S_22" "2015" "CA3145" "CA1693"
"KPM" 0 "1" "2015_S_23" "2015" NA "CA1092"
"KPM" 0 "1" "2015_S_24" "2015" "CA3616" NA
"KPM" 0 "3" "2015_S_25" "2015" "CA3838" "CA3807"
"KPM" 0 "2" "2015_S_26" "2015" "CA3065" NA
"KPM" 0 "3" "2015_S_28" "2015" NA "CA3965"
"KPM" 0 "3" "2015_S_29" "2015" "CA3077" "CA3697"
"KPM" 3 "3" "2015_S_30" "2015" "CA1119" "CA2629"
"KPM" 0 "3" "2015_S_31" "2015" NA "CA3041"
"KPM" 3 "3" "2015_S_32" "2015" "CA3666" "CA3668"
"KPM" 0 "2" "2015_S_33" "2015" NA "CA1693"
"KPM" 0 "2" "2015_S_34" "2015" NA "XX.XX|XX.XX"
"KPM" 0 "3" "2015_S_35" "2015" "CA3065" "CA1104"
"KPM" 0 "2" "2015_S_36" "2015" "CA3500" "CA2762"
"KPM" 0 "3" "2015_S_37" "2015" "CA3774" "CA3764"
"KPM" 0 "3" "2015_S_38" "2015" NA "CA1080"
"KPM" 0 "2" "2015_S_39" "2015" NA "CA3697"
"KPM" 0 "2" "2015_S_40" "2015" "CA3826" NA
"KPM" 3 "3" "2015_S_41" "2015" "CA4222" "CA3427"
"KPM" 0 "3" "2015_S_42" "2015" "CA3774" "CA3154"
"KPM" 0 "1" "2015_S_202" "2015" "CA3438" NA
"KPM" 0 "3" "2015_S_301" "2015" "CA1624" "CA4036"
"KPM" 0 "1" "2015_S_302" "2015" "CA3617" "CA1080"
"KPM" 0 "3" "2015_S_303" "2015" "CA3017" "CA1644"
"KPM" 1 "2" "2015_S_304" "2015" "CA4039" "CA3071"
"KPM" 0 "3" "2015_S_305" "2015" "CA3792" "CA2780"
"KPM" 3 "3" "2015_S_306" "2015" "CA4077" "CA2715"
"KPM" 0 "2" "2015_S_307" "2015" "CA3500" "CA2762"
"KPM" 0 "3" "2015_S_308" "2015" NA "CA3663"
"KPM" 0 "3" "2015_S_309" "2015" "CA3066" "CA3801"
"KPM" 0 "2" "2015_S_310" "2015" "CA3974" "CA3708"
"KPM" 2 "3" "2015_S_311" "2015" "CA2749" "CA1092"
"KPM" 0 "3" "2015_S_312" "2015" "CA3838" "CA3807"
"KPM" 3 "3" "2015_S_313" "2015" "CA3460" "CA1067"
"KPM" 3 "3" "2015_S_314" "2015" "CA3809" "CA3095"
"KPM" 0 "3" "2015_S_315" "2015" "CA1093" "CA3085"
"KPM" 1 "2" "2015_S_316" "2015" "CA3612" "CA3023"
"KPM" 0 "3" "2015_S_317" "2015" "CA4050" NA
"KPM" 0 "2" "2015_S_318" "2015" NA "CA3787"
"KPM" 0 "2" "2015_S_319" "2015" NA "CA3076"
"KPM" 0 "3" "2015_S_320" "2015" NA "CA3658"
"KPM" 2 "3" "2015_S_321" "2015" "CA3017" NA
"KPM" 0 "3" "2015_S_322" "2015" "CA2711" "CA4006"
"KPM" 0 "3" "2015_S_323" "2015" NA "CA1136"
"KPM" 0 "1" "2015_S_324" "2015" NA "CA1693"
"KPM" 3 "3" "2015_S_325" "2015" "GX.MX|OX.RX" "CA2757"
"KPM" 0 "3" "2015_S_326" "2015" NA "CA2780"
"KPM" 0 "2" "2015_S_327" "2015" "CA3789" "CA3787"
"SP" 0 "2" "brood_1" "2006" "bird_1" "bird_786"
"SP" 0 "3" "brood_7" "2006" NA "bird_693"
"SP" 0 "3" "brood_8" "2006" "bird_388" "bird_23"
"SP" 0 "3" "brood_9" "2006" "bird_139" "bird_130"
"SP" 2 "3" "brood_10" "2006" "bird_1237" "bird_25"
"SP" 3 "3" "brood_11" "2006" "bird_511" "bird_24"
"SP" 0 "2" "brood_3" "2006" NA "bird_30"
"SP" 3 "3" "brood_4" "2006" "bird_85" "bird_131"
"SP" 2 "3" "brood_5" "2006" "bird_84" "bird_11"
"SP" 0 "3" "brood_6" "2006" NA "bird_645"
"SP" 1 "3" "brood_12" "2006" "bird_8" "bird_940"
"SP" 1 "2" "brood_14" "2006" "bird_20" "bird_977"
"SP" 0 "3" "brood_18" "2006" "bird_639" "bird_72"
"SP" 3 "3" "brood_19" "2006" "bird_28" "bird_29"
"SP" 3 "3" "brood_20" "2006" "bird_90" "bird_4"
"SP" 2 "3" "brood_21" "2006" "bird_1255" "bird_1256"
"SP" 1 "3" "brood_22" "2006" "bird_76" "bird_141"
"SP" 2 "3" "brood_23" "2006" "bird_75" "bird_142"
"SP" 0 "3" "brood_24" "2006" "bird_111" NA
"SP" 0 "3" "brood_13" "2006" "bird_2" NA
"SP" 3 "3" "brood_16" "2006" "bird_121" "bird_209"
"SP" 3 "3" "brood_17" "2006" "bird_177" "bird_199"
"SP" 3 "3" "brood_25" "2006" "bird_722" "bird_587"
"SP" 0 "3" "brood_59" "2006" "bird_527" "bird_628"
"SP" 1 "3" "brood_69" "2006" "bird_40" "bird_7"
"SP" 0 "3" "brood_70" "2006" "bird_19" "bird_44"
"SP" 1 "3" "brood_71" "2006" NA "bird_35"
"SP" 1 "3" "brood_72" "2006" "bird_62" "bird_48"
"SP" 0 "3" "brood_73" "2006" "bird_63" "bird_45"
"SP" 1 "3" "brood_26" "2006" "bird_46" "bird_67"
"SP" 0 "2" "brood_31" "2006" "bird_3" "bird_36"
"SP" 1 "3" "brood_36" "2006" "bird_87" "bird_43"
"SP" 3 "3" "brood_37" "2006" "bird_41" "bird_69"
"SP" 0 "2" "brood_38" "2006" "bird_12" "bird_491"
"SP" 3 "3" "brood_39" "2006" "bird_143" "bird_80"
"SP" 0 "3" "brood_40" "2006" "bird_722" "bird_721"
"SP" 0 "3" "brood_41" "2006" NA "bird_16"
"SP" 0 "3" "brood_42" "2006" "bird_577" "bird_484"
"SP" 2 "3" "brood_43" "2006" "bird_136" "bird_326"
"SP" 0 "3" "brood_46" "2006" "bird_838" "bird_35"
"SP" NA "3" "brood_52" "2006" "bird_858" "bird_1128"
"SP" NA "2" "brood_53" "2006" NA "bird_36"
"SP" NA "3" "brood_54" "2006" "bird_1145" NA
"SP" 0 "3" "brood_55" "2006" "bird_1146" "bird_1132"
"SP" NA "3" "brood_56" "2006" NA "bird_1159"
"SP" NA "3" "brood_57" "2006" "bird_878" "bird_13"
"SP" NA "3" "brood_58" "2006" "bird_62" "bird_548"
"SP" 3 "3" "brood_60" "2006" "bird_15" "bird_1155"
"SP" NA "3" "brood_61" "2006" "bird_2" "bird_867"
"SP" NA "2" "brood_62" "2006" "bird_63" "bird_45"
"SP" NA "3" "brood_63" "2006" "bird_1058" "bird_48"
"SP" NA "2" "brood_64" "2006" NA "bird_491"
"SP" NA "3" "brood_65" "2006" NA "bird_5"
"SP" NA "3" "brood_66" "2006" "bird_59" NA
"SP" NA "3" "brood_67" "2006" NA NA
"SP" NA "2" "brood_68" "2006" "bird_577" "bird_484"
"SP" 3 "3" "brood_27" "2006" "bird_21" "bird_721"
"SP" 0 "3" "brood_28" "2006" NA NA
"SP" 2 "3" "brood_29" "2006" "bird_1259" "bird_1254"
"SP" NA "3" "brood_30" "2006" NA NA
"SP" 0 "3" "brood_32" "2006" "bird_91" "bird_77"
"SP" 1 "3" "brood_33" "2006" NA NA
"SP" 3 "3" "brood_34" "2006" "bird_6" "bird_294"
"SP" 2 "3" "brood_35" "2006" "bird_578" "bird_358"
"SP" 0 "3" "brood_44" "2006" "bird_347" "bird_47"
"SP" 3 "3" "brood_45" "2006" NA "bird_315"
"SP" 3 "3" "brood_47" "2006" "bird_618" "bird_473"
"SP" 1 "3" "brood_48" "2006" "bird_127" NA
"SP" 0 "3" "brood_49" "2006" "bird_494" "bird_549"
"SP" 3 "3" "brood_50" "2006" "bird_505" "bird_305"
"SP" NA "3" "brood_51" "2006" "bird_527" "bird_628"
"SP" 3 "3" "brood_74" "2006" "bird_27" "bird_32"
"SP" 3 "3" "brood_97" "2006" NA "bird_16"
"SP" 0 "3" "brood_110" "2006" "bird_60" NA
"SP" 3 "3" "brood_120" "2006" "bird_99" "bird_53"
"SP" 0 "3" "brood_129" "2006" "bird_59" "bird_72"
"SP" 3 "3" "brood_130" "2006" NA "bird_47"
"SP" 2 "3" "brood_131" "2006" "bird_73" "bird_58"
"SP" 3 "3" "brood_132" "2006" "bird_97" "bird_112"
"SP" NA "3" "brood_133" "2006" "bird_98" NA
"SP" 0 "3" "brood_75" "2006" "bird_17" "bird_54"
"SP" 2 "3" "brood_81" "2006" "bird_100" "bird_52"
"SP" 0 "3" "brood_90" "2006" NA "bird_51"
"SP" 1 "2" "brood_92" "2006" "bird_122" "bird_693"
"SP" 0 "3" "brood_93" "2006" "bird_123" "bird_273"
"SP" 0 "3" "brood_94" "2006" "bird_336" "bird_5"
"SP" 3 "3" "brood_95" "2006" "bird_684" "bird_584"
"SP" 1 "3" "brood_96" "2006" "bird_590" "bird_600"
"SP" 0 "3" "brood_98" "2006" "bird_378" "bird_587"
"SP" 2 "3" "brood_102" "2006" "bird_388" "bird_23"
"SP" 2 "3" "brood_103" "2006" "bird_589" "bird_399"
"SP" 3 "3" "brood_104" "2006" "bird_748" "bird_608"
"SP" 2 "3" "brood_105" "2006" "bird_828" "bird_977"
"SP" 3 "3" "brood_106" "2006" "bird_817" "bird_607"
"SP" NA "3" "brood_107" "2006" "bird_930" NA
"SP" NA "3" "brood_108" "2006" "bird_996" "bird_940"
"SP" 3 "3" "brood_109" "2006" "bird_133" "bird_949"
"SP" 0 "3" "brood_111" "2006" "bird_1144" "bird_960"
"SP" 2 "3" "brood_112" "2006" "bird_580" "bird_1253"
"SP" 2 "3" "brood_113" "2006" "bird_1143" "bird_732"
"SP" 2 "3" "brood_115" "2006" "bird_583" "bird_582"
"SP" 3 "3" "brood_116" "2006" "bird_591" "bird_599"
"SP" 2 "3" "brood_117" "2006" "bird_60" "bird_601"
"SP" 2 "3" "brood_118" "2006" "bird_1131" "bird_1047"
"SP" 2 "3" "brood_119" "2006" "bird_9" "bird_786"
"SP" 1 "2" "brood_121" "2006" "bird_1130" "bird_34"
"SP" NA "3" "brood_122" "2006" NA "bird_141"
"SP" NA "3" "brood_123" "2006" NA "bird_69"
"SP" NA "3" "brood_125" "2006" "bird_1237" NA
"SP" NA "3" "brood_126" "2006" "bird_1236" NA
"SP" NA "2" "brood_127" "2006" NA "bird_52"
"SP" NA "3" "brood_128" "2006" NA "bird_368"
"SP" NA "3" "brood_76" "2006" "bird_590" "bird_600"
"SP" 0 "3" "brood_78" "2006" "bird_1130" "bird_34"
"SP" NA "3" "brood_79" "2006" "bird_144" NA
"SP" NA "3" "brood_80" "2006" "bird_95" "bird_145"
"SP" 0 "3" "brood_82" "2006" "bird_136" NA
"SP" 0 "3" "brood_83" "2006" "bird_137" NA
"SP" 3 "3" "brood_84" "2006" "bird_109" "bird_96"
"SP" 3 "3" "brood_86" "2006" "bird_1" "bird_31"
"SP" 1 "3" "brood_87" "2006" "bird_82" "bird_93"
"SP" 3 "3" "brood_88" "2006" "bird_138" "bird_167"
"SP" 3 "3" "brood_89" "2006" "bird_81" "bird_94"
"SP" 0 "3" "brood_91" "2006" "bird_516" "bird_718"
"SP" 2 "3" "brood_99" "2006" "bird_711" "bird_128"
"SP" 1 "3" "brood_100" "2006" "bird_713" "bird_32"
"SP" 0 "3" "brood_101" "2006" "bird_1258" "bird_368"
"SP" 0 "3" "brood_134" "2006" "bird_64" "bird_68"
"SP" 0 "3" "brood_135" "2006" "bird_588" "bird_560"
"SP" 0 "1" "brood_136" "2006" NA "bird_696"
"SP" 3 "3" "brood_137" "2007" "bird_6" "bird_1128"
"SP" 0 "3" "brood_169" "2007" "bird_41" "bird_204"
"SP" 3 "3" "brood_176" "2007" "bird_177" "bird_491"
"SP" 3 "3" "brood_178" "2007" "bird_139" "bird_786"
"SP" 3 "3" "brood_179" "2007" "bird_210" "bird_205"
"SP" 3 "3" "brood_180" "2007" "bird_208" "bird_206"
"SP" 3 "3" "brood_181" "2007" "bird_182" "bird_103"
"SP" 3 "3" "brood_182" "2007" "bird_722" "bird_587"
"SP" 3 "3" "brood_183" "2007" "bird_254" "bird_232"
"SP" 3 "3" "brood_138" "2007" "bird_144" "bird_158"
"SP" 2 "3" "brood_139" "2007" "bird_170" "bird_203"
"SP" 0 "3" "brood_140" "2007" "bird_223" "bird_229"
"SP" 2 "3" "brood_141" "2007" "bird_336" "bird_5"
"SP" 0 "2" "brood_142" "2007" "bird_649" "bird_224"
"SP" 0 "2" "brood_143" "2007" "bird_578" "bird_93"
"SP" 0 "3" "brood_144" "2007" "bird_127" "bird_130"
"SP" 0 "2" "brood_145" "2007" "bird_684" "bird_48"
"SP" 0 "3" "brood_146" "2007" NA "bird_693"
"SP" 3 "3" "brood_147" "2007" "bird_253" "bird_255"
"SP" 3 "3" "brood_148" "2007" "bird_264" "bird_249"
"SP" 0 "3" "brood_149" "2007" "bird_996" "bird_16"
"SP" 2 "3" "brood_150" "2007" "bird_384" "bird_231"
"SP" 0 "3" "brood_151" "2007" "bird_123" "bird_201"
"SP" 2 "3" "brood_152" "2007" "bird_274" "bird_250"
"SP" 3 "3" "brood_153" "2007" "bird_262" "bird_251"
"SP" 0 "3" "brood_154" "2007" "bird_1" "bird_484"
"SP" 3 "3" "brood_155" "2007" "bird_290" "bird_582"
"SP" 2 "3" "brood_156" "2007" "bird_583" "bird_286"
"SP" 3 "3" "brood_157" "2007" NA "bird_77"
"SP" 1 "3" "brood_158" "2007" "bird_267" "bird_158"
"SP" 2 "3" "brood_159" "2007" "bird_878" "bird_648"
"SP" 0 "3" "brood_160" "2007" "bird_588" "bird_718"
"SP" 2 "3" "brood_161" "2007" "bird_649" "bird_224"
"SP" 3 "3" "brood_162" "2007" "bird_268" "bird_199"
"SP" 0 "2" "brood_163" "2007" "bird_275" "bird_285"
"SP" 3 "3" "brood_164" "2007" "bird_388" "bird_112"
"SP" 3 "3" "brood_165" "2007" NA "bird_287"
"SP" 3 "3" "brood_166" "2007" "bird_272" NA
"SP" 3 "3" "brood_167" "2007" "bird_266" NA
"SP" 3 "3" "brood_168" "2007" "bird_304" "bird_328"
"SP" 3 "3" "brood_170" "2007" "bird_3" "bird_218"
"SP" 3 "3" "brood_171" "2007" "bird_137" "bird_600"
"SP" 2 "3" "brood_172" "2007" "bird_100" "bird_68"
"SP" 0 "3" "brood_173" "2007" "bird_178" "bird_1132"
"SP" 3 "3" "brood_174" "2007" "bird_176" "bird_645"
"SP" 2 "3" "brood_175" "2007" "bird_81" "bird_217"
"SP" 3 "3" "brood_177" "2007" "bird_494" "bird_473"
"SP" 1 "2" "brood_184" "2007" NA "bird_67"
"SP" 0 "3" "brood_194" "2007" "bird_336" "bird_5"
"SP" 0 "2" "brood_195" "2007" "bird_123" "bird_201"
"SP" 3 "3" "brood_197" "2007" "bird_28" "bird_141"
"SP" 3 "3" "brood_198" "2007" "bird_298" "bird_31"
"SP" 3 "3" "brood_199" "2007" "bird_1144" "bird_273"
"SP" 0 "3" "brood_200" "2007" "bird_84" "bird_277"
"SP" 0 "3" "brood_201" "2007" "bird_996" "bird_16"
"SP" 0 "3" "brood_202" "2007" NA "bird_786"
"SP" 3 "3" "brood_185" "2007" "bird_221" NA
"SP" 0 "3" "brood_186" "2007" "bird_173" "bird_216"
"SP" 2 "2" "brood_187" "2007" "bird_109" "bird_215"
"SP" 3 "3" "brood_188" "2007" "bird_76" "bird_960"
"SP" 3 "3" "brood_189" "2007" NA "bird_222"
"SP" 3 "3" "brood_190" "2007" "bird_828" "bird_315"
"SP" 3 "3" "brood_191" "2007" "bird_289" "bird_68"
"SP" 3 "3" "brood_192" "2007" NA "bird_288"
"SP" 0 "3" "brood_193" "2007" NA NA
"SP" 0 "3" "brood_196" "2007" "bird_418" "bird_645"
"SP" 0 "3" "brood_203" "2007" "bird_618" "bird_473"
"SP" 0 "1" "brood_215" "2007" "bird_46" "bird_207"
"SP" 0 "3" "brood_216" "2007" "bird_722" "bird_587"
"SP" 3 "3" "brood_222" "2007" "bird_1257" "bird_11"
"SP" 0 "3" "brood_223" "2007" "bird_745" "bird_202"
"SP" 0 "2" "brood_224" "2007" "bird_527" "bird_16"
"SP" 3 "3" "brood_225" "2007" "bird_577" "bird_484"
"SP" 3 "3" "brood_226" "2007" "bird_62" "bird_213"
"SP" 3 "3" "brood_204" "2007" "bird_156" "bird_212"
"SP" 2 "3" "brood_208" "2007" "bird_154" "bird_548"
"SP" 3 "3" "brood_209" "2007" "bird_172" "bird_112"
"SP" 3 "3" "brood_210" "2007" "bird_171" "bird_214"
"SP" 0 "2" "brood_211" "2007" "bird_12" "bird_718"
"SP" 3 "3" "brood_212" "2007" "bird_90" "bird_273"
"SP" 0 "3" "brood_213" "2007" "bird_389" "bird_383"
"SP" 3 "3" "brood_214" "2007" "bird_241" "bird_164"
"SP" 3 "3" "brood_205" "2007" "bird_10" "bird_47"
"SP" 0 "3" "brood_206" "2007" "bird_1237" "bird_209"
"SP" 2 "3" "brood_207" "2007" "bird_223" "bird_1256"
"SP" 0 "3" "brood_217" "2007" "bird_1207" "bird_78"
"SP" NA "3" "brood_221" "2007" NA NA
"SP" NA "3" "brood_218" "2007" "bird_90" "bird_587"
"SP" 2 "3" "brood_219" "2007" "bird_340" "bird_339"
"SP" NA "2" "brood_220" "2007" "bird_1" NA
"SP" NA "3" "brood_227" "2007" NA "bird_1132"
"SP" 2 "3" "brood_242" "2007" "bird_1258" "bird_368"
"SP" 3 "3" "brood_243" "2007" "bird_60" "bird_22"
"SP" 2 "3" "brood_245" "2007" "bird_590" "bird_164"
"SP" 0 "3" "brood_246" "2007" "bird_26" "bird_34"
"SP" 2 "3" "brood_247" "2007" "bird_1257" "bird_411"
"SP" 1 "3" "brood_248" "2007" "bird_154" "bird_213"
"SP" 2 "3" "brood_249" "2007" "bird_170" "bird_204"
"SP" NA "3" "brood_250" "2007" "bird_306" "bird_311"
"SP" 2 "3" "brood_228" "2007" "bird_817" NA
"SP" NA "3" "brood_238" "2007" "bird_123" "bird_201"
"SP" 3 "3" "brood_241" "2007" "bird_173" "bird_216"
"SP" 2 "3" "brood_229" "2007" "bird_527" "bird_24"
"SP" 3 "3" "brood_230" "2007" "bird_577" "bird_47"
"SP" 3 "3" "brood_231" "2007" "bird_281" "bird_296"
"SP" 3 "3" "brood_232" "2007" "bird_283" "bird_205"
"SP" 2 "3" "brood_233" "2007" "bird_99" "bird_53"
"SP" NA "2" "brood_234" "2007" "bird_127" "bird_130"
"SP" 2 "3" "brood_235" "2007" "bird_291" "bird_297"
"SP" 3 "3" "brood_236" "2007" "bird_282" "bird_295"
"SP" 2 "3" "brood_237" "2007" "bird_578" "bird_93"
"SP" 0 "3" "brood_239" "2007" "bird_208" "bird_13"
"SP" 2 "3" "brood_240" "2007" "bird_280" "bird_293"
"SP" NA "3" "brood_244" "2007" NA "bird_411"
"SP" 3 "3" "brood_251" "2007" "bird_148" "bird_584"
"SP" 3 "3" "brood_254" "2007" "bird_403" "bird_1128"
"SP" 2 "3" "brood_255" "2007" "bird_21" "bird_491"
"SP" 2 "3" "brood_262" "2007" "bird_580" "bird_214"
"SP" 2 "3" "brood_252" "2007" "bird_593" "bird_949"
"SP" 3 "3" "brood_253" "2007" "bird_404" "bird_215"
"SP" 3 "3" "brood_256" "2007" "bird_63" "bird_44"
"SP" 0 "2" "brood_257" "2007" "bird_428" "bird_67"
"SP" 3 "3" "brood_258" "2007" "bird_425" "bird_426"
"SP" NA "3" "brood_259" "2007" "bird_838" NA
"SP" NA "3" "brood_260" "2007" "bird_26" "bird_34"
"SP" NA "3" "brood_261" "2007" NA "bird_202"
"SP" 3 "3" "brood_263" "2007" "bird_59" "bird_584"
"SP" 3 "3" "brood_264" "2008" "bird_3" "bird_218"
"SP" 2 "3" "brood_279" "2008" "bird_275" "bird_467"
"SP" 2 "3" "brood_286" "2008" "bird_482" "bird_468"
"SP" 2 "3" "brood_287" "2008" "bird_588" "bird_326"
"SP" 3 "3" "brood_288" "2008" "bird_123" "bird_204"
"SP" 3 "3" "brood_289" "2008" NA "bird_315"
"SP" 0 "3" "brood_290" "2008" NA NA
"SP" 0 "3" "brood_291" "2008" "bird_384" "bird_393"
"SP" 2 "3" "brood_292" "2008" "bird_151" "bird_480"
"SP" 3 "3" "brood_265" "2008" "bird_511" "bird_483"
"SP" 0 "3" "brood_270" "2008" NA "bird_103"
"SP" 0 "1" "brood_271" "2008" NA NA
"SP" 0 "2" "brood_272" "2008" NA NA
"SP" 3 "3" "brood_273" "2008" "bird_611" "bird_501"
"SP" 0 "2" "brood_274" "2008" NA NA
"SP" 0 "2" "brood_275" "2008" NA "bird_203"
"SP" 1 "2" "brood_276" "2008" NA "bird_502"
"SP" 1 "2" "brood_277" "2008" "bird_139" "bird_786"
"SP" 2 "2" "brood_278" "2008" NA "bird_228"
"SP" 2 "3" "brood_280" "2008" "bird_178" NA
"SP" 1 "3" "brood_282" "2008" "bird_170" "bird_103"
"SP" 3 "3" "brood_283" "2008" "bird_223" "bird_204"
"SP" 1 "3" "brood_284" "2008" "bird_41" "bird_587"
"SP" 2 "3" "brood_285" "2008" "bird_629" "bird_481"
"SP" 0 "3" "brood_266" "2008" NA "bird_786"
"SP" 3 "3" "brood_267" "2008" "bird_169" "bird_481"
"SP" 3 "3" "brood_268" "2008" "bird_137" "bird_600"
"SP" 2 "2" "brood_269" "2008" "bird_163" "bird_315"
"SP" 3 "3" "brood_281" "2008" "bird_413" "bird_199"
"SP" 0 "1" "brood_293" "2008" NA NA
"SP" 2 "2" "brood_301" "2008" "bird_580" "bird_214"
"SP" 3 "3" "brood_303" "2008" "bird_289" "bird_288"
"SP" 0 "3" "brood_304" "2008" "bird_76" NA
"SP" 1 "3" "brood_294" "2008" "bird_109" "bird_53"
"SP" 0 "3" "brood_295" "2008" "bird_114" NA
"SP" 2 "3" "brood_296" "2008" "bird_828" "bird_387"
"SP" 0 "2" "brood_297" "2008" NA "bird_1132"
"SP" 2 "3" "brood_298" "2008" "bird_90" "bird_582"
"SP" 3 "3" "brood_299" "2008" "bird_221" "bird_218"
"SP" 0 "3" "brood_300" "2008" "bird_59" "bird_53"
"SP" 0 "3" "brood_302" "2008" "bird_663" "bird_662"
"SP" 3 "3" "brood_305" "2008" "bird_838" "bird_47"
"SP" 0 "3" "brood_306" "2008" "bird_90" "bird_582"
"SP" 2 "3" "brood_307" "2008" "bird_518" "bird_44"
"SP" 3 "3" "brood_308" "2008" "bird_425" "bird_517"
"SP" 3 "3" "brood_309" "2008" "bird_1257" "bird_548"
"SP" 0 "1" "brood_310" "2008" NA NA
"SP" 0 "3" "brood_311" "2008" "bird_223" "bird_519"
"SP" 0 "1" "brood_312" "2008" "bird_1207" "bird_529"
"SP" 0 "3" "brood_313" "2008" NA "bird_473"
"SP" 2 "3" "brood_314" "2008" "bird_62" "bird_44"
"SP" 2 "3" "brood_315" "2008" "bird_377" "bird_517"
"SP" 3 "3" "brood_316" "2008" "bird_445" "bird_548"
"SP" 3 "3" "brood_317" "2008" "bird_389" "bird_531"
"SP" 0 "3" "brood_318" "2008" "bird_425" "bird_67"
"SP" 2 "3" "brood_319" "2008" "bird_161" "bird_661"
"SP" 3 "3" "brood_320" "2008" "bird_264" "bird_473"
"SP" 3 "3" "brood_321" "2008" "bird_266" "bird_467"
"SP" 0 "3" "brood_327" "2008" "bird_711" "bird_203"
"SP" 3 "3" "brood_332" "2008" "bird_461" "bird_387"
"SP" 2 "3" "brood_333" "2008" "bird_1207" "bird_529"
"SP" 0 "3" "brood_334" "2008" "bird_109" "bird_112"
"SP" 0 "3" "brood_335" "2008" "bird_626" "bird_627"
"SP" 0 "3" "brood_322" "2008" NA NA
"SP" 2 "2" "brood_323" "2008" "bird_10" "bird_47"
"SP" 0 "3" "brood_324" "2008" NA "bird_645"
"SP" 0 "3" "brood_325" "2008" NA "bird_501"
"SP" 0 "3" "brood_326" "2008" NA NA
"SP" 2 "3" "brood_328" "2008" "bird_150" "bird_160"
"SP" 0 "3" "brood_329" "2008" "bird_367" "bird_949"
"SP" 0 "1" "brood_330" "2008" "bird_375" "bird_669"
"SP" 0 "1" "brood_331" "2008" "bird_674" NA
"SP" 3 "3" "brood_336" "2008" "bird_404" "bird_215"
"SP" 3 "3" "brood_337" "2008" "bird_81" "bird_491"
"SP" 0 "3" "brood_338" "2008" NA "bird_7"
"SP" 0 "3" "brood_339" "2008" "bird_389" "bird_531"
"SP" 2 "2" "brood_340" "2009" "bird_264" "bird_473"
"SP" 0 "3" "brood_344" "2009" "bird_384" NA
"SP" 1 "3" "brood_352" "2009" "bird_81" "bird_491"
"SP" 3 "3" "brood_353" "2009" "bird_266" "bird_650"
"SP" 2 "3" "brood_354" "2009" "bird_136" "bird_644"
"SP" 1 "3" "brood_355" "2009" "bird_649" "bird_315"
"SP" 1 "2" "brood_356" "2009" "bird_197" "bird_228"
"SP" 2 "3" "brood_357" "2009" "bird_123" "bird_204"
"SP" 0 "3" "brood_358" "2009" NA "bird_103"
