year,site,nest,laying_date,hatching_date,parent1,parent2,parent3,chick1,chick2,chick3,species,comments
2009,Mahavavy_Andolomikopaka ,2,,,FH47061,FH47500,,,,,MP,
2009,Andavadoaka,3,,,FH17816,FH17862,,FH17863,FH17864,,MP,
2009,Andavadoaka,3,,,FH48000,FH47926,,FH47939,FH47014,,MP,
2009,Mahavavy_Andolomikopaka ,3,,,FH47465,FH47067,,,,,MP,
2009,Tsimanampetsotsa,3,,,,,,FH17866,,,MP,
2009,Andavadoaka,4,,,FH17817,FH17865,,,,,MP,
2009,Mahavavy_Andolomikopaka ,4,,,FH47075,FH47435,,,,,MP,
2009,Andavadoaka,5,,,FH17841,FH17868,,,,,MP,
2009,Andavadoaka,5,,,FH17846,FH17848,,,,,MP,
2009,Andavadoaka,6,,,FH17825,FH17826,,FH17827,FH17828,,MP,
2009,Andavadoaka,7,,,FH17829,FH17830,,,,,MP,
2009,Andavadoaka,10,,,FH17836,FH17837,,,,,MP,
2009,Andavadoaka,10,,,FH17894,FH17895,,FH17896,FH17889,,MP,
2009,Andavadoaka,11,,,FH47901,,,FH47943,FH47940,,MP,
2009,Andavadoaka,13,,,FH47911,,,,,,MP,
2009,Andavadoaka,14,,,FH17856,FH17859,,,,,MP,
2009,Andavadoaka,14,,,FH47912,FH47928,,,,,MP,
2009,Andavadoaka,18,,,FH17892,FH17893,,,,,MP,
2009,Andavadoaka,24,,,FH47902,,,,,,MP,
2009,Andavadoaka,26,,,FH47908,,,,,,MP,
2009,Andavadoaka,27,,,FH47904,FH47905,,,,,MP,
2009,Andavadoaka,30,,,FH47919,FH47921,,,,,MP,
2009,Tsimanampetsotsa,30,,,FH17935,,,FH17936,FH17937,,MP,
2009,Tsimanampetsotsa,30,,,,,,FH47717,,,MP,
2009,Tsimanampetsotsa,31,,,FH17923,,,FH17947,,,MP,
2009,Andavadoaka,33,,,FH47917,,,,,,MP,
2009,Tsimanampetsotsa,33,,,FH17265,,,FH17955,,,MP,
2009,Andavadoaka,34,,,FH47910,,,,,,MP,
2009,Andavadoaka,37,,,FH47916,,,,,,MP,
2009,Tsimanampetsotsa,37,,,FH17737,,,FH17947,,,MP,
2009,Andavadoaka,38,,,FH47924,,,,,,MP,
2009,Andavadoaka,39,,,FH47925,,,,,,MP,
2009,Andavadoaka,40,,,FH47929,FH47944,,FH47086,FH47086,,MP,
2009,Andavadoaka,41,,,FH47036,,,,,,MP,
2009,Andavadoaka,42,,,FH47950,,,,,,MP,
2009,Andavadoaka,44,,,FH47260,,,,,,MP,
2009,Andavadoaka,45,,,,,,FH47288,,,MP,
2009,Andavadoaka,46,,,FH47337,,,,,,MP,
2009,Tsimanampetsotsa,46,,,FH17915,,,,,,MP,
2009,Tsimanampetsotsa,47,,,FH17914,,,FH17931,,,MP,
2009,Tsimanampetsotsa,48,,,FH17162,,,FH17942,FH17941,,MP,
2009,Tsimanampetsotsa,49,,,FH17223,,,FH17938,FH47705,,MP,
2009,Tsimanampetsotsa,50,,,FH17917,,,,,,MP,
2009,Tsimanampetsotsa,51,,,FH17373,FH17612,,FH17956,,,MP,
2009,Tsimanampetsotsa,53,,,FH47741,,,FH47770,,,MP,
2009,Tsimanampetsotsa,55,,,,,,FH17930,,,MP,
2009,Tsimanampetsotsa,56,,,FH17420,,,FH17927,FH17926,,MP,
2009,Tsimanampetsotsa,57,,,FH17452,,,FH17953,FH17954,,MP,
2009,Tsimanampetsotsa,58,,,,,,FH17945,FH17970,,MP,
2009,Tsimanampetsotsa,59,,,,,,FH17951,,,MP,
2009,Tsimanampetsotsa,60,,,,,,FH47202,FH47203,,MP,
2009,Tsimanampetsotsa,61,,,,,,FH17948,,,MP,
2009,Tsimanampetsotsa,64,,,FH47212,,,FH17957,FH17963,,MP,
2009,Tsimanampetsotsa,65,,,FH17017,,,,,,MP,
2009,Andavadoaka,12B,,,FH17870,FH17871,,FH17885,,,MP,
2009,Andavadoaka,15B,,,FH17872,FH17873,,FH17886,FH17884,,MP,
2009,Andavadoaka,16B,,,FH17874,FH17888,,FH17883,FH17887,,MP,
2009,Andavadoaka,17B,,,FH17875,,,,,,MP,
2009,Andavadoaka,4B,,,FH17899,FH17900,,,,,MP,
2009,Andavadoaka,4B,,,,,,FH17897,FH17898,,MP,
2009,Tsimanampetsotsa,-3,,,,,,FH17943,,,WfP,
2009,Tsimanampetsotsa,-2,,,,,,FH17929,,,WfP,
2009,Fanjakana,-1,,,,,,FH47992,FH47998,FH47400,WfP,
2009,Tsimanampetsotsa,-1,,,,,,FH17928,,,WfP,
2009,Andavadoaka,1,,,FH17852,FH17853,,,,,WfP,
2009,Andavadoaka,2,,,FH17850,FH17851,,,,,WfP,
2009,Andavadoaka,3,,,FH47909,FH17843,,,,,WfP,
2009,Andavadoaka,5,,,FH17831,FH17832,,FH17860,FH17861,,WfP,
2009,Andavadoaka,6,,,FH17838,,,,,,WfP,
2009,Andavadoaka,7,,,FH17842,,,,,,WfP,
2009,Andavadoaka,9,,,FH47923,,,FH47004,FH47004,,WfP,
2009,Tsimanampetsotsa,9,,,,,,FH17925,,,WfP,
2009,Andavadoaka,10,,,FH47913,FH17857,,,,,WfP,
2009,Andavadoaka,11,,,FH17855,,,,,,WfP,
2009,Andavadoaka,11,,,FH47914,FH47915,,,,,WfP,
2009,Tsimanampetsotsa,14,,,FH17939,,,,,,WfP,
2009,Andavadoaka,19,,,,,,FH47918,,,WfP,
2009,Andavadoaka,24,,,,,,FH47937,FH47935,FH47936,WfP,
2009,Andavadoaka,26,,,FH47907,,,,,,WfP,
2009,Andavadoaka,29,,,FH47922,,,,,,WfP,
2009,Andavadoaka,-10C,,,,,,FH47281,FH47287,,WfP,
2009,Andavadoaka,-11C,,,FH47985,,,FH47284,FH47282,FH47283,WfP,
2009,Andavadoaka,-12C,,,,,,FH47286,FH47285,,WfP,
2009,Andavadoaka,-13C,,,FH47981,,,FH47982,,,WfP,
2009,Andavadoaka,-14C,,,,,,FH47984,,,WfP,
2009,Andavadoaka,-15C,,,,,,FH47303,,,WfP,
2009,Andavadoaka,-16C,,,,,,FH47314,,,WfP,
2009,Andavadoaka,-17C,,,,,,FH47321,,,WfP,
2009,Andavadoaka,-18C,,,,,,FH47339,FH47340,,WfP,
2009,Andavadoaka,-1C,,,FH47957,,,FH47960,FH47958,,WfP,
2009,Andavadoaka,-2C,,,FH47965,,,FH47966,,,WfP,
2009,Andavadoaka,-3C,,,,,,FH47297,,,WfP,
2009,Andavadoaka,-4C,,,,,,FH47974,,,WfP,
2009,Andavadoaka,-5C,,,FH47976,,,FH47978,FH47977,,WfP,
2009,Andavadoaka,-6C,,,FH47980,,,FH47979,,,WfP,
2009,Andavadoaka,-7C,,,FH47270,,,FH47272,FH47273,,WfP,
2009,Andavadoaka,-8C,,,FH47266,,,FH47268,FH47267,FH47269,WfP,
2009,Andavadoaka,-9C,,,,,,FH47243,FH47298,,WfP,
2009,Andavadoaka,10C,,,FH47945,,,FH47046,FH47047,,WfP,
2009,Andavadoaka,11C,,,FH47946,,,,,,WfP,
2009,Andavadoaka,12C,,,FH47948,FH47949,,,,,WfP,
2009,Andavadoaka,13C,,,FH47245,FH47227,,,,,WfP,
2009,Andavadoaka,15C,,,FH47956,,,,,,WfP,
2009,Andavadoaka,16C,,,FH47967,,,,,,WfP,
2009,Andavadoaka,18C,,,FH47961,,,,,,WfP,
2009,Andavadoaka,1C,,,FH47930,,,,,,WfP,
2009,Andavadoaka,20C,,,FH47276,FH47962,,FH47969,FH47970,,WfP,
2009,Andavadoaka,21C,,,,,,FH47278,FH47261,,WfP,
2009,Andavadoaka,22C,,,FH47959,,,,,,WfP,
2009,Andavadoaka,23C,,,FH47277,,,FH47968,FH47971,,WfP,
2009,Andavadoaka,25C,,,FH47251,,,,,,WfP,
2009,Andavadoaka,26C,,,FH47271,FH47274,,,,,WfP,
2009,Andavadoaka,27C,,,FH47263,,,,,,WfP,
2009,Andavadoaka,28C,,,FH47972,FH47975,,,,,WfP,
2009,Andavadoaka,29C,,,FH47973,,,,,,WfP,
2009,Andavadoaka,2C,,,FH47927,,,FH47280,,,WfP,
2009,Andavadoaka,30C,,,FH47262,FH47240,,,,,WfP,
2009,Andavadoaka,31C,,,FH47264,FH47265,,,,,WfP,
2009,Andavadoaka,32C,,,FH47275,FH47279,,,,,WfP,
2009,Andavadoaka,35C,,,FH47338,,,,,,WfP,
2009,Andavadoaka,3C,,,FH47934,,,,,,WfP,
2009,Andavadoaka,4C,,,FH47932,FH47933,,,,,WfP,
2009,Andavadoaka,6C,,,FH47941,FH47942,,,,,WfP,
2009,Andavadoaka,7C,,,FH47931,FH47938,,,,,WfP,
2009,Andavadoaka,8C,,,FH47951,,,FH47952,FH47953,,WfP,
2009,Andavadoaka,9C,,,FH47947,,,,,,WfP,
2010,Kirindy Mite_Sirave,-2,,,,,,FH47374,,,KiP,
2010,Namakia-Paremahitsy,-2,,,,,,FH47420,,,KiP,
2010,Andavadoaka,-1,,,FH47813,,,,,,KiP,
2010,Fenambosy,-1,,,FH47426,,,FH47062,,,KiP,
2010,Kirindy Mite_Ambondro,-1,,,FH47097,,,FH47078,FH47050,,KiP,
2010,Kirindy Mite_Sirave,-1,,,,,,FH47658,,,KiP,
2010,Namakia-Antsoheribe,-1,,,,,,FH47448,FH47444,,KiP,
2010,Andavadoaka,1,,,FH47605,FH47606,,,,,KiP,
2010,Mananjary_Ambohitsara,1,,,FH47054,,,,,,KiP,
2010,Namakia-Antsoheribe,1,,,FH47446,FH47447,,,,,KiP,
2010,Nosimborona,1,,,FH47051,,,,,,KiP,
2010,Toliara_Tsiongobory,1,,,FH47468,FH47473,,,,,KiP,
2010,Tsimanampetsotsa,1,,,FH17988,FH17989,,,,,KiP,
2010,Namakia-Antsoheribe,2,,,FH47767,,,FH47415,,,KiP,
2010,Nosimborona,2,,,FH47497,FH47989,,,,,KiP,
2010,Tsimanampetsotsa,2,,,FH17697,FH17987,,,,,KiP,
2010,Andavadoaka,3,,,FH47699,,,FH47653,FH47700,,KiP,
2010,Mananjary_Ambohitsara,3,,,FH47433,,,,,,KiP,
2010,Tsimanampetsotsa,3,,,FH17986,,,,,,KiP,
2010,Tsimanampetsotsa,4,,,FH17985,,,,,,KiP,
2010,Tsimanampetsotsa,5,,,FH17634,,,,,,KiP,
2010,Andavadoaka,6,,,FH47558,,,,,,KiP,
2010,Tsimanampetsotsa,6,,,FH17980,FH17984,,,,,KiP,
2010,Tsimanampetsotsa,8,,,FH17982,FH17983,,,,,KiP,
2010,Andavadoaka,9,,,FH47803,FH47900,,,,,KiP,
2010,Tsimanampetsotsa,10,,,FH17993,FH17992,,,,,KiP,
2010,Andavadoaka,11,,,FH47589,FH47588,,,,,KiP,
2010,Tsimanampetsotsa,12,,,FH17461,FH17996,,,,,KiP,
2010,Andavadoaka,13,,,FH47575,FH47574,,,,,KiP,
2010,Tsimanampetsotsa,13,,,FH17997,FH17998,,,,,KiP,
2010,Tsimanampetsotsa,14,,,FH17999,FH18000,,,,,KiP,
2010,Tsimanampetsotsa,15,,,FH47216,,,,,,KiP,
2010,Andavadoaka,16,,,FH47807,FH47808,,,,,KiP,
2010,Tsimanampetsotsa,16,,,FH47217,FH47218,,,,,KiP,
2010,Andavadoaka,17,,,FH47568,FH47567,,,,,KiP,
2010,Tsimanampetsotsa,18,,,FH47223,FH47221,,,,,KiP,
2010,Andavadoaka,19,,,FH47898,FH47812,,,,,KiP,
2010,Tsimanampetsotsa,19,,,FH47222,FH47232,,,,,KiP,
2010,Andavadoaka,20,,,FH47560,FH47559,,,,,KiP,
2010,Andavadoaka,21,,,FH47564,FH47563,,,,,KiP,
2010,Andavadoaka,22,,,FH47562,FH47561,,,,,KiP,
2010,Andavadoaka,23,,,FH47556,FH47555,,,,,KiP,
2010,Tsimanampetsotsa,25,,,FH47229,,,,,,KiP,
2010,Andavadoaka,26,,,FH47553,FH47552,,,,,KiP,
2010,Tsimanampetsotsa,26,,,FH47233,,,FH47235,,,KiP,
2010,Andavadoaka,27,,,FH47538,,,,,,KiP,
2010,Tsimanampetsotsa,27,,,FH47234,FH17999,,,,,KiP,
2010,Andavadoaka,28,,,FH47541,FH47540,,,,,KiP,
2010,Tsimanampetsotsa,28,,,FH47236,FH47237,,,,,KiP,
2010,Andavadoaka,29,,,FH47537,,,,,,KiP,
2010,Tsimanampetsotsa,29,,,FH47238,,,,,,KiP,
2010,Andavadoaka,31,,,FH47645,,,,,,KiP,
2010,Andavadoaka,32,,,FH47344,FH47814,,,,,KiP,
2010,Andavadoaka,33,,,FH47536,FH47535,,,,,KiP,
2010,Andavadoaka,34,,,FH47655,,,,,,KiP,
2010,Andavadoaka,100,,,FH47697,,,,,,KiP,
2010,Andavadoaka,201,,,FH47343,,,,,,KiP,
2010,Andavadoaka,202,,,FH47802,,,,,,KiP,
2010,Andavadoaka,210,,,FH47576,,,,,,KiP,
2010,Andavadoaka,212,,,FH47529,,,,,,KiP,
2010,Andavadoaka,214,,,FH47695,FH47612,,,,,KiP,
2010,Andavadoaka,215,,,FH47811,FH47696,,,,,KiP,
2010,Andavadoaka,215,,,FH47899,,,,,,KiP,
2010,Andavadoaka,221,,,FH47577,,,,,,KiP,
2010,Andavadoaka,224,,,FH17810,FH47590,,,,,KiP,
2010,Andavadoaka,227,,,FH47594,FH47593,,,,,KiP,
2010,Andavadoaka,230,,,FH47582,FH47581,,,,,KiP,
2010,Andavadoaka,233,,,FH47584,FH47583,,,,,KiP,
2010,Andavadoaka,238,,,FH47897,FH47632,,,,,KiP,
2010,Andavadoaka,239,,,FH47634,FH47557,,,,,KiP,
2010,Andavadoaka,240,,,FH47572,FH47569,,,,,KiP,
2010,Andavadoaka,241,,,FH47570,,,,,,KiP,
2010,Andavadoaka,242,,,FH47573,FH47571,,,,,KiP,
2010,Andavadoaka,246,,,FH47610,,,,,,KiP,
2010,Andavadoaka,247,,,FH47611,,,,,,KiP,
2010,Andavadoaka,248,,,FH47693,,,,,,KiP,
2010,Andavadoaka,249,,,FH47692,,,,,,KiP,
2010,Andavadoaka,313,,,FH47548,FH47550,,,,,KiP,
2010,Andavadoaka,314,,,FH47551,,,,,,KiP,
2010,Andavadoaka,315,,,FH47644,,,,,,KiP,
2010,Andavadoaka,240a,,,FH47676,,,,,,KiP,
2010,Andavadoaka,302d,,,FH47801,,,,,,KiP,
2010,Andavadoaka,FAMILY,,,,,,FH47533,,,KiP,
2010,Andavadoaka,KTP_F1,,,FH47894,,,FH47893,FH47815,,KiP,
2010,Andavadoaka,KTP_SS,,,FH47810,,,,,,KiP,
2010,Andavadoaka,KTP-FAMILY,,,,,,FH47685,,,KiP,
2010,Andavadoaka,KTP-FAMILY,,,FH47609,,,FH47654,FH47628,,KiP,
2010,Andavadoaka,,,,FH47684,,,,,,KiP,
2010,Andavadoaka,,,,FH47585,,,,,,KiP,
2010,Andavadoaka,,,,,,,FH47539,FH68865,,KiP,
2010,Andavadoaka,,,,FH47698,,,,,,KiP,
2010,Andavadoaka,,,,FH17877,,,,,,KiP,
2010,Andavadoaka,,,,FH47045,,,,,,KiP,
2010,Andavadoaka,,,,FH47565,,,,,,KiP,
2010,Andavadoaka,,,,FH47566,,,,,,KiP,
2010,Andavadoaka,,,,FH47534,,,,,,KiP,
2010,Andavadoaka,,,,FH47613,,,,,,KiP,
2010,Andavadoaka,,,,FH47633,,,,,,KiP,
2010,Andavadoaka,,,,FH47549,,,,,,KiP,
2010,Andavadoaka,,,,FH47554,,,,,,KiP,
2010,Andavadoaka,,,,FH47587,,,,,,KiP,
2010,Kirindy Mite_Ambondro,-2,,,FH47994,FH47376,,FH47616,,,MP,
2010,Kirindy Mite_Manahy,-1,,,,,,FH17244,,,MP,
2010,Kirindy Mite_Marofihitsy,-1,,,FH47640,,,FH47682,,,MP,
2010,Kirindy Mite_Sirave,-1,,,FH47627,,,FH47663,FH47666,,MP,
2010,Tsimanampetsotsa,-1,,,,,,FH17981,,,MP,
2010,Andavadoaka,1,,,FH47602,FH47604,,FH47603,FH47421,,MP,
2010,Besambay,1,,,FH47039,FH47048,,,,,MP,
2010,Besambay,1,,,FH47098,FH47096,,,,,MP,
2010,Besambay,1,,,FH47427,FH47072,,,,,MP,
2010,Besambay,1,,,FH47469,FH47397,,,,,MP,
2010,Ifaty,1,,,FH47496,FH47733,,,,,MP,
2010,Besambay,2,,,FH47033,FH47772,,,,,MP,
2010,Andavadoaka,4,,,,,,FH47607,FH47697,,MP,
2010,Andavadoaka,7,,,FH47804,,,,,,MP,
2010,Tsimanampetsotsa,15,,,FH47215,,,,,,MP,
2010,Tsimanampetsotsa,20,,,FH17007,FH47230,,,,,MP,
2010,Tsimanampetsotsa,21,,,FH17030,,,,,,MP,
2010,Tsimanampetsotsa,22,,,FH47224,FH47225,,,,,MP,
2010,Tsimanampetsotsa,23,,,FH47226,FH47228,,,,,MP,
2010,Tsimanampetsotsa,24,,,FH17025,,,,,,MP,
2010,Andavadoaka,201,,,FH47805,,,FH47806,,,MP,
2010,Andavadoaka,203,,,,,,FH47683,,,MP,
2010,Andavadoaka,206,,,,,,FH47896,FH47895,,MP,
2010,Andavadoaka,210,,,FH47580,,,,,,MP,
2010,Andavadoaka,215,,,FH47656,,,,,,MP,
2010,Andavadoaka,301,,,FH47599,FH47598,,,,,MP,
2010,Andavadoaka,303,,,FH47595,,,,,,MP,
2010,Andavadoaka,305,,,FH47597,FH47596,,,,,MP,
2010,Andavadoaka,306,,,FH47542,FH17770,,,,,MP,
2010,Andavadoaka,309,,,FH47545,,,,,,MP,
2010,Andavadoaka,310,,,FH47543,,,,,,MP,
2010,Andavadoaka,,,,FH17774,,,,,,MP,
2010,Andavadoaka,,,,FH17894,,,,,,MP,
2010,Andavadoaka,,,,FH47544,,,,,,MP,
2010,Andavadoaka,,,,FH47586,,,,,,MP,
2010,Andavadoaka,,,,FH47591,,,,,,MP,
2010,Andavadoaka,,,,FH47592,,,,,,MP,
2010,Andavadoaka,,,,FH47600,,,,,,MP,
2010,Kirindy Mite_Manahy,-3,,,,,,FH47647,FH47623,,WfP,
2010,Kirindy Mite_Manahy,-2,,,FH47641,,,FH47674,FH47351,,WfP,
2010,Marambitsy_Barakoky_Bedoy,-2,,,,,,FH47299,,,WfP,
2010,Kirindy Mite_Ambondro,-1,,,FH47056,FH47638,,FH47486,,,WfP,
2010,Kirindy mite_Antsira,-1,,,,,,FH47386,FH47359,FH47092,WfP,
2010,Kirindy Mite_Manahy,-1,,,,,,FH47631,,,WfP,
2010,Marambitsy_Barakoky_Andramy,-1,,,FH47425,,,FH47408,FH47406,,WfP,
2010,Kirindy Mite_Manahy,1,,,FH47991,FH47665,,FH47646,,,WfP,
2010,Mananjary_Ambohitsara,1,,,FH47451,,,,,,WfP,
2010,Namakia-Sorogoly,1,,,FH47414,,,,,,WfP,
2010,Nosy Manitse,1,,,FH47438,FH47081,,,,,WfP,
2010,Kirindy Mite_Manahy,2,,,FH47626,FH47664,,,,,WfP,
2010,Marambitsy_Barakoky_Bedoy,2,,,FH47428,FH47429,,,,,WfP,
2010,Kirindy Mite_Manahy,3,,,FH47691,,,,,,WfP,
2010,Marambitsy_Barakoky_Bedoy,3,,,FH47412,FH47296,,,,,WfP,
2010,Tsimanampetsotsa,3,,,FH17990,FH17991,,,,,WfP,
2010,Kirindy Mite_Manahy,4,,,FH47377,,,,,,WfP,
2010,Marambitsy_Barakoky_Bedoy,4,,,FH47413,FH47449,,,,,WfP,
2010,Kirindy Mite_Manahy,5,,,FH47686,,,,,,WfP,
2010,Marambitsy_Barakoky_Bedoy,5,,,FH47452,,,,,,WfP,
2010,Tsimanampetsotsa,11,,,FH17994,FH17995,,,,,WfP,
2010,Itampolo,17,,,FH47219,FH47220,,,,,WfP,
2010,Andavadoaka,204,,,FH47532,,,,,,WfP,
2010,Andavadoaka,312,,,FH47547,FH47546,,,,,WfP,
2010,Andavadoaka,314,,,FH47531,,,,,,WfP,
2010,Andavadoaka,WFP,,,FH47809,,,,,,WfP,
2010,Andavadoaka,WFP1,,,FH47601,,,,,,WfP,
2010,Andavadoaka,,,,FH47578,,,,,,WfP,
2010,Andavadoaka,,,,FH47579,,,,,,WfP,
2010,Andavadoaka,,,,FH47946,,,,,,WfP,
2011,Toliara_Lake Asingo,-400,,,FH47515,,,FH47242,,,KiP,
2011,Toliara_Lake Asingo,-19,,,,,,FH47516,,,KiP,
2011,Toliara_Lake Asingo,-18,,,,,,FH47517,,,KiP,
2011,Toliara_Lake Asingo,-17,,,FH47518,,,FH47519,,,KiP,
2011,Toliara_Ankilibe,-16,,,FH47520,,,FH47525,FH47250,,KiP,
2011,Toliara_Ankilibe,-15,,,,,,FH47526,,,KiP,
2011,Toliara_Lake Asingo,-14,,,FH47241,,,FH47524,FH47514,,KiP,
2011,Toliara_Lake Asingo,-13,,,FH47513,,,FH47511,,,KiP,
2011,Toliara_Lake Asingo,-12,,,FH47512,,,FH47509,FH47510,,KiP,
2011,Toliara_Lake Asingo,-11,,,FH47253,,,FH47239,FH47504,,KiP,
2011,Toliara_Lake Asingo,-10,,,FH47508,,,FH47793,FH47505,,KiP,
2011,Toliara_Lake Asingo,-9,,,FH47792,,,FH47794,FH47791,,KiP,
2011,Toliara_Ankilibe,-8,,,FH47790,,,FH47785,,,KiP,
2011,Toliara_Ankilibe,-7,,,FH47795,,,FH47784,FH47780,,KiP,
2011,Toliara_Ankilibe,-6,,,FH47778,,,FH47746,,,KiP,
2011,Toliara_Ankoronga,-5,,,,,,FH47740,FH47745,,KiP,
2011,Toliara_Ambondrolava,-4,,,,,,FH47738,,,KiP,
2011,Toliara_Ambondrolava,-3,,,FH47739,,,FH47737,,,KiP,
2011,Toliara_Ambondrolava,-2,,,,,,FH47748,FH47735,,KiP,
2011,Toliara_Ambondrolava,-1,,,FH47142,,,FH47503,FH47736,,KiP,
2011,Tsimanampetsotsa,-1,,,,,,FH47689,,,KiP,
2011,Toliara_Lake Asingo,205,,,FH47747,,,,,,KiP,
2011,Toliara_Lake Asingo,403,,,FH47244,,,,,,KiP,
2011,Toliara_Ankilibe,406,,,FH47246,FH47502,,,,,KiP,
2011,Tsimanampetsotsa,-2,,,,,,FH47660,,,MP,
2011,Tsimanampetsotsa,-1,,,,,,FH47348,,,MP,
2011,Tsimanampetsotsa,4,,,FH17061,,,,,,MP,
2011,Andavadoaka,-7,,,,,,FH47023,FH47089,,WfP,
2011,Andavadoaka,-6,,,,,,FH47492,,,WfP,
2011,Andavadoaka,-5,,,,,,FH47788,FH47467,,WfP,
2011,Andavadoaka,-4,,,,,,FH47635,,,WfP,
2011,Andavadoaka,-3,,,,,,FH47387,,,WfP,
2011,Andavadoaka,-2,,,,,,FH47622,FH47678,,WfP,
2011,Andavadoaka,-1,,,,,,FH47350,,,WfP,
2011,Tsimanampetsotsa,-1,,,,,,FH47398,,,WfP,
2011,Tsimanampetsotsa,2,,,FH47255,FH47769,,,,,WfP,
2011,Andavadoaka,5,,,FH47460,,,FH47416,,,WfP,
2011,Tsimanampetsotsa,5,,,FH47754,,,,,,WfP,
2011,Andavadoaka,6,,,FH47091,,,FH47995,FH47373,,WfP,
2011,Tsimanampetsotsa,6,,,FH47773,FH17280,,,,,WfP,
2011,Tsimanampetsotsa,7,,,FH47755,FH47799,,,,,WfP,
2011,Andavadoaka,8,,,FH47490,FH47479,,FH47670,FH47667,,WfP,
2011,Tsimanampetsotsa,8,,,FH17990,,,,,,WfP,
2011,Andavadoaka,15,,,FH47766,,,,,,WfP,
2011,Andavadoaka,23,,,FH47443,FH47434,,,,,WfP,
2011,Andavadoaka,27,,,FH47764,,,,,,WfP,
2011,Andavadoaka,28,,,FH47761,FH47369,,FH47759,FH47424,,WfP,
2011,Andavadoaka,34,,,FH47672,,,,,,WfP,
2011,Andavadoaka,35,,,FH47388,FH47417,,,,,WfP,
2011,Andavadoaka,36,,,FH47349,FH47382,,,,,WfP,
2011,Tsimanampetsotsa,102,,,FH47295,FH47756,,,,,WfP,
2011,Tsimanampetsotsa,103,,,FH47293,FH47768,,,,,WfP,
2011,Tsimanampetsotsa,105,,,FH47777,FH47292,,,,,WfP,
2011,Tsimanampetsotsa,106,,,FH47291,FH47797,,,,,WfP,
2011,Tsimanampetsotsa,108,,,FH17684,FH47528,,,,,WfP,
2011,Tsimanampetsotsa,109,,,FH47254,,,,,,WfP,
2011,Tsimanampetsotsa,201,,,FH47523,FH47779,,,,,WfP,
2011,Tsimanampetsotsa,204,,,FH47771,FH17228,,,,,WfP,
2011,Tsimanampetsotsa,301,,,FH47501,FH47256,,,,,WfP,
2011,Tsimanampetsotsa,303,,,FH47798,FH17647,,,,,WfP,
2011,Tsimanampetsotsa,304,,,FH17286,FH47774,,,,,WfP,
2011,Tsimanampetsotsa,-1W,,,,,,FH47800,,,WfP,
2011,Tsimanampetsotsa,-2W,,,,,,FH47796,FH47751,,WfP,
2011,Ambola,-3W,,,,,,FH47750,FH47789,FH47732,WfP,
2012,Andavadoaka,-119,,,FH47130,,,,,,KiP,
2012,Andavadoaka,-118,,,FH68844,,,FH68845,,,KiP,
2012,Andavadoaka,-117,,,FH68840,,,FH47149,FH68838,,KiP,
2012,Andavadoaka,-116,,,FH68833,,,FH68834,FH68835,,KiP,
2012,Andavadoaka,-115,,,,,,FH68818,,,KiP,
2012,Andavadoaka,-114,,,FH68806,,,FH68808,FH68807,,KiP,
2012,Andavadoaka,-113,,,FH69097,,,FH69099,FH69098,,KiP,
2012,Andavadoaka,-112,,,FH69042,,,FH69043,,,KiP,
2012,Andavadoaka,-111,,,FH68850,,,FH69095,FH47450,FH68849,KiP,
2012,Andavadoaka,-110,,,FH47333,,,FH69088,FH69089,,KiP,
2012,Andavadoaka,-109,,,FH69010,,,FH69011,FH69012,,KiP,
2012,Andavadoaka,-108,,,FH69080,,,FH69081,,,KiP,
2012,Andavadoaka,-106,,,FH69007,,,FH69009,FH69008,,KiP,
2012,Andavadoaka,-105,,,FH69074,,,FH69075,,,KiP,
2012,Andavadoaka,-103,,,FH69003,,,FH69005,FH69004,,KiP,
2012,Andavadoaka,-102,,,FH69049,,,FH69050,FH69086,,KiP,
2012,Andavadoaka,-101,,,FH69001,,,FH69002,,,KiP,
2012,Andavadoaka,-52,,,FH47168,,,FH47167,,,KiP,
2012,Andavadoaka,-51,,,,,,FH47153,,,KiP,
2012,Andavadoaka,-50,,,FH47146,,,FH47140,FH47145,,KiP,
2012,Andavadoaka,-49,,,FH47127,,,FH47126,,,KiP,
2012,Andavadoaka,-48,,,,,,FH47118,,,KiP,
2012,Andavadoaka,-47,,,FH69199,,,FH69200,,,KiP,
2012,Andavadoaka,-46,,,FH69197,,,FH69195,FH69196,,KiP,
2012,Andavadoaka,-45,,,FH69190,,,FH69191,FH69249,,KiP,
2012,Andavadoaka,-44,,,FH68856,,,FH69187,FH68857,,KiP,
2012,Andavadoaka,-43,,,FH69184,,,FH69185,,,KiP,
2012,Andavadoaka,-42,,,FH69182,,,FH69183,,,KiP,
2012,Andavadoaka,-41,,,FH69179,,,FH69181,FH69180,,KiP,
2012,Andavadoaka,-40,,,,,,FH69198,FH69176,,KiP,
2012,Andavadoaka,-39,,,FH69171,,,FH69172,FH69173,,KiP,
2012,Andavadoaka,-38,,,,,,FH69170,,,KiP,
2012,Andavadoaka,-37,,,,,,FH69163,FH69162,,KiP,
2012,Andavadoaka,-36,,,,,,FH69161,,,KiP,
2012,Andavadoaka,-35,,,FH69157,,,FH69158,FH69156,,KiP,
2012,Andavadoaka,-34,,,FH69154,,,FH69152,FH69155,,KiP,
2012,Andavadoaka,-33,,,,,,FH69149,FH69150,,KiP,
2012,Andavadoaka,-32,,,FH69146,,,FH69147,FH69148,,KiP,
