year,site,nest,laying_date,hatching_date,parent1,parent2,parent3,chick1,chick2,chick3,species,comments
2006,Namakia-Paremahitsy,1,,,FH17511,FH17509,,,,,KiP,
2006,Tsimanampetsotsa,1,,,FH17434,FH17435,,FH17472,,,KiP,
2006,Namakia-Paremahitsy,2,,,FH17508,FH17530,,FH17536,,,KiP,
2006,Tsimanampetsotsa,2,,,FH17418,FH17425,,FH17454,FH17455,,KiP,
2006,Namakia-Paremahitsy,3,,,FH17510,,,,,,KiP,
2006,Tsimanampetsotsa,3,,,FH17457,,,FH17456,,,KiP,
2006,Namakia-Paremahitsy,4,,,FH17499,,,,,,KiP,
2006,Tsimanampetsotsa,4,,,FH17460,FH17461,,,,,KiP,
2006,Namakia-Paremahitsy,5,,,FH17507,FH17512,,,,,KiP,
2006,Namakia-Paremahitsy,6,,,FH17500,FH17506,,FH17519,FH17518,,KiP,
2006,Namakia-Paremahitsy,8,,,FH17516,,,,,,KiP,
2006,Namakia-Paremahitsy,9,,,FH17505,,,FH17533,,,KiP,
2006,Namakia-Paremahitsy,10,,,FH17504,,,,,,KiP,
2006,Namakia-Paremahitsy,11,,,FH17513,FH17515,,,,,KiP,
2006,Namakia-Paremahitsy,12,,,FH17525,,,FH17526,FH17527,,KiP,
2006,Namakia-Paremahitsy,12,,,FH17543,,,FH17544,FH17545,,KiP,
2006,Namakia-Paremahitsy,14,,,FH17188,FH17540,,FH17546,,,KiP,
2006,Namakia-Paremahitsy,16,,,FH17523,FH17524,,,,,KiP,
2006,Namakia-Paremahitsy,21,,,FH17537,,,,,,KiP,
2006,Namakia-Paremahitsy,22,,,FH17538,FH17539,,,,,KiP,
2006,Namakia-Paremahitsy,23,,,FH17547,FH17548,,,,,KiP,
2006,Namakia-Paremahitsy,24,,,FH17549,FH17550,,,,,KiP,
2006,Tsimanampetsotsa,-26,,,,,,FH17498,FH17498,,MP,
2006,Tsimanampetsotsa,-25,,,FH17058,,,FH17471,FH17471,,MP,
2006,Tsimanampetsotsa,-24,,,,,,FH17470,,,MP,
2006,Tsimanampetsotsa,-23,,,FH17129,FH17131,,FH17468,FH17467,,MP,
2006,Tsimanampetsotsa,-22,,,,,,FH17464,,,MP,
2006,Tsimanampetsotsa,-21,,,,,,FH17459,,,MP,
2006,Tsimanampetsotsa,-20,,,FH17020,FH17023,,FH17458,,,MP,
2006,Tsimanampetsotsa,-19,,,FH17453,FH17452,,FH17450,FH17451,,MP,
2006,Tsimanampetsotsa,-18,,,FH17447,FH17448,,FH17443,FH17449,,MP,
2006,Tsimanampetsotsa,-17,,,,,,FH17442,,,MP,
2006,Tsimanampetsotsa,-16,,,FH17437,FH17438,,FH17439,,,MP,
2006,Tsimanampetsotsa,-15,,,FH17006,FH17292,,FH17420,FH17421,,MP,
2006,Tsimanampetsotsa,-14,,,FH17016,FH17017,,FH17414,FH17415,,MP,
2006,Tsimanampetsotsa,-13,,,,,,FH17379,,,MP,
2006,Tsimanampetsotsa,-12,,,FH17376,FH17375,,FH17377,FH17378,,MP,
2006,Tsimanampetsotsa,-11,,,FH17372,,,FH17373,,,MP,
2006,Tsimanampetsotsa,-10,,,FH17367,FH17368,,FH17369,FH17370,,MP,
2006,Tsimanampetsotsa,-9,,,FH17364,FH17365,,FH17366,,,MP,
2006,Tsimanampetsotsa,-8,,,FH17360,,,FH17361,FH17374,,MP,
2006,Tsimanampetsotsa,-7,,,FH17358,,,FH17359,FH17371,,MP,
2006,Tsimanampetsotsa,-6,,,FH17011,FH17355,,FH17357,FH17356,,MP,
2006,Tsimanampetsotsa,-5,,,FH17352,FH17236,,FH17353,FH17354,,MP,
2006,Marambitsy_Barakoky,-4,,,,,,FH17493,,,MP,
2006,Tsimanampetsotsa,-4,,,FH17348,FH17351,,FH17349,FH17350,,MP,
2006,Marambitsy_Barakoky Ampakabe ,-3,,,FH17489,,,FH17490,,,MP,
2006,Tsimanampetsotsa,-3,,,,,,FH17343,,,MP,
2006,Marambitsy_Barakoky,-2,,,FH17478,FH17479,,FH17480,FH17481,,MP,
2006,Tsimanampetsotsa,-2,,,FH17344,FH17345,,FH17342,FH17341,,MP,
2006,Marambitsy_Barakoky,-1,,,FH17473,FH17474,,FH17475,FH17476,,MP,
2006,Tsimanampetsotsa,-1,,,FH17335,FH17277,,FH17339,FH17392,,MP,
2006,Andranomasy,1,,,FH17401,FH17402,,,,,MP,
2006,Andranomasy,2,,,FH17396,FH17397,,,,,MP,
2006,Tsimanampetsotsa,2,,,FH17346,,,FH17347,FH17340,,MP,
2006,Tsimanampetsotsa,3,,,FH17362,FH17363,,,,,MP,
2006,Tsimanampetsotsa,13,,,FH17038,FH17037,,FH17440,FH17441,,MP,
2006,Tsimanampetsotsa,17,,,FH17218,FH17403,,,,,MP,
2006,Tsimanampetsotsa,23,,,FH17393,FH17395,,FH17404,,,MP,
2006,Tsimanampetsotsa,25,,,FH17380,,,,,,MP,
2006,Tsimanampetsotsa,26,,,FH17385,,,,,,MP,
2006,Tsimanampetsotsa,27,,,FH17124,,,,,,MP,
2006,Tsimanampetsotsa,29,,,FH17386,FH17407,,FH17408,FH17409,,MP,
2006,Tsimanampetsotsa,30,,,FH17387,FH17433,,FH17413,FH17412,,MP,
2006,Tsimanampetsotsa,31,,,FH17388,FH17424,,FH17406,FH17405,,MP,
2006,Tsimanampetsotsa,33,,,FH17390,,,,,,MP,
2006,Tsimanampetsotsa,34,,,FH17389,,,,,,MP,
2006,Tsimanampetsotsa,35,,,FH17128,FH17427,,FH17469,FH17501,,MP,
2006,Tsimanampetsotsa,36,,,FH17422,FH17429,,,,,MP,
2006,Tsimanampetsotsa,37,,,FH17416,FH17417,,,,,MP,
2006,Tsimanampetsotsa,38,,,FH17423,FH17436,,,,,MP,
2006,Tsimanampetsotsa,39,,,FH17419,FH17426,,,,,MP,
2006,Tsimanampetsotsa,40,,,FH17019,,,FH17446,,,MP,
2006,Tsimanampetsotsa,-1,,,FH17153,FH17152,,,,,WfP,
2006,Tsimanampetsotsa,-1,,,,,,FH17463,,,WfP,
2006,Marambitsy_Barakoky,1,,,FH17477,,,,,,WfP,
2006,Marambitsy_Barakoky,2,,,FH17482,FH17485,,FH17484,,,WfP,
2006,Tsimanampetsotsa,2,,,FH17383,FH17384,,,,,WfP,
2006,Tsimanampetsotsa,2,,,,,,FH17410,FH17411,,WfP,
2006,Marambitsy_Barakoky,3,,,FH17483,,,,,,WfP,
2006,Tsimanampetsotsa,3,,,FH17381,FH17382,,FH17428,FH17444,FH17445,WfP,
2006,Marambitsy_Barakoky,4,,,FH17486,,,,,,WfP,
2006,Tsimanampetsotsa,4,,,FH17462,,,FH17465,FH17466,,WfP,
2006,Marambitsy-Barakoky_Anjofony ,6,,,FH17491,,,,,,WfP,
2006,Tsimanampetsotsa,6,,,FH17502,FH17503,,,,,WfP,
2006,Marambitsy_Barakoky,7,,,FH17494,,,,,,WfP,
2006,Marambitsy_Barakoky,8,,,FH17492,,,,,,WfP,
2006,Marambitsy_Barakoky,9,,,FH17495,FH17496,,,,,WfP,
2007,Tsimanampetsotsa,22,,,FH17662,,,FH17663,FH17664,,KiP,
2007,Tsimanampetsotsa,23,,,FH17645,,,,,,KiP,
2007,Tsimanampetsotsa,25,,,FH17083,FH17634,,FH17640,FH17639,,KiP,
2007,Tsimanampetsotsa,26,,,FH17666,,,FH17661,FH17667,,KiP,
2007,Tsimanampetsotsa,29,,,FH17202,FH17635,,FH17641,FH17642,,KiP,
2007,Tsimanampetsotsa,30,,,FH17659,,,,,,KiP,
2007,Tsimanampetsotsa,31,,,FH17636,,,,,,KiP,
2007,Tsimanampetsotsa,32,,,,,,FH17679,FH17658,,KiP,
2007,Tsimanampetsotsa,33,,,FH17700,,,FH17707,FH17708,,KiP,
2007,Tsimanampetsotsa,35,,,FH17697,,,FH17698,FH17699,,KiP,
2007,Tsimanampetsotsa,-1k ,,,,,,FH17656,,,KiP,
2007,Tsimanampetsotsa,k10 ,,,,,,FH17639,,,KiP,
2007,Tsimanampetsotsa,k11 ,,,FH17643,,,,,,KiP,
2007,Tsimanampetsotsa,k2 ,,,FH17644,FH17651,,FH17649,FH17650,,KiP,
2007,Tsimanampetsotsa,-40,,,FH17632,,,,,,MP,
2007,Tsimanampetsotsa,-28,,,,,,FH17701,FH17702,,MP,
2007,Tsimanampetsotsa,-27,,,,,,FH17685,FH17686,,MP,
2007,Tsimanampetsotsa,-26,,,,,,FH17674,,,MP,
2007,Tsimanampetsotsa,-25,,,,,,FH17637,FH17638,,MP,
2007,Tsimanampetsotsa,-24,,,FH17629,,,FH17630,,,MP,
2007,Tsimanampetsotsa,-23,,,,,,FH17623,,,MP,
2007,Tsimanampetsotsa,-22,,,FH17614,,,FH17615,FH17616,,MP,
2007,Tsimanampetsotsa,-21,,,,,,FH17613,,,MP,
2007,Tsimanampetsotsa,-20,,,,,,FH17604,FH17605,,MP,
2007,Tsimanampetsotsa,-19,,,,,,FH17606,,,MP,
2007,Tsimanampetsotsa,-18,,,FH17124,,,FH17628,,,MP,
2007,Tsimanampetsotsa,-17,,,,,,FH17621,,,MP,
2007,Tsimanampetsotsa,-17,,,,,,FH17622,,,MP,
2007,Tsimanampetsotsa,-16,,,FH17220,,,FH17633,,,MP,
2007,Tsimanampetsotsa,-14,,,,,,FH17631,,,MP,
2007,Tsimanampetsotsa,-11,,,,,,FH17612,,,MP,
2007,Tsimanampetsotsa,-10,,,,,,FH17611,,,MP,
2007,Tsimanampetsotsa,-8,,,FH17794,FH17778,,,,,MP,
2007,Tsimanampetsotsa,-7,,,FH17149,,,FH17625,,,MP,
2007,Tsimanampetsotsa,-5,,,FH17385,FH17247,,FH17573,FH17565,,MP,
2007,Tsimanampetsotsa,-4,,,FH17561,FH17562,,FH17563,FH17564,,MP,
2007,Tsimanampetsotsa,-3,,,FH17376,,,,,,MP,
2007,Tsimanampetsotsa,-3,,,,,,FH17556,,,MP,
2007,Tsimanampetsotsa,-2,,,FH17654,FH17655,,FH17652,FH17653,,MP,
2007,Tsimanampetsotsa,-2,,,,,,FH17555,,,MP,
2007,Mahabo,-1,,,,,,FH17690,,,MP,
2007,Maromitiliky,-1,,,FH17687,FH17689,,FH17688,,,MP,
2007,Tsimanampetsotsa,-1,,,,,,FH17551,,,MP,
2007,Tsimanampetsotsa,-1,,,,,,FH17609,,,MP,
2007,Tsimanampetsotsa,4,,,FH17553,FH17554,,,,,MP,
2007,Tsimanampetsotsa,8,,,FH17592,FH17552,,,,,MP,
2007,Tsimanampetsotsa,9,,,,,,FH17559,FH17560,,MP,
2007,Tsimanampetsotsa,9,,,,,,FH17657,,,MP,
2007,Tsimanampetsotsa,10,,,FH17542,FH17541,,,,,MP,
2007,Tsimanampetsotsa,11,,,,,,FH17646,,,MP,
2007,Tsimanampetsotsa,13,,,,,,FH17585,,,MP,
2007,Tsimanampetsotsa,17,,,,,,FH17598,FH17665,,MP,
2007,Tsimanampetsotsa,19,,,FH17580,,,FH17581,FH17582,,MP,
2007,Tsimanampetsotsa,20,,,FH17569,FH17570,,,,,MP,
2007,Tsimanampetsotsa,21,,,FH17566,FH17568,,FH17567,,,MP,
2007,Tsimanampetsotsa,24,,,FH17374,,,,,,MP,
2007,Tsimanampetsotsa,25,,,FH17390,FH17600,,FH17620,,,MP,
2007,Tsimanampetsotsa,26,,,,,,FH17575,FH17579,,MP,
2007,Tsimanampetsotsa,27,,,,,,FH17574,,,MP,
2007,Tsimanampetsotsa,28,,,,,,FH17602,FH17603,,MP,
2007,Tsimanampetsotsa,30,,,FH17595,,,FH17594,FH17599,,MP,
2007,Tsimanampetsotsa,31,,,FH17588,FH17590,,FH17618,FH17619,,MP,
2007,Tsimanampetsotsa,32,,,FH17571,FH17572,,FH17584,FH17583,,MP,
2007,Tsimanampetsotsa,33,,,FH17576,FH17577,,,,,MP,
2007,Tsimanampetsotsa,34,,,FH17578,,,,,,MP,
2007,Tsimanampetsotsa,35,,,FH17162,,,,,,MP,
2007,Tsimanampetsotsa,36,,,,,,FH17601,,,MP,
2007,Tsimanampetsotsa,37,,,FH17586,FH17587,,FH17596,FH17597,,MP,
2007,Tsimanampetsotsa,39,,,FH17041,FH17020,,FH17677,,,MP,
2007,Tsimanampetsotsa,41,,,,,,FH17669,,,MP,
2007,Tsimanampetsotsa,42,,,FH17610,FH17672,,,,,MP,
2007,Tsimanampetsotsa,42,,,,,,FH17648,FH17673,,MP,
2007,Tsimanampetsotsa,45,,,FH17660,FH17429,,FH17670,FH17671,,MP,
2007,Tsimanampetsotsa,46,,,FH17121,,,FH17626,FH17627,,MP,
2007,Tsimanampetsotsa,51,,,FH17608,FH17607,,,,,MP,
2007,Tsimanampetsotsa,54,,,FH17389,FH17675,,FH17676,,,MP,
2007,Tsimanampetsotsa,57,,,FH17668,,,,,,MP,
2007,Tsimanampetsotsa,59,,,,,,FH17705,,,MP,
2007,Tsimanampetsotsa,60,,,FH17050,,,FH17711,FH17712,,MP,
2007,Tsimanampetsotsa,-1A,,,,,,FH17713,,,MP,
2007,Tsimanampetsotsa,2A,,,,,,FH17709,FH17710,,MP,
2007,Tsimanampetsotsa,-3,,,,,,FH17692,,,WfP,
2007,Tsimanampetsotsa,-2,,,,,,FH17691,,,WfP,
2007,Tsimanampetsotsa,-1,,,,,,FH17609,,,WfP,
2007,Tsimanampetsotsa,1,,,,,,FH17624,,,WfP,
2007,Tsimanampetsotsa,2,,,FH17557,FH17558,,FH17617,,,WfP,
2007,Tsimanampetsotsa,10,,,FH17502,,,FH17683,FH17682,,WfP,
2007,Tsimanampetsotsa,11,,,FH17647,,,FH17681,FH17680,,WfP,
2007,Tsimanampetsotsa,13,,,,,,FH17706,,,WfP,
2007,Tsimanampetsotsa,14,,,,,,FH17703,FH17704,,WfP,
2007,Tsimanampetsotsa,16,,,FH17693,FH17694,,FH17696,FH17695,,WfP,
2007,Tsimanampetsotsa,1w,,,FH17684,,,,,,WfP,
2008,Sarodrano,-1,,,FH17798,,,FH17800,,,KiP,
2008,Sarodrano,1,,,FH17799,,,,,,KiP,
2008,Sarodrano,2,,,FH17797,,,,,,KiP,
2008,Sarodrano,3,,,FH17796,FH17795,,,,,KiP,
2008,Tsimanampetsotsa,-10,,,,,,FH17792,FH17793,,MP,
2008,Tsimanampetsotsa,-9,,,FH17787,,,FH17788,FH17789,,MP,
2008,Tsimanampetsotsa,-8,,,FH17782,FH17783,,FH17784,,,MP,
2008,Tsimanampetsotsa,-7,,,,,,FH17779,,,MP,
2008,Tsimanampetsotsa,-6,,,,,,FH17768,,,MP,
2008,Tsimanampetsotsa,-5,,,,,,FH17765,FH17766,,MP,
2008,Tsimanampetsotsa,-4,,,,,,FH17764,,,MP,
2008,Tsimanampetsotsa,-3,,,FH17756,FH17757,,FH17758,,,MP,
2008,Tsimanampetsotsa,-2,,,,,,FH17755,FH17754,,MP,
2008,Tsimanampetsotsa,-1,,,FH17729,FH17730,,,,,MP,
2008,Tsimanampetsotsa,-1,,,,,,FH17731,,,MP,
2008,Andavadoaka,1,,,FH17777,FH17776,,,,,MP,
2008,Tsimanampetsotsa,1,,,FH17794,FH17778,,,,,MP,
2008,Tsimanampetsotsa,1,,,,,,FH17760,,,MP,
2008,Andavadoaka,2,,,FH17775,FH17774,,,,,MP,
2008,Tsimanampetsotsa,2,,,,,,FH17723,FH17724,,MP,
2008,Andavadoaka,3,,,FH17772,FH17771,,,,,MP,
2008,Tsimanampetsotsa,3,,,,,,FH17761,FH17762,,MP,
2008,Andavadoaka,4,,,FH17770,,,,,,MP,
2008,Tsimanampetsotsa,4,,,,,,FH17726,FH17725,,MP,
2008,Andavadoaka,5,,,FH17801,,,,,,MP,
2008,Tsimanampetsotsa,5,,,FH17716,FH17717,,FH17715,,,MP,
2008,Andavadoaka,6,,,FH17802,,,,,,MP,
2008,Tsimanampetsotsa,6,,,FH17718,FH17719,,FH17720,,,MP,
2008,Andavadoaka,7,,,FH17803,FH17804,,,,,MP,
2008,Tsimanampetsotsa,7,,,FH17577,FH17576,,,,,MP,
2008,Andavadoaka,8,,,FH17805,FH17806,,,,,MP,
2008,Tsimanampetsotsa,8,,,FH17608,,,FH17714,,,MP,
2008,Tsimanampetsotsa,9,,,FH17164,,,FH17763,,,MP,
2008,Tsimanampetsotsa,11,,,FH17737,FH17751,,FH17752,FH17753,,MP,
2008,Tsimanampetsotsa,12,,,,,,FH17732,FH17733,,MP,
2008,Tsimanampetsotsa,13,,,FH17385,FH17734,,,,,MP,
2008,Tsimanampetsotsa,14,,,FH17744,FH17750,,FH17735,FH17736,,MP,
2008,Tsimanampetsotsa,15,,,FH17722,FH17578,,FH17721,FH17721,,MP,
2008,Tsimanampetsotsa,16,,,FH17727,FH17728,,FH17781,,,MP,
2008,Tsimanampetsotsa,17,,,FH17738,FH17767,,,,,MP,
2008,Tsimanampetsotsa,19,,,FH17746,,,,,,MP,
2008,Tsimanampetsotsa,20,,,FH17035,,,FH17780,,,MP,
2008,Tsimanampetsotsa,30,,,FH17790,FH17791,,,,,MP,
2008,Tsimanampetsotsa,32,,,FH17275,,,,,,MP,
2008,Tsimanampetsotsa,35,,,FH17739,,,FH17740,FH17741,,MP,
2008,Tsimanampetsotsa,2T,,,FH17742,FH17743,,,,,MP,
2008,Tsimanampetsotsa,33T,,,FH17747,FH17748,,FH17749,,,MP,
2008,Tsimanampetsotsa,-1,,,,,,FH17769,FH17759,,WfP,
2008,Vatomandry,-1,,,,,,FH17807,,,WfP,
2008,Tsimanampetsotsa,1,,,FH17785,FH17786,,,,,WfP,
2009,Andavadoaka,-21,,,FH47333,,,FH47332,,,KiP,
2009,Andavadoaka,-20,,,,,,FH47331,,,KiP,
2009,Andavadoaka,-19,,,FH47329,,,FH47328,,,KiP,
2009,Andavadoaka,-18,,,FH47327,,,FH47330,FH47326,,KiP,
2009,Tsimanampetsotsa,-18,,,,,,FH47723,FH47723,,KiP,
2009,Andavadoaka,-17,,,,,,FH47324,FH47325,,KiP,
2009,Tsimanampetsotsa,-17,,,FH17978,,,FH17976,FH17977,,KiP,
2009,Andavadoaka,-16,,,,,,FH47320,,,KiP,
2009,Tsimanampetsotsa,-16,,,FH47782,,,FH47752,FH47734,,KiP,
2009,Andavadoaka,-15,,,,,,FH47318,,,KiP,
2009,Tsimanampetsotsa,-15,,,FH47711,,,FH47712,FH47713,,KiP,
2009,Andavadoaka,-14,,,,,,FH47317,,,KiP,
2009,Tsimanampetsotsa,-14,,,,,,FH17965,,,KiP,
2009,Andavadoaka,-13,,,,,,FH47316,,,KiP,
2009,Tsimanampetsotsa,-13,,,,,,FH17969,,,KiP,
2009,Andavadoaka,-12,,,,,,FH47315,,,KiP,
2009,Tsimanampetsotsa,-12,,,,,,FH17967,FH17968,,KiP,
2009,Andavadoaka,-11,,,FH47431,,,FH47475,FH47471,,KiP,
2009,Andavadoaka,-11,,,,,,FH47313,,,KiP,
2009,Tsimanampetsotsa,-11,,,FH17971,,,FH17972,FH17973,,KiP,
2009,Andavadoaka,-10,,,,,,FH47259,FH47258,,KiP,
2009,Andavadoaka,-10,,,,,,FH47258,,,KiP,
2009,Andavadoaka,-10,,,,,,FH47305,FH47306,,KiP,
2009,Andavadoaka,-9,,,,,,FH47028,,,KiP,
2009,Andavadoaka,-9,,,,,,FH47302,,,KiP,
2009,Tsimanampetsotsa,-9,,,FH17962,,,FH17961,,,KiP,
2009,Andavadoaka,-8,,,,,,FH47999,,,KiP,
2009,Tsimanampetsotsa,-8,,,FH17958,,,FH17959,,,KiP,
2009,Andavadoaka,-7,,,,,,FH47996,,,KiP,
2009,Tsimanampetsotsa,-7,,,FH47214,,,FH47213,,,KiP,
2009,Andavadoaka,-6,,,,,,FH47997,,,KiP,
2009,Tsimanampetsotsa,-6,,,,,,FH47211,,,KiP,
2009,Andavadoaka,-5,,,,,,FH47024,,,KiP,
2009,Tsimanampetsotsa,-5,,,FH47206,,,FH47207,,,KiP,
2009,Andavadoaka,-4,,,,,,FH47018,,,KiP,
2009,Tsimanampetsotsa,-4,,,,,,FH47205,,,KiP,
2009,Andavadoaka,-3,,,,,,FH47017,,,KiP,
2009,Fanjakana,-3,,,,,,FH47346,,,KiP,
2009,Tsimanampetsotsa,-3,,,,,,FH47204,,,KiP,
2009,Andavadoaka,-2,,,,,,FH47082,,,KiP,
2009,Fanjakana,-2,,,,,,FH47290,,,KiP,
2009,Tsimanampetsotsa,-2,,,,,,FH47201,FH47706,,KiP,
2009,Andavadoaka,-1,,,,,,FH47013,,,KiP,
2009,Andavadoaka,-1,,,FH17878,,,FH17879,FH17880,,KiP,
2009,Fanjakana,-1,,,,,,FH47289,,,KiP,
2009,Morombe-Vorisy,-1,,,,,,FH47491,FH47300,,KiP,
2009,Tsimanampetsotsa,-1,,,FH17952,,,FH17944,,,KiP,
2009,Andavadoaka,1,,,FH17810,FH17811,,,,,KiP,
2009,Andavadoaka,1,,,FH47954,,,,,,KiP,
2009,Andavadoaka,2,,,FH17818,,,,,,KiP,
2009,Andavadoaka,2,,,FH17877,FH47045,,,,,KiP,
2009,Andavadoaka,3,,,FH17845,,,,,,KiP,
2009,Andavadoaka,3,,,FH47022,FH47005,,FH47006,FH47007,,KiP,
2009,Andavadoaka,4,,,FH17854,,,,,,KiP,
2009,Andavadoaka,5,,,FH17847,FH17849,,,,,KiP,
2009,Andavadoaka,5,,,FH47001,,,FH47008,FH47011,,KiP,
2009,Andavadoaka,9,,,FH17858,FH17844,,,,,KiP,
2009,Andavadoaka,10,,,FH47002,,,,,,KiP,
2009,Andavadoaka,15,,,FH47020,FH47069,,,,,KiP,
2009,Tsimanampetsotsa,15,,,FH17916,,,,,,KiP,
2009,Andavadoaka,16,,,FH47404,,,,,,KiP,
2009,Andavadoaka,17,,,FH47083,,,FH17881,FH17882,,KiP,
2009,Andavadoaka,21,,,FH17876,,,FH17890,FH17891,,KiP,
2009,Tsimanampetsotsa,21,,,FH17904,FH17908,,,,,KiP,
2009,Tsimanampetsotsa,21,,,,,,FH17909,,,KiP,
2009,Tsimanampetsotsa,22,,,FH17901,FH17902,,FH17903,,,KiP,
2009,Andavadoaka,23,,,FH47021,,,,,,KiP,
2009,Tsimanampetsotsa,23,,,FH17912,,,FH47209,FH47210,,KiP,
2009,Tsimanampetsotsa,24,,,FH17911,,,FH17913,FH17910,,KiP,
2009,Andavadoaka,25,,,FH47093,,,,,,KiP,
2009,Tsimanampetsotsa,25,,,,,,FH17924,,,KiP,
2009,Tsimanampetsotsa ,25,,,FH17078,,,,,,KiP,
2009,Tsimanampetsotsa,27,,,FH17906,,,FH17905,FH17907,,KiP,
2009,Andavadoaka,28,,,FH47436,,,,,,KiP,
2009,Tsimanampetsotsa,28,,,FH47208,,,,,,KiP,
2009,Andavadoaka,32,,,FH47080,FH47027,,,,,KiP,
2009,Andavadoaka,33,,,FH47010,,,,,,KiP,
2009,Andavadoaka,34,,,FH47079,,,,,,KiP,
2009,Andavadoaka,35,,,FH47920,,,,,,KiP,
2009,Andavadoaka,38,,,FH47405,,,,,,KiP,
2009,Andavadoaka,39,,,FH47100,FH47009,,,,,KiP,
2009,Andavadoaka,41,,,FH47003,,,,,,KiP,
2009,Andavadoaka,42,,,FH47016,,,FH47090,FH47029,,KiP,
2009,Andavadoaka,43,,,FH47422,,,,,,KiP,
2009,Andavadoaka,45,,,FH47407,,,,,,KiP,
2009,Andavadoaka,46,,,FH47401,,,,,,KiP,
2009,Andavadoaka,47,,,FH47403,FH47077,,,,,KiP,
2009,Andavadoaka,50,,,FH47035,,,,,,KiP,
2009,Andavadoaka,52,,,FH47074,,,,,,KiP,
2009,Andavadoaka,53,,,FH47019,,,,,,KiP,
2009,Andavadoaka,54,,,FH47458,,,,,,KiP,
2009,Andavadoaka,56,,,FH47026,,,,,,KiP,
2009,Andavadoaka,57,,,FH47012,,,,,,KiP,
2009,Andavadoaka,58,,,FH47030,,,,,,KiP,
2009,Andavadoaka,59,,,FH47257,,,,,,KiP,
2009,Andavadoaka,60,,,FH47307,,,FH47335,FH47336,,KiP,
2009,Andavadoaka,62,,,FH47342,,,,,,KiP,
2009,Andavadoaka,64,,,FH47343,,,,,,KiP,
2009,Andavadoaka,68,,,FH47341,,,,,,KiP,
2009,Andavadoaka,70,,,FH47345,,,,,,KiP,
2009,Andavadoaka,71,,,FH47344,,,,,,KiP,
2009,Tsimanampetsotsa,10b = 29,,,FH17966,,,FH47721,FH47721,,KiP,
2009,Tsimanampetsotsa,11b = 30 ,,,FH47726,,,FH47727,FH47728,,KiP,
2009,Tsimanampetsotsa,12b = 31,,,,,,FH47725,FH47724,,KiP,
2009,Tsimanampetsotsa,13b = 32,,,FH47722,,,FH47719,FH47720,,KiP,
2009,Tsimanampetsotsa,14b = 33,,,FH47718,,,FH47729,FH47730,,KiP,
2009,Tsimanampetsotsa,15b = 34,,,FH17921,,,,,,KiP,
2009,Tsimanampetsotsa,17b = 36,,,,,,FH47731,,,KiP,
2009,Tsimanampetsotsa,18b = -10,,,FH17966,,,,,,KiP,
2009,Tsimanampetsotsa,19b ,,,FH17919,,,FH17920,,,KiP,
2009,Tsimanampetsotsa,1b=-19,,,FH17699,,,FH47702,FH47701,,KiP,
2009,Tsimanampetsotsa,2c = 38,,,FH17974,,,FH17979,,,KiP,
2009,Tsimanampetsotsa,9b=42,,,FH17934,,,FH17932,FH17922,,KiP,
2009,Tsimanampetsotsa,-17,,,,,,FH47716,,,MP,
2009,Tsimanampetsotsa,-16,,,,,,FH47715,,,MP,
2009,Tsimanampetsotsa,-14,,,FH47714,,,FH47710,,,MP,
2009,Tsimanampetsotsa,-13,,,,,,FH47708,,,MP,
2009,Tsimanampetsotsa,-12,,,FH17156,,,FH47709,,,MP,
2009,Andavadoaka,-11,,,,,,FH47034,,,MP,
2009,Tsimanampetsotsa,-11,,,,,,FH17950,,,MP,
2009,Andavadoaka,-10,,,,,,FH47323,,,MP,
2009,Tsimanampetsotsa,-10,,,,,,FH17949,,,MP,
2009,Andavadoaka,-9,,,,,,FH47322,,,MP,
2009,Tsimanampetsotsa,-9,,,,,,FH47783,,,MP,
2009,Andavadoaka,-8,,,,,,FH47423,,,MP,
2009,Tsimanampetsotsa,-8,,,FH17569,,,FH47704,,,MP,
2009,Andavadoaka,-7,,,,,,FH47955,,,MP,
2009,Tsimanampetsotsa,-7,,,FH47703,,,FH17940,FH47781,,MP,
2009,Andavadoaka,-6,,,,,,FH47983,,,MP,
2009,Tsimanampetsotsa,-6,,,,,,FH17918,,,MP,
2009,Andavadoaka,-5,,,FH47308,FH47309,,FH47310,FH47311,,MP,
2009,Tsimanampetsotsa,-5,,,,,,FH17975,,,MP,
2009,Andavadoaka,-4,,,,,,FH47963,,,MP,
2009,Tsimanampetsotsa,-4,,,,,,FH17964,,,MP,
2009,Andavadoaka,-3,,,,,,FH17869,,,MP,
2009,Mahavavy_Andolomikopaka ,-3,,,,,,FH47099,,,MP,
2009,Tsimanampetsotsa,-3,,,,,,FH17946,FH17960,,MP,
2009,Andavadoaka,-2,,,FH17833,FH17834,,FH17835,,,MP,
2009,Mahavavy_Andolomikopaka ,-2,,,,,,FH47095,,,MP,
2009,Tsimanampetsotsa,-2,,,,,,FH17867,,,MP,
2009,Andavadoaka,-1,,,FH17819,,,FH17820,FH17821,,MP,
2009,Mahavavy_Andolomikopaka ,-1,,,,,,FH47058,,,MP,
2009,Tsimanampetsotsa,-1,,,,,,FH17809,,,MP,
2009,Andavadoaka,1,,,FH17812,FH17813,,FH17822,FH17823,,MP,
2009,Andavadoaka,1,,,FH47088,FH47402,,,,,MP,
2009,Mahavavy_Andolomikopaka ,1,,,FH47057,FH47037,,,,,MP,
2009,Tsimanampetsotsa,1,,,FH17808,,,,,,MP,
2009,Andavadoaka,2,,,FH17814,FH17815,,FH17824,,,MP,
