year,site,species,nest,easting,northing,found_date,found_time,laying_date,end_date,fate,no_chicks,clutch_size,length1,breadth1,weight1,float1,length2,breadth2,weight2,float2,length3,breadth3,weight3,float3,observer,comments,zone,,,,,,,,,,,,,,,,
2002,Toliara airport,KiP,1,368845,7410966,1209,930,,1209,,,2,30,21,,B,28,23,,B,,,,,SZ,,Toliary airport,,,,,,,,,,,,,,,,
2002,Ifaty,KiP,1,358997,7437670,1129,1130,,1129,,,1,31.8,23.2,,,,,,,,,,,SZ,,Ifaty,,,,,,,,,,,,,,,,
2002,Toliara airport,KiP,2,368773,7410919,1209,936,,1209,,,1,33,23,,BC,,,,BC,,,,,SZ,,Toliary airport,,,,,,,,,,,,,,,,
2002,Ifaty,KiP,2,358478,7438198,1215,1820,,1215,,,2,29,22.1,,,,,,,,,,,SZ,,Ifaty,,,,,,,,,,,,,,,,
2002,Ifaty,MP,1,358344,7440592,1215,1534,,1215,,,2,31.4,23.9,,,31.7,23.6,,,,,,,SZ,,NW,,,,,,,,,,,,,,,,
2003,Ambatolafia,KiP,1,489888,8205674,909,1021,,909,,,2,30.2,21.6,9,,31.2,22.2,9,,,,,,SZ,,Ambatolafia,,,,,,,,,,,,,,,,
2003,Besalampy_Andranolava,KiP,1,446169,8152942,927,1003,,927,,,2,31.3,21.9,7.5,,32,22.5,8,,,,,,SZ,,Andranolava,,,,,,,,,,,,,,,,
2003,Mahavavy_Ambiky,KiP,1,585024,8239925,419,1247,,419,,,2,32.6,21.8,8.5,,32.3,21.8,8.5,,,,,,SZ,,Ambiky,,,,,,,,,,,,,,,,
2003,Taolagnaro_Loharano,KiP,1,685778,7225218,331,903,,331,,,1,31.4,22.1,8,,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Taolagnaro_Loharano,KiP,2,686314,7225310,327,1225,,327,,,1,31.3,22.2,8,,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Mahavavy_Ambiky,KiP,2,584997,8239883,420,941,,420,,,1,30.5,22.2,7.5,,,,,,,,,,SZ,,Ambiky,,,,,,,,,,,,,,,,
2003,Namakia_Matsakabanja,KiP,,585342,8240549,419,926,,419,,,2,31.6,22.4,8.5,,31.9,22.3,8.5,,,,,,SZ,,Matsakabanja,,,,,,,,,,,,,,,,
2003,Namakia_Matsakabanja,KiP,,585327,8239567,419,,,419,,,1,30.9,22.8,8,,,,,,,,,,SZ,,Matsakabanja,,,,,,,,,,,,,,,,
2003,Mahavavy_Andolomikopaka ,MP,1,584019,8248314,819,1108,819 (2nd egg),819,,,2,30.6,23.3,9,,30.5,23.4,9,,,,,,SZ,,Andolomikopaka,,,,,,,,,,,,,,,,
2003,Taolagnaro_Tapera ,MP,1,714165,7244992,309,1135,,315,PRED,,2,31.2,21.2,8.5,B,31.1,20.2,8.5,B,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Besalampy_Marofototra,MP,1,439451,8155388,926,1020,,926,,,2,31.6,23.7,9,,31.1,23.8,8.5,,,,,,SZ,,Marofototra,,,,,,,,,,,,,,,,
2003,Tsiribihina,MP,1,438410,7824207,1002,1530,,1002,,,2,32.4,23.5,10,,32.5,23.5,10,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Mangoky_Andevitry,MP,1,338235,7603649,1023,,,1023,,,2,31.9,23.7,10,,32.5,23.6,10,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Taolagnaro_Tapera ,MP,2,714167,7244997,309,1211,,315,PRED,,2,31.2,21.2,8.5,B,31.2,21.2,9,B,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Mangoky_Andevitry,MP,2,338220,7603585,1023,,,1023,,,2,32,22.5,10,,32.9,23.8,10,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Ampakabe,MP,3,568389,8247009,428,1433,,428,,,2,32.1,23.2,8,,31.8,23.2,8,,,,,,SZ,,Ampakabe,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Ampakabe,MP,4,568640,8246750,428,1509,,428,,,1,31.6,23.8,9,,,,,,,,,,SZ,,Ampakabe,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Ampakabe,MP,5,568661,8246665,428,1539,,428,,,2,34,23.1,8,,32.6,23.3,8,,,,,,SZ,,Ampakabe,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Papany 1,MP,6,570110,8242003,429,1220,,429,,,1,34,23.7,9,,,,,,,,,,SZ,,Papany 1,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Papany 2,MP,9,570232,8243286,430,1500,,430,,,2,32.9,23.5,9,,32.7,23.5,9,,,,,,SZ,,Papany 2,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky,MP,10,569147,8244482,1227,,,1227,,,1,32.7,23.1,10,,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky,MP,11,570211,8242215,1228,,,1228,,,2,31.2,23.3,10,,31.4,23.1,10,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky,MP,12,570256,8242349,1228,,,1228,,,2,31.5,23.2,9,,31.2,23.2,9,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky,MP,13,568441,8247093,1227,,,1227,,,2,32.6,23.9,10,,32.4,23.2,10,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky,TP,1,570429,8240140,426,,,426,,,2,30.5,22.7,8,,30.4,22.6,8,,,,,,SZ,,Barakoky,,,,,,,,,,,,,,,,
2003,Mahavavy_Andolomikopaka ,TP,1,584995,8239896,420,,,420,,,1,29.2,21.9,8,,,,,,,,,,SZ,,Andolomikopaka,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky,TP,2,568928,8244507,428,,,428,,,1,30,22.3,8,,,,,,,,,,SZ,,Barakoky,,,,,,,,,,,,,,,,
2003,Taolagnaro_Tapera ,WfP,1,714594,7247877,310,807,,317,,,1,33.4,23.1,9.5,G,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Anjofony,WfP,1,567297,8237950,427,858,,427,,,1,31.5,23.5,8,,,,,,,,,,SZ,,Anjofony,,,,,,,,,,,,,,,,
2003,Baly bay_Antsira,WfP,1,538906,8228807,827,1107,,827,,,1,30.2,23.7,8,,,,,,,,,,SZ,,Antsira,,,,,,,,,,,,,,,,
2003,Baly bay_Maroleo,WfP,1,527132,8219653,831,805,,831,,,1,30,22,7,,,,,,,,,,SZ,,Maroleo,,,,,,,,,,,,,,,,
2003,Bemarijy,WfP,1,485158,8196719,912,,,912,,,1,29.3,22.5,7.8,,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Toliara airport,WfP,1,368722,7411011,1028,734,,1028,,,1,30.9,22.1,7.5,,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Mahavavy_Andolomikopaka ,WfP,1,569678,8240248,1227,1800,,1227,UNKNOWN,,1,29.3,21.5,7,,,,,,,,,,SZ,,Andolomikopaka,,,,,,,,,,,,,,,,
2003,Mahavavy_Andolomikopaka ,WfP,2,583873,8248566,818,1422,,818,,,2,30,22.1,8,,29.2,21.9,7.5,,,,,,SZ,,Andolomikopaka,,,,,,,,,,,,,,,,
2003,Baly bay_Antsira,WfP,2,539463,8229557,827,1147,,827,,,2,32,22.6,8,,31.2,23,8,,,,,,SZ,,Antsira,,,,,,,,,,,,,,,,
2003,Taolagnaro_Tapera ,WfP,2,715149,7244378,407,845,,407,,,2,28.9,23.2,10,,31.6,22.8,9,,,,,,SZ,,,,,,,,,,,,,,,,,,
2003,Baly bay_Maroleo,WfP,2,527364,8219914,831,1136,,831,,,2,29.9,22.1,6.5,,31.6,22,6.5,,,,,,SZ,,Maroleo,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Anjofony,WfP,2,567218,8237897,427,916,,427,,,2,31.7,22.2,8,,31.9,22.7,8.5,,,,,,SZ,,Anjofony,,,,,,,,,,,,,,,,
2003,Baly bay_Maroleo,WfP,3,526558,8218114,829,1525,,829,,,2,31.6,21.9,7,,29.9,22.1,7,,,,,,SZ,,Maroleo,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Anjofony,WfP,3,567178,8237752,427,945,,427,,,2,30.6,23.6,8.5,,30.4,22.8,8.5,,,,,,SZ,,Anjofony,,,,,,,,,,,,,,,,
2003,Baly bay_Antsira,WfP,3,539986,8229919,827,1221,,827,,,2,31.7,22.6,7.5,,31,22.8,8,,,,,,SZ,,Antsira,,,,,,,,,,,,,,,,
2003,Baly bay_Maroleo,WfP,4,526540,8218000,829,1537,,829,,,2,29.9,21.8,7,,29.8,22,7,,,,,,SZ,,Maroleo,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Anjofony,WfP,4,567142,8237411,427,1445,,427,,,1,30,22.4,8,,,,,,,,,,SZ,,Anjofony,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Anjofony,WfP,5,567084,8237226,427,1503,,427,,,2,30.6,21.9,7,,30.1,22.2,7,,,,,,SZ,,Anjofony,,,,,,,,,,,,,,,,
2003,Baly bay_Maroleo,WfP,5,526633,8218300,829,1554,,829,,,2,29.2,22.4,7,,30.5,21.9,7,,,,,,SZ,,Maroleo,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Papany 3,WfP,6,570094,8242020,429,1215,,429,,,2,29.3,21.5,7,,30.9,21.9,8,,,,,,SZ,,Papany 2,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Papany 2,WfP,7,570159,8242307,427,1018,,427,,,1,32.6,22.9,8,,,,,,,,,,SZ,,Papany 1,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Anjofony,WfP,8,570402,8242766,427,919,,427,,,1,30.8,22.3,8,,,,,,,,,,SZ,,Anjofony,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Anjofony,WfP,9,570258,8242532,427,949,,427,,,2,31.6,23.3,8,,32.5,23.6,8.5,,,,,,SZ,,Anjofony,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Papany 4,WfP,10,570110,8242003,429,1220,,429,,,1,34,23.7,9,,,,,,,,,,SZ,,Papany 1,,,,,,,,,,,,,,,,
2003,Marambitsy_Barakoky_Ampakabe,WfP,11,569307,8247072,430,931,,430,,,2,30.2,22.1,8,,31.5,22.5,8,,,,,,SZ,,Ampakabe,,,,,,,,,,,,,,,,
2004,Ifaty,KiP,1,358493,7438434,1213,1237,,1213,,,2,32.1,22,8,E,32,22,8,EF,,,,,SZ,,NW,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,1,587030,8242508,927,1537,,930,,,2,33,21.7,8,G,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,KiP,1,371703,7337842,1218,1039,,1222,,,1,31.7,22.2,8,A,,,,,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,2,588000,8242298,928,739,,928,,,2,31.3,22.7,8,A,32.2,22.5,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,KiP,2,370977,7338075,1222,1320,,1222,,,1,31.1,22.2,8,AB,,,,,,,,,SZ,,N1A,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,KiP,3,370890,7338737,1222,1346,,1222,,,2,31.5,22.5,8,CD,30.6,22.1,8,D,,,,,SZ,,N2B,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,3,587986,8242338,930,1011,,1023,,,2,32.7,21.8,8,F,32.6,21.7,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,4,587901,8242440,928,843,,1022,,,2,31.6,22.7,8,A,32.2,22.6,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,5,587990,8242412,928,1003,,1021,,,1,31.8,22.8,7,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,6,588050,8242436,928,1121,,1020,,,1,31,22.6,8,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,8,587292,8242406,930,1230,,1021,,,2,30.7,22.8,6,,30.9,22.8,6,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,9,587310,8242478,930,1416,,1023,,,2,30.9,21.2,6,,29.4,21.7,6,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,10,587204,8242814,930,1520,,1021,,,2,32.4,22.2,8,,31.8,22.1,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,11,587196,8242902,930,1620,,1022,,,2,32.1,21.9,8,,32.6,22.3,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,13,587021,8242460,930,908,,1021,,,2,33.6,21.8,8,,32.8,21.8,7.5,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,14,587130,8242511,1002,943,,1021,,,1,32.5,22.3,8,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,15,587198,8242873,1005,1010,,1021,,,1,31.7,22.1,8,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,16,587287,8242551,1005,1128,,1023,,,2,32.5,22.2,8,,31.8,22.2,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,18,588163,8242050,1012,1020,,1023,,,2,32.6,22.6,8,,29.6,22.3,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,19,588303,8242158,1012,1453,,1021,,,2,32.3,22.7,8,,32.4,23.1,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,23,588258,8242247,1012,1720,,1021,,,2,30,22.6,7,,29.7,22.3,7,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,24,586419,8242647,1014,731,,1021,,,2,33.5,21.7,8,,33.4,21.8,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,25,588055,8242327,1015,718,,1022,,,1,30.5,22.3,7,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,28,587528,8242180,1015,1038,,1023,,,2,30.6,22.5,8,,32.2,22.6,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,31,589062,8242729,1019,1023,,1023,,,2,31.4,22.1,8,,30.3,22.4,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,32,587777,8243335,1020,737,,1023,,,1,29.9,22.8,8,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,33,587822,8243397,1020,838,,1023,,,1,28.4,20.9,8,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,34,587847,8243215,1020,931,,1023,,,2,30.4,22.6,8,,30.5,22.7,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,35,587940,8243037,1020,1011,,1022,,,2,31.2,22.4,8,,31,21.7,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,36,587989,8243176,1020,1631,,1023,,,1,30.9,21.3,7,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,37,587874,8242986,1020,1413,,1022,,,2,32.5,22.4,7,,32.4,22.6,7,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,38,587341,8242699,1021,837,,1023,,,2,32.3,22.2,8,,32.7,21.9,8,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,39,587219,8242874,1022,1530,,1022,,,1,32,22.5,8,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Namakia_Paremahitsy,KiP,40,587260,8242863,1022,1620,,1022,,,1,29.9,22.3,8,,,,,,,,,,SZ,,Paremahitsy,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky_Papany 1,MP,1,570803,8240078,1105,717,1108 (2nd egg),1109,PRED,,2,31.3,23.1,8,A,31.3,23.2,8,B,,,,,SZ,,Papany 1,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,1,373257,7335890,208,,210,208,,,2,32.3,23.3,10,A,32.3,23.1,10,B,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2004,Mahavavy_Andolomikopaka ,MP,1,584076,8248423,920,,,1023,NO HATCH,,2,32.3,23.3,8,F,32.7,23.7,8,G,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,1,570732,8240160,502,,,506,PRED,,2,34.1,23.6,9,A,33.8,23.4,10,A,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Ifaty,MP,1,358388,7438385,1213,,,1213,,,1,33.4,23.2,8,F,,,,,,,,,SZ,,NW,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,1,371969,7337806,1218,1051,,1219,PRED,,1,32.4,23.2,8,A,,,,,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,2,570727,8240294,502,,504,505,FLOO,,2,31,23.3,8,A,31.1,23.2,8,A,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,2,373195,7336041,208,,,208,,,2,32.1,23.2,10,A,32.2,23.1,10,B,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,2,372230,7337705,1218,1227,,1223,FLOO,,2,32,23.3,8,A,32.3,23,8,B,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky_Papany 1,MP,2,570281,8242355,1106,834,1107 (2nd egg),1110,PRED,,2,34.5,24.3,9,A,32.9,23.7,9,A,,,,,SZ,,Papany 1,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,3,570298,8242250,503,,,504,PRED,,2,30.9,22.8,8,B,31.6,22.8,8,C,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,3,373168,7336083,210,,,210,,,2,31.9,22.6,10,A,32.8,23.6,10,B,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,3,372557,7337654,1218,1307,,1223,HATCH,2,2,32.2,23.5,8,F,32.8,23.5,8,F,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,4,372619,7337535,1218,1421,,1223,HATCH,2,2,31.6,23.3,8,F,31.6,23.1,8,F,,,,,SZ,,E1,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,4,568804,8246519,504,,,512,PRED,,2,35.1,23.2,8,F,34.8,24,8,F,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,5,373294,7335641,1219,930,,1223,PRED,,2,31.3,24.2,10,B,32.6,23.7,10,D,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,5,568575,8246910,504,,,510,PRED,,2,31.3,23.2,8,H,32.7,23.6,8,F,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,6,570062,8240184,508,,509,511,PRED,,2,31.8,23.2,10,A,31.8,23,10,A,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,6,372557,7337303,1219,1120,,1222,PRED,,1,32.6,23.5,8,A,,,,,,,,,SZ,,E1,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,7,370186,7337858,1219,1803,,1223,HATCH,2,2,31.9,23.3,8,F,33.2,23.6,9,,,,,,SZ,,Z01SE,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,7,570180,8242077,508,,,511,PRED,,1,33.8,22.9,9,A,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,MP,8,569106,8244486,508,,,512,PRED,,1,34.2,24.2,10,A,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,9,370922,7338180,1220,953,,123,DESER,,1,31.7,23.9,8,A,,,,,,,,,SZ,,N1A,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,10,370898,7338771,1220,1013,,1222,FLOO,,1,32.4,23.6,8,A,,,,,,,,,SZ,,N2B,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,11,371137,7338618,1220,1117,,1222,FLOO,,2,31.9,23.4,8,B,32.6,23.7,8,C,,,,,SZ,,N2B,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,13,370997,7337712,1221,911,,119,DESER,,1,32.1,23.6,8,A,,,,,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,15,370829,7337417,1221,1058,,115,HATCH,2,2,31.8,24.3,8,A,32.2,24.1,8,B,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,16,370800,7337435,1221,1231,,119,DESER,,1,31.1,24.2,10,A,,,,,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,17,371014,7337926,1222,1249,,1223,FLOO,,1,33.5,23.1,8,A,,,,,,,,,SZ,,N1A,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,18,373207,7336002,1222,1630,1223,1223,PRED,,2,32.5,24.7,10,A,31.2,24.7,10,B,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,19,373243,7335765,1222,1658,,116,PRED,,2,34.1,23.7,10,A,33.2,23.3,10,A,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,20,373192,7335869,1222,1723,,118,NO HATCH,,2,34.1,23.8,9,G,34.2,24.3,8,G,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2004,Tsimanampetsotsa,MP,21,373161,7336091,1223,1117,,1223,FLOO,,2,33.6,23,9,A,32.7,23.4,9,B,,,,,SZ,,E2,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,TP,1,568479,8245375,504,,,504,,,2,26.7,23.1,8,,28.9,23.3,8,,,,,,SZ,,Barakoky,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,WfP,1,570059,8248042,503,,,503,,,2,31.2,22.8,7.5,A,30.9,22.4,7.5,A,,,,,SZ,,Barakoky,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,WfP,2,570087,8240221,504,,,504,,,2,30.5,22.3,7.4,B,29.9,22.3,7.3,B,,,,,SZ,,Barakoky,,,,,,,,,,,,,,,,
2004,Marambitsy_Barakoky,WfP,3,570067,8240230,505,,,505,,,2,30.4,22.9,7.2,C,32.1,22.3,7.8,C,,,,,SZ,,Barakoky,,,,,,,,,,,,,,,,
2005,Ifaty,KiP,1,358305,7438296,1128,1233,,1128,UNKNOWN,,2,31.9,22.4,8.3,,31.4,22.4,8.2,,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Ankazobe-Sirasira,KiP,1,403375,8083928,1006,1012,,1006,UNKNOWN,,2,32.6,21.8,8,H,32.5,21.8,8,F,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Mahavavy_Ambiky,KiP,1,410534,8094402,930,944,,930,UNKNOWN,,1,33.2,21.9,8,A,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Ifaty,KiP,2,358541,7438298,1128,1111,,1128,UNKNOWN,,1,30.3,22.6,8.3,,,,,,,,,,SZ,,,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,4,370006,7337696,117,1830,,117,UNKNOWN,,2,29.2,21.5,8,BC,30.3,22.2,8,BC,,,,,SZ,,ZO1S,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,5,369611,7339752,206,1146,208 (2nd),206,UNKNOWN,,2,30.5,22.7,8,AB,30.9,22.1,8,AB,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,6,370463,7340232,206,1520,,206,UNKNOWN,,2,31.7,22.6,8,AB,30.6,22.6,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,7,370478,7340194,207,1301,,207,UNKNOWN,,1,31.4,22.4,8,AB,,,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,8,370460,7340542,207,1407,209 (2nd),207,UNKNOWN,,2,31.6,22.1,8,AB,32.1,21.8,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,9,370500,7340644,207,1417,209 (2nd),207,UNKNOWN,,2,30.5,22,8,AB,31.4,22.1,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,10,370521,7340685,207,1430,,207,UNKNOWN,,2,32,22.7,8,AB,33,22.2,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,11,370563,7340774,207,1452,,207,UNKNOWN,,2,32.6,22.2,8,BC,32.1,22.2,8,BC,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,12,370595,7340752,207,1500,,207,UNKNOWN,,2,32.5,22.7,8,AB,31.8,22,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,13,370532,7340799,207,1517,,207,UNKNOWN,,2,32,22.5,8,AB,32.2,22.4,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,14,371752,7338058,208,1011,,208,UNKNOWN,,2,30.6,21.9,8,AB,30.5,21.5,8,AB,,,,,SZ,,N2A,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,15,369657,7339726,209,1005,,209,UNKNOWN,,2,30.9,21.9,8,AB,30.5,21.8,8,AB,,,,,SZ,,N1Ca,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,16,369610,7339722,209,1013,,209,UNKNOWN,,2,32,22.8,8,A,32,22.6,8,A,,,,,SZ,,N1Cb,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,17,370327,7344384,209,1439,,209,UNKNOWN,,2,33.3,21.5,8,AB,30.7,21.7,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,18,370280,7344490,209,1444,,209,UNKNOWN,,2,31.9,22.2,8,AB,31.5,22.5,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
2005,Tsimanampetsotsa,KiP,19,370408,7344252,209,1515,,209,UNKNOWN,,2,31.2,22.4,8,AB,32.7,22.5,8,AB,,,,,SZ,,N1D,,,,,,,,,,,,,,,,
