year,site,species,nest,easting,northing,found_date,found_time,laying_date,end_date,fate,no_chicks,clutch_size,length1,breadth1,weight1,float1,length2,breadth2,weight2,float2,length3,breadth3,weight3,float3,observer,comments,zone,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,14,321108,7556032,419,816,,423,HATCH,1,3,30,22.5,,F,29.8,22.4,,F,29.5,21.7,,F,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,14,371556,7335217,225,1220,,309,PRED,,2,31.2,22.5,8.2,A,30.9,22.9,8.1,B,,,,,SZ,N3 before,W3=Est Fonizavo,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,15,321077,7554518,420,1318,,520,NO HATCH,,3,30,21.2,,D,29.7,21.6,,D,29.7,21.8,,D,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,15,371563,7333881,225,1253,226,309,PRED,,2,30.5,22.8,8,A,30.8,22.6,8.1,A,,,,,SZ,N4 before,W4=Malaohira,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,16,320052,7556685,421,735,,513,HATCH,2,3,30.3,23.3,,CD,29.6,22.7,,CD,29.8,22.6,,CD,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,16,372340,7331789,225,1346,226,322,HATCH,,2,30.7,22.6,8.1,A,30.7,22.7,8,A,,,,,SZ,,W5=Masilimby,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,17,372639,7330832,225,1503,302,314,PRED,,2,31.2,21.8,7.6,A,31,22,7.7,A,,,,,SZ,,W6=Ambona,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,17,319862,7557082,421,836,,510,HATCH,1,2,32,22.8,,F,32.2,22.8,,D,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,18,370974,7338009,312,1501,,312,PRED,,2,30,22.3,7.7,C,30.1,22.7,7.6,B,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,18,319547,7553756,422,942,,504,PRED,,2,32.1,21.9,,A,32.2,21.7,,A,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,19,320759,7554021,423,814,,504,UNKNOWN,,3,30.9,22.7,,E,31.3,22.7,,E,30.9,22.8,,E,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,19,371031,7337816,313,1415,316,316,DESER,,2,32.4,22.6,8.3,A,31.1,22.4,7.9,A,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,20,320508,7555328,426,1406,,607,HATCH,1,3,30.4,21.3,,E,30,21.4,,D,30.7,21.5,,C,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,20,370905,7337632,313,1443,,323,PRED,,2,31,22.6,7.7,D,30.5,22.8,7.4,D,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,21,320983,7555513,427,1146,,,HATCH,1,3,30,23.6,,F,30.6,23.7,,F,31.1,23.3,,E,SZ,previously enddate was 518; but chick was banded on 518 and had 14.6g weight,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,21,370990,7337875,313,1542,316,314,UNKNOWN,,2,32.3,23.4,9,A,32.8,22.7,8.8,A,,,,,SZ,,W1,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,22,373201,7336039,314,948,,314,UNKNOWN,,2,30.6,22.7,8,D,30.2,22.8,7.9,CD,,,,,SZ,,E3,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,22,320829,7555107,428,1619,,504,HATCH,2,2,31.6,23.1,,F,31.7,23,,F,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,23,321044,7554618,429,927,,516,HATCH,1,2,32.2,22.4,,F,31.8,22.7,,E,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,23,371626,7334076,314,1307,,323,UNKNOWN,,1,30,23.7,8.5,A,,,,,,,,,SZ,,W4=Malaohira,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,24,372335,7330699,314,1420,317,323,UNKNOWN,,2,31.9,23.4,8.9,A,32.7,23.5,9,A,,,,,SZ,,W6=Ambona,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,24,321059,7554688,429,1030,,512,PRED,,1,32,22.9,,A,,,,,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,25,320871,7554587,429,1051,,520,PRED,,2,31.7,22.4,,B,30.9,22.5,,C,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,25,372810,7330828,314,1530,,323,UNKNOWN,,2,30.9,23.1,8.5,C,31.2,23.1,8.7,CD,,,,,SZ,,W6=Ambona,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,26,320856,7554428,429,1151,,523,PRED,,2,29.5,21.9,,A,31.2,22.5,,B,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,26,371868,7335021,320,1019,,323,UNKNOWN,,2,31.3,22.9,8.3,B,31.8,22.7,8.1,C,,,,,SZ,,W3e,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,27,320738,7554433,429,1300,,,HATCH,1,2,32.3,23.1,,F,31.9,22.8,,F,,,,,SZ,previously enddate was 509; but chick was banded on 509 ang had 8g,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,27,372978,7330354,320,1531,,323,UNKNOWN,,1,30.6,22.6,8.3,A,,,,,,,,,SZ,,W7b=Ambadika W6,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,28,320462,7554566,509,710,,518,PRED,,2,33.3,23.3,,B,34,23.2,,C,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,29,320612,7554101,510,1431,,521,UNKNOWN,,2,31.4,22.6,,D,30.9,22.5,,E,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,30,320168,7554204,511,1045,,522,PRED,,3,30.7,23.2,,E,31.4,22.6,,E,30,22.9,,F,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,31,319992,7553894,511,1658,,522,PRED,,1,30.5,21.9,,B,,,,,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,32,319749,7553454,513,1004,,514,HATCH,2,3,32.5,22.3,,F,34,21.9,,F,34.3,21.7,,F,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,33,319869,7553867,513,1200,,520,PRED,,2,30,22.3,,A,30.8,22.7,,B,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,34,319910,7556948,514,1745,,517,PRED,,2,32.1,22.3,,F,31.8,22.2,,F,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,35,320419,7555217,519,704,,523,UNKNOWN,,2,30,21.9,,F,30.1,21.9,,E,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,36,320809,7555352,521,1006,,601,PRED,,2,30.4,21.7,,D,30.8,21.7,,D,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,37,320887,7554922,522,843,,525,UNKNOWN,,2,32.6,22.6,,D,32.7,22.5,,C,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,38,320891,7554729,523,1722,,524,HATCH,1,2,32.5,22.3,,F,32.2,22.7,,F,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,39,320699,7554037,524,1111,,524,UNKNOWN,,2,32.7,23.2,,B,33.6,23.1,,C,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,40,320041,7556906,528,1258,,607,UNKNOWN,,3,30.3,22.4,,DE,31,22.2,,E,31.3,22.4,,D,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,41,319968,7556910,607,1018,,607,UNKNOWN,,2,30,21.9,,F,30.1,21.8,,F,,,,,SZ,,Sirabe,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,101,320092,7556888,421,932,,517,UNKNOWN,,2,29.9,22.4,,C,30.8,22.2,,C,,,,,EF,,,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,102,371562,7338171,309,1115,,306,PRED,,2,30.6,22.7,8.6,C,30.9,22.2,8,D,,,,,Jul,,,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,102,319909,7556890,421,959,,506,UNKNOWN,,2,31.5,22,,F,32.1,21.9,,F,,,,,EF,,,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,103,319866,7557020,421,1015,,517,HATCH,,3,31.9,22.3,,B,30.5,22.9,,B,32,22.8,,B,EF,,,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,103,371593,7337981,309,1402,,318,UNKNOWN,,2,30.5,22.7,8.4,,30.6,22.5,8.1,,,,,,Jul,,N2A,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,104,319594,7553564,428,1300,,511,PRED,,3,31.9,22.7,,C,30.4,23.1,,C,30.7,22.7,,C,EF,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,104,371515,7338270,312,1148,313,316,UNKNOWN,,2,31.8,21.1,8.4,B,30.3,22.4,8.3,A,,,,,Jul,,,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,105,319926,7556934,430,950,,513,HATCH,,2,31.8,23.5,,E,32.9,23.2,,E,,,,,EF,,,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,105,371927,7337839,312,1257,,318,UNKNOWN,,1,30.9,21.4,8,A,,,,,,,,,Jul,,,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,106,319992,7556993,501,1702,,502,HATCH,2,3,29,21.4,,F,29.9,21.8,,F,29.4,21.4,,F,EF,,,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,106,372634,7330830,318,1228,,328,UNKNOWN,,1,32.4,20,7.6,A,,,,,,,,,Jul,,W6=Ambona,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,107,321117,7555430,509,1545,,511,HATCH,,2,31,22.4,,F,32.7,21.8,,F,,,,,EF,,,,,,,,,,,,,,,,,,
2012,Andavadoaka,WfP,108,320373,7554601,521,1320,,604,UNKNOWN,,2,30.1,22.8,,B,31.6,22.9,,A,,,,,EF,,Sirabe,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,201,371359,7338346,313,1644,,404,PRED,,2,32.9,22.4,8.4,C,31.7,22.6,8.3,B,,,,,Gab,,,,,,,,,,,,,,,,,,
2012,Tsimanampetsotsa,WfP,8 = 101,372535,7330611,212,1132,213,219,FLOO,,2,31,22.4,7.8,B,30.9,22.5,7.7,C,,,,,SZ,,W6=Ambona,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,1,319799,7556284,308,1141,,329,HATCH,2,2,30.7,22.5,,A,33.4,22,,B,,,,,SZ,,A,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,2,321271,7554873,312,1142,,403,HATCH,2,2,30.5,22.5,,A,29.7,22,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,3,319582,7556196,313,753,,329,HATCH,2,2,31.2,22.7,,CD,32.7,22.8,,CD,,,,,SZ,,A,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,4,320007,7553425,314,1036,315-317 (2nd egg) ,,HATCH,2,2,30.5,22.4,,A,30.5,22.2,,A,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,5,320713,7555776,315,733,,406,HATCH,2,2,31.2,22.3,,B,31.4,22,,A,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,6,321118,7556267,315,844,316 (2nd egg) ,410,HATCH,2,2,30.2,21.5,,A,29.2,22,,A,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,7,321110,7556258,315,848,,407,HATCH,1,2,30.7,22,,B,32,21.7,,A,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,8,321091,7556347,315,901,,,HATCH,2,2,30.8,21.5,,CD,30.8,21.3,,A,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,9,321198,7556363,315,956,,402,HATCH,2,2,31.8,22.7,,B,32.1,23.1,,C,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,10,321238,7556418,315,1010,,310,DESER,,2,30.5,22,,CD,30,22,,C,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,11,321195,7556197,315,1026,,318,PRED,,1,31.8,23,,A,,,,,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,12,321321,7555996,315,1051,,411,HATCH,1,2,31.5,22.3,,A,31.4,22.4,,A,,,,,SZ,enddate previously 412; one chick banded on 411,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,13,321249,7556009,315,1111,,331,HATCH,2,2,32.7,22,,C,33.5,22.3,,B,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,14,321267,7555982,315,1124,,,UNKNOWN,,2,31,21.8,,AB,31.3,21.5,,B,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,15,321283,7555975,315,1146,,410,HATCH,1,1,30.8,21.8,,A,,,,,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,16,321304,7555923,315,1152,,,UNKNOWN,,1,30,22,,A,,,,,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,17,321465,7555807,315,1240,,404,HATCH,,2,31.2,22.1,,CD,32.6,22,,C,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,18,320064,7553743,317,1032,318-319 (2nd egg) ,406,PRED,,2,31.4,22.3,,A,31,22.4,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,19,320203,7553512,317,1101,318-319 (2nd egg) ,412,HATCH,2,2,31.5,22.5,,A,31.3,22.3,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,20,320575,7553347,317,1201,,411,HATCH,1,2,31.9,22.9,,B,31.2,22.6,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,21,320658,7553039,317,1230,318-319 (2nd egg) ,407,PRED,,2,30.9,22.5,,A,31,22.5,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,22,321065,7553165,317,1258,320-321 (2nd egg) ,402,PRED,,2,30.5,22.8,,A,30.8,22.5,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,23,320996,7553432,317,1339,320-321 (2nd egg) ,406,PRED,,2,33,22.4,,A,32.6,22.5,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,24,320932,7553580,317,1354,,415,DESER,,2,31.4,21,,B,32.1,21.9,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,25,321024,7554416,317,1448,318-321 (2nd egg) ,414,HATCH,1,2,31.4,22.8,,A,32.2,23,,B,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,26,319959,7557170,318,1027,319-320 (2nd egg) ,322,PRED,,2,31.4,21.9,,A,31,21.7,,A,,,,,SZ,,F,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,27,319920,7557134,318,1034,319-320 (2nd egg) ,410,UNKNOWN,,2,31.3,21.2,,A,31.5,22,,A,,,,,SZ,,F,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,28,319946,7557185,318,1115,319-320 (2nd egg) ,409,PRED,,2,32,22.8,,A,31.4,23.2,,A,,,,,SZ,,F,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,29,320911,7555965,318,1253,319 (2nd egg) ,412,HATCH,2,2,31.2,22.5,,A,31.8,22.1,,A,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,30,321068,7556180,318,1354,,320,DESER,,1,31.2,22.5,,A,,,,,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,31,320878,7555961,318,1422,,408,HATCH,2,2,31,21,,B,30.6,21.3,,A,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,32,320061,7557137,320,945,323-324 (2nd egg) ,324,UNKNOWN,,2,30.3,22.5,,A,32,23,,A,,,,,SZ,,A,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,33,320989,7555903,320,1117,,414,HATCH,2,2,30.6,22,,A,30.3,22.2,,A,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,34,321068,7555915,320,1123,,330,UNKNOWN,,2,33.2,23,,A,33.4,22.6,,C,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,35,321503,7555742,320,1205,,320,UNKNOWN,,2,32,22.3,,B,31.4,22.2,,A,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,36,321531,7555649,320,1237,,,HATCH,1,1,30.5,22.5,,A,,,,,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,37,321052,7555924,320,1501,,330,DESER,,1,32.9,23,,A,,,,,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,38,321019,7555878,320,1506,,,HATCH,1,1,31.5,22.2,,A,,,,,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,39,320119,7553343,321,751,,323,UNKNOWN,,1,30.5,22,,A,,,,,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,40,321018,7553431,321,939,,402,HATCH,2,2,32,22,,D,32.4,21.8,,D,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,41,320882,7553749,321,1031,,406,PRED,,2,30.4,21.5,,A,30.2,21.6,,B,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,42,320929,7553847,321,1053,322-323 (2nd egg) ,407,UNKNOWN,,2,33.5,23.5,,A,32.6,23.2,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,43,320971,7553935,321,1108,322-323 (2nd egg) ,406,PRED,,2,31.4,22.4,,A,32.2,22.2,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,44,320985,7554317,321,1158,,414,UNKNOWN,,2,31.5,22.5,,C,Broken outside of nest,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,45,321166,7554563,321,1246,,414,UNKNOWN,,2,30.9,21.8,,A,30.8,22,,B,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,46,321168,7554592,321,1253,322-323 (2nd egg) ,323,PRED,,2,31.3,21.5,,A,31.5,22.2,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,47,321319,7555067,321,1327,,414,UNKNOWN,,2,30,21.4,,A,29.5,21.3,,AB,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,48,320921,7553885,321,1423,322-323 (2nd egg) ,323,PRED,,2,31.4,23.1,,A,31,22.3,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,49,319885,7553232,321,1515,,412,UNKNOWN,,2,30.5,22.7,,B,31,22.8,,A,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,50,319694,7553271,321,1529,,323,PRED,,2,32,23,,C,31,23,,B,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,51,319651,7553306,321,1551,,323,PRED,,2,30,21.8,,A,30.2,21.4,,B,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,52,319996,7557331,322,1018,323-324 (2nd egg) ,409,PRED,,2,30,22.2,,A,31.3,22.1,,A,,,,,SZ,,F,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,53,319409,7553382,323,810,,330,UNKNOWN,,2,32.5,23.2,,A,32.2,22.8,,AB,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,54,319822,7553499,323,911,,,UNKNOWN,,2,34.4,21.8,,A,34.8,21.9,,AB,,,,,SZ,,E,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,55,319887,7553745,323,1030,,325,PRED,,2,33.1,22.8,,C,33.4,23.3,,B,,,,,SZ,,E,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,56,320115,7553674,323,1107,,406,PRED,,1,32.8,22.4,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,57,320195,7553668,323,1130,,406,PRED,,1,31.8,22.3,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,58,320571,7553366,323,1223,,425,DESER,,2,30.2,21.5,,A,30.1,21.6,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,59,320613,7553272,323,1233,,412,UNKNOWN,,2,31.8,21.7,,B,31.5,21.5,,C,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,60,321033,7553279,323,1337,,506,DESER,,2,30.4,21.7,,A,30.2,21.9,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,61,320897,7553666,323,1412,,330,PRED,,1,31.7,23.5,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,62,320987,7554256,323,1451,,407,PRED,,1,32,22,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,63,319946,7557194,324,1213,,331,UNKNOWN,,2,31.4,23.6,,A,30,23.2,,C,,,,,SZ,,F,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,64,319973,7557176,324,1219,,331,PRED,,1,30.5,22.2,,A,,,,,,,,,SZ,,F,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,65,321183,7556199,329,1152,,331,UNKNOWN,,2,30.7,22.2,,B,31.7,22.9,,A,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,66,321382,7555944,329,1351,,403,PRED,,2,30.2,21.9,,C,29.5,21.7,,B,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,67,321486,7555665,329,1640,,,UNKNOWN,,2,31.2,21.7,,C,30.7,22,,D,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,68,321386,7555814,329,1730,,,HATCH,1,2,32.2,22.5,,B,32.3,22.3,,C,,,,,SZ,,C,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,69,321244,7554767,331,1146,,405,PRED,,2,30.2,21.8,,C,29.2,21.2,,B,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,70,320848,7553772,402,857,,414,PRED,,1,32,21.6,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,71,320843,7553807,402,402,,414,PRED,,2,31.5,22.3,,C,31.7,22.2,,CD,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,72,321024,7554109,402,917,,418,UNKNOWN,,2,32.4,22.8,,CD,32.5,22.7,,C,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,73,320888,7553808,402,1458,,414,PRED,,2,30.5,22.1,,CD,30.6,22.6,,D,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,74,321034,7553992,402,1705,,415,PRED,,2,31.6,21.4,,C,30.6,21.5,,AB,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,75,321235,7554943,403,1248,,414,PRED,,2,31.9,22.6,,AB,31.5,22.6,,BC,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,76,321262,7554927,403,1253,,414,UNKNOWN,,1,32,22.5,,E,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,77,320343,7553524,403,1719,,416,PRED,,2,31.8,21.3,,C,30.5,21.6,,B,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,78,319868,7553471,403,1748,,,UNKNOWN,,2,30.9,22.4,,CD,30.4,22,,CD,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,79,320110,7553376,403,1821,,,UNKNOWN,,2,31.8,22.1,,CD,31.7,22.2,,C,,,,,SZ,,H,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,80,321090,7555914,404,957,,422,HATCH,2,2,32.2,22.2,,B,32.5,22.3,,C,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,81,321088,7555951,404,1006,,,UNKNOWN,,2,33.5,22.9,,CD,32.9,23.3,,D,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,82,321025,7556131,404,1203,,,UNKNOWN,,2,31.7,22.5,,E,31.4,22.6,,D,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,83,321018,7555974,404,1257,,,HATCH,1,2,30.8,22.2,,D,31.5,22.6,,D,,,,,SZ,,B,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,84,321016,7554699,405,1130,,414,PRED,,2,31.8,22.6,,B,31.4,21.9,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,85,321038,7554660,405,1145,,422,PRED,,2,31.6,22.1,,A,31.4,22.4,,C,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,86,321028,7554678,405,1208,,414,PRED,,1,33.5,21.3,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,87,321021,7554680,405,1220,,414,PRED,,1,29.8,22.2,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,88,321010,7554674,405,1231,,414,PRED,,1,31.8,22.1,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,89,321022,7554707,405,1255,,414,PRED,,1,31.8,22.3,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,90,321052,7554660,405,1321,,414,PRED,,1,30.8,22,,A,,,,,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,91,320992,7554417,405,1553,406 (2nd egg),407,PRED,,2,33.3,23.5,,A,33.6,23.3,,A,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,92,320971,7554381,405,1614,,414,PRED,,2,31.8,22.7,,CD,30.3,22.5,,BC,,,,,SZ,,D,,,,,,,,,,,,,,,,
2013,Andavadoaka,KiP,93,319767,7554207,406,1356,,,UNKNOWN,,2,33.6,22.9,,CD,33.4,22.8,,C,,,,,SZ,,E,,,,,,,,,,,,,,,,
