"ch"	"species"	"ring"	"sex"	"age"
"0000100"	"KIP"	"FH72119"	"F"	"A"
"0000100"	"KIP"	"FH72120"	"M"	"J"
"0000111"	"KIP"	"FH72121"	"F"	"J"
"0000110"	"KIP"	"FH72122"	"F"	"A"
"0000100"	"KIP"	"FH72124"	"F"	"J"
"0000101"	"KIP"	"FH72125"	"M"	"A"
"0000100"	"KIP"	"FH72127"	"F"	"A"
"0000100"	"KIP"	"FH72129"	"F"	"A"
"0000101"	"KIP"	"FH72131"	"M"	"A"
"0000100"	"KIP"	"FH72132"	"M"	"J"
"0000100"	"KIP"	"FH72133"	"M"	"J"
"0000100"	"KIP"	"FH72134"	"F"	"J"
"0000110"	"KIP"	"FH72135"	"M"	"A"
"0000100"	"KIP"	"FH72136"	"M"	"A"
"0000101"	"KIP"	"FH72137"	"M"	"A"
"0000100"	"KIP"	"FH72138"	"F"	"J"
"0000100"	"KIP"	"FH72140"	"M"	"J"
"0000100"	"KIP"	"FH72141"	"M"	"J"
"0000100"	"KIP"	"FH72143"	"F"	"A"
"0000100"	"KIP"	"FH72143"	"F"	"A"
"0000100"	"KIP"	"FH72145"	"M"	"A"
"0000100"	"KIP"	"FH72146"	"M"	"J"
"0000111"	"KIP"	"FH72151"	"F"	"A"
"0000100"	"KIP"	"FH72154"	"M"	"J"
"0000111"	"KIP"	"FH72155"	"M"	"A"
"0000100"	"KIP"	"FH72156"	"F"	"A"
"0000110"	"KIP"	"FH72157"	"M"	"A"
"0000100"	"KIP"	"FH72158"	"F"	"J"
"0000100"	"KIP"	"FH72159"	"M"	"J"
"0000100"	"KIP"	"FH72160"	"F"	"J"
"0000100"	"KIP"	"FH72161"	"F"	"A"
"0000100"	"KIP"	"FH72162"	"M"	"A"
"0000100"	"KIP"	"FH72163"	"M"	"J"
"0000100"	"KIP"	"FH72164"	"F"	"J"
"0000110"	"KIP"	"FH72165"	"M"	"A"
"0000101"	"KIP"	"FH72166"	"F"	"J"
"0000101"	"KIP"	"FH72166"	"F"	"J"
"0000100"	"KIP"	"FH72167"	"M"	"J"
"0000111"	"KIP"	"FH72168"	"M"	"A"
"0000100"	"KIP"	"FH72169"	"F"	"A"
"0000111"	"KIP"	"FH72171"	"F"	"A"
"0000100"	"KIP"	"FH72172"	"M"	"A"
"0000100"	"KIP"	"FH72175"	"M"	"A"
"0000100"	"KIP"	"FH72176"	"F"	"J"
"0000100"	"KIP"	"FH72177"	"F"	"J"
"0000110"	"KIP"	"FH72179"	"M"	"A"
"0000100"	"KIP"	"FH72180"	"M"	"J"
"0000100"	"KIP"	"FH72181"	"M"	"J"
"0000100"	"KIP"	"FH72183"	"M"	"A"
"0000100"	"KIP"	"FH72184"	"F"	"A"
"0000100"	"KIP"	"FH72185"	"F"	"J"
"0000101"	"KIP"	"FH72186"	"F"	"A"
"0000100"	"KIP"	"FH72187"	"M"	"J"
"0000100"	"KIP"	"FH72188"	"F"	"A"
"0000100"	"KIP"	"FH72189"	"F"	"J"
"0000100"	"KIP"	"FH72190"	"F"	"J"
"0000100"	"KIP"	"FH72192"	"F"	"A"
"0000110"	"KIP"	"FH72193"	"F"	"J"
"0000101"	"KIP"	"FH72194"	"M"	"A"
"0000110"	"KIP"	"FH72195"	"M"	"A"
"0000110"	"KIP"	"FH72195"	"M"	"A"
"0000110"	"KIP"	"FH72196"	"F"	"J"
"0000100"	"KIP"	"FH72198"	"F"	"A"
"0000100"	"KIP"	"FH72199"	"F"	"A"
"0000100"	"KIP"	"FH72200"	"F"	"A"
"0000101"	"KIP"	"FH72204"	"M"	"A"
"0000100"	"KIP"	"FH72205"	"M"	"J"
"0000100"	"KIP"	"FH72206"	"F"	"J"
"0000100"	"KIP"	"FH72207"	"F"	"J"
"0000100"	"KIP"	"FH72207"	"F"	"J"
"0000101"	"KIP"	"FH72208"	"M"	"A"
"0000101"	"KIP"	"FH72208"	"M"	"A"
"0000100"	"KIP"	"FH72209"	"F"	"J"
"0000100"	"KIP"	"FH72210"	"M"	"J"
"0000100"	"KIP"	"FH72212"	"F"	"J"
"0000100"	"KIP"	"FH72213"	"M"	"A"
"0000100"	"KIP"	"FH72214"	"F"	"J"
"0000100"	"KIP"	"FH72215"	"M"	"J"
"0000100"	"KIP"	"FH72219"	"F"	"J"
"0000100"	"KIP"	"FH72220"	"F"	"J"
"0000100"	"KIP"	"FH72221"	"M"	"A"
"0000101"	"KIP"	"FH72223"	"M"	"A"
"0000100"	"KIP"	"FH72224"	"F"	"J"
"0000100"	"KIP"	"FH72225"	"F"	"J"
"0000101"	"KIP"	"FH72226"	"F"	"J"
"0000101"	"KIP"	"FH72226"	"F"	"J"
"0000101"	"KIP"	"FH72226"	"F"	"J"
"0000111"	"KIP"	"FH72227"	"M"	"A"
"0000100"	"KIP"	"FH72231"	"F"	"J"
"0000100"	"KIP"	"FH72232"	"M"	"J"
"0000111"	"KIP"	"FH72233"	"M"	"A"
"0000110"	"KIP"	"FH72239"	"F"	"A"
"0000100"	"KIP"	"FH72240"	"M"	"J"
"0000100"	"KIP"	"FH72241"	"F"	"J"
"0000100"	"KIP"	"FH72244"	"F"	"A"
"0000100"	"KIP"	"FH72245"	"F"	"A"
"0000111"	"KIP"	"FH72248"	"M"	"A"
"0000111"	"KIP"	"FH72248"	"M"	"A"
"0000100"	"KIP"	"FH72250"	"M"	"J"
"0000100"	"KIP"	"FH72251"	"M"	"J"
"0000100"	"KIP"	"FH72252"	"M"	"A"
"0000110"	"KIP"	"FH72258"	"M"	"A"
"0000100"	"KIP"	"FH72259"	"F"	"J"
"0000100"	"KIP"	"FH72260"	"M"	"J"
"0000100"	"KIP"	"FH72261"	"M"	"A"
"0000101"	"KIP"	"FH72265"	"M"	"J"
"0000101"	"KIP"	"FH72265"	"F"	"J"
"0000101"	"KIP"	"FH72266"	"F"	"J"
"0000101"	"KIP"	"FH72266"	"M"	"J"
"0000101"	"KIP"	"FH72267"	"F"	"J"
"0000101"	"KIP"	"FH72267"	"M"	"J"
"0000101"	"KIP"	"FH72268"	"M"	"J"
"0000101"	"KIP"	"FH72268"	"M"	"J"
"0000001"	"KIP"	"FH72269"	"F"	"A"
"0000001"	"KIP"	"FH72269"	"F"	"A"
"0000001"	"KIP"	"FH72269"	"M"	"A"
"0000001"	"KIP"	"FH72269"	"M"	"A"
"0000001"	"KIP"	"FH72269"	"F"	"A"
"0000001"	"KIP"	"FH72269"	"F"	"A"
"0000001"	"KIP"	"FH72269"	"M"	"A"
"0000001"	"KIP"	"FH72269"	"M"	"A"
"0000101"	"KIP"	"FH72270"	"F"	"J"
"0000101"	"KIP"	"FH72270"	"F"	"J"
"0000101"	"KIP"	"FH72271"	"M"	"J"
"0000101"	"KIP"	"FH72271"	"M"	"J"
"0000101"	"KIP"	"FH72271"	"M"	"J"
"0000101"	"KIP"	"FH72272"	"M"	"J"
"0000101"	"KIP"	"FH72272"	"M"	"J"
"0000101"	"KIP"	"FH72273"	"M"	"A"
"0000101"	"KIP"	"FH72273"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72274"	"M"	"A"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72275"	"M"	"J"
"0000001"	"KIP"	"FH72276"	"M"	"J"
"0000001"	"KIP"	"FH72276"	"M"	"J"
"0000001"	"KIP"	"FH72276"	"M"	"J"
"0000001"	"KIP"	"FH72276"	"M"	"J"
"0000111"	"KIP"	"FH72277"	"M"	"A"
"0000111"	"KIP"	"FH72277"	"M"	"A"
"0000101"	"KIP"	"FH72278"	"F"	"J"
"0000101"	"KIP"	"FH72278"	"M"	"J"
"0000110"	"KIP"	"FH72281"	"F"	"A"
"0000100"	"KIP"	"FH72282"	"F"	"A"
"0000100"	"KIP"	"FH72283"	"M"	"A"
"0000100"	"KIP"	"FH72284"	"M"	"J"
"0000100"	"KIP"	"FH72285"	"M"	"J"
"0000100"	"KIP"	"FH72286"	"F"	"J"
"0000100"	"KIP"	"FH72287"	"F"	"J"
"0000100"	"KIP"	"FH72288"	"M"	"A"
"0000100"	"KIP"	"FH72289"	"M"	"J"
"0000100"	"KIP"	"FH72290"	"M"	"J"
"0000101"	"KIP"	"FH72292"	"M"	"A"
"0000100"	"KIP"	"FH72293"	"F"	"J"
"0000100"	"KIP"	"FH72294"	"M"	"J"
"0000110"	"KIP"	"FH72296"	"F"	"A"
"0000110"	"KIP"	"FH72298"	"F"	"A"
"0000100"	"KIP"	"FH72299"	"F"	"A"
"0000100"	"KIP"	"FH72300"	"F"	"J"
"0000100"	"KIP"	"FH72301"	"F"	"J"
"0000100"	"KIP"	"FH72302"	"M"	"A"
"0000100"	"KIP"	"FH72303"	"F"	"J"
"0000100"	"KIP"	"FH72306"	"F"	"J"
"0000100"	"KIP"	"FH72308"	"F"	"A"
"0000100"	"KIP"	"FH72309"	"M"	"A"
"0000100"	"KIP"	"FH72310"	"F"	"J"
"0000101"	"KIP"	"FH72311"	"M"	"A"
"0000100"	"KIP"	"FH72312"	"M"	"J"
"0000110"	"KIP"	"FH72315"	"F"	"A"
"0000100"	"KIP"	"FH72316"	"M"	"J"
"0000111"	"KIP"	"FH72318"	"F"	"A"
"0000101"	"KIP"	"FH72320"	"M"	"A"
"0000100"	"KIP"	"FH72323"	"M"	"A"
"0000100"	"KIP"	"FH72324"	"F"	"J"
"0000100"	"KIP"	"FH72325"	"F"	"J"
"0000100"	"KIP"	"FH72326"	"F"	"J"
"0000100"	"KIP"	"FH72327"	"M"	"A"
"0000100"	"KIP"	"FH72328"	"M"	"J"
"0000100"	"KIP"	"FH72329"	"M"	"J"
"0000100"	"KIP"	"FH72332"	"M"	"A"
"0000100"	"KIP"	"FH72333"	"F"	"J"
"0000100"	"KIP"	"FH72334"	"F"	"J"
"0000100"	"KIP"	"FH72337"	"F"	"A"
"0000100"	"KIP"	"FH72338"	"F"	"J"
"0000101"	"KIP"	"FH72339"	"M"	"A"
"0000100"	"KIP"	"FH72340"	"M"	"J"
"0000100"	"KIP"	"FH72341"	"M"	"J"
"0000101"	"KIP"	"FH72342"	"M"	"A"
"0000100"	"KIP"	"FH72343"	"F"	"J"
"0000100"	"KIP"	"FH72344"	"F"	"J"
"0000100"	"KIP"	"FH72346"	"M"	"J"
"0000100"	"KIP"	"FH72347"	"F"	"J"
"0000100"	"KIP"	"FH72351"	"M"	"A"
"0000100"	"KIP"	"FH72352"	"F"	"J"
"0000100"	"KIP"	"FH72355"	"M"	"A"
"0000100"	"KIP"	"FH72356"	"M"	"J"
"0000100"	"KIP"	"FH72357"	"F"	"J"
"0000100"	"KIP"	"FH72358"	"M"	"A"
"0000100"	"KIP"	"FH72358"	"M"	"A"
"0000100"	"KIP"	"FH72359"	"M"	"J"
"0000100"	"KIP"	"FH72360"	"F"	"J"
"0000100"	"KIP"	"FH72361"	"M"	"A"
"0000110"	"KIP"	"FH72362"	"F"	"J"
"0000110"	"KIP"	"FH72363"	"M"	"A"
"0000100"	"KIP"	"FH72364"	"F"	"J"
"0000100"	"KIP"	"FH72365"	"M"	"A"
"0000100"	"KIP"	"FH72366"	"M"	"J"
"0000100"	"KIP"	"FH72369"	"M"	"J"
"0000100"	"KIP"	"FH72370"	"M"	"A"
"0000100"	"KIP"	"FH72371"	"F"	"J"
"0000111"	"KIP"	"FH72372"	"F"	"A"
"0000100"	"KIP"	"FH72373"	"M"	"J"
"0000111"	"KIP"	"FH72374"	"F"	"J"
"0000111"	"KIP"	"FH72374"	"F"	"J"
"0000100"	"KIP"	"FH72375"	"F"	"J"
"0000100"	"KIP"	"FH72376"	"F"	"J"
"0000100"	"KIP"	"FH72379"	"F"	"J"
"0000100"	"KIP"	"FH72380"	"F"	"J"
"0000100"	"KIP"	"FH72381"	"F"	"J"
"0000100"	"KIP"	"FH72382"	"M"	"A"
"0000100"	"KIP"	"FH72383"	"M"	"A"
"0000100"	"KIP"	"FH72384"	"M"	"J"
"0000101"	"KIP"	"FH72387"	"M"	"A"
"0000100"	"KIP"	"FH72388"	"M"	"J"
"0000100"	"KIP"	"FH72389"	"M"	"J"
"0000100"	"KIP"	"FH72391"	"M"	"J"
"0000100"	"KIP"	"FH72392"	"M"	"A"
"0000100"	"KIP"	"FH72393"	"F"	"J"
"0000100"	"KIP"	"FH72414"	"M"	"A"
"0000100"	"KIP"	"FH72415"	"M"	"J"
"0000100"	"KIP"	"FH72416"	"F"	"J"
"0000100"	"KIP"	"FH72417"	"M"	"J"
"0000100"	"KIP"	"FH72418"	"F"	"J"
"0000100"	"KIP"	"FH72419"	"M"	"A"
"0000100"	"KIP"	"FH72420"	"M"	"J"
"0000111"	"KIP"	"FH72421"	"F"	"A"
"0000100"	"KIP"	"FH72422"	"M"	"J"
"0000100"	"KIP"	"FH72430"	"F"	"J"
"0000111"	"KIP"	"FH72431"	"M"	"A"
"0000100"	"KIP"	"FH72433"	"F"	"A"
"0000100"	"KIP"	"FH72436"	"F"	"J"
"0000100"	"KIP"	"FH72437"	"F"	"J"
"0000100"	"KIP"	"FH72438"	"F"	"J"
"0000100"	"KIP"	"FH72439"	"F"	"J"
"0000101"	"KIP"	"FH72440"	"M"	"A"
"0000100"	"KIP"	"FH72441"	"M"	"J"
"0000100"	"KIP"	"FH72448"	"F"	"J"
"0000100"	"KIP"	"FH72450"	"M"	"J"
"0000100"	"KIP"	"FH72451"	"M"	"A"
"0000101"	"KIP"	"FH72453"	"F"	"A"
"0000100"	"KIP"	"FH72454"	"M"	"A"
"0000100"	"KIP"	"FH72455"	"M"	"J"
"0000100"	"KIP"	"FH72456"	"M"	"J"
"0000100"	"KIP"	"FH72457"	"F"	"J"
"0000100"	"KIP"	"FH72458"	"M"	"J"
"0000100"	"KIP"	"FH72459"	"F"	"A"
"0000100"	"KIP"	"FH72460"	"F"	"J"
"0000011"	"KIP"	"FH72467"	"M"	"A"
"0000010"	"KIP"	"FH72468"	"F"	"J"
"0000010"	"KIP"	"FH72477"	"F"	"J"
"0000010"	"KIP"	"FH72478"	"M"	"A"
"0000010"	"KIP"	"FH72479"	"M"	"J"
"0000011"	"KIP"	"FH72486"	"M"	"A"
"0000010"	"KIP"	"FH72487"	"F"	"J"
"0000010"	"KIP"	"FH72490"	"M"	"J"
"0000010"	"KIP"	"FH72491"	"M"	"J"
"0000010"	"KIP"	"FH72492"	"F"	"A"
"0000010"	"KIP"	"FH72493"	"F"	"A"
"0000011"	"KIP"	"FH72494"	"F"	"A"
"0000010"	"KIP"	"FH72495"	"F"	"A"
"0000010"	"KIP"	"FH72497"	"F"	"A"
"0000010"	"KIP"	"FH72499"	"M"	"A"
"0000010"	"KIP"	"FH72500"	"M"	"A"
"0000010"	"KIP"	"FH72502"	"F"	"J"
"0000010"	"KIP"	"FH72505"	"M"	"A"
"0000010"	"KIP"	"FH72507"	"F"	"J"
"0000010"	"KIP"	"FH72515"	"M"	"J"
"0000011"	"KIP"	"FH72517"	"F"	"A"
"0000010"	"KIP"	"FH72518"	"M"	"A"
"0000010"	"KIP"	"FH72520"	"M"	"J"
"0000010"	"KIP"	"FH72524"	"M"	"J"
"0000010"	"KIP"	"FH72525"	"F"	"A"
"0000010"	"KIP"	"FH72526"	"M"	"A"
"0000010"	"KIP"	"FH72528"	"M"	"J"
"0000010"	"KIP"	"FH72529"	"F"	"J"
"0000010"	"KIP"	"FH72530"	"F"	"J"
"0000010"	"KIP"	"FH72531"	"F"	"J"
"0000010"	"KIP"	"FH72532"	"M"	"J"
"0000010"	"KIP"	"FH72533"	"M"	"J"
"0000011"	"KIP"	"FH72534"	"M"	"A"
"0000011"	"KIP"	"FH72534"	"M"	"A"
"0000010"	"KIP"	"FH72538"	"F"	"J"
"0000010"	"KIP"	"FH72539"	"F"	"J"
"0000010"	"KIP"	"FH72540"	"M"	"A"
"0000010"	"KIP"	"FH72548"	"M"	"J"
"0000010"	"KIP"	"FH72549"	"F"	"A"
"0000010"	"KIP"	"FH72553"	"F"	"J"
"0000010"	"KIP"	"FH72554"	"M"	"A"
"0000010"	"KIP"	"FH72555"	"F"	"J"
"0000010"	"KIP"	"FH72559"	"M"	"A"
"0000010"	"KIP"	"FH72560"	"M"	"J"
"0000010"	"KIP"	"FH72561"	"M"	"A"
"0000010"	"KIP"	"FH72561"	"F"	"A"
"0000010"	"KIP"	"FH72562"	"F"	"J"
"0000010"	"KIP"	"FH72563"	"F"	"J"
"0000010"	"KIP"	"FH72564"	"F"	"J"
"0000010"	"KIP"	"FH72565"	"M"	"A"
"0000010"	"KIP"	"FH72566"	"M"	"A"
"0000010"	"KIP"	"FH72569"	"M"	"J"
"0000011"	"KIP"	"FH72570"	"M"	"A"
"0000011"	"KIP"	"FH72570"	"M"	"A"
"0000010"	"KIP"	"FH72571"	"M"	"J"
"0000010"	"KIP"	"FH72576"	"M"	"J"
"0000011"	"KIP"	"FH72577"	"F"	"A"
"0000010"	"KIP"	"FH72580"	"F"	"J"
"0000010"	"KIP"	"FH72581"	"F"	"J"
"0000011"	"KIP"	"FH72582"	"M"	"A"
"0000011"	"KIP"	"FH72582"	"M"	"A"
"0000010"	"KIP"	"FH72583"	"M"	"J"
"0000010"	"KIP"	"FH72583"	"M"	"J"
"0000010"	"KIP"	"FH72584"	"F"	"A"
"0000010"	"KIP"	"FH72587"	"F"	"A"
"0000010"	"KIP"	"FH72588"	"F"	"J"
"0000010"	"KIP"	"FH72589"	"F"	"J"
"0000011"	"KIP"	"FH72590"	"M"	"A"
"0000010"	"KIP"	"FH72591"	"F"	"A"
"0000010"	"KIP"	"FH72592"	"F"	"A"
"0000010"	"KIP"	"FH72593"	"F"	"J"
"0000010"	"KIP"	"FH72600"	"F"	"J"
"0000010"	"KIP"	"FH72601"	"M"	"A"
"0000011"	"KIP"	"FH72602"	"F"	"A"
"0000010"	"KIP"	"FH72603"	"F"	"A"
"0000010"	"KIP"	"FH72604"	"M"	"A"
"0000010"	"KIP"	"FH72605"	"M"	"J"
"0000010"	"KIP"	"FH72606"	"M"	"A"
"0000010"	"KIP"	"FH72607"	"F"	"J"
"0000010"	"KIP"	"FH72609"	"F"	"J"
"0000010"	"KIP"	"FH72610"	"F"	"J"
"0000010"	"KIP"	"FH72611"	"M"	"A"
"0000010"	"KIP"	"FH72612"	"M"	"A"
"0000010"	"KIP"	"FH72616"	"F"	"J"
"0000010"	"KIP"	"FH72617"	"F"	"A"
"0000010"	"KIP"	"FH72618"	"M"	"A"
"0000010"	"KIP"	"FH72620"	"F"	"J"
"0000010"	"KIP"	"FH72621"	"M"	"A"
"0000010"	"KIP"	"FH72623"	"F"	"A"
"0000010"	"KIP"	"FH72625"	"F"	"J"
"0000010"	"KIP"	"FH72626"	"M"	"J"
"0000010"	"KIP"	"FH72627"	"M"	"A"
"0000010"	"KIP"	"FH72630"	"M"	"A"
"0000010"	"KIP"	"FH72631"	"F"	"A"
"0000010"	"KIP"	"FH72637"	"F"	"A"
"0000010"	"KIP"	"FH72641"	"F"	"J"
"0000010"	"KIP"	"FH72642"	"F"	"J"
"0000011"	"KIP"	"FH72643"	"M"	"A"
"0000011"	"KIP"	"FH72646"	"F"	"A"
"0000010"	"KIP"	"FH72647"	"F"	"J"
"0000010"	"KIP"	"FH72648"	"F"	"A"
"0000010"	"KIP"	"FH72649"	"M"	"J"
"0000010"	"KIP"	"FH72650"	"F"	"J"
"0000010"	"KIP"	"FH72651"	"M"	"J"
"0000010"	"KIP"	"FH72652"	"F"	"J"
"0000010"	"KIP"	"FH72654"	"M"	"J"
"0000001"	"KIP"	"FH72660"	"F"	"A"
"0000001"	"KIP"	"FH72661"	"F"	"A"
"0000001"	"KIP"	"FH72662"	"F"	"A"
"0000001"	"KIP"	"FH72663"	"F"	"A"
"0000001"	"KIP"	"FH72664"	"F"	"A"
"0000001"	"KIP"	"FH72665"	"F"	"A"
"0000001"	"KIP"	"FH72666"	"F"	"A"
"0000001"	"KIP"	"FH72667"	"F"	"A"
"0000001"	"KIP"	"FH72668"	"M"	"A"
"0000001"	"KIP"	"FH72669"	"M"	"A"
"0000001"	"KIP"	"FH72670"	"M"	"A"
"0000001"	"KIP"	"FH72671"	"F"	"A"
"0000001"	"KIP"	"FH72674"	"M"	"A"
"0000001"	"KIP"	"FH72675"	"M"	"A"
"0000001"	"KIP"	"FH72676"	"F"	"A"
"0000001"	"KIP"	"FH72677"	"F"	"A"
"0000001"	"KIP"	"FH72678"	"F"	"A"
"0000001"	"KIP"	"FH72679"	"F"	"A"
"0000001"	"KIP"	"FH72682"	"F"	"A"
"0000001"	"KIP"	"FH72685"	"F"	"J"
"0000001"	"KIP"	"FH72686"	"F"	"J"
"0000001"	"KIP"	"FH72687"	"F"	"A"
"0000001"	"KIP"	"FH72689"	"F"	"A"
"0000001"	"KIP"	"FH72692"	"M"	"A"
"0000001"	"KIP"	"FH72693"	"M"	"A"
"0000001"	"KIP"	"FH72695"	"M"	"A"
"0000001"	"KIP"	"FH72696"	"M"	"A"
"0000001"	"KIP"	"FH72698"	"F"	"A"
"0000001"	"KIP"	"FH72699"	"F"	"A"
"0000001"	"KIP"	"FH72700"	"M"	"A"
"0000001"	"KIP"	"FH72700"	"M"	"A"
"0000010"	"KIP"	"FH72701"	"F"	"A"
"0000011"	"KIP"	"FH72702"	"M"	"A"
"0000011"	"KIP"	"FH72702"	"M"	"A"
"0000011"	"KIP"	"FH72709"	"M"	"A"
"0000010"	"KIP"	"FH72710"	"M"	"J"
"0000011"	"KIP"	"FH72713"	"F"	"A"
"0000010"	"KIP"	"FH72714"	"F"	"A"
"0000010"	"KIP"	"FH72716"	"F"	"A"
"0000011"	"KIP"	"FH72717"	"M"	"A"
"0000010"	"KIP"	"FH72718"	"F"	"A"
"0000010"	"KIP"	"FH72719"	"F"	"A"
"0000010"	"KIP"	"FH72720"	"M"	"A"
"0000010"	"KIP"	"FH72721"	"M"	"A"
"0000010"	"KIP"	"FH72722"	"M"	"A"
"0000010"	"KIP"	"FH72723"	"F"	"A"
"0000010"	"KIP"	"FH72724"	"M"	"A"
"0000010"	"KIP"	"FH72725"	"M"	"A"
"0000010"	"KIP"	"FH72726"	"F"	"A"
"0000010"	"KIP"	"FH72727"	"F"	"J"
"0000010"	"KIP"	"FH72728"	"M"	"J"
"0000011"	"KIP"	"FH72730"	"M"	"A"
"0000010"	"KIP"	"FH72731"	"F"	"A"
"0000010"	"KIP"	"FH72732"	"F"	"A"
"0000010"	"KIP"	"FH72733"	"M"	"A"
"0000010"	"KIP"	"FH72734"	"M"	"A"
"0000010"	"KIP"	"FH72735"	"M"	"J"
"0000010"	"KIP"	"FH72736"	"M"	"J"
"0000010"	"KIP"	"FH72737"	"F"	"J"
"0000010"	"KIP"	"FH72738"	"M"	"A"
"0000011"	"KIP"	"FH72739"	"M"	"A"
"0000010"	"KIP"	"FH72740"	"F"	"A"
"0000010"	"KIP"	"FH72741"	"M"	"A"
"0000010"	"KIP"	"FH72742"	"F"	"A"
"0000010"	"KIP"	"FH72743"	"M"	"J"
"0000010"	"KIP"	"FH72744"	"F"	"A"
"0000010"	"KIP"	"FH72745"	"F"	"J"
"0000011"	"KIP"	"FH72746"	"M"	"A"
"0000011"	"KIP"	"FH72747"	"M"	"A"
"0000011"	"KIP"	"FH72747"	"M"	"A"
"0000010"	"KIP"	"FH72748"	"F"	"J"
"0000010"	"KIP"	"FH72749"	"M"	"J"
"0000010"	"KIP"	"FH72750"	"F"	"A"
"0000010"	"KIP"	"FH72751"	"M"	"J"
"0000010"	"KIP"	"FH72752"	"M"	"J"
"0000010"	"KIP"	"FH72753"	"F"	"J"
"0000010"	"KIP"	"FH72754"	"M"	"A"
"0000010"	"KIP"	"FH72755"	"M"	"J"
"0000010"	"KIP"	"FH72756"	"F"	"J"
"0000011"	"KIP"	"FH72759"	"M"	"A"
"0000010"	"KIP"	"FH72760"	"F"	"A"
"0000011"	"KIP"	"FH72761"	"F"	"J"
"0000010"	"KIP"	"FH72762"	"F"	"A"
"0000010"	"KIP"	"FH72765"	"M"	"A"
"0000011"	"KIP"	"FH72766"	"M"	"J"
"0000010"	"KIP"	"FH72768"	"F"	"A"
"0000010"	"KIP"	"FH72769"	"M"	"A"
"0000010"	"KIP"	"FH72770"	"M"	"J"
"0000010"	"KIP"	"FH72771"	"F"	"A"
"0000011"	"KIP"	"FH72774"	"M"	"A"
"0000010"	"KIP"	"FH72775"	"M"	"J"
"0000010"	"KIP"	"FH72776"	"M"	"J"
"0000010"	"KIP"	"FH72777"	"M"	"J"
"0000010"	"KIP"	"FH72778"	"F"	"J"
"0000010"	"KIP"	"FH72779"	"F"	"A"
"0000010"	"KIP"	"FH72780"	"M"	"J"
"0000010"	"KIP"	"FH72781"	"M"	"J"
"0000010"	"KIP"	"FH72782"	"M"	"A"
"0000010"	"KIP"	"FH72783"	"M"	"A"
"0000010"	"KIP"	"FH72785"	"M"	"J"
"0000010"	"KIP"	"FH72786"	"M"	"J"
"0000010"	"KIP"	"FH72787"	"M"	"J"
"0000010"	"KIP"	"FH72788"	"F"	"J"
"0000010"	"KIP"	"FH72789"	"M"	"A"
"0000010"	"KIP"	"FH72790"	"M"	"J"
"0000010"	"KIP"	"FH72791"	"M"	"J"
"0000010"	"KIP"	"FH72799"	"F"	"J"
"0000010"	"KIP"	"FH72800"	"M"	"J"
"0000010"	"KIP"	"FH72802"	"F"	"J"
"0000010"	"KIP"	"FH72803"	"M"	"A"
"0000010"	"KIP"	"FH72804"	"M"	"J"
"0000011"	"KIP"	"FH72805"	"F"	"A"
"0000010"	"KIP"	"FH72806"	"F"	"A"
"0000010"	"KIP"	"FH72807"	"M"	"A"
"0000010"	"KIP"	"FH72808"	"M"	"J"
"0000010"	"KIP"	"FH72809"	"F"	"J"
"0000011"	"KIP"	"FH72811"	"F"	"J"
"0000010"	"KIP"	"FH72812"	"M"	"J"
"0000010"	"KIP"	"FH72816"	"M"	"J"
"0000011"	"KIP"	"FH72817"	"M"	"A"
"0000010"	"KIP"	"FH72826"	"M"	"A"
"0000010"	"KIP"	"FH72827"	"F"	"J"
"0000010"	"KIP"	"FH72828"	"M"	"J"
"0000010"	"KIP"	"FH72828"	"M"	"J"
"0000010"	"KIP"	"FH72828"	"M"	"J"
"0000010"	"KIP"	"FH72828"	"M"	"J"
"0000010"	"KIP"	"FH72829"	"F"	"J"
"0000010"	"KIP"	"FH72835"	"F"	"A"
"0000010"	"KIP"	"FH72838"	"F"	"A"
"0000010"	"KIP"	"FH72840"	"F"	"A"
"0000010"	"KIP"	"FH72841"	"M"	"A"
"0000010"	"KIP"	"FH72843"	"F"	"A"
"0000010"	"KIP"	"FH72844"	"M"	"A"
"0000010"	"KIP"	"FH72845"	"F"	"J"
"0000010"	"KIP"	"FH72846"	"M"	"J"
"0000010"	"KIP"	"FH72848"	"M"	"A"
"0000011"	"KIP"	"FH72849"	"M"	"J"
"0000010"	"KIP"	"FH72850"	"F"	"A"
"0000010"	"KIP"	"FH72852"	"M"	"J"
"0000010"	"KIP"	"FH72853"	"M"	"J"
"0000010"	"KIP"	"FH72854"	"M"	"J"
"0000011"	"KIP"	"FH72855"	"F"	"A"
