species,ring,mol_sex,sexing_year,sample_file,sample_name,P2/P8,P2/P8,Z002B/Z002D,Z002B/Z002D,P2/P8Repetition,P2/P8Repetition,Z002B/Z002DRepetition,Z002B/Z002DRepetition,capture_year,capture_date,code,sexed_by,comments
WfP,FH68773,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH68870,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH68895,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH68903,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH68913,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH68924,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH68934,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH69056,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH69110,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH69208,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH69211,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72243,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72269,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72297,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72313,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72331,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72335,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72378,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72395,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72402,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72408,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH72442,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72457,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH47066,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH47114,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH47194,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH47459,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH47493,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH47692,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68723,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68724,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68793,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68794,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68961,F,2013,,,,,,,,,,,,,,LEP,RingnocorrectedfromFh68861toFH68961
KiP,FH68900,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68931,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68939,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH69123,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72134,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72158,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72177,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72184,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72192,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72193,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72198,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72199,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72200,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72278,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72286,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72296,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72298,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72299,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72308,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72318,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72334,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72343,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72360,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72362,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72374,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72376,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72380,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72381,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72418,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72436,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72437,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72438,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72448,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72459,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH72460,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH68978,F,2013,,,,,,,,,,,,,,LEP,RingnocorrectedfromFh78978toFH68978
KiP,FH72375,F,2013,,,,,,,,,,,,,,LEP,
KiP,FH47384,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68964,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47432,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72106,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68731,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47181,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68848,F,2013,,,,,,,,,,,,,,MK,
KiP,FH69029,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47419,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68709,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47186,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72207,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72129,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68915,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47585,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47188,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68945,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72282,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68771,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47182,F,2013,,,,,,,,,,,,,,MK,ringnocorrectedfromFh47982tofh47182
KiP,FH47363,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68961,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68983,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72169,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68725,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47183,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68788,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47462,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68727,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68714,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68961,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68958,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68887,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47042,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68965,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68730,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72127,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68791,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68848,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68798,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68767,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68766,F,2013,,,,,,,,,,,,,,MK,
KiP,FH69203,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68880,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72241,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72281,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68959,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68923,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68785,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72161,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68914,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72156,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72112,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68797,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68904,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72212,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47368,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68873,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68908,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68786,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72143,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47068,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72245,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72117,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47156,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68765,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68792,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72207,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68907,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72244,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68784,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72104,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68783,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68910,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68874,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47071,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47041,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47155,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47677,F,2013,,,,,,,,,,,,,,MK,
KiP,FH47045,F,2013,,,,,,,,,,,,,,MK,
KiP,FH68703,F,2013,,,,,,,,,,,,,,MK,
KiP,FH69225,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72226,F,2013,,,,,,,,,,,,,,MK,
MP,FH17885,F,2013,,,,,,,,,,,,,,LEP,
MP,FH47040,F,2013,,,,,,,,,,,,,,LEP,
MP,FH47192,F,2013,,,,,,,,,,,,,,LEP,
MP,FH47367,F,2013,,,,,,,,,,,,,,LEP,
MP,FH47437,F,2013,,,,,,,,,,,,,,LEP,
MP,FH47521,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68776,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68795,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68800,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68893,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68918,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68993,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68999,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72101,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72147,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72148,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72191,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72201,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72216,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72230,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72238,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72256,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72263,F,2013,,,,,,,,,,,,,,LEP,
MP,FH72304,F,2013,,,,,,,,,,,,,,LEP,
MP,FH68722,F,2013,,,,,,,,,,,,,,MK,
MP,FH72279,F,2013,,,,,,,,,,,,,,MK,
MP,FH72178,F,2013,,,,,,,,,,,,,,MK,
MP,FH68762,F,2013,,,,,,,,,,,,,,MK,
MP,FH68947,F,2013,,,,,,,,,,,,,,MK,
MP,FH47025,F,2013,,,,,,,,,,,,,,MK,
MP,FH68944,F,2013,,,,,,,,,,,,,,MK,
MP,FH17815,F,2013,,,,,,,,,,,,,,MK,
MP,FH68722,F,2013,,,,,,,,,,,,,,MK,
MP,FH47595,F,2013,,,,,,,,,,,,,,MK,
MP,FH68893,F,2013,,,,,,,,,,,,,,MK,
MP,FH17841,F,2013,,,,,,,,,,,,,,MK,
MP,FH47161,F,2013,,,,,,,,,,,,,,MK,
MP,FH68989,F,2013,,,,,,,,,,,,,,MK,
MP,FH68775,F,2013,,,,,,,,,,,,,,MK,
MP,FH68892,F,2013,,,,,,,,,,,,,,MK,
MP,FH68893,F,2013,,,,,,,,,,,,,,MK,
MP,FH47060,F,2013,,,,,,,,,,,,,,MK,
WfP,FH17831,F,2013,,,,,,,,,,,,,,LEP,
WfP,FH72350,F,2013,,,,,,,,,,,,,,LEP,
WfP,FH72444,F,2013,,,,,,,,,,,,,,LEP,
WfP,FH47547,F,2013,,,,,,,,,,,,,,LEP,
WfP,FH69046,F,2013,,,,,,,,,,,,,,LEP,
WfP,FH72229,F,2013,,,,,,,,,,,,,,LEP,
WfP,FH72319,F,2013,,,,,,,,,,,,,,LEP,
WfP,FH68917,F,2013,,,,,,,,,,,,,,MK,
WfP,FH47120,F,2013,,,,,,,,,,,,,,MK,
WfP,FH68955,F,2013,,,,,,,,,,,,,,MK,
WfP,FH47191,F,2013,,,,,,,,,,,,,,MK,
WfP,FH72174,F,2013,,,,,,,,,,,,,,MK,
WfP,FH47637,F,2013,,,,,,,,,,,,,,MK,
WfP,FH68721,F,2013,,,,,,,,,,,,,,MK,
WfP,FH69261,F,2013,,,,,,,,,,,,,,MK,
WfP,FH68778,F,2013,,,,,,,,,,,,,,MK,
WfP,FH68949,F,2013,,,,,,,,,,,,,,MK,
WfP,FH47988,F,2013,,,,,,,,,,,,,,MK,
WfP,FH72108,F,2013,,,,,,,,,,,,,,MK,
WfP,FH72218,F,2013,,,,,,,,,,,,,,MK,
WfP,FH68956,F,2013,,,,,,,,,,,,,,MK,
WfP,FH69165,F,2013,,,,,,,,,,,,,,MK,
WfP,FH69169,F,2013,,,,,,,,,,,,,,MK,
WfP,FH72217,F,2013,,,,,,,,,,,,,,MK,
WfP,FH72139,F,2013,,,,,,,,,,,,,,MK,
WfP,FH69288,F,2013,,,,,,,,,,,,,,MK,
WfP,FH68780,F,2013,,,,,,,,,,,,,,MK,
KiP,FH72389,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47175,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68877,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68878,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68896,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68937,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72141,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72309,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72369,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72384,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72388,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47038,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47059,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
WfP,FH47119,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR-speccorrectedfromKiPtoWfP
KiP,FH47176,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47187,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR-ringnumberfirstmisrecorded.CorrectedfromFH47178toFH47187
KiP,FH47179,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47231,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47355,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47356,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47399,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47466,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47642,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47679,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH47997,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68710,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68719,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68729,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68763,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68769,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68782,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68789,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68840,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68876,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68881,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68883,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68886,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68890,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68902,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68911,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68912,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68929,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68930,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68932,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68941,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68962,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68968,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68970,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68971,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68975,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68981,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68982,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68984,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68987,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68990,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68994,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH68995,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72110,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72111,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72113,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72120,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72125,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72128,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72131,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72132,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72133,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72135,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72137,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72140,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72145,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72155,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72157,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72162,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72163,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72165,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72168,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72179,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72180,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72181,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72187,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72194,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72195,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72204,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72210,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72213,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72215,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72221,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72223,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72227,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72232,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72233,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72240,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72248,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72250,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72251,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72252,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72258,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
KiP,FH72260,M,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasmale-theotherfailedtoamplifyinPCR
