species,ring,mol_sex,sexing_year,sample_file,sample_name,P2/P8,P2/P8,Z002B/Z002D,Z002B/Z002D,P2/P8Repetition,P2/P8Repetition,Z002B/Z002DRepetition,Z002B/Z002DRepetition,capture_year,capture_date,code,sexed_by,comments
MP,FH17058,M,2007,,,,,,,,,,,2005,302,X.X|XM.X,,
MP,FH17088,M,2007,,,,,,,,,,,2005,321,X.X|XM.X,,
MP,FH17100,M,2007,,,,,,,,,,,2004,208,XX.XX|XX.XM,,
MP,FH17101,M,2007,,,,,,,,,,,2003,819,XX.XX|XW.MO,,
MP,FH17105,M,2007,,,,,,,,,,,2003,1023,XB.MB|XX.XX,,
MP,FH17106,M,2007,,,,,,,,,,,2003,1023,XB.MR|XX.XX,,
MP,FH17111,M,2007,,,,,,,,,,,2003,1227,XX.XX|XR.MO,,
MP,FH17114,M,2007,,,,,,,,,,,2004,927,XR.XB|XM.XR,,
MP,FH17115,M,2007,,,,,,,,,,,2004,1106,XL.XB|XM.XB,,
MP,FH17116,M,2007,,,,,,,,,,,2004,1105,XL.XL|XM.XB,,
MP,FH17117,M,2007,,,,,,,,,,,2004,1213,XB.XB|XM.XO,,
MP,FH17121,M,2007,,,,,,,,,,,2004,1219,XY.XB|XM.XY,,
MP,FH17125,M,2007,,,,,,,,,,,2004,1220,XY.XO|XM.XY,,
MP,FH17129,M,2007,,,,,,,,,,,2004,1221,XY.XY|XM.XY,,
MP,FH17133,M,2007,,,,,,,,,,,2004,1222,XY.XG|XM.XR,,
MP,FH17134,M,2007,,,,,,,,,,,2004,1222,XY.XO|XM.XR,,
MP,FH17137,M,2007,,,,,,,,,,,2004,1223,XY.XB|XM.XL,,
MP,FH17138,M,2007,,,,,,,,,,,2004,1223,XY.XL|XM.XL,,
MP,FH17139,M,2007,,,,,,,,,,,2004,1223,XY.XG|XM.XL,,
MP,FH17158,M,2007,,,,,,,,,,,2005,214,XW.XR|XM.XO,,
MP,FH17211,M,2007,,,,,,,,,,,2004,504,XG.XG|XM.XW,,
MP,FH17217,M,2007,,,,,,,,,,,2005,406,X.X|XM.X,,
MP,FH17219,M,2007,,,,,,,,,,,2005,406,X.X|XM.X,,
MP,FH17256,M,2007,,,,,,,,,,,2005,424,XL.XL|XM.XY,,
MP,FH17264,M,2007,,,,,,,,,,,2005,426,XL.XR|XM.XY,,
MP,FH17274,M,2007,,,,,,,,,,,2005,501,XL.XW|XM.XY,,
MP,FH17303,M,2007,,,,,,,,,,,2004,508,XG.XL|XM.XB,,
MP,FH17322,M,2007,,,,,,,,,,,2004,508,XG.XG|XM.XB,,
MP,FH17323,M,2007,,,,,,,,,,,2004,503,XG.XO|XM.XW,,
MP,FH17400,M,2007,,,,,,,,,,,2004,508,XG.XW|XM.XW,,
MP,FH17296,M,2007,,,,,,,,,,,2005,1121,XG.XB|XM.XY,,
MP,FH17314,M,2007,,,,,,,,,,,2005,1125,XG.XG|XM.XY,,
MP,FH17319,M,2007,,,,,,,,,,,2005,1127,XB.XB|XM.XY,,
MP,FH17325,M,2007,,,,,,,,,,,2005,1127,XB.XL|XM.XY,,
MP,FH17338,M,2007,,,,,,,,,,,2005,926,XB.XW|XM.XW,,
MP,FH17345,M,2007,,,,,,,,,,,2006,115,XW.XB|XM.XL,,
MP,FH17351,M,2007,,,,,,,,,,,2006,117,XW.XO|XM.XB,,
MP,FH17352,M,2007,,,,,,,,,,,2006,117,XW.XG|XM.XB,,
MP,FH17358,M,2007,,,,,,,,,,,2006,120,XW.XY|XM.XB,,
MP,FH17363,M,2007,,,,,,,,,,,2006,122,XW.XG|XM.XO,,
MP,FH17365,M,2007,,,,,,,,,,,2006,122,XW.XY|XM.XO,,
MP,FH17367,M,2007,,,,,,,,,,,2006,125,XW.XO|XM.XR,,
MP,FH17376,M,2007,,,,,,,,,,,2006,214,XY.XY|XM.XO,,
MP,FH17386,M,2007,,,,,,,,,,,2006,304,XB.XR|XM.XW,,
MP,FH17395,M,2007,,,,,,,,,,,2006,309,XY.XO|XM.XW,,
MP,FH17397,M,2007,,,,,,,,,,,2006,310,XY.XR|XM.XL,,
MP,FH17401,M,2007,,,,,,,,,,,2006,310,XY.XO|XM.XL,,
MP,FH17403,M,2007,,,,,,,,,,,2006,313,XY.XY|XM.XG,,
MP,FH17417,M,2007,,,,,,,,,,,2006,317,XY.XR|XM.XG,,
MP,FH17424,M,2007,,,,,,,,,,,2006,319,XW.XY|XM.XR,,
MP,FH17426,M,2007,,,,,,,,,,,2006,319,XW.XL|XM.XR,,
MP,FH17427,M,2007,,,,,,,,,,,2006,319,XW.XG|XM.XR,,
MP,FH17429,M,2007,,,,,,,,,,,2006,320,XW.XW|XM.XG,,
MP,FH17433,M,2007,,,,,,,,,,,2006,321,XW.XY|XM.XG,,
MP,FH17436,M,2007,,,,,,,,,,,2006,321,XW.XL|XM.XG,,
MP,FH17437,M,2007,,,,,,,,,,,2006,322,XW.XW|XM.XW,,
MP,FH17447,M,2007,,,,,,,,,,,2006,324,XW.XL|XM.XW,,
MP,FH17452,M,2007,,,,,,,,,,,2006,325,XW.XR|XM.XW,,
MP,FH17473,M,2007,,,,,,,,,,,2006,509,XY.XB|XM.XO,,
MP,FH17478,M,2007,,,,,,,,,,,2006,509,XY.XO|XM.XB,,
MP,FH17489,M,2007,,,,,,,,,,,2006,511,XY.XG|XM.XB,,
MP,FH17020,,2007,,,,,,,,,,,2005,218,X.XG|XM.X,,
MP,FH17156,,2007,,,,,,,,,,,2005,213,XW.XG|XM.XO,,
MP,FH17335,,2007,,,,,,,,,,,2006,113,XW.XB|XM.XB,,
MP,FH17006,F,2007,,,,,,,,,,,2005,217,XR.XG|XM.XG,,
TbP,X,F,2007,,,,,,,,,,,2003,420,,,
TbP,X,F,2007,,,,,,,,,,,2004,504,,,
TbP,X,M,2007,,,,,,,,,,,2003,420,,,
TbP,X,M,2007,,,,,,,,,,,2003,425,,,
TbP,X,M,2007,,,,,,,,,,,2003,428,,,
WfP,FH17861,F,2012,,,,,,,,,,,,,,,
WfP,FH47032,F,2012,,,,,,,,,,,,,,,
WfP,FH47107,M,2012,,,,,,,,,,,,,,,
WfP,FH47108,F,2012,,,,,,,,,,,,,,,
WfP,FH47109,F,2012,,,,,,,,,,,,,,,
WfP,FH47111,F,2012,,,,,,,,,,,,,,,
WfP,FH47121,F,2012,,,,,,,,,,,,,,,
WfP,FH47122,M,2012,,,,,,,,,,,,,,,
WfP,FH47133,F,2012,,,,,,,,,,,,,,,
WfP,FH47134,M,2012,,,,,,,,,,,,,,,
WfP,FH47141,M,2012,,,,,,,,,,,,,,,
WfP,FH47173,F,2012,,,,,,,,,,,,,,,
WfP,FH47195,M,2012,,,,,,,,,,,,,,,
WfP,FH47196,F,2012,,,,,,,,,,,,,,,
WfP,FH47198,M,2012,,,,,,,,,,,,,,,
WfP,FH47227,M,2012,,,,,,,,,,,,,,,
WfP,FH47248,F,2012,,,,,,,,,,,,,,,
WfP,FH47270,F,2012,,,,,,,,,,,,,,,
WfP,FH47289,F,2012,,,,,,,,,,,,,,,
WfP,FH47294,M,2012,,,,,,,,,,,,,,,
WfP,FH47357,F,2012,,,,,,,,,,,,,,,
WfP,FH47360,M,2012,,,,,,,,,,,,,,,
WfP,FH47365,F,2012,,,,,,,,,,,,,,,
WfP,FH47378,F,2012,,,,,,,,,,,,,,,
WfP,FH47380,M,2012,,,,,,,,,,,,,,,
WfP,FH47617,F,2012,,,,,,,,,,,,,,,
WfP,FH47619,F,2012,,,,,,,,,,,,,,,
WfP,FH47620,M,2012,,,,,,,,,,,,,,,
WfP,FH47639,M,2012,,,,,,,,,,,,,,,
WfP,FH47668,F,2012,,,,,,,,,,,,,,,
WfP,FH47687,M,2012,,,,,,,,,,,,,,,
WfP,FH47993,F,2012,,,,,,,,,,,,,,,
WfP,FH68169,M,2012,,,,,,,,,,,,,,,
WfP,FH68809,F,2012,,,,,,,,,,,,,,,
WfP,FH68820,F,2012,,,,,,,,,,,,,,,
WfP,FH68821,F,2012,,,,,,,,,,,,,,,
WfP,FH68823,M,2012,,,,,,,,,,,,,,,
WfP,FH68830,M,2012,,,,,,,,,,,,,,,
WfP,FH68851,M,2012,,,,,,,,,,,,,,,
WfP,FH68858,M,2012,,,,,,,,,,,,,,,
WfP,FH68861,F,2012,,,,,,,,,,,,,,,
WfP,FH68864,M,2012,,,,,,,,,,,,,,,
WfP,FH68867,M,2012,,,,,,,,,,,,,,,
WfP,FH68868,F,2012,,,,,,,,,,,,,,,
WfP,FH69013,F,2012,,,,,,,,,,,,,,,
WfP,FH69014,M,2012,,,,,,,,,,,,,,,
WfP,FH69015,F,2012,,,,,,,,,,,,,,,
WfP,FH69023,F,2012,,,,,,,,,,,,,,,
WfP,FH69026,F,2012,,,,,,,,,,,,,,,
WfP,FH69030,F,2012,,,,,,,,,,,,,,,
WfP,FH69031,M,2012,,,,,,,,,,,,,,,
WfP,FH69032,F,2012,,,,,,,,,,,,,,,
WfP,FH69034,F,2012,,,,,,,,,,,,,,,
WfP,FH69036,,2012,,,,,,,,,,,,,,,
WfP,FH69045,F,2012,,,,,,,,,,,,,,,
WfP,FH69053,M,2012,,,,,,,,,,,,,,,
WfP,FH69056,F,2012,,,,,,,,,,,,,,,
WfP,FH69072,M,2012,,,,,,,,,,,,,,,
WfP,FH69078,M,2012,,,,,,,,,,,,,,,
WfP,FH69101,M,2012,,,,,,,,,,,,,,,
WfP,FH69105,F,2012,,,,,,,,,,,,,,,
WfP,FH69107,F,2012,,,,,,,,,,,,,,,
WfP,FH69108,F,2012,,,,,,,,,,,,,,,
WfP,FH69109,M,2012,,,,,,,,,,,,,,,
WfP,FH69110,F,2012,,,,,,,,,,,,,,,
WfP,FH69117,M,2012,,,,,,,,,,,,,,,
WfP,FH69137,F,2012,,,,,,,,,,,,,,,
WfP,FH69138,F,2012,,,,,,,,,,,,,,,
WfP,FH69141,M,2012,,,,,,,,,,,,,,,
WfP,FH69142,M,2012,,,,,,,,,,,,,,,
WfP,FH69153,M,2012,,,,,,,,,,,,,,,
WfP,FH69159,M,2012,,,,,,,,,,,,,,,
WfP,FH69164,M,2012,,,,,,,,,,,,,,,
WfP,FH69165,F,2012,,,,,,,,,,,,,,,
WfP,FH69167,M,2012,,,,,,,,,,,,,,,
WfP,FH69169,M,2012,,,,,,,,,,,,,,,
WfP,FH69177,M,2012,,,,,,,,,,,,,,,
WfP,FH69186,M,2012,,,,,,,,,,,,,,,
WfP,FH69188,F,2012,,,,,,,,,,,,,,,
WfP,FH69192,M,2012,,,,,,,,,,,,,,,
WfP,FH69193,F,2012,,,,,,,,,,,,,,,
WfP,FH69194,F,2012,,,,,,,,,,,,,,,
WfP,FH69206,F,2012,,,,,,,,,,,,,,,
WfP,FH69211,F,2012,,,,,,,,,,,,,,,
WfP,FH69212,M,2012,,,,,,,,,,,,,,,
WfP,FH69213,M,2012,,,,,,,,,,,,,,,
WfP,FH69233,M,2012,,,,,,,,,,,,,,,
WfP,FH69237,M,2012,,,,,,,,,,,,,,,
WfP,FH69247,M,2012,,,,,,,,,,,,,,,
WfP,FH69248,F,2012,,,,,,,,,,,,,,,
WfP,FH69253,F,2012,,,,,,,,,,,,,,,
WfP,FH69256,F,2012,,,,,,,,,,,,,,,
WfP,FH69260,M,2012,,,,,,,,,,,,,,,
WfP,FH69263,M,2012,,,,,,,,,,,,,,,
WfP,FH69267,M,2012,,,,,,,,,,,,,,,
WfP,FH69272,F,2012,,,,,,,,,,,,,,,
WfP,FH69288,F,2012,,,,,,,,,,,,,,,
WfP,FH69290,M,2012,,,,,,,,,,,,,,,
WfP,FH69292,M,2012,,,,,,,,,,,,,,,
WfP,FH69293,F,2012,,,,,,,,,,,,,,,
WfP,FH69143,F,2012,,,,,,,,,,,,,,,
WfP,FH17153,F,2007,,,,,,,,,,,2005,121,XB.XW|XM.XL,,
WfP,FH17232,F,2007,,,,,,,,,,,2005,408,X.X|XM.X,,
WfP,FH17250,F,2007,,,,,,,,,,,2005,412,X.X|XM.X,,
WfP,FH17254,F,2007,,,,,,,,,,,2005,423,X.X|XM.X,,
WfP,FH17280,F,2007,,,,,,,,,,,2005,503,XR.XO|XM.XY,,
WfP,FH17286,F,2007,,,,,,,,,,,2005,506,X0.XG|XM.XY,,
WfP,FH17381,F,2007,,,,,,,,,,,2006,303,XO.XB|XM.XB,,
WfP,FH17384,F,2007,,,,,,,,,,,2006,303,XO.XG|XM.XB,,
WfP,FH17462,F,2007,,,,,,,,,,,2006,405,XR.XR|XM.XY,,
WfP,FH17477,F,2007,,,,,,,,,,,2006,509,XO.XL|XM.XB,,
WfP,FH17482,F,2007,,,,,,,,,,,2006,509,XO.XY|XM.XB,,
WfP,FH17152,M,2007,,,,,,,,,,,2005,121,XB.XR|XM.XL,,
WfP,FH17237,M,2007,,,,,,,,,,,2005,409,X.X|XM.X,,
WfP,FH17310,M,2007,,,,,,,,,,,2005,1008,XX.XY|XM.XX,,
WfP,FH17382,M,2007,,,,,,,,,,,2006,303,XO.XO|XM.XB,,
WfP,FH17383,M,2007,,,,,,,,,,,2006,303,XO.XR|XM.XB,,
WfP,FH47531,F,2010,E02_13.fsa,13,377,383,119,128,,,,,,,,,
WfP,FH47532,M,2010,H01_8.fsa,8,377,377,128,128,,,,,,,,,
WfP,FH47546,M,2010,G02_15.fsa,15,377,377,128,128,,,,,,,,,
WfP,FH47547,F,2010,C01_3.fsa,3,377,383,119,128,,,,,,,,,
WfP,FH47549,M,2010,E01_5.fsa,5,377,377,128,128,,,,,,,,,
WfP,FH47550,F,2010,A02_9.fsa,9,377,383,119,128,,,,,,,,,
WfP,FH47578,F,2010,B02_10.fsa,10,377,383,119,128,,,,,,,,,
WfP,FH47579,M,2010,G01_7.fsa,7,377,377,128,128,,,,,,,,,
WfP,FH47594,F,2010,D01_4.fsa,4,377,383,119,128,,,,,,,,,
WfP,FH47680,M,2010,D02_12.fsa,12,377,377,128,128,,,,,,,,,
WfP,FH47809,F,2010,F01_6.fsa,6,377,383,119,128,,,,,,,,,
WfP,FH47945,F,2010,F02_14.fsa,14,377,383,119,128,,,,,,,,,
KiP,FH72301,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72306,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72379,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72430,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47149,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47352,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47364,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47393,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47395,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47480,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47495,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47651,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47669,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47681,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47688,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH47744,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68701,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68706,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68713,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68716,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68717,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68764,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68781,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68869,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68882,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68884,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68891,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68894,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68897,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68898,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68901,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68905,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68906,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68927,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68942,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68953,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68966,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68967,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68976,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68978,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68985,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68986,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72118,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72119,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72121,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72122,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72124,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72138,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72151,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72160,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72164,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72166,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72171,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72176,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72185,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72186,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72188,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72189,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72190,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72196,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72206,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72209,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72214,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72219,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72220,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72224,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72225,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72226,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72231,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72239,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72259,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72266,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72267,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72270,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72287,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72293,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72300,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72303,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72310,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72315,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72324,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72325,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72326,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72333,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72337,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72338,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72344,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72347,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72352,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72357,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72364,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72371,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72372,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72393,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72416,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72421,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72433,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72439,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH72453,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68926,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
KiP,FH68969,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
MP,FH68947,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
MP,FH72404,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH17855,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH47370,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH47387,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH47390,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH47946,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
WfP,FH47947,F,2013,,,,,,,,,,,,,,LEP,onemarkerscoredthisasfemale-theotherfailedtoamplifyinPCR
