year,site,nest,easting,northing,found_date,found_time,laying_date,clutch_size,end_date,fate,no_chicks,length1,width1,float1,length2,width2,float2,length3,width3,float3,observer,floating_date,comments_field,comments_stdfile
2015,S,8,260573,1676215,914,930,906,3,924,Predated by crows,0,32.4,23.4,70-80,31.6,23.1,90,31.3,23.4,90,CCI,NA,Crow predation recorded in nest camera,NA
2015,S,9,260637,1675931,915,930,903,3,918,Predated by dogs,0,34.1,22.5,90,32.5,22.8,90,33.1,22.6,90',CCI,NA,Dog tracks next to nest,NA
2015,S,10,260933,1675928,916,1058,917,2,919,Predated,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,Yolk spread in plants,NA
2015,S,11,260423,1676727,916,1630,905,2,929,HATCH,2,33.4,23.1,1+,33.4,23.2,90',NA,NA,NA,CCI,922,NA,NA
2015,S,12,260515,1676236,917,942,905,3,922,Predated by crows,0,33,23.1,1+,33.8,24.4,90,33.7,24.1,90',CCI,NA,Crow tracks around nest,NA
2015,S,13,260419,1676620,917,1019,909,3,921,Predated,0,33.6,23.5,60-70,33.3,22.9,80,34.4,23.1,80,CCI,NA,Dog's and crow's tracks around nest,NA
2015,S,14,261398,1675574,918,743,910,3,928,Eggs disappeared,0,32.6,22.7,45,33,23.1,60,33.5,22.7,45,"CCI, CR",NA,NA,NA
2015,S,15,260377,1676785,919,1142,NA,2,921,Predated,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,Lots of dog and crow tracks around and on nest,NA
2015,S,16,260590,1676204,921,1822,904,3,924,Eggs disappeared,0,31.1,22.5,90',31.4,23.1,90',31.2,22.3,90,CCI,NA,NA,NA
2015,S,17,260802,1676182,922,948,918,3,1008,Eggs disappeared,0,35,23.1,90,34.6,23.4,70-80,35.4,22.6,30,CCI,NA,NA,NA
2015,S,18,261341,1675592,922,1123,909,3,927,Eggs disappeared,0,30.7,22.4,90,30.9,22.4,70-80,30.4,22.7,90,CCI,NA,NA,NA
2015,S,19,260880,1675917,925,859,907,3,1005,HATCH,1,32.9,23.1,1+,32.8,22.8,90',33.3,22.9,90,CCI,NA,Only one chick was found 100 mts away from nest with both parents on the 1005,NA
2015,S,20,260487,1676404,925,1051,1001,3,1024,HATCH,2,32.3,23.2,NA,32.4,22.7,NA,32.8,23.4,NA,CCI,NA,"Last chick was not found, 3rd egg was pipping on the 1022, 1023 checked at 7am, 12pm, 6pm, egg still pipping; 1024 7am 3rd chick not found",NA
2015,S,21,261247,1675693,928,900,920,3,1002,Eggs disappeared,0,35.1,23.3,80,35.4,23.8,80,34.7,23.4,80,CCI,NA,NA,NA
2015,S,22,261031,1675972,928,1734,924,3,1008,Eggs disappeared,0,32.9,23.5,80,35.4,23.8,80,34.7,23.4,80,CCI,NA,NA,NA
2015,S,23,260972,1676052,1001,911,NA,1,1002,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,24,261110,1675961,1001,924,NA,1,1003,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,25,260570,1676334,1002,949,926,3,1007,Eggs disappeared,0,31.7,23.5,45,31.4,23.6,30,31.7,23.2,0,CCI,NA,NA,NA
2015,S,26,260285,1677036,1002,1049,NA,2,1005,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,"This nest was thought to be a fresh nest when found, however on the 1003 the male MW|GW was found with 3 chicks (S-4) and this male was recorded for this nest, it is possible that the first chick of this nest had hatched already on the 1002 when the nest was found",NA
2015,S,27,261484,1675864,1002,1636,NA,1,1005,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,28,260257,1677093,1005,1639,1002,3,1010,Eggs disappeared,0,32.4,21.8,30,32.9,22.2,30,32.8,21.8,0,CCI,NA,NA,NA
2015,S,29,260190,1677670,1007,1716,1004,3,1013,Eggs disappeared,0,31.6,22.5,30,31.4,21.8,30,31.2,22.1,30,CCI,NA,NA,NA
2015,S,30,260545,1676083,1012,852,924,3,1020,HATCH,3,31.2,23.8,1+,31.9,23.3,90',32.3,23.6,90,CCI,NA,NA,NA
2015,S,31,260166,1677989,1013,1550,925,3,1014,Eggs disappeared,0,32.5,22.9,1+,33.7,23.4,1+,32.4,23.2,1+,CCI,NA,NA,NA
2015,S,32,260511,1676226,1014,1737,1003,3,1028,HATCH,3,32.2,23,90,31.3,23.4,90,31.4,23.2,90,CCI,NA,NA,NA
2015,S,33,261032,1676006,1017,934,NA,2,1020,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,34,261222,1675990,1019,830,NA,2,1020,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,35,260293,1677038,1019,933,1011,3,1030,Eggs disappeared,0,32.8,24.1,30,31.1,24,45,32.3,24.1,90,CCI,NA,NA,NA
2015,S,36,261285,1675585,1024,801,NA,2,1106,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,37,260946,1676070,1024,959,1020,3,1104,Eggs disappeared,0,32.9,22.7,30,32.3,22.9,45,33.2,23.2,30,CCI,NA,NA,NA
2015,S,38,260832,1676154,1027,810,1029,3,1102,Eggs disappeared,0,31.7,22.8,NA,32.3,22.6,NA,33,22.7,NA,CCI,NA,NA,NA
2015,S,39,260169,1677558,1027,1208,NA,2,1030,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,40,261563,1675526,1029,749,NA,2,1103,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CCI,NA,NA,NA
2015,S,41,261312,1675647,1029,1745,1012,3,1105,HATCH,3,30,22.7,90',29.9,22.5,90',29.8,22.4,90',CCI,NA,NA,NA
2015,S,42,260939,1676091,1112,1112,1113,3,NA,Eggs disappeared,3,33.4,22.6,NA,31.8,22.7,NA,32.4,22.5,NA,CCI,NA,NA,NA
2015,S,201,261741,1676181,1002,17,NA,3,1005,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PH,NA,Did not measure or float as working  on islands without equipment and nest was lost before measurements could then be taken,NA
2015,S,202,260149,1677439,1029,1100,NA,1,1102,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PH,NA,Did not measure and float as clutch incomplete when found and lost before measurements could be taken,NA
2015,S,301,260930,1675855,930,703,924,3,1007,Eggs disappeared,0,30.7,23.2,80,31.1,22.8,80,31.5,22.6,80,CR,NA,NA,NA
2015,S,302,260681,1675856,930,748,928,1,1018,Eggs disappeared,0,34.4,23.2,90,NA,NA,NA,NA,NA,NA,CR,1010,NA,NA
2015,S,303,260678,1676186,1002,1057,921,3,1007,Eggs disappeared,0,32.5,23.4,80,31.1,23.1,80,32.7,23,80,CR,NA,NA,NA
2015,S,304,260681,1676127,1002,900,921,2,1026,HATCH,1,32.9,23.1,90,33.2,22.6,90,NA,NA,NA,CR,1005,second chick not found,NA
2015,S,305,261002,1675791,1003,815,927,3,1027,Eggs disappeared,0,33.2,23.9,80,33.7,23.6,80,34.6,23.7,80,CR,NA,NA,NA
2015,S,306,260094,1677310,1003,1139,921,3,1009,HATCH,3,34.2,24.1,90,33.7,24.2,90,34.3,23.8,90,CR,NA,NA,NA
2015,S,307,261364,1675557,1005,NA,NA,2,1023,Eggs disappeared,0,29.7,21.5,30,NA,NA,NA,NA,NA,NA,CR,1009,NA,NA
2015,S,308,261198,1675635,1005,1643,923,3,1011,Eggs disappeared,0,31.9,22.7,90,31.5,22.8,90,32.1,22.5,90,CR,NA,NA,NA
2015,S,309,260473,1676429,1007,NA,1008,3,1024,Eggs disappeared,3,31.8,24.1,NA,31.7,24.1,NA,31.7,24.3,NA,CR,1008,NA,NA
2015,S,310,260943,1675861,1008,1606,1006,2,1026,Eggs disappeared,0,33.3,24.1,45,33.4,24.5,45,NA,NA,NA,CR,1012,NA,NA
2015,S,311,260946,1675950,1012,914,1004,3,1029,HATCH,2,32.1,23.4,80,31.6,23.2,80,31.8,23.3,80,CR,NA,NA,NA
2015,S,312,260518,1676336,1015,1229,1017,3,1021,Predated,0,32.2,32.3,NA,31.3,23.1,NA,31.3,32.2,NA,CR,1019,NA,NA
2015,S,313,260514,1676196,1016,1100,1004,3,1027,HATCH,3,31.1,22.8,90,30.7,22.2,90,30.4,22.7,90,CR,NA,NA,NA
2015,S,314,260508,1675952,1019,930,NA,3,1021,HATCH,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA
2015,S,315,261223,1675601,1020,930,1020,3,1106,Eggs disappeared,0,31,23.4,30,31,23.4,30,30.7,23.5,30,CR,1106,NA,NA
2015,S,316,261064,1675815,1023,1651,NA,2,1026,HATCH,1,30.2,22.4,NA,31.7,22.7,NA,NA,NA,NA,CR,1026,NA,NA
2015,S,317,261042,1675842,1026,1103,1025,3,1101,Eggs disappeared,0,30.1,22.7,0,31.4,22.2,0,32.7,22.4,0,CR,NA,"End date was captured as 1011 on notes, changed to 1101 (CCI 27/nov/2015)",NA
2015,S,318,260685,1676183,1027,1103,NA,2,1030,Trampled by cow,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA
2015,S,319,260864,1675723,1028,1550,NA,2,1105,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA
2015,S,320,261109,1675707,1029,1121,1024,3,1106,Eggs disappeared,0,34.2,23.3,90,34.3,23.5,90,33.9,23.8,90,CR,1030,NA,NA
2015,S,321,260513,1675871,1104,955,1024,3,1118,HATCH,2,31.2,23,90,31.9,23,90,31.9,22.4,90,CR,NA,NA,NA
2015,S,322,260822,1675970,1106,1224,1100,3,1120,Eggs disappeared,0,31.9,23.5,45,31.1,23.3,45,32.4,23.1,45,CR,NA,NA,NA
2015,S,323,260776,1676008,1111,1315,1106,3,1113,Eggs disappeared,0,32.4,23.3,45,31.2,23.5,45,31.2,23.2,45,CR,NA,NA,NA
2015,S,324,261043,1675978,1112,915,NA,1,1116,Eggs disappeared,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA
2015,S,325,261416,1675404,1121,726,1101,3,1121,HATCH,3,30.7,22.6,NA,31.5,22.7,NA,32.4,22.6,NA,CR,NA,NA,NA
2015,S,326,261072,1675851,1121,726,1119,3,1123,active,NA,31.5,32.5,30,32.6,23.7,30,33.1,23.6,30,CR,1121,NA,NA
2015,S,327,260761,1676183,1121,952,NA,2,1123,active,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA
